,영화명,개봉일,감독,"API구분(left=kmdb, right=영진위)"
9103,유신의 추억 - 다카키 마사오의 전성시대,2012-11-22,,left_only
9104,유신의 추억-다카키 마사오의 전성시대,2012-11-22,"이정황,김무삼,김태균",right_only
10574,철가방 우수氏,2012-11-22,윤학렬,right_only
10575,철가방 우수씨,2012-11-22,,left_only
10951,칸나누나의 비밀일기1,2012-11-22,토모마치 나오유키,right_only
15,10일간의 원나잇 스탠드,2012-11-29,다니엘 아르비드,right_only
1881,노벨스 라스트 윌,2012-11-29,,left_only
2486,더블,2012-11-29,마이클 브랜트,right_only
2552,데블스 트레저,2012-11-29,,left_only
3227,레닌그라드:900일간의 전투,2012-11-29,,left_only
3758,마티나,2012-11-29,크리스토퍼 로빈 콜린스,right_only
3957,메가 파이톤 vs 게토로이드,2012-11-29,메리 램버트,right_only
4694,밤의 이야기,2012-11-29,미셸 오슬로,right_only
6374,순진한 유학생,2012-11-29,마에노 토모야,right_only
6467,스무살의 이중생활,2012-11-29,이숭환,right_only
6714,슬로베니안 걸-여대생 콜걸,2012-11-29,,left_only
7304,아이디:에이,2012-11-29,,left_only
8068,엔딩 노트,2012-11-29,,left_only
8069,엔딩노트,2012-11-29,마미 스나다,right_only
9273,음치 클리닉,2012-11-29,김진영,right_only
9274,음치클리닉,2012-11-29,,left_only
11484,테러 트랩,2012-11-29,댄 가르시아,right_only
6151,센티멘트 오브 더 플레시,2012-12-05,호베흐또 가흐제이휴,right_only
7343,아직 할 말이 남았지만,2012-12-05,,left_only
11551,토처드,2012-12-05,로버트 리버맨,right_only
2008,늑대소년-확장판,2012-12-06,조성희,right_only
3638,마린스키 발레: 호두까기 인형 3D,2012-12-06,발레리 게르기예프,right_only
4101,모터웨이: 분노의 질주,2012-12-06,정보서,right_only
5314,블러드워크,2012-12-06,,left_only
5720,살인 이론,2012-12-06,,left_only
5738,살인이론,2012-12-06,크리스 무어,right_only
5897,서도가 마나미의 정사,2012-12-06,이시카와 킨,right_only
9754,저지 드레드,2012-12-06,,left_only
9756,저지드레드 3D,2012-12-06,피트 트래비스,right_only
10950,칸나누나의 비밀일기 2,2012-12-12,토모마츠 나오유키,right_only
1081,극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,2012-12-13,타케모토 노보루,right_only
1082,극장판 파워레인저:캡틴포스 VS 미라클포스 199 히어로 대결전,2012-12-13,,left_only
6298,숏컷,2012-12-13,,left_only
7660,어덜트 24살의 사랑,2012-12-13,나카마치 사쿠,right_only
8522,옥보단2012 : 천하애정비법,2012-12-13,호요휘,right_only
10378,차이나 블루,2012-12-13,김건,right_only
10379,차이나블루,2012-12-13,,left_only
10953,칼리지,2012-12-13,뎁 헤이갠,right_only
11055,코드 네임 제로니모,2012-12-13,,left_only
11061,코드네임 제로니모,2012-12-13,존 스톡웰,right_only
12717,호빗 : 뜻밖의 여정,2012-12-13,,left_only
12720,호빗: 뜻밖의 여정,2012-12-13,피터 잭슨,right_only
512,걸스 곤 데드,2012-12-17,"마이클 호프만 Jr.,아론 T. 웰즈",right_only
276,가문의 영광 5 - 가문의 귀환,2012-12-19,,left_only
278,가문의 영광5 - 가문의 귀환,2012-12-19,정용기,right_only
1098,극장판 포켓몬스터 베스트위시 : 큐레무 VS 성검사 케르디오,2012-12-19,,left_only
1099,극장판 포켓몬스터 베스트위시 메로엣타의 반짝반짝 음악회,2012-12-19,,left_only
1101,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,유야마 쿠니히코,right_only
1572,낭만파 남편의 편지,2012-12-19,,left_only
9772,전망 좋은 방 - 맛있는 섹스,2012-12-19,,left_only
9773,전망 좋은 방-맛있는 섹스,2012-12-19,이세일,right_only
12138,프렌즈 위드 키즈,2012-12-19,,left_only
494,건달 가정부,2012-12-20,후지와라 켄이치,right_only
1351,나락,2012-12-20,히로타 미키오,right_only
2846,드래곤 아이즈,2012-12-20,존 하이암스,right_only
4176,몽정애-감독판,2012-12-20,이숭환,right_only
6293,쇼킹 재팬: 색의 나라,2012-12-20,이시오카 마사토,right_only
6295,쇼킹재팬: 색의 나라,2012-12-20,,left_only
6599,스튜던트,2012-12-20,,left_only
8445,오르지,2012-12-20,브래드 T. 갓프레드,right_only
12879,훔쳐보기-노조키맨,2012-12-20,카타오카 슈지,right_only
7288,아이다,2012-12-22,그레이엄 빅,right_only
9682,잠베지아: 신비한 나무섬의 비밀,2012-12-25,웨인 쏜리,right_only
9683,잠베지아: 신비한 나무섬의 비밀,2012-12-26,,left_only
9788,전망 좋은 해변 - 두 여자,2012-12-26,,left_only
9791,전망좋은해변-두여자,2012-12-26,이세일,right_only
12174,플라스틱 섹스,2012-12-26,이숭환,right_only
439,갱로이어,2012-12-27,고바야시 코지,right_only
830,귀족간호사의 바디힐링,2012-12-27,이시카와 킨,right_only
6122,섹스배틀로얄,2012-12-27,히로타 미키오,right_only
10628,청출어람,2012-12-28,,left_only
2611,도망쳐온 이즈미,2013-01-03,후지와라 타카시,right_only
3201,런던 블러바드 무삭제 감독판,2013-01-04,윌리엄 모나한,right_only
8137,여교사의 향기,2013-01-04,토모마츠 나오유키,right_only
9412,익스트림 No.13 감독판,2013-01-08,겔라 바블루아니,right_only
3699,마이 리틀 히어로,2013-01-09,김성훈,right_only
3943,머신건 프리처 감독판,2013-01-09,마크 포스터,right_only
1952,누군가가 보고있다,2013-01-10,카타오카 슈지,right_only
3700,마이 리틀 히어로,2013-01-10,,left_only
6657,스파이 키드4 : 올 더 타임 인 더 월드,2013-01-10,,left_only
6668,스파이키드4 : 올더타임인더월드,2013-01-10,로버트 로드리게즈,right_only
3905,맥시멈 컨빅션,2013-01-11,키오니 왁스먼,right_only
1413,나의 가족 나의 도시,2013-01-12,,left_only
6340,수호지 천하호걸-고대수,2013-01-15,류신의,right_only
1829,네이키드웨폰-사소리2,2013-01-17,후지와라 켄이치,right_only
4847,베드,2013-01-17,박철수,right_only
6049,세션 : 이 남자가 사랑하는 법,2013-01-17,벤 루윈,right_only
6050,세션: 이 남자가 사랑하는 법,2013-01-17,,left_only
6715,슬로베니안 걸-여대생 콜걸,2013-01-17,데미안 코졸레,right_only
11503,텍사스 킬링 필드,2013-01-17,,left_only
12391,하이 라이프,2013-01-17,게리예이츠,right_only
12620,헤이세이 미망인 하숙집-관리인을 노려라,2013-01-18,에노모토 토시로,right_only
3226,레닌그라드: 900일간의 전투,2013-01-20,알렉산드르 블라브스키,right_only
2530,데드폴,2013-01-23,스테판 루조비츠키,right_only
3642,마마,2013-01-23,안드레스 무시에티,right_only
5513,뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,박영균,right_only
2531,데드폴,2013-01-24,,left_only
3643,마마,2013-01-24,,left_only
4039,명탐정 코난 : 은빛 날개의 마술사,2013-01-24,,left_only
4053,명탐정 코난:은빛 날개의 마술사,2013-01-24,야마모토 야스이치로,right_only
5514,뽀로로 극장판 슈퍼썰매 대모험,2013-01-24,,left_only
7155,아르센 루팡,2013-01-24,,left_only
11101,콜럼버스 서클,2013-01-24,,left_only
12494,해결사,2013-01-24,니쉬칸트 카마트,right_only
12619,헤이세이 미망인 하숙집 - 관리인을 노려라,2013-01-24,,left_only
12621,헤이세이 미망인 하숙집-방빌려드립니다,2013-01-24,에노모토 토시로,right_only
7323,아이언걸,2013-01-28,나가미네 마사토시,right_only
2470,더 피플 아이브 슬렙 위드,2013-01-30,쿠엔틴 리,right_only
5023,부도리의 꿈(감독판),2013-01-30,스기이 기사부로,right_only
849,그 여자 그 남자의 속사정,2013-01-31,이윤형,right_only
976,그여자 그남자의 속사정,2013-01-31,,left_only
5758,삼총사:용감한 친구들,2013-01-31,,left_only
6060,세인츠 앤 솔저 : 공수특전대,2013-01-31,,left_only
7317,아이언 걸,2013-01-31,,left_only
995,극장판 날아라! 호빵맨 : 구하라! 코코링과 기적의 별,2013-02-07,,left_only
1494,날아라! 호빵맨 극장판: 구하라! 코코링과 기적의 별,2013-02-07,야노 히로유키,right_only
2169,단지처 오후의 정사2,2013-02-07,쿠보데라 카즈토,right_only
5264,블랑섹의 기이한 모험,2013-02-07,,left_only
5265,블랑섹의 기이한모험,2013-02-07,뤽 베송,right_only
9816,절색무기 : 네이키드 솔저,2013-02-07,,left_only
10353,징기스칸 : 제국의 건설,2013-02-08,샤그다슈렌,right_only
7478,암스테르담 헤비,2013-02-14,마이클 라이트,right_only
10515,처녀상실,2013-02-14,타지리 유지,right_only
12638,헨젤과 그레텔 : 마녀 사냥꾼,2013-02-14,,left_only
12639,헨젤과 그레텔: 마녀 사냥꾼 3D,2013-02-14,토미 위르콜라,right_only
3286,레이징 피닉스2 : 여자옹박의 귀환,2013-02-15,펫챠이 왕캄라오,right_only
10479,참을 수 없는 성적 유희,2013-02-15,,left_only
10480,참을 수 없는 성적유희 감독판,2013-02-15,이세일,right_only
3276,레이디 사무라이,2013-02-21,,left_only
3277,레이디 사무라이2,2013-02-21,,left_only
5967,설녀,2013-02-21,,left_only
8567,옹박 : 영웅의 탄생,2013-02-21,다인 사이드,right_only
8570,옹박: 영웅의 탄생,2013-02-21,,left_only
11344,타에의 미망인정사,2013-02-21,이시카와 히토시,right_only
11561,톰 하디의 도망자,2013-02-21,,left_only
8694,욕망의 코스프레,2013-02-25,타나다 유키,right_only
11566,톰하디의 도망자,2013-02-25,마틴 허버티,right_only
12515,해적: 말라카해안의 위협,2013-02-27,,left_only
1123,극장판: 타이거 앤 버니,2013-02-28,요네타니 요시토모,right_only
1125,극장판: 타이거 앤 버니 -더 비기닝-,2013-02-28,,left_only
2817,뒷담화: 감독이 미쳤어요,2013-02-28,이재용,right_only
2818,뒷담화:감독이 미쳤어요,2013-02-28,,left_only
6339,수호지 바람의 영웅 - 금모견,2013-02-28,황조권,right_only
6513,스카이 포스 3D,2013-02-28,,left_only
6521,스카이포스 3D,2013-02-28,토니 탕,right_only
7171,아메리카파이: 19금 여배우들,2013-02-28,폴 사피아노,right_only
8113,엘리펀트 화이트,2013-02-28,프라챠 핀카엡,right_only
11927,페어리테일 : 봉황의 무녀,2013-02-28,,left_only
11928,페어리테일: 봉황의 무녀,2013-02-28,후지모리 마사야,right_only
12516,해적: 말라카해안의 위협,2013-02-28,아순 마와르디,right_only
6203,소노코의 유혹정사,2013-03-01,에노모토 토시로,right_only
3986,메스카다,2013-03-06,조쉬 스턴펠드,right_only
10294,지킬 앤 하이드,2013-03-06,돈 로이 킹,right_only
12001,포에버 스트롱,2013-03-06,라이언 리틀,right_only
2566,데스워리어,2013-03-07,빌 코코란,right_only
3574,린코의 유혹하는 미용실,2013-03-07,카타오카 슈지,right_only
9729,재회,2013-03-07,에노모토 토시로,right_only
10170,주리,2013-03-07,,left_only
11251,키스,2013-03-07,"강호준,김진희,황희성,서용호,문인대,이정원,김두헌",right_only
11255,키스(KISSES),2013-03-07,,left_only
11289,킬러 조,2013-03-07,윌리엄 프리드킨,right_only
11298,킬러조,2013-03-07,,left_only
5585,사랑의 묘약,2013-03-09,바틀렛 쉐어,right_only
2893,디 엔드: 인류 최후의 날,2013-03-13,조지 토레그로사,right_only
2922,디엔드: 인류 최후의 날,2013-03-13,,left_only
4061,모노거미,2013-03-13,다나 아담 샤피로,right_only
6356,수호지태극영웅-소이광,2013-03-13,황조권,right_only
1137,글래디에이터: 로마 영웅 탄생의 비밀 3D,2013-03-14,이기니오 스트라피,right_only
1947,누구나 제 명에 죽고 싶다,2013-03-14,김승현,right_only
1948,누구나 제명에 죽고싶다,2013-03-14,,left_only
8338,영웅 - 샐러멘더의 비밀,2013-03-14,"알렉산드르 야킴추크,엘레나 코발레바",right_only
12328,하나츠미-그녀의 꽃망울,2013-03-14,사토우 토시키,right_only
12874,후지코의 이중생활,2013-03-14,타지리 유지,right_only
12059,폴리스 스토리,2013-03-19,,left_only
2477,더 헌터,2013-03-20,파코 플라자,right_only
2596,도너 패스,2013-03-20,엘리스 로버트슨,right_only
4062,모노거미,2013-03-20,,left_only
7179,아메리칸 섹슈얼라이프,2013-03-20,,left_only
10114,조조-황제의 반란 감독판,2013-03-20,조림산,right_only
12185,플라이페이퍼,2013-03-20,롭 민코프,right_only
2246,대상해,2013-03-21,,left_only
2474,더 해머,2013-03-21,오렌 캐플란,right_only
3341,로날 더 바바리언,2013-03-21,,left_only
6893,신혼 부부 러브 다이어리 3-트리플 러브,2013-03-21,요코야마 카즈히로,right_only
10279,지슬 - 끝나지 않은 세월2,2013-03-21,오멸,right_only
10280,지슬 - 끝나지않은 세월2,2013-03-21,,left_only
11481,테라노바,2013-03-21,알렉산드르 멜닉,right_only
12640,헬,2013-03-21,,left_only
4004,메인 스트리트,2013-03-27,,left_only
6018,세 여자의 맛있는 불륜,2013-03-27,,left_only
6034,세븐 빌로우,2013-03-27,,left_only
4005,메인 스트리트,2013-03-28,존 도일,right_only
5245,브루노,2013-03-28,,left_only
6035,세븐 빌로우,2013-03-28,케빈 카러웨이,right_only
6538,스큐,2013-03-28,세베 쉘레쯔,right_only
6894,신혼 부부 러브 다이어리 4-러브 포에버,2013-03-28,요코야마 카즈히로,right_only
9047,유다의 사자 : 부활절 대모험,2013-03-28,"데릭 브룸,로저 호킨스",right_only
9048,유다의 사자 : 부활절대모험,2013-03-28,,left_only
10671,초한지 : 영웅의부활,2013-03-28,,left_only
10672,초한지: 영웅의 부활,2013-03-28,루 추안,right_only
12210,플레이백,2013-03-28,,left_only
11091,콜걸,2013-03-29,,left_only
12211,플레이백,2013-03-29,마이클 A. 니클즈,right_only
12696,"혜원아, 사랑해",2013-03-29,,left_only
11194,크로스 라인,2013-04-03,,left_only
818,귀 파는 여자,2013-04-04,호리우치 히로시,right_only
1312,끝과 시작,2013-04-04,민규동,right_only
11195,크로스 라인,2013-04-05,R. 엘리스 프레이저,right_only
2247,대상해,2013-04-06,왕정,right_only
10588,철의 여인,2013-04-08,,left_only
1027,극장판 베르세르크: 황금 시대편Ⅲ - 강림,2013-04-11,,left_only
1028,극장판 베르세르크: 황금 시대편Ⅲ ? 강림,2013-04-11,쿠보오카 토시유키,right_only
2454,더 팩토리,2013-04-11,,left_only
4481,미히로의 19금 강좌,2013-04-11,오쿠 와타루,right_only
8484,오즈의 마법사: 그레이트매직,2013-04-11,,left_only
8491,오텔로,2013-04-13,엘리시아 모신스키,right_only
11538,토스카,2013-04-13,루크 본디,right_only
496,건달 여의사,2013-04-17,아이바 토모아키,right_only
3744,마지막 중독,2013-04-17,,left_only
517,걸즈 라이프,2013-04-18,오츠카 유키,right_only
1144,"글렌, 플라잉 로봇",2013-04-18,마크 골드스타인,right_only
6280,송 포 유,2013-04-18,폴 앤드류 윌리엄스,right_only
6284,송포유,2013-04-18,,left_only
10670,초한지 - 천하대전 감독판,2013-04-18,이인항,right_only
10718,춘화도,2013-04-18,후지와라 켄이치,right_only
3745,마지막 중독,2013-04-19,이세일,right_only
9952,정사 : 두 여자와의 로맨스,2013-04-19,마크 만,right_only
4178,몽정애2-기막힌 상상,2013-04-24,,left_only
539,게이샤의 순정상실,2013-04-25,조조 히데오,right_only
7320,아이언 맨 3,2013-04-25,,left_only
7326,아이언맨 3,2013-04-25,쉐인 블랙,right_only
7975,에반게리온 : Q,2013-04-25,,left_only
7976,에반게리온: Q,2013-04-25,안노 히데아키,right_only
9464,인비저블 사인,2013-04-25,,left_only
10365,짱구는 못말려 극장판: 태풍을 부르는 나와 우주의 프린세스,2013-04-25,,left_only
10368,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,2013-04-25,마스이 소이치,right_only
11880,퍼니퍼니,2013-04-25,,left_only
7806,어펜더: 범죄와의 전쟁,2013-04-26,론 스캘펠로,right_only
5583,사랑의 가위바위보,2013-04-30,,left_only
495,건달 앵커우먼,2013-05-01,카와노 고우시,right_only
2149,다크월드 3D,2013-05-01,안톤 메거딕체브,right_only
4262,문빔베어 : 달을 사랑한 작은곰,2013-05-01,,left_only
4263,문빔베어: 달을 사랑한 작은 곰,2013-05-01,"마이크 마우루스,토마스 보덴스타인",right_only
9767,전국 노래자랑,2013-05-01,,left_only
9769,전국노래자랑,2013-05-01,이종필,right_only
12041,폭풍우 치는 밤에: 비밀 친구,2013-05-01,아미노 테츠로,right_only
12042,폭풍우 치는 밤에: 비밀친구,2013-05-01,,left_only
1592,내 남편의 시선,2013-05-02,토모마치 나오유키,right_only
1738,내남편의 시선,2013-05-02,,left_only
2148,다크월드,2013-05-02,,left_only
3618,마데아:증인보호프로그램,2013-05-02,,left_only
9405,이프!,2013-05-02,엘렌 스미트,right_only
1504,남자 대 여자: 섹스가 문제다,2013-05-03,파우스토 브리찌,right_only
7428,안드레아 보첼리: 러브 인 포르토피노,2013-05-08,로버트 포스터,right_only
9088,유부녀의 꽃,2013-05-08,토모마츠 나오유키,right_only
3786,말로는 힘들어,2013-05-09,,left_only
6176,셰임,2013-05-09,스티브 맥퀸,right_only
8061,엑시트 스피드,2013-05-09,,left_only
1194,"기브 앰 헬, 말론",2013-05-16,러셀 멀케이,right_only
3189,럭키,2013-05-16,,left_only
5706,산딸기,2013-05-16,잉마르 베리만,right_only
7541,앤젤스 셰어: 천사를 위한 위스키,2013-05-16,켄 로치,right_only
7542,앤젤스 셰어:천사를 위한 위스키,2013-05-16,,left_only
8082,엘과 엠의 러브스토리 - 엘스토리,2013-05-16,,left_only
8083,엘과 엠의 러브스토리 - 엠스토리,2013-05-16,,left_only
8084,엘과엠의 러브스토리 - 엠스토리,2013-05-16,칸치쿠 유리,right_only
8085,엘과엠의 러브스토리-엘스토리,2013-05-16,칸치쿠 유리,right_only
9766,전국 : 천하영웅의 시대,2013-05-16,,left_only
9768,전국: 천하영웅의 시대,2013-05-16,금침,right_only
10252,지.지.지,2013-05-16,,left_only
12068,폴링 오버나잇,2013-05-16,콘래드 잭슨,right_only
5196,붓다: 싯다르타 왕자의 모험,2013-05-17,,left_only
5197,붓다:싯다르타 왕자의 모험,2013-05-17,모리시타 코조,right_only
11507,템페스트,2013-05-18,로베르 르빠쥬,right_only
553,겟코가면,2013-05-23,카사기 노조무,right_only
660,공각기동대 S.A.C - Solid State Society,2013-05-23,카미야마 켄지,right_only
661,공각기동대 S.A.C Solid State Society 3D,2013-05-23,,left_only
969,그림리퍼,2013-05-23,마이클 페이퍼,right_only
4020,멤피스,2013-05-23,크리스토퍼 애슐리,right_only
6721,슬립 타이트,2013-05-23,,left_only
6725,슬립타이트,2013-05-23,하우메 발라게로,right_only
9614,자극의 세기,2013-05-23,,left_only
12923,히든 서스펙트,2013-05-23,,left_only
12931,히든서스펙트,2013-05-23,데이빗 A. 암스트롱,right_only
6564,스타트렉 다크니스,2013-05-29,,left_only
10492,창녀의 성적유희,2013-05-29,이세일,right_only
10493,창녀의 성적유희(섹스 남과 여),2013-05-29,,left_only
11817,파친코의 여왕,2013-05-29,아이바 토모아키,right_only
2490,더블불륜,2013-05-30,사스가 사스케,right_only
3554,리틀 빗 오브 헤븐,2013-05-30,,left_only
6565,스타트렉 다크니스,2013-05-30,J.J. 에이브럼스,right_only
6569,스태쉬 하우스,2013-05-30,에두아르도 로드리게스,right_only
9639,작별들,2013-05-30,,left_only
12049,폴 다이어리,2013-05-30,크리스 크라우스,right_only
12051,폴다이어리,2013-05-30,,left_only
10854,친구의 아내를 탐하다,2013-05-31,얀 흐레베이크,right_only
1037,극장판 썬더일레븐 GO VS 골판지 전사 W,2013-06-05,미야오 요시카즈,right_only
1038,극장판 썬더일레븐 GO VS 골판지전사 W,2013-06-05,,left_only
2033,닌자 정사2,2013-06-05,세지오,right_only
9167,은밀하게 위대하게,2013-06-05,장철수,right_only
7835,언디스퓨티드: 1대100의 혈투,2013-06-07,에두아르도 로드리게스,right_only
11695,티토 황제의 자비,2013-06-08,장 피에로 포넬,right_only
7645,어그레션 스케일,2013-06-11,스티븐 C. 밀러,right_only
6622,스트리퍼 VS 늑대인간,2013-06-12,조나단 글렌드닝,right_only
7646,어그레션 스케일,2013-06-12,,left_only
66,2012,2013-06-13,,left_only
896,그녀의 연기,2013-06-13,,left_only
2633,도촬 유부녀의 정사,2013-06-13,칸바라 이구토,right_only
7279,아이 오브 더 스톰,2013-06-13,,left_only
9312,이머고,2013-06-13,,left_only
7280,아이 오브 더 스톰,2013-06-15,프레드 쉐피시,right_only
11330,타나토스,2013-06-17,조조 히데오,right_only
1875,노마드 더 비기닝,2013-06-19,토머스 딕슨,right_only
3190,럭키,2013-06-19,애비 루트라,right_only
5226,브레이크 블레이드3 : 운명의 장난,2013-06-19,,left_only
5227,브레이크 블레이드3: 운명의 장난,2013-06-19,"아미노 테츠로,하바라 노부유시",right_only
9041,유니온 스퀘어,2013-06-19,낸시 사보카,right_only
2154,닥터,2013-06-20,"김성홍,김유정,배현지",right_only
2242,대부 - 끝나지 않은 이야기,2013-06-20,,left_only
2243,대부 : 끝나지 않은 이야기,2013-06-20,올리비에르 마샬,right_only
3775,만원전철 속 그녀2,2013-06-20,칸바라 이구토,right_only
4532,밀프,2013-06-20,스콧 휠러,right_only
5011,부기우기: 상위 1%의 섹스,2013-06-20,던컨 워드,right_only
7261,아웃포스트 : 블랙선,2013-06-20,스티브 바커,right_only
8911,월드 워 Z,2013-06-20,마크 포스터,right_only
8917,월드워Z,2013-06-20,,left_only
9039,유니버셜 솔저4: 클론의 반란,2013-06-20,존 하이암스,right_only
9040,유니버셜 솔져 4: 클론의 반란,2013-06-20,,left_only
10198,죽음의 게임 - 네이키드 워리어,2013-06-20,,left_only
10199,죽음의 게임: 네이키드 워리어,2013-06-20,에이케이쥐,right_only
1117,극장판 헌터X헌터 : 팬텀루즈,2013-06-27,사토 유조,right_only
1119,극장판 헌터X헌터: 팬텀루즈,2013-06-27,,left_only
3034,라스트 엑소시즘: 잠들지 않는 영혼,2013-06-27,에드 게스-도넬리,right_only
3035,라스트 엑소시즘: 잠들지 않은 영혼,2013-06-27,,left_only
5462,빈센트,2013-06-27,랄프 후에트너,right_only
5466,빈센트: 이탈리아 바다를 찾아,2013-06-27,,left_only
6156,셀러브리티 섹스테이프,2013-06-27,스콧 휠러,right_only
8327,엽문4: 종극일전,2013-06-27,구예도,right_only
10234,쥬라기 공원,2013-06-27,,left_only
10903,카르페 디엠,2013-06-27,,left_only
10904,카르페디엠,2013-06-27,레이노앗 오얼레만스,right_only
11126,쾌락! 메이드로이드,2013-06-27,토모마츠 나오유키,right_only
11769,파리의 자살가게,2013-06-27,파트리스 르꽁트,right_only
6630,스티븐 시걸의 리벤지,2013-06-28,키오니 왁스먼,right_only
273,가면무도회,2013-06-29,데이비드 알덴,right_only
119,48 미터,2013-07-04,,left_only
120,48미터,2013-07-04,민백두,right_only
484,거짓말 섹스가 좋아,2013-07-04,이세일,right_only
3868,매니악 : 슬픈 살인의 기록,2013-07-04,프랭크 칼폰,right_only
3869,매니악: 슬픈 살인의 기록,2013-07-04,,left_only
4774,백일몽 금단의기억,2013-07-04,카네다 타카시,right_only
5306,블러드 스프링,2013-07-04,,left_only
5448,빅 픽처,2013-07-04,에릭 라티고,right_only
5461,빅픽처,2013-07-04,,left_only
6818,식스 액트,2013-07-04,,left_only
11356,타이치 0 3D,2013-07-04,,left_only
11357,타이치0 3D,2013-07-04,풍덕륜,right_only
11876,팬텀 : 라스트 커맨더,2013-07-04,,left_only
11878,팬텀: 라스트 커맨더,2013-07-04,토드 로빈슨,right_only
1210,기억하고 있다,2013-07-05,"요시다 히데아키,아카이시 토모유키,쿠보 토모히로",right_only
2999,라 트라비아타,2013-07-06,후고 데 아나,right_only
648,고혹자 - 가두지왕,2013-07-10,,left_only
649,고혹자-가두지왕,2013-07-10,유송,right_only
8769,우리동네 포르노스타,2013-07-10,프랑크 가스탐비드,right_only
5228,브레이크 블레이드4 : 세기의전쟁,2013-07-11,,left_only
5229,브레이크 블레이드4: 세기의 전쟁,2013-07-11,하바라 노부유시,right_only
6722,슬립리스 나이트,2013-07-11,프레데릭쟈댕,right_only
7461,알바생과의 불륜,2013-07-11,이마오카 신지,right_only
10215,줄리아 엑스,2013-07-11,,left_only
2981,뜨거운 욕망,2013-07-12,베르나드 진진,right_only
5307,블러드 스프링,2013-07-15,패드레이그 레이놀즈,right_only
10216,줄리아 엑스,2013-07-16,P.J. 페티에트,right_only
2654,도터,2013-07-17,조나단 M. 레빈,right_only
9783,전망 좋은 차 - 맛있는섹스,2013-07-17,,left_only
9784,전망 좋은 차- 맛있는 섹스,2013-07-17,이세일,right_only
1811,네가 원한다면,2013-07-18,아케로 마나스,right_only
2720,동급생과의 불륜,2013-07-18,오부치 아키라,right_only
6024,세뇨라,2013-07-18,,left_only
7999,에어라인 플라이트,2013-07-18,존 윌리스 3세,right_only
11397,탈옥의사 엔마,2013-07-18,오누마 유이치,right_only
8348,영춘권 무림 절대 고수,2013-07-19,장동조,right_only
1018,극장판 마법소녀 마도카 마기카(전편): 시작의 이야기,2013-07-20,신보 아키유키,right_only
1019,극장판 마법소녀 마도카 마기카(후편): 영원의 이야기,2013-07-20,신보 아키유키,right_only
3650,마법소녀 마도카 마기카(전편): 시작의 이야기,2013-07-20,,left_only
3651,마법소녀 마도카 마기카(후편): 영원의 이야기,2013-07-20,,left_only
921,그랑 블루,2013-07-25,,left_only
922,그랑블루 리마스터링 감독판,2013-07-25,뤽 베송,right_only
1138,글래디에이터: 로마 영웅 탄생의 비밀 3D,2013-07-25,,left_only
1139,글래디에이터: 로마 영웅 탄생의 비밀 3D 확장 감독판,2013-07-25,이기니오 스트라피,right_only
2442,더 트랩: 난간 끝에 선 남자,2013-07-25,매튜 채프먼,right_only
6698,스프링 브레이커스,2013-07-25,하모니 코린,right_only
6699,스프링 브레이커즈,2013-07-25,,left_only
7318,아이언 도어,2013-07-25,스티븐 마누엘,right_only
10131,좀비,2013-07-25,,left_only
1872,노리코의 누드스케치,2013-07-26,오부치 아키라,right_only
2453,더 패키지: 일급비밀,2013-07-26,제시 V. 존슨,right_only
10230,중화 명탐정,2013-07-26,나지량,right_only
6439,슈퍼히어로,2013-07-30,,left_only
5965,설국열차,2013-07-31,,left_only
6440,슈퍼히어로,2013-07-31,에두와르도 슐츠,right_only
6593,스톨른,2013-07-31,사이먼 웨스트,right_only
9850,젊은 엄마,2013-07-31,,left_only
2016,능욕 온천장의 오후,2013-08-01,쿠보데라 카즈토,right_only
5230,브레이크 블레이드5: 최후의 명령,2013-08-01,하바라 노부유시,right_only
5966,설국열차,2013-08-01,봉준호,right_only
6594,스톨른,2013-08-01,,left_only
8942,위,2013-08-01,,left_only
814,권법 쿵푸의 신,2013-08-02,"정사걸,곽자건",right_only
7289,아이다,2013-08-03,소냐 프리셀,right_only
9168,은밀하게 위대하게 (확장판),2013-08-05,장철수,right_only
9851,젊은 엄마,2013-08-06,공자관,right_only
4037,명탐정 코난 : 수평선상의 음모,2013-08-07,야마모토 야스이치로,right_only
3144,러브 인 코리아,2013-08-08,박제욱,right_only
4038,명탐정 코난 : 수평선상의 음모,2013-08-08,,left_only
6427,슈퍼쇼 4 3D,2013-08-08,유호진,right_only
6429,슈퍼쇼4 3D,2013-08-08,,left_only
8523,옥수수밭의 아이들,2013-08-08,,left_only
8681,요코의 짜릿한 상상,2013-08-08,카미노 후토시,right_only
11946,페이퍼보이: 사형수의 편지,2013-08-08,리 다니엘스,right_only
11947,페이퍼보이:사형수의 편지,2013-08-08,,left_only
11988,포르노그래픽 러브,2013-08-09,일리안 드제벨레코프,right_only
245,V/H/S/2 : 악마를 부르는 비디오,2013-08-14,,left_only
246,V/H/S/2: 악마를 부르는 비디오,2013-08-14,"가렛 에반스,아담 윈가드,에두아르도 산체스,그렉 헤일",right_only
307,"가자, 장미여관으로",2013-08-14,신정균,right_only
6627,스티브 잡스: 더 로스트 인터뷰,2013-08-14,,left_only
