movieNm,openDt,audiAcc,companyNm,directorNm,directorNmEn,genreNm,movieNmEn,nationNm,peopleNm,showTm,watchGradeNm,영화명,영문명,감독명,개봉일,키워드,줄거리,수상내역,_merge
,,,,,,,,,,,,리벤지,Revenge,코랄리 파르쟈,2018-07-13,"복수극,집단성폭행,인간사냥,생존,남성우월주의,여성액션",바비인형의 외모를 가진 제니퍼는 애인의 사냥 행사에 동행하고 애인 친구들의 질퍽한 눈길을 받는다. 제니퍼는 성폭행을 당하고 사실을 들은 애인은 합의를 종용하다 결국 동료들의 편을 들어 제니퍼를 죽여버린다. 뜨거운 사막에서 죽은 줄로만 알았던 그녀는 극한의 고통을 이기고 부활하는데…,부천국제판타스틱영화제(2018) : 작품상(장편) - 코랄리 파르쟈|시체스 국제판타스틱 영화제(2017) : 시민케인상(신인감독상) - 코랠리 파갯|시체스 국제판타스틱 영화제(2017) : 오피셜 판타스틱-최우수감독상 - 코랠리 파갯,right_only
,,,,,,,,,,,,리벤지미친사랑이야기,,황정보,2011-10-06,"임산부,경찰,집단성폭행,살해사건,복수","장마철, 음침한 날들이 계속되고 도시는 먼지를 뒤집어 쓴 것 같다. 임산부들이 살해된 두 건의 살인사건이 발생함에 따라 언론은 두 사건의 유사점을 널리 보도한다.  임산부는 산 채로 해부되었고 남편은 펄펄 끓는 물에 빠져 살해당했다.  언론은 이들 사건을  해부사건 이라고 부른다. 사복형사 컥, 그리고 제프의 지휘 하에 경찰은 용의자를 잡기 위해 도로에 바리케이드를 친다. 하지만 살인사건은 다시 발생하는데... 아오이 소라 주연의 잔혹한 사랑의 만가. (부천판타스틱영화제)",부천국제판타스틱영화제(2011) : 부천초이스남우주연상(장편) - 주노 맥,right_only
,,,,,,,,,,,,리벤지복수의시작,No Beast So Fierce,Tim McCann,2018-12-06,"복수계획,복수극,가족의죽음,전과자","살인죄로 20년을 복역한 찰리 선드스톰은 출소를 이틀 앞두고 새로 부임한 교도관 행크 토낙을 보호하다가 K99 폭력단의 말빈과 갈등을 빚는다. 말빈은 사회에 있는 찰리의 아들 조니를 찾아 해치겠다고 말하고 출소한 찰리는 복역 중 한 번도 만나지 못한 아들을 보호하기 위해 수소문하지만 조니의 행방은 묘연하다. 행크의 도움을 받아 조니를 수색하던 중, 행크는 조니의 행방을 알아냈다며 대신 자신이 돈문제로 얽힌 깡패 샤이보이를 처리해달라고 하는데..",,right_only
,,,,,,,,,,,,리벤지엄마의분노,Atone,웨스 밀러,,"무장강도,엄마,엄마와딸,교회,인질,숨겨진 비밀",1년전 남편을 잃어 어두운 나날을 보내는 한 여자 하지만 딸에게만은 따뜻하고 밝은 모습을 보여주려고 노력하는 여자가 있다. 그녀는 그녀의 아버지의 추천을 통해 남편과 그녀가 다니던 교회에 취직하게 되고 새로 지어진 웅장한 교회로 향하게 된다. 그녀의 첫 출근과 함께 벌어지는 무장 강도들의 침입! 이제 교회 안에는 그녀와 딸 그리고 교회 사람들이 인질로 잡히게 된다. 그녀는 딸을 지키기 위해 위험을 해쳐 나가게 되고 교회의 숨겨져 왔던 비밀들도 알게 된다. 무장 강도들은 왜 교회로 왔으며 교회에 어떤 비밀이 숨겨져 있는가! 그녀의 딸을 지키기 위해 벌어지는 끊임없는 액션! 그녀는 과연 딸을 지킬 수 있을 것인가!,,right_only
,,,,,,,,,,,,리본,Re:Born,시모무라 유지,2018-06-28,"용병,암살,첩보원,혈투,액션,특수부대","다시는 돌아 오지 않으려 했다.하지만 내 안의 액션 본능은 멈출 수 없다!일찍이 최강의 특수 용병 부대에 있던 구로다 토시로는 지금은 이시카와 현 가가시의 편의점에서 평범하게 일하면서 사치라는 소녀와 함께 살고 있다. 어느 날 그들이 사는 마을에서 일본국방군이 전술연습 도중 사망한 채로 발견된다. 그리하여 최고의 능력을 인정받았던 위장첩보원은 그의 어두운 과거를 뒤로하고, 목숨을 걸만큼 중요한 것을 위해 그 안에 내재되어 있던 괴물을 깨우기로 결심한다. 한 편 팬텀이라는 정체불명의 남자(오오츠카 아키오)에게서 전달된 섬뜩한 메시지가 전달되면서… 눈 뜨고는 볼 수 없는 서로를 죽이기 위한 잔인한 혈투가 시작되는데..",,right_only
리브어게인,2018-04-26,2090.0,['그린나래미디어(주)'],로버트 에드워즈,Robert Edwards,"['코미디', '드라마']",onemoretime,['미국'],"[('크리스토퍼 월켄', ''), ('앰버 허드', '')]",97.0,15세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,리스트,The List,클라우스 휴트먼,2015-06-18,,리스트에 오르는 순간 놈의 표적이 된다!    크리스토퍼 코윈(안소니 플래니건)은 비리를 저지른 공직자 및 기업가들을 대상으로 부패 정도를 투표하는 인터넷 사이트 '리스트'를 운영하며 부패척결을 위해 앞장서면서 '청렴상'까지 수상하게 된다. '리스트'의 인지도가 높아져 갈 무렵 부정부패 1위를 차지한 한 사업가의 살해 장면이 동영상 사이트에 퍼지게 되고 연이어 1위에 오른 또 다른 공직자가 살해된다. 살해된 장면은 있지만 시체는 발견할 수 없게 되면서 수사에 난항을 빚게 되고 결국 '리스트' 창립자인 코윈이 용의선상에 오르게 되면서 경찰과 권력층으로부터 생명의 위협을 받는다. 그러던 중 코윈이 만든 사이트에 자신의 이름이 순위권 내에 진입하게 되어 사이트를 폐쇄하려 하지만 누군가에 의해 복원되면서 그의 이름은 결국 1위에 오르게 되는데…    과연 그는 연쇄 살인마의 위협에서 벗어날 수 있을까?,,right_only
,,,,,,,,,,,,리시와난폭한황제,,미카엘 헤르비그,2010-08-19,"설인,왕비,납치,패러디,구출","엽기 발랄한 공주 리시와 그녀를 끔찍이도 사랑하는 황제 프란츠는 상상을 초월하는 애정 행각으로 서로의 사랑을 유감없이 확인하는 닭살 커플! ‘궁중무도회 하는 날’‘기진맥진 통치하는 날’그리고, 드디어 그들이 학수 고대하던 ‘껴안는 날’, 서로의 불타는 사랑에 기름을 부으려는 그 순간! 느닷없이 설인이 들이 닥쳐 공주 리시를 납치한다. 아름다운 여성을 바친다는 조건으로 사탄에게서 목숨을 구걸 받은 엄청난 악취의 소유자 설인! 도망칠 생각보다 오히려 설인을 위기에서 구해주고, ‘껴안는 날’이라는 이름까지 지어준 엉뚱 공주 리시와 설인.. 그리고 그녀를 다시 되찾기 위해 저 멀리서 복수의 칼날을 갈며 뒤 쫓는 난폭한 황제 프란츠! 과연, 리시는 프란츠와 다시 한번 뜨거운 사랑을 나눌 수 있을까? 그리고 리시와 ‘껴안는 날’은 친구가 될 수 있을까?",,right_only
,,,,,,,,,,,,리얼리티꿈의미로,,마테오 가로네,2014-04-03,"TV,나폴리,리얼리티쇼,스타,재능,강박관념","누구나 스타가 될 수 있는 세상, 그 황홀한 꿈의 미로에 빠져들다!나폴리에서 생선 장수를 하는 평범한 가장 루치아노, 넘치는 끼와 재능으로 친지들에게 즐거움을 주는 그는 어느 날 가족들의 권유로 리얼리티 쇼 '빅 브라더' 에 도전, 1차 면접에 합격하여 마을의 스타가 된다. 동네 스타로서의 유명세를 만끽하던 루치아노는 로마에 가서 2차 면접을 치루고 돌아오지만 아무리 기다려도 최종 합격 소식은 오지 않는다. 하지만 그토록 염원하던 텔레비전 출연을 할 수 없게 된 현실을 그는 받아들이지 못한다. 그 후 스타가 되고 싶은 강박관념에 점점 더 깊이 빠져들며 자신의 평범한 삶에서 멀어져 간다. 스타 강박증에 빠진 그에게 현실 세계는 가짜처럼 느껴지고 반대로 꿈꾸는 세계는 점점 더 진짜처럼 느껴지기 시작하는데…",,right_only
,,,,,,,,,,,,리얼술래잡기,Tag,소노 시온,2016-01-14,,"일본 영화계의 이단아, 소노 시온 감독의 신작 달리고 잘리는 여고생들의 핏빛 질주!여고생들을 태우고 수학 여행지로 향하는 버스 안. 학생들은 여행에 대한 기대감으로 부풀어 있고, 주인공 미츠코는 조용히 노트에 시를 끄적인다. 실수로 펜을 떨어뜨린 미츠코가 펜을 주우려고 몸을 숙인 순간, 강한 바람이 불어와 버스를 두 동강 내고, 미츠코를 제외한 모든 학생들은 상반신이 잘려 죽고 만다. 정체를 알 수 없는 바람은 계속해서 사람들의 몸을 절단하고, 미츠코는 살아남기 위해 달리기 시작하는데…  사람들을 죽이는 미스터리한 바람의 정체는 무엇일까? 미츠코는 이 광란의 살육전에서 살아남을 수 있을까? 소노 시온 감독이 선사하는 광기 어린 슬래셔 무비!",,right_only
,,,,,,,,,,,,리우2096,Rio 2096: A story of Love and Fury,루이즈 볼로네지,2016-08-11,,"600년의 세월, 4번의 인생 그리고 단 하나의 사랑!1566년, 인디언 투피남바족이 사는 섬,신에게서 특별한 능력을 부여받은 전사 아베구아는 주술사로부터 부족을 구할 운명이라는 예언을 듣는다.그러나, 포르투갈인들과 프랑스인들의 식민지 세력 다툼 사이에서 투피남바족은 몰살당하고 사랑하는 연인 자나이나를 잃은 아베구아는 슬픔에 빠져 벼랑 아래로 몸을 던진다. 떨어지는 순간 새로 변해버린 전사는 자나이나를 찾아 하염없이 날아다닌다.노예제 폐지 투쟁이 일어났던 1825년과 군부독재를 겪은 1960년대, 폭력의 역사 속에서 환생한 자나이나를 찾아낸 전사는 그녀와 사랑에 빠지고,절망적인 현실에 저항하려 하지만 실패하고 만다.2096년, 물부족 사태로 인해 계급 갈등이 첨예해진 리우데자네이루, 전사는 또 다시 자나이나와 재회하고 이들의 운명은 마치 정해진 듯 벼랑 끝으로 질주하는데…과연 그는 반복되는 운명의 굴레를 벗어 던지고 자나이나와의 영원한 사랑을 이룰 수 있을까?",안시국제애니메이션영화제(2013) : 안시 크리스털상 - 루이즈 볼로네지,right_only
,,,,,,,,,,,,리자의달콤살벌한연애,"Liza, the Fox-Fairy",카롤리 유즈 메스자로스,2017-07-27,,"사랑을 간절히 기다리는 간호사 리자. 친구 하나 없는 그녀의 유일한 말동무는 전직 팝스타인 일본인 유령. 하지만 리자를 사랑하게 되는 모든 남자들은 모두 끔찍한 죽음을 당하게 되는 사실을 알게 되고, 과연 리자는 이 끔찍한 저주를 이겨낼 수 있을까?",,right_only
,,,,,,,,,,,,리차드켐프의다른인생,,제르미날 알바레즈,2014-12-04,,"시간을 뛰어넘어 과거로 돌아가다!미궁에 빠진 연쇄살인 사건의 진실이 드러난다!오랜 세월 동안 미궁에 빠진 연쇄살인범 사건을 수사하는 리차드 켐프는 우연한 사고로 시간을 뛰어넘어 과거로 가게 된다. 그가 도착한 곳은 20년 전 첫 연쇄살인이 발생했던 하루 전날. 리차드 켐프는 범인을 찾아내기 위해 필사적으로 노력하지만, 사랑하는 여인 헬렌조차 미래에서 온 그를 알아보지 못하는데…",,right_only
,,,,,,,,,,,,리커버리,,대럴 위트,2016-12-08,,"“누군가 당신을 노린다!”자신의 일상을 매번 SNS로 공유하는 제시는 졸업식 하루 전날 파티에서 남친의 외도를 발견하고, 낯설지만 같은 경험을 갖고 있는 킴과 급 친해진다. 졸업 선물로 받은 새 휴대폰과 함께 친구들과 향한 클럽, 그곳에서 킴은 제시의 핸드폰과 함께 사라지는데. 추적장치로 킴을 찾아 나선 제시는 어떤 집 앞에 서게 되고… 과연 이곳은 어디이며 무슨 비밀이 있는 걸까?",,right_only
,,,,,,,,,,,,리크리에이터,,그레고리 오어,2012-07-26,"캠핑,탈출,복제인간,시신","당신도 언제든 대체될 수 있다. 복제인간 연구실에 빠져든 그들의 최후는…  트레이시, 크레이그, 데릭은 외딴 섬으로 함께 캠핑 여행을 떠난다. 그곳에서 우연히 비어있는 집을 발견하게 되고, 폭우를 피해 하룻밤을 묵게 된다. 다음날 집주인 부부가 돌아오고, 그들을 피해 들어간 지하창고에서 시신을 발견하게 되는데...  더욱 놀라운 사실은 그 시신들은 바로 집주인 부부와 같은 얼굴을 하고 있다는 것. 놀라움도 잠시, 탈출을 시도하던 트레이시, 크레이그, 데릭은 결국 집주인 부부에게 잡히게 되고 이들이 죽은 부부의 복제인간이고 복제된 후 원래 집주인 부부를 살해했다는 것을 알게 된다. 복제된 집주인 부부를 피해 달아나던 트레이시 일행은 자신의 복제 인간들에 의해 위기의 순간을 모면하게 된다. 하지만 트레이시, 크레이그, 데릭은 언제든지 복제인간에게 자신들의 인생을 빼앗길 수 있다. 과연 이들은 복제인간과의 생존싸움에서 살아남아 자신들을 지킬 수 있을 것인가?",,right_only
,,,,,,,,,,,,리턴매치,Return match (Ri-teon-mae-chi),"김용완,선종훈",2014-03-06,"운동,수영장,허약체질,대결,고백,제안","약골청년VS강골미녀의 유쾌한 러브 매치업이 시작된다!약골청년 한오기. 진정한 남자로 다시 태어나기 위해 운동에 매진하던 어느 날, 수영장에서 발에 쥐가 난 그를 만능 스포츠우먼 채인이 구해준다. 오기는 연상의 그녀에게 첫눈에 반하고, 점차 그녀와 가까워지자 자신의 마음을 고백한다. 하지만 그는 그녀에게 그저 허약한 남동생 같은 느낌일 뿐, 단박에 거절당하고 만다. 분한 마음에 오기는 채인에게 정정당당한 스포츠 대결을 통해 자신이 이기면 남자로 인정해줄 것을 제안하는데… 과연 약골청년 한오기는 만능스포츠우먼 강골미녀 채인을 이기고 그녀의 마음을 얻을 수 있을까?",,right_only
,,,,,,,,,,,,리트릿,,칼 티베츠,2013-11-28,"섬,외딴섬,감금,별장,단절,바이러스","외딴 섬, 통신두절. 이웃도 구조도 없다 그리고 한 남자가 다가와 우리를 가뒀다!외부출입이 없는 평화로운 섬, 외딴 별장을 찾은 ‘마틴’(킬리언 머피 분) 과 ‘케이트’(탠디 뉴튼 분) 부부. 고요한 휴가도 잠시, 별장에는 전기가 나가고 무전 역시 불통되며 외부와 차단되고. 그때, 피를 흘리며 섬으로 들어온 정체불명의 한 남자, ‘잭’(제이미 벨). 부부는 의식을 잃고 쓰러진 잭을 별장으로 옮기고 정신을 차린 그로부터 이 섬을 제외한 세상에는 전염병이 창궐했다는 무서운 소식을 듣는다. 잭은 곧 이 섬에서, 아니 이 별장에서 한 발짝도 나가서는 안 된다는 말과 함께 별장을 봉쇄해 버린다. 셋은 점차 그들이 아는 세상과의 단절, 바깥세상엔 진짜 전염병이 돌고 있는지 알 길이 없는 채 의문은 더해가고…  정체불명의 이 남자를 믿어야 하는가.  바이러스가 퍼지고 있을지도 모를 바깥으로 목숨을 걸고 문을 열어야 하는가    갇힌 공간, 그리고 끝없는 미스터리 속 밝혀지는 충격적 반전!",,right_only
