movieNm,openDt,audiAcc,companyNm,directorNm,directorNmEn,genreNm,movieNmEn,nationNm,peopleNm,showTm,watchGradeNm,영화명,영문명,감독명,개봉일,키워드,줄거리,수상내역,_merge
,,,,,,,,,,,,바르셀로나썸머나잇,Barcelona Summer Night,다니 드 라 오든,2015-09-03,,"바르셀로나에서 펼쳐지는 특별한 여름 밤,그곳에 가면 사랑이 이루어진다!수백 년을 주기로 발견되는 로제 혜성을 보기 위해 바르셀로나로 모여드는 전 세계의 연인들…사랑의 쓰라린 상처, 아련한 기다림,그리고 새로운 사랑에 대한 설렘이 공존하는낯설지만 아름다운 도시의 밤누구나 한번쯤 꿈꿔왔던 세상에서 가장 로맨틱한 시간이 시작된다!",,right_only
,,,,,,,,,,,,바비,,에밀리오 에스테베즈,2010-01-28,선거,"매력적이고 카리스마 넘치는 이상주의자 로버트 F. 케네디 상원의원의 캘리포니아 대선 예비선거사무소가 차려진 엠버서더 호텔. 분주하게 움직이는 참모진(죠슈아 잭슨, 닉 캐논)과 선거원들, 히피(애쉬튼 커쳐)에게 마약을 받아 환각상태의 선거 자원봉사자(샤이아 라보프), 은퇴를 앞둔 도어맨(안소니 홉킨스)과 그의 친구(헤리 벨라폰테), 전화교환원(헤더 그레이엄)과 불륜에 빠진 총지배인(윌리엄 H. 메이시)과 호텔미용사인 그의 아내(샤론 스톤), 결혼을 앞둔 젊은 예비 부부(린제이 로한, 일라이저 우드), 술과 담배에 찌든 한물간 여가수와 남편(데미 무어, 에밀리오 에스테베즈), 파티에 참석하려 온 중년 부부(마틴 쉰, 헬렌 헌트), 꿈에 그리던 다져스 경기를 보려는 주방보조(프레디 로드리게스)와 주변 사람들(로렌스 피쉬번, 크리스찬 슬레이터)… 그들은 모두 그곳에 있었다.드디어 6월 5일 로버트, F. 케네디의 민주당 대선후보 당선 확정 소식이 전해지고 모든 이들의 환호 속에서 파티장에서 빠져나가던 바비를 향해 한 젊은 남자의 총구가 겨눠진다. 뒤이어 울리는 8번의 총성으로 순간의 기쁨을 누리던 그곳의 모든 이들의 운명이 엇갈리는데…",,right_only
바비,2010-02-04,2867.0,['주식회사 마운틴픽쳐스'],에밀리오 에스테베즈,Emilio Estevez,['드라마'],bobby,['미국'],"[('안소니 홉킨스', '존'), ('데미 무어', '버지니아 '), ('샤론 스톤', '미리암 에버스'), ('해리 벨라폰테', '넬슨 '), ('닉 캐논', '드웨인 '), ('조이 브라이언트', '패트리시아 '), ('에밀리오 에스테베즈', '팀 폴론'), ('로렌스 피쉬번', '에드워드 로빈슨'), ('애쉬튼 커처', '피셔 '), ('샤이아 라보프', '쿠퍼 '), ('윌리엄 H. 머시', '폴'), ('일라이저 우드', '윌리엄 ')]",116.0,15세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,바운티킬러,,헨리 세인,2014-10-08,,"현상금이 걸려있는 모든 것들은 바운티 킬러들의 먹이감! 야만족부터 우아한 자객까지.. 다양한 바운티 킬러들의 목숨 건 사냥이 시작된다!세계 각국의 정부를 장악한 거대 기업들의 횡포가 날이 갈수록 심해지고 권력과 이윤만을 열망하던 이들은 끝내 ‘기업 전쟁’을 일으켜 기존 사회를 초토화한다. 이에 정부는 9인 이사회를 설립하고 새로운 법 질서를 만들어나간다. 이사회는 기업들의 무모한 파괴 행위를 응징하고자 화이트 칼라 범죄자들에게 거액의 현상금을 걸고 사형 집행 영장을 발부하여 살인행위를 합법화한다. 현상 수배자 명단에 이름이 올라가는 순간, 바운티 킬러들의 목숨 건 사냥이 시작되는데…",,right_only
,,,,,,,,,,,,바이러스,,"헨리 유스트,아리엘 슐만",2017-01-26,,,,right_only
,,,,,,,,,,,,바이럴팩터,,임초현,2012-09-27,"형제,바이러스,경찰,소원","동생은 국제경찰. 형은 범죄자. 너무도 다른 운명의 두 남자. 이제 변종 바이러스를 막아야만 한다!국제 경찰 존(주걸륜)은 변종 바이러스를 만든 범인을 후송하다 아내도 잃고 동료 션에게 배신당한다. 게다가 션이 쏜 총알이 두개골에 박혀 2주 안에 사망할 거라는 선고를 받게 된다.  마지막으로 어머니 소원을 들어 드리기 위해 27년 전 헤어진 아버지와 형을 찾아나선 존은 친 형 만 양(사정봉)이 이 일에 개입돼 있음을 알고 갈등한다.  하지만 아버지와 형을 만나게 된 순간부터 션 일당이 개입된 범죄 집단과 피할 수 없는 숙명의 대결을 펼치게 된 존. 그는 과연 형도 구하고, 전 인류에 치명적인 바이러스의 확산도 막을 수 있을 것인가?",시체스 국제판타스틱 영화제(2012) : 오피셜 판타스틱-최우수특수효과상 - 유곽렁,right_only
,,,,,,,,,,,,바이스,Vice,아담 맥케이,2019-04-11,"정치권력,비밀계획,미국부통령,실화바탕,2인자,정치인","이것은 실화다, 그는 역사상 가장 가장 비밀스러운 권력자였으므로 혹은 실화에 가까운 이야기다.대기업의 CEO에서 펜타곤 수장을 거쳐 미국 부통령까지 오른 딕 체니(크리스찬 베일). 재임 시절, 보이지 않는 이면에서 그가 내린 결정들은 세계의 흐름을 바꿔 버리고 뒤바뀐 역사는 다시는 회복될 수 없는 시간에 묻혀버렸다. 이제 그가 바꾼 글로벌한 역사의 변곡점들을 추적한다.","골든글로브 시상식(2019) : 남우주연상-뮤지컬코미디 - 크리스찬 베일|아카데미 시상식(2019) : 분장상 - 그레그 캐놈, 케이트 비스코, 패트리샤 데하니",right_only
,,,,,,,,,,,,바이스범죄도시,Vice,브라이언 A 밀러,2017-12-28,"인공지능,로봇,가상미래,디스토피아","“당신이 원하는 건 무엇이든 얻을 수 있는 지상 낙원 ‘바이스’에 오신 걸 환영합니다”법도 규칙도 책임도 없는 도시 ‘바이스’. 이곳에서 사람들은 폭력, 살인, 강간 등 현실에선 불법인 광기를 분출한다. ‘바이스’에서 고객들의 욕망을 충족 시켜주는 건 인간의 유전자를 복제한 인공 지능 로봇으로 이들은 자신이 로봇이란 사실을 모른다. 그리고 이를 철저하게 통제하고 관리하는 건 냉혹한 경영자 ‘줄리안’(브루스 윌리스)이다. 어느 날, 로봇 중 하나인 ‘켈리’가 시스템의 오류로 모든 기억이 되살아 낸 채 ‘바이스’를 탈출한다. 이를 막으려는 ‘줄리안’과 ‘바이스’때문에 현실로 범죄가 이어진다고 비난하던 형사 ‘로이’(토마스 제인)가 이상한 낌새를 알아채고 ‘켈리’를 추격하기 시작한다. 그리고 ‘켈리’와 ‘로이’는 점차 믿을 수 없는 충격적 사실들과 마주하게 되는데…",,right_only
,,,,,,,,,,,,바이올렛앤데이지,,제프리 플레처,2014-09-04,"10대,소녀,킬러,여자킬러","전문 킬러가 된 10대 두 소녀의 충격적인 스토리!뉴욕에 살고 있는 바이올렛과 데이지는 평범한 10대 소녀들로 보이지만 그녀들은 학생이 아닌 전문킬러다. 신상 드레스를 구매하기 위해 돈이 필요했던 이들이 맡게 된 임무는 한 조직의 보스 돈을 훔쳐간 남자를 찾아 처리하는 것. 목표의 위치를 파악한 두 소녀 킬러는 은신해 있던 남자의 집에 잠입해 남자를 제거하려 하지만 의외로 태연하게 어서 죽여 달라는 남자의 모습에 오히려 당황하고, 그의 사연이 궁금해진 바이올렛과 데이지는 직업적인 의무감과 소녀다운 호기심에 갈등하게 되는데...",,right_only
,,,,,,,,,,,,바이킹덤신과의전쟁,Vikingdom : The Blood Eclipse,유스리 압두 하림,2015-07-30,,"“겁쟁이처럼 사느니 명예로운 죽음을 택한다.”천둥 신과 바이킹 인간의 숨 막히는 대결! 바이킹 제국의 잊혀진 왕족 ‘에릭’은 자신을 사랑하는 여신 ‘프레이야의’ 도움으로 전쟁터에서 죽은 뒤 지옥에서 살아 돌아온다. 이후 산 속에서 은둔 생활을 하던 어느 날, 천둥의 신 ‘토르’가 인간계에 나타나 천국과 지옥, 대지의 문을 열어 세상을 파괴한다는 소식을 듣는다. 토르 신은 세 가지 고대 유물을 모아 피의 일식에 문을 열어, 바이킹 신들이 다시금 인간을 지배하려는 목적을 가지고 있다는 것이다. 에릭은 이를 막기 위해 사람을 모으기 시작한다. 과거 자신에게 충성했던 신하 ‘스벤’, 무술의 귀재 중국인 ‘양’, 바람의 딸 ‘브레야’와 마법사 ‘알퀸’까지. 에릭은 소수의 병력으로 용맹한 바이킹의 명예를 건 채 위험한 여정에 오른다. 신화와 역사, 현실이 충돌하는 곳에서 신과 인간의 대결이 대서사시로 펼쳐진다.",,right_only
,,,,,,,,,,,,바토리,,유라이 야코비스코,2011-11-09,"백작부인,악명,소름,살인자","백작 부인 엘리자베스 배토리의 소름끼치는 이야기는 악명이 높기로 유명하다. 이 이야기가 역사학자, 작가, 시인, 극작가, 음악가, 화가 그리고 영화감독에 의해 재설명되는 장면들로 영화는 구성된다. 배토리 부인은 여인들을 살해하기 전에 살아있는 동안 살을 입으로 찢어갈겨 그 피로 목욕을 할 정도였다. 그녀는 인류의 역사에서 가장 극단적인 살인자로 불려지고 있고 기네스북에도 등재되어 있다.",,right_only
,,,,,,,,,,,,바티칸사제들,The Vatican Tapes,마크 네벨다인,2016-01-07,"퇴마,빙의,악마,카톨릭사제,신부,적그리스도,엑소시즘,구마의식,퇴마의식","27세 생일을 맞이한 '안젤라'에게 어느 날부턴가 섬뜩한 사고들이 연달아 일어나고, 그녀는 점차 자신은 물론 주변 사람들마저 위험에 몰아넣는 존재가 돼버린다.  기이한 일들의 원인을 알 수 없어 고통스러워하던 어느 날, 병원에서 우연히 '안젤라'를 목격한 신부는 그녀가 빙의됐다고 주장한다.그녀를 주의 깊게 관찰한 바티칸의 사제들은 단순한 악귀가 아닌 고대 사탄의 힘을 가진 가장 강력한 사탄이 ‘안젤라’를 사로잡고 있음을 직감하는데...2천년 간 바티칸에 봉인되었던 악마의 비밀을 밝힐 오리지널 엑소시즘이 온다!",,right_only
,,,,,,,,,,,,바흐이전의침묵,,페레 포르타벨라,2010-10-14,"바흐,피아노조율사,하모니카,푸줏간","요한 세바스찬 바흐의 음악에 대한 이야기들을 다양한 시선으로 담아낸 작품. 피아노 조율사, 바흐의 음악을 하모니카로 연주하는 트럭운전사, 성토마스 교회에서 연주하는 바흐, 바흐분장을 한 라이프치히의 투어 가이드, 아들에게 ‘평균율클라비어곡집’ 연주를 가르치는 바흐, 푸줏간에서 고기를 싸준 종이에서 바흐의 ‘마태수난곡’의 악보를 발견한 멘델스존, 지하철에서 ‘무반주 첼로 모음곡’을 연주하는 여러 명의 첼리스트 등의 인물들을 연결 시켜 바흐의 음악을 통해 이미지와 음악에 대한 깊이 있는 고찰을 보여준다. 페레 포르타베야는 스페인 고전 영화의 제작자로도 널리 알려져 있는 스페인 영화 역사의 산 증인이다. 사회, 정치적인 영화를 주로 제작해왔던 감독은 1929년생으로 이 작품은 그의 최신작이다.  이미지와 음악의 심오한 예술적 관계에 대한 고찰에 관한 페레의 최근 장편으로 작년 전주 영화제에서 상영되었다. 이미지와 음악이라는 각각의 독립적인 개념을 설명하기 위해 그는 바흐의 아름다운 선율을 이용했다. 그는 음악이 단지 이미지를 위해 존재하는 부차적 개념이 아니고, 음악 자체가 미적인 주체라는 점을 보여준다.",,right_only
바흐이전의침묵,2010-10-21,5736.0,['(재)전주국제영화제조직위원회'],페레 포르타벨라,Pere Portabella,['뮤지컬'],thesilencebeforebach,['스페인'],"[('페오도르 아킨', ''), ('크리스티안 아타나시우', '')]",100.0,15세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,박물관을털어라,,피터 휴이트,2014-08-21,"박물관,은퇴,비밀작전,미술품도둑","은퇴를 바라보고 있는 박물관 경비 '로저'(크리스토퍼 월켄)에게 삶의 낙이란 아름다운 여인의 초상화 '외로운 메이든'을 바라보며 공상에 빠지는 것이다. 그런 그에게 날벼락 같은 소식이 들리는데, 자신이 그토록 사랑하는 '메이든'이 덴마크 미술관으로 팔린다는 것! 이 때, 로저와 마찬가지로 박물관 그림에 푹 빠져있는 동료 '찰스'(모건 프리먼)가 각자 원하는 그림을 훔치자는 제안을 하고, 여기에 매일 밤 조각상 앞에서 누드로 포즈를 취하는 엉뚱한 야간경비원 조지(윌리엄 H. 메이시)까지 합세하여 기상천외한 작전을 모의하는데.. 프로보다 더 프로같은 꽃할배들의 포복'절도' 미술관 털이가 시작된다!",,right_only
박물관이살아있다비밀의무덤,2015-01-14,1101678.0,['이십세기폭스코리아(주)'],숀 레비,Shawn Levy,"['어드벤처', '코미디', '가족']",nightatthemuseumsecretofthetomb,"['미국', '영국']","[('벤 스틸러', ''), ('로빈 윌리엄스', ''), ('댄 스티븐스', ''), ('오웬 윌슨', ''), ('벤 킹슬리', ''), ('레벨 윌슨', '')]",97.0,전체관람가,,,,,,,,left_only
,,,,,,,,,,,,박물관이살아있다비밀의무덤,,숀 레비,2015-01-15,"박물관,속편,시리즈,경비원,대영박물관,런던","대영박물관의 화려한 볼거리는 물론, 기존의 캐릭터와 새로운 캐릭터의 신선한 조화로 관객들에게 큰 재미를 선사할 예정이다.",,right_only
,,,,,,,,,,,,반달곰,No Cave (Bandalgom),이정홍,2013-02-04,"건설,비극,삶,소통,타인,파괴,소외,자화상,배달원,피씨방,동굴",졸업 후 하는 일 없이 피시방이나 전전하며 살아가던 원석. 누나 진희의 권유로 곧 매형이 될 지성의 치킨 가게에서 배달 아르바이트를 시작한다. (서울독립영화제 38회)건설은 파괴를 전제로 한다(Director's Statement).  우리가 살아가는 일상의 현실 속 주변 인물들을 가만히 들여다보면 누구나 삶의 가장자리 한켠에 밀려나 타인들과 소통을 하지 못한 체 힘겹게 살아가는 인물들을 어렵지 않게 볼 수 있다. 아니 그 인물이 어느 순간 나 자신이라는 생각이 들 때면 스스로의 자책감에 소스라치게 놀라거나 괴로움에 빠지기도 한다. 반달곰은 우리의 그러한 삶의 비극적인 한 단면을 남자 주인공의 뛰어난 사실적인 연기를 통해 매우 호소력 있게 우리네 삶의 자화상으로 그려내고 있다. 미워할 수도 그렇다고 껴안을 수도 없는 이 주인공을 볼 때면 우리는 과연 우리의 삶속에 나와는 다르지만 혹은 인정할 수 없는 타자에 대해 과연 얼마나 용인하며 살아갈 수 있을까 하는 기본적인 삶의 태도에 대해 우리 스스로에게 질문을 던지게 한다. 영화 “반달곰”은 중편영화임에도 불구하고 보는 이로 하여금 장편영화 그 이상의 큰 울림을 전달하는 호소력 짙은 보기 드문 수작이다(Review).,"부산국제단편영화제 (옛 부산아시아단편영화제, 한국 창작 단편 영화제, 부산단편영화제)(2012) : 우수작품상 - 이정홍",right_only
반딧불언덕에서,2012-11-01,1516.0,['골든타이드픽처스(주)'],우다 고노스케,Konosuke Uda,"['애니메이션', '판타지', '드라마']",rainbowfireflies,['일본'],,106.0,전체관람가,,,,,,,,left_only
,,,,,,,,,,,,반딧불이의묘,Grave Of The Fireflies,다카하타 이사오,2014-06-19,"애니메이션, 소설원작, 제제2차세계대전, 반전, 가난","14살 오빠, 4살 여동생.. 오누이는 함께라서 행복했습니다. 2차 세계대전, 일본의 한 마을에 폭격기로 인한 대공습이 일어난다. 마을이 화염으로 휩싸이자, 14살인 세이타는 부모님과 따로 만나기로 약속한 채 4살짜리 여동생 세츠코를 업고 피신한다. 결국, 집과 어머니를 잃고 먼 친척아주머니의 집으로 향하는 세이타와 세츠코. 힘들고 어려운 환경에서도 오빠 세이타는 천진하고 착한 여동생 세츠코를 보면서 희망과 용기를 잃지 않는다. 하지만, 시간이 지날수록 친척아주머니의 남매에 대한 냉대는 더욱 심해지고, 세이타는 어머니가 남겨주었던 마지막 여비를 챙겨 세츠코와 함께 산 속에 있는 방공호로 거처를 옮긴다. 두 남매는 산 속 동굴에서 반딧불이를 잡아 불을 밝히고, 물고기와 개구리를 잡아먹으며 살아가는데..",,right_only
,,,,,,,,,,,,반지의제왕두개의탑,The Lord of the Rings: The Two Towers,피터 잭슨,2017-01-18,"고대,군대,마법,몬스터,반지,배신,블록버스터,서사극,성,소설원작,숲,시리즈,오크,왕,우정,전사,전설,추적,호빗,속편",운명을 건 최후의 전쟁이 시작된다. 9명으로 이루어진 중간대륙의 반지원정대는 사우론의 사악한 세력에 맞서 반지를 지켜냈지만 반지원정대는 뿔뿔이 흩어지게 된다. 호빗족으로 절대반지에 유일한 내성을 보이는 프로도는 일행과 떨어져 샘과 함께 불의 산으로 모험을 감행하지만 골룸이라는 새로운 위협을 맞이하고 사루만의 우루크하이 군대에게 잡혀간 메리와 피핀은 엔트 족의 영역에서 나무수염이라는 엔트 족에게 구출 받게 된다. 한편 메리와 피핀을 구하기 위해 우루크하이,아카데미 시상식(2003) : 시각효과상 - Jim Rygiel|아카데미 시상식(2003) : 음향효과상 - Ethan Van der Ryn,right_only
반지의제왕두개의탑확장판,2017-01-18,27440.0,['(주)디스테이션'],피터 잭슨,Peter Jackson,"['판타지', '어드벤처', '액션']",thelordoftheringsthetwotowers,"['뉴질랜드', '미국']","[('일라이저 우드', '프로도 역'), ('이안 맥켈런', '간달프 역'), ('리브 타일러', '아르웬 역'), ('비고 모텐슨', '아라곤 역'), ('숀 애스틴', '샘 역'), ('케이트 블란쳇', '갈라드리엘 역'), ('존 라이스 데이비스', '김리 역'), ('빌리 보이드', '핍핀 역'), ('도미니크 모나한', '메리 역'), ('올랜도 블룸', '레골라스 역'), ('크리스토퍼 리', '사루만 역'), ('휴고 위빙', '엘론드 역'), ('숀 빈', '보로미르 역'), ('이안 홈', '빌보 역'), ('앤디 서키스', '골룸/스미골 역')]",235.0,12세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,반지의제왕반지원정대,The Lord of the Rings: The Fellowship of the Ring,피터 잭슨,2017-01-11,"고대,마법,몬스터,반지,배신,블록버스터,서사극,성,소설원작,숲,오크,우정,전사,전설,초자연,호빗,시리즈","마지막 반지를 차지하는 자, 모든 힘을 지배하게 될 것이다! 악의 군주 사우론과 신들의 전쟁이 아주 먼 옛날 이야기가 되었을 때... 모든 힘과 세력을 잃고, 암흑의 세계에 숨어 지내던 사우론은 신들과의 전쟁에서 잃어버린 11개의 반지를 끌어 모으는 것에 성공한다. 그리고 11개의 반지를 지배할 12번째의 '절대반지'를 찾기 위해 모든 세력을 동원한다. 그러던 어느 날... 호빗이라 불리우는 난장이 종족 중의 한 명인 프로도는 자신의 삼촌에게서 우연히 그 절대 반지를 물려받게 되고, 마법사 간달프를 통해서 절대반지가 사우론의 손에 들어가면 악의 세력이 세상을 지배하게 된다는 것을 알게 된다. 하지만 그 절대반지를 영원히 파괴할 수 있는 유일한 방법은 그 반지가 만들어진 '불의 산'의 용암에 그것을 던져 넣는 길 뿐이다. 마침내 프로도와 그의 친구들, 엘프족인 레골라스, 난장이족 김리, 두명의 인간 전사, 아라곤, 보로미르 그리고 마법사 간달프로 구성된 반지원정대가 길고도 험난한 여정을 떠나게 되는데...",LA비평가협회상(2001) : 음악상 - 하워드 쇼어(Howard Shore)|아카데미 시상식(2002) : 분장상 - 피터 오웬|아카데미 시상식(2002) : 시각효과상 - Jim Rygiel|아카데미 시상식(2002) : 음악상 - 하워드 쇼어|아카데미 시상식(2002) : 촬영상 - 앤드류 레즈니|KINO 베스트10(2003) : 키노독자 2002년 외국영화 베스트 1 -|KINO 베스트10(2003) : 키노 2002년 외국영화 베스트 4 -|미국배우조합상(2002) : 영화부문 남우조연상 - 이안 맥켈런(Ian McKellen),right_only
반지의제왕반지원정대확장판,2017-01-11,35758.0,['(주)디스테이션'],피터 잭슨,Peter Jackson,"['판타지', '어드벤처', '액션']",thelordoftheringsthefellowshipoftherings,"['뉴질랜드', '미국']","[('일라이저 우드', '프로도 역'), ('이안 맥켈런', '간달프 역'), ('리브 타일러', '아르웬 역'), ('비고 모텐슨', '아라곤 역'), ('숀 애스틴', '샘 역'), ('케이트 블란쳇', '갈라드리엘 역'), ('존 라이스 데이비스', '김리 역'), ('빌리 보이드', '핍핀 역'), ('도미니크 모나한', '메리 역'), ('올랜도 블룸', '레골라스 역'), ('크리스토퍼 리', '사루만 역'), ('휴고 위빙', '엘론드 역'), ('숀 빈', '보로미르 역'), ('이안 홈', '빌보 역'), ('앤디 서키스', '골룸/스미골 역')]",228.0,12세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,반지의제왕왕의귀환,The Lord of the Rings: The Return of the King,피터 잭슨,2017-01-25,"고대,마법,몬스터,반지,블록버스터,서사극,성,소설원작,시리즈,오크,왕,우정,전사,전설,호빗,속편","절대반지의 영원한 파괴를 위해, '프로도'와 그의 친구들, 엘프족 '레골라스', 난쟁이족 '김리', 두 명의 인간전사 '아라곤'과 '보로미르', 그리고 마법사 '간달프'...등, 9명으로 이뤄진 '반지원정대'가 '불의 산'을 향하게 되고, 그들은 '사우론'의 사악한 세력에 맞서려 한다. 그러나 이들은 다시 뿔뿔이 흩어지게 되고, 암흑세계의 두 개의 탑을 통합하여 그 세력을 확장하고 있는 '사우론'은 서서히 중간대륙을 거대한 전쟁의 소용돌이로 몰아가며 '로한왕국'을 향해 진격을 시작한다. 이에 '아라곤'은 자유종족들을 통합하여 '사우론'에게 정면 대항하게 되는데..... '사우론'의 군대는 인간 종족을 멸망시키기 위해, 마지막으로 곤도르 왕국의 수도인 '미나스 티리스'를 공격한다. 과거의 위대함은 사라진 채 그 명맥만을 유지해오던 곤도르 왕국은 이제 그 어느 때보다도 왕이 절실하다. 하지만, '아라곤'이 왕위를 계승하여 자신의 운명을 마주 할 수 있을 것인가? 전투에 앞서, '간달프'는 필사적으로 흩어진 곤도르의 병력을 수습하고, '세오덴'은 로한의 전사들을 규합한다. 용기와 충성심에 불타 있기는 하지만, 인간의 군대는 곤도르로 빽빽이 몰려드는 적들에게 적수가 되지 못한다. 승리의 순간에도 희생이 따르고, 많은 이들을 잃어가면서도, 원정대는 '사우론'의 주의를 딴 곳으로 돌려 '프로도'가 임무를 달성할 수 있게 돕는다는 하나의 목표 아래, 그들 생애 가장 큰 전투를 치러 나간다. 한편, '프로도'는 위험한 적의 땅을 가로질러 가면서, 반지가 끊임없이 그의 의지와 인간성을 시험하자 점점 더 '샘'과 '골룸'에게 의지하게 되는데.","뉴욕비평가협회상(2003) : 작품상 -|LA비평가협회상(2003) : 미술상 - 그랜트 메이저(Grant Major)|LA비평가협회상(2003) : 감독상 - 피터 잭슨(Peter Jackson)|골든글로브 시상식(2004) : 작품상(드라마) -|골든글로브 시상식(2004) : 음악상 - 하워드 쇼어|골든글로브 시상식(2004) : 감독상 - 피터 잭슨|골든글로브 시상식(2004) : 주제가상 - 하워드 쇼어, 프란 월쉬, Annie Lennox|아카데미 시상식(2004) : 주제가상 -  Into the West |아카데미 시상식(2004) : 음악상 - 하워드 쇼어|아카데미 시상식(2004) : 분장상 - 리차드 테일러|아카데미 시상식(2004) : 편집상 - 자미 셀거크|아카데미 시상식(2004) : 감독상 - 피터 잭슨|아카데미 시상식(2004) : 음향상 - 크리스토퍼 보에즈|아카데미 시상식(2004) : 미술상 - 그랜트 메이저|아카데미 시상식(2004) : 각색상 - 프란 월쉬|아카데미 시상식(2004) : 시각효과상 - Jim Rygiel|아카데미 시상식(2004) : 작품상 - 피터 잭슨|아카데미 시상식(2004) : 의상상 - 엔길라 딕슨|미국배우조합상(2004) : 최고의 캐스팅상 - 숀 빈(Sean Bean)|미국배우조합상(2004) : 최고의 캐스팅상 - 케이트 블랑쉐(Cate Blanchett)|미국배우조합상(2004) : 최고의 캐스팅상 - 일라이저 우드(Elijah Wood)|미국배우조합상(2004) : 최고의 캐스팅상 - 버나드 힐(Bernard Hill)|미국배우조합상(2004) : 최고의 캐스팅상 - 휴고 위빙(Hugo Weaving)|미국배우조합상(2004) : 최고의 캐스팅상 - 올랜도 블룸(Orlando Bloom)|미국배우조합상(2004) : 최고의 캐스팅상 - 리브 타일러(Liv Tyler)|미국배우조합상(2004) : 최고의 캐스팅상 - 빌리 보이드(Billy Boyd)|미국배우조합상(2004) : 최고의 캐스팅상 - 존 노블(John Noble)|미국배우조합상(2004) : 최고의 캐스팅상 - 미란다 오토(Miranda Otto)|미국배우조합상(2004) : 최고의 캐스팅상 - 존 라이스-데이비스(John Rhys-Davies)|미국배우조합상(2004) : 최고의 캐스팅상 - 칼 어번(Karl Urban)|미국배우조합상(2004) : 최고의 캐스팅상 - 도미닉 모나한(Dominic Monaghan)|미국배우조합상(2004) : 최고의 캐스팅상 - 이안 홈(Ian Holm)|미국배우조합상(2004) : 최고의 캐스팅상 - 앤디 서키스(Andy Serkis)|미국배우조합상(2004) : 최고의 캐스팅상 - 숀 애스틴(Sean Astin)|미국배우조합상(2004) : 최고의 캐스팅상 - 비고 모텐슨(Viggo Mortensen)|미국배우조합상(2004) : 최고의 캐스팅상 - 데이빗 웬햄(David Wenham)|미국배우조합상(2004) : 최고의 캐스팅상 - 이안 맥켈런(Ian McKellen)",right_only
반지의제왕왕의귀환확장판,2017-01-25,30349.0,['(주)디스테이션'],피터 잭슨,Peter Jackson,"['판타지', '어드벤처', '액션']",thelordoftheringsthereturnoftheking,"['뉴질랜드', '미국']","[('일라이저 우드', '프로도 역'), ('이안 맥켈런', '간달프 역'), ('리브 타일러', '아르웬 역'), ('비고 모텐슨', '아라곤 역'), ('숀 애스틴', '샘 역'), ('케이트 블란쳇', '갈라드리엘 역'), ('존 라이스 데이비스', '김리 역'), ('빌리 보이드', '핍핀 역'), ('도미니크 모나한', '메리 역'), ('올랜도 블룸', '레골라스 역'), ('크리스토퍼 리', '사루만 역'), ('휴고 위빙', '엘론드 역'), ('숀 빈', '보로미르 역'), ('이안 홈', '빌보 역'), ('앤디 서키스', '골룸/스미골 역')]",263.0,12세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,발리천상의울림,Bali: Beats of Paradise,리비 쳉,2019-04-15,"인도네시아,전통음악,장인,유튜브,펑크,콜라보레이션","인도네시아 전통 음악 가믈란의 장인 뇨만 웬턴.그는 발리의 음악과 춤을 전세계적으로 알리고자, 유튜브 100만뷰에 도전한다.때마침 그래미상 수상자 주디스 힐을 만나게 되고, 가믈란과 펑크가 하나되는 프로젝트가 시작된다.과연 그들의 콜라보는 100만뷰를 달성할 수 있을까?",,right_only
,,,,,,,,,,,,발칙한러브스캔들,,존 버제스,2014-01-23,"거짓말,로맨스,연애,공항,결혼식","거짓말이 진실이 되는 순간?!두 남녀의 아슬아슬+달달한 로맨스가 시작된다!결혼 생각 없이 가벼운 연애만을 추구하는 바람둥이 조쉬밴드하는 철없는 남친을 부모님께 소개할 생각에 기대 반 걱정 반인 몰리조쉬와 몰리는 서로의 애인과 함께 몰리 엄마의 결혼식이 있을 시카고를 가기 위해 공항을 향한다. 하지만 출발하기도 전에 애인과 갑작스러운 이별을 하게 되는 조쉬와 몰리. 여친과 헤어진 지 몇 시간이 채 되지 않았음에도 공항에서 여자에게 작업을 거는 조쉬와 헤어진 남친에게 배신감에 사로잡혀 슬픔과 분노를 제어하지 못하는 몰리는 공항에서 마주치게 된다. 그러던 중 아버지의 전화를 받게 된 조쉬는 급작스러운 아버지의 시한부 선고를 듣게 되고, 죽기 전 조쉬의 신부를 보고 싶다는 아버지의 이야기를 듣고 얼떨결에 몰리와 약혼했다는 선의의(?) 거짓말을 하게 되는데...",,right_only
,,,,,,,,,,,,발칙한여자들달아오른옆집여자와친구엄마,Hahano Kontakutorennzu,히로아키,2018-03-28,"아줌마,팬티,친구엄마,성적호기심","1.하고싶어 안달난 옆집여자 콘텍트 렌즈를 떨어뜨렸다며 함께 찾아달라며 집으로 나를 이끄는 쎅한 이웃집 아줌마. 따라간 그녀의 집에서 보게된 아줌마의 팬티에 이성의 끈이 풀려버린다 2.가르쳐주는 친구 엄마 육덕진 친구의 엄마를 흠모하던 유스케. 어느 날 우연히 그녀의 자위현장을 엿보게 되고, '혼'내달라며 조르는데",,right_only
