영화명,개봉일,키워드,수상내역,순번,감독,제작사,수입사,배급사,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,API구분
뷰티풀 라이즈,2013-10-17,"엄마,딸,러브레터,계획,이혼",,4420.0,피에르 살바도리,,(주)싸이더스,(주)싸이더스,개봉영화,장편,프랑스,13,"5,775,500",828,"3,832,500",522,멜로/로맨스,15세이상관람가,독립/예술영화,both
비단꽃길,2013-10-17,"신과인간,무당,종교,무속신앙,삶",,4366.0,김정욱,주식회사 마운틴픽쳐스,,주식회사 마운틴픽쳐스,개봉영화,장편,한국,8,"5,820,500",896,"3,470,000",450,다큐멘터리,전체관람가,독립/예술영화,both
비밀의 아코짱,2013-10-17,"애니메이션원작,실사,거울,마법",,3949.0,카와무라 야스히로,,(주)도키엔터테인먼트,(주)미디어데이,개봉영화,장편,일본,7,"7,764,000","1,546","6,289,000","1,251",멜로/로맨스,12세이상관람가,일반영화,both
사랑에 빠진 것처럼,2013-10-17,"노교수,젊은 여자,감정,대화,감정교류",,3271.0,압바스 키아로스타미,,(주)영화사 조제,(주)영화사 조제,개봉영화,장편,프랑스,17,"28,270,500","3,712","20,961,500","2,621",드라마,15세이상관람가,독립/예술영화,both
토마스와 친구들: 블루마운틴 미스터리,2013-10-17,"기관차,기차,진실,바다,애니메이션",,2417.0,그렉 티어넌,,그린나래미디어(주),(주)팝엔터테인먼트,개봉영화,장편,영국,49,"80,186,500","12,054","34,987,000","4,765",애니메이션,전체관람가,일반영화,both
파라다이스 러브,2013-10-17,"케냐,흑인,중년여자,일탈,사랑",베니스국제영화제(2012) : 심사위원 특별 대상 - 울리히 사히들,3812.0,울리히 세이들,,(주)월드시네마,(주)월드시네마,개봉영화,장편,독일,5,"12,922,500","1,788","10,569,000","1,391",드라마,청소년관람불가,독립/예술영화,both
캡틴 필립스,2013-10-23,"해적,기습공격,인질,구출,실화바탕,협상",,934.0,폴 그린그래스,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),개봉영화,장편,미국,302,"1,679,067,434","241,514","714,998,434","97,908",액션,15세이상관람가,일반영화,both
공범,2013-10-24,"유괴사건,아빠와딸,범인,추적,의심,과거,스릴러,목소리",황금촬영상 시상식(2014) : 최우수남우조연상 -,302.0,국동석,선샤인필름(주),,씨제이이앤엠(주),개봉영화,장편,한국,611,"12,333,110,882","1,766,285","3,073,743,882","413,549",스릴러,15세이상관람가,일반영화,both
까미유 끌로델,2013-10-24,"감금,고립,예술가,정신병원,조각가,프랑스,전기영화,실존인물",,3317.0,부르노 뒤몽,3비프로덕션즈,찬란,찬란,개봉영화,장편,프랑스,6,"25,946,000","3,495","19,537,500","2,451",드라마,15세이상관람가,독립/예술영화,both
내 여친은 피규어,2013-10-24,"해고,부당해고,마네킹,미소녀,환상",,5562.0,이시이 다카시,,(주)네모엠앤애드,더컨텐츠콤(주),개봉영화,장편,일본,1,"1,040,000",130,0,0,판타지,청소년관람불가,일반영화,both
말하는 건축 시티:홀,2013-10-24,"건축가,비하인드 스토리,인터뷰,서울시청,건축,공공건축",들꽃영화상(2014) : 다큐멘터리 심사위원상 -,2959.0,정재은,영화사 못,,(주)미디어데이,개봉영화,장편,한국,31,"41,660,800","5,619","32,603,800","4,222",다큐멘터리,전체관람가,독립/예술영화,both
미스터 노바디,2013-10-24,"죽음,기자,인생,행복",시체스 국제판타스틱 영화제(2009) : 분장상 - Kaatje Van Damme,2207.0,자코 반 도마엘,,(주)더블앤조이픽쳐스,(주)팝엔터테인먼트,개봉영화,장편,캐나다,24,"127,022,500","16,969","85,755,000","11,074",판타지,15세이상관람가,독립/예술영화,both
배우는 배우다,2013-10-24,"배우,단역,신인,주연배우,탄생비화",들꽃영화상(2014) : 신인배우상 - 이준,1234.0,신연식,"(주) 루스이소니도스,(주)김기덕 필름",,(주)넥스트엔터테인먼트월드(NEW),개봉영화,장편,한국,297,"811,031,000","111,927","270,902,500","35,389",드라마,청소년관람불가,일반영화,both
어떤 시선,2013-10-24,"국가인권위원회,노인문제,병역거부,옴니버스영화,장애인,뇌병변장애",,1850.0,"박정범,신아가,이상철,민용근",국가인권위원회,,(주)영화사 진진,개봉영화,옴니버스,한국,28,"204,028,800","31,048","56,865,800","7,648",드라마,12세이상관람가,독립/예술영화,both
에덴,2013-10-24,"극복,배신,상처,우연,실패,사랑의상처",,5294.0,박영호,스마일픽쳐스,,스마일픽쳐스,개봉영화,장편,한국,1,"900,000",180,"900,000",180,멜로/로맨스,청소년관람불가,독립/예술영화,both
에어 크래쉬,2013-10-24,"항공기,사고,인공위성,충돌,위기",,2992.0,리즈 애덤스,,(주)케이알씨지,(주)케이알씨지,개봉영화,장편,미국,5,"12,160,000","5,410","750,000",150,액션,12세이상관람가,일반영화,both
카이츠,2013-10-24,"멕시코,사막,태양,결혼",,4126.0,아누락 바수,,㈜코리아스크린,(주)미디어데이,개봉영화,장편,인도,5,"6,311,000","1,239","6,311,000","1,239",액션,청소년관람불가,독립/예술영화,both
코알라,2013-10-24,"청춘,창업,도전,실패",,2874.0,김주환,어뮤즈,,"어뮤즈,(주)엣나인필름",개봉영화,장편,한국,65,"47,015,000","6,287","35,697,500","4,557",드라마,15세이상관람가,독립/예술영화,both
톱스타,2013-10-24,"배신,성공,스타,연예계,욕망,매니저,배우",,1062.0,박중훈,영화사 문(주),,롯데쇼핑㈜롯데엔터테인먼트,개봉영화,장편,한국,397,"1,194,180,500","175,152","391,021,500","55,093",드라마,15세이상관람가,일반영화,both
한나를 위한 소나타,2013-10-24,"우크라이나,제2차세계대전,유태인,음악가,남매,연주",,4325.0,마르쿠스 로젠뮐러,,(주)컴퍼니엘,(주)컴퍼니엘,개봉영화,장편,독일,2,"6,118,000",959,"1,720,000",215,드라마,12세이상관람가,독립/예술영화,both
노브레싱,2013-10-30,"고등학생,라이벌,수영,천재,승부",백상예술대상(2014) : 영화 여자인기상 - 권유리,718.0,조용선,"(주)영화사유랑,(주)팝콘에프앤엠,(주)더샘컴퍼니",,(주)나이너스엔터테인먼트,개봉영화,장편,한국,584,"2,991,824,739","451,669","802,364,239","113,253",드라마,15세이상관람가,일반영화,both
응징자,2013-10-30,"학창시절,재회,복수,괴롭힘,기억",,1026.0,신동엽,(주)엔브릭스,,(주)인벤트스톤,개봉영화,장편,한국,305,"1,388,412,500","192,347","364,187,000","48,291",액션,청소년관람불가,일반영화,both
노라노,2013-10-31,"패션,패션디자이너,재연,의상실,유신정권,시집살이",,3171.0,김성희,성소수문화환경을 위한 모임 '연분홍치마',,(주)시네마달,개봉영화,장편,한국,25,"29,332,000","4,315","22,877,500","3,173",다큐멘터리,전체관람가,독립/예술영화,both
녹색의자 2013 - 러브 컨셉츄얼리,2013-10-31,"유부녀,이혼,고백,사랑고백,순수한사랑,제자",,4900.0,박철수,씨네힐,,주식회사 마운틴픽쳐스,개봉영화,장편,한국,4,"2,280,000",366,"2,003,000",321,멜로/로맨스,청소년관람불가,독립/예술영화,both
데이 앤 나이트,2013-10-31,"여대생,매춘,아르바이트,용돈",,5342.0,사빈느 데르플링거,,주식회사 풍경소리,주식회사 풍경소리,개봉영화,장편,오스트리아,4,"1,461,000",175,0,0,드라마,청소년관람불가,독립/예술영화,both
두더지,2013-10-31,"가족관계,평범한 삶,뿌리,은둔생활,분노","베니스국제영화제(2011) : 마르첼로 마스트로얀니상 - 소메타니 쇼타, 니카이도 후미",4415.0,소노 시온,,(주)수키픽쳐스,(주)수키픽쳐스,개봉영화,장편,일본,3,"5,958,400",833,"5,042,400",631,드라마,청소년관람불가,독립/예술영화,both
브로큰 서클,2013-10-31,"자유,음악,열정,사랑",베를린국제영화제(2013) : 파노라마 관객상: 극영화 -|베를린국제영화제(2013) : LABEL EUROPA CINEMAS -,3613.0,펠릭스 반 그로에니겐,,(주)에스와이코마드,(주)에스와이코마드,개봉영화,장편,벨기에,9,"15,864,000","2,252","10,182,500","1,329",멜로/로맨스,청소년관람불가,독립/예술영화,both
사대명포,2013-10-31,"수사관,음모,위조지폐,고수",,3024.0,"진가상,진소진",,스크린조이,(유)조이앤컨텐츠그룹,개봉영화,장편,중국,5,"10,380,000","5,220","1,100,000",220,판타지,15세이상관람가,일반영화,both
클립,2013-10-31,"소녀,십대소녀,파티,마약,여류감독",로테르담 국제영화제(2012) : 타이거상 - 마야 밀로스|로테르담 국제영화제(2012) : KNF상 - 마야 밀로스,6492.0,마자 밀로스,,(주)고맙습니다 사랑합니다,(주)고맙습니다 사랑합니다,개봉영화,장편,세르비아,1,"250,000",50,"250,000",50,드라마,청소년관람불가,독립/예술영화,both
풍운결,2013-10-31,"야망,복수,제자,부모의원수",,3995.0,임초현,,(주)케이알씨지,(주)케이알씨지,개봉영화,장편,홍콩,5,"3,560,000","1,490","250,000",50,애니메이션,12세이상관람가,일반영화,both
화이트 고릴라,2013-10-31,"고릴라,따돌림,평범,마녀,여행,악당",,1422.0,안드레스 G. 슈에,,(주)소나무픽쳐스,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트",개봉영화,장편,스페인,182,"464,078,500","71,796","108,506,500","15,688",애니메이션,전체관람가,일반영화,both
동창생,2013-11-06,"누명,남파공작원,소년,여동생,간첩",,453.0,박홍수,"더램프(주),(주)황금물고기",,(주)쇼박스,개봉영화,장편,한국,660,"6,983,395,126","1,044,522","1,583,311,126","221,965",액션,15세이상관람가,일반영화,both
붉은 가족,2013-11-06,"남파간첩,위장,이념갈등,위장가족",도쿄국제영화제(2013) : 관객상 - 이주형,3377.0,이주형,(주)김기덕 필름,,(주)김기덕 필름,개봉영화,장편,한국,8,"22,678,500","3,192","9,936,500","1,289",드라마,15세이상관람가,독립/예술영화,both
세이프 헤이븐,2013-11-06,"과거,도망자,비밀,사랑,이웃,반전,상처치유",,1731.0,라세 할스트롬,,주식회사 풍경소리,(주)팝엔터테인먼트,개봉영화,장편,미국,133,"281,331,000","39,731","126,212,500","16,937",멜로/로맨스,15세이상관람가,독립/예술영화,both
극장판 쥬얼펫: 스위트댄스 프린세스,2013-11-07,"극장판,생일파티,축하공연,음모,파괴,위기",,3176.0,사쿠라이 히로아키,,(주)머스트씨무비,(주)머스트씨무비,개봉영화,장편,일본,41,"26,768,000","4,277","8,772,000","1,316",애니메이션,전체관람가,일반영화,both
디스커넥트,2013-11-07,"대화,대화단절,SNS,비극,허상",,2111.0,헨리 알렉스 루빈,,(주)메인타이틀픽쳐스,(주)영화사 빅,개봉영화,장편,미국,113,"140,642,204","19,460","74,815,704","9,932",드라마,청소년관람불가,독립/예술영화,both
무게,2013-11-07,"꼽추,사연,시체,트랜스젠더,하층민,소외,소외계층,성전환,기형",베니스국제영화제(2012) : 퀴어사자상 - 전규환,4311.0,전규환,(주)트리필름,,(주)넥스트엔터테인먼트월드(NEW),개봉영화,장편,한국,2,"7,079,500",981,"5,379,500",706,드라마,청소년관람불가,독립/예술영화,both
사랑해! 진영아,2013-11-07,"서른,시나리오작가,선배,인생역전,로맨틱코미디",황금촬영상 시상식(2014) : 신인여우상 -,3254.0,이성은,"㈜인디스토리,(주)어뮤즈엔터테인먼트",,"㈜인디스토리,(주)인디플러그",개봉영화,장편,한국,79,"26,852,000","3,823","15,112,000","2,032",드라마,15세이상관람가,독립/예술영화,both
소녀,2013-11-07,"사랑,살인사건,상처,소녀,소문,외로움,호수,시골",황금촬영상 시상식(2014) : 신인여우상 -,2128.0,최진성,"(주)영화사꽃,(주)뱅가드스튜디오",,씨제이이앤엠(주),개봉영화,장편,한국,73,"142,456,000","18,996","50,116,500","6,418",멜로/로맨스,청소년관람불가,독립/예술영화,both
써커,2013-11-07,"원자력발전소,해고,바람,백신,개발,인체실험",,5781.0,마이클 매너세리,,(주)스넵쏘울,(주)스넵쏘울,개봉영화,장편,미국,1,"500,000",100,"500,000",100,공포(호러),청소년관람불가,일반영화,both
앤드 오브 워,2013-11-07,"사진기자,상담,전쟁,친구,종군기자",,3064.0,다니스 타노비치,,스크린조이,스크린조이,개봉영화,장편,아일랜드,5,"8,360,000","5,030","1,100,000",220,미스터리,15세이상관람가,일반영화,both
올 이즈 로스트,2013-11-07,"고독,바다,선원,폭풍,표류,항해,조난,조난사고,요트",뉴욕비평가협회상(2013) : 남우주연상 - 로버트 레드포드|골든글로브 시상식(2014) : 음악상 - 알렉스 에버트,2357.0,J.C 챈더,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),개봉영화,장편,미국,33,"97,529,000","13,196","70,416,500","9,340",드라마,12세이상관람가,독립/예술영화,both
텔레비전,2013-11-07,"보수파,촌장,핸드폰,TV,금지,결혼",,4535.0,모스타파 사르와르 파루키,,(주)엣나인필름,(주)엣나인필름,개봉영화,장편,기타,3,"3,977,000",667,"1,563,000",174,코미디,전체관람가,독립/예술영화,both
투건스,2013-11-07,"금고,금고털이,스파이,정보원,파트너",로카르노국제영화제(2013) : 버라이어티 피아자 - 발타자르 코루마쿠르,2732.0,발타자르 코루마쿠르,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),개봉영화,장편,미국,58,"49,731,500","7,806","16,061,500","2,505",액션,청소년관람불가,일반영화,both
폭렬닌자 키사라기,2013-11-07,"닌자,마을,자객,납치,비밀",,7319.0,치바 세이지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,개봉영화,장편,일본,1,"30,000",10,0,0,액션,청소년관람불가,일반영화,both
노란 코끼리,2013-11-14,"시골,결혼,부부,비밀,편지",,3588.0,히로키 류이치,,(주)도키엔터테인먼트,(주)미디어데이,개봉영화,장편,일본,10,"12,299,500","2,317","10,808,500","2,020",멜로/로맨스,15세이상관람가,독립/예술영화,both
더 파이브,2013-11-14,"가족,복수,연쇄살인,조직폭력배,탈북자,장기기증,연쇄살인마,살인마",황금촬영상 시상식(2014) : 최우수여우주연상 -,556.0,정연식,(주)시네마서비스,,씨제이이앤엠(주),개봉영화,장편,한국,501,"5,343,797,000","731,212","1,474,402,500","192,286",스릴러,청소년관람불가,일반영화,both
데드 엔드,2013-11-14,"동굴,방송,산,산삼,촬영,행방불명,심마니",,6559.0,윤여창,굿픽처스,,(주)마노엔터테인먼트,개봉영화,장편,한국,1,"214,000",42,0,0,미스터리,청소년관람불가,독립/예술영화,both
메탈리카 스루 더 네버,2013-11-14,"공연,기념,공연실황,메탈리카,록밴드",,2581.0,님로드 안탈,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,개봉영화,장편,미국,30,"105,842,800","9,662","87,426,800","7,750",뮤지컬,15세이상관람가,독립/예술영화,both
블랙 가스펠,2013-11-14,"뉴욕,오디션,할렘,젊은이,가스펠,기독교,찬송가,흑인,음악",,1575.0,히즈엠티 선교회,㈜스토리셋,,(주)넥스트엔터테인먼트월드(NEW),개봉영화,장편,한국,143,"364,990,500","52,852","200,172,000","27,504",드라마,전체관람가,독립/예술영화,both
사랑은 마법처럼,2013-11-14,"발레단,교외,마법,키스,커플,이별,운명",,4470.0,발레리 돈젤리,,찬란,찬란,개봉영화,장편,프랑스,5,"5,202,500",765,"3,187,500",457,뮤지컬,청소년관람불가,독립/예술영화,both
스콘드: 잔혹 불륜사,2013-11-14,"불륜,결혼생활,복수,비밀",,4949.0,마크 존스,,미디어브로스(주),미디어브로스(주),개봉영화,장편,미국,4,"2,545,000",318,"550,000",110,스릴러,청소년관람불가,일반영화,both
잉투기,2013-11-14,"청춘,투기,잉여,격투기,인터넷",,2212.0,엄태화,한국영화아카데미,,CGV아트하우스,개봉영화,장편,한국,94,"119,852,600","16,859","66,335,100","9,002",액션,15세이상관람가,독립/예술영화,both
진링의 13소녀,2013-11-14,"난징대학살,여학생,장의사,탈출,일제강점기,부상병",,4041.0,장예모,,(주)토러스엔터테인먼트,(유)영화사 화수분,개봉영화,장편,중국,6,"10,261,000","1,403","7,854,000","1,013",전쟁,청소년관람불가,독립/예술영화,both
체브라시카,2013-11-14,"러시아,공중전화박스,외톨이,악어,서커스단,마술사",,2879.0,나카무라 마코토,,(주)동아수출공사,브릿지웍스 엔터테인먼트(주),개봉영화,장편,일본,73,"41,034,500","6,261","10,815,000","1,650",애니메이션,전체관람가,일반영화,both
카운슬러,2013-11-14,"카운슬러,변호사,범죄조직,마약",,1168.0,리들리 스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),개봉영화,장편,미국,293,"966,623,000","133,272","487,802,000","64,412",범죄,청소년관람불가,일반영화,both
퍼펙트 호스트,2013-11-14,"강도,파티,초대,반전,스릴러",,5943.0,닉 톰네이,,(주)히스토리필름,(주)히스토리필름,개봉영화,장편,미국,3,"368,000",70,"168,000",30,스릴러,청소년관람불가,일반영화,both
오렌지,2013-11-20,"이웃사촌,원수,마을,우정,코믹",,5222.0,줄리언 파리노,,(주)수키픽쳐스,(주)수키픽쳐스,개봉영화,장편,미국,5,"1,000,000",200,"1,000,000",200,코미디,15세이상관람가,일반영화,both
결혼전야,2013-11-21,"결혼식,로맨틱코미디,일주일,우울증,커플,부부",,405.0,홍지영,(주)수필름,,씨너스엔터테인먼트(주),개봉영화,장편,한국,524,"8,431,504,719","1,212,270","2,667,346,719","365,215",멜로/로맨스,15세이상관람가,일반영화,both
롤플레이2 : 동침,2013-11-21,"아버지와 딸,집착,극작가,동거",,4937.0,이광호,골든타이드픽처스(주),,골든타이드픽처스(주),개봉영화,장편,한국,2,"1,400,000",330,0,0,미스터리,청소년관람불가,일반영화,both
마세티 킬즈,2013-11-21,"세계평화,음모,악당,살인병기,코믹",,3038.0,로버트 로드리게즈,,(유)조이앤컨텐츠그룹,(주)팝엔터테인먼트,개봉영화,장편,미국,21,"17,977,500","5,115","9,620,000","1,352",코미디,청소년관람불가,일반영화,both
사이비,2013-11-21,"가짜,교회,목사,사회고발,수몰지역,스릴러,신앙,애니메이션,종교,사기",자그레브국제애니메이션영화제(2015) : 특별언급 - 연상호|한국영화평론가협회상 (영평상)(2014) : 국제비평가연맹상 한국본부상 - 연상호|시네마테크KOFA가 주목한 한국영화(2014) : 선정작 - 연상호|시체스 국제판타스틱 영화제(2013) : 최우수 애니상 - 연상호|들꽃영화상(2014) : 감독상(극영화) -|제51회 스페인 히혼국제영화제 애니메이션부문 최우수작품상 (2013),2047.0,연상호,주식회사 다다쇼,,(주)넥스트엔터테인먼트월드(NEW),개봉영화,장편,한국,76,"164,274,900","22,070","105,078,400","13,761",애니메이션,청소년관람불가,독립/예술영화,both
"소설, 영화와 만나다",2013-11-21,"소설원작,옴니버스영화",,4082.0,"이상우,박진성,박진석,이진우",(재)전주국제영화제조직위원회,,(재)전주국제영화제조직위원회,개봉영화,옴니버스,한국,5,"8,965,000","1,327","6,271,000",810,드라마,청소년관람불가,독립/예술영화,both
완전 소중한 사랑,2013-11-21,"사연,행복,이야기",,2093.0,김진민,"(주)옐로우래빗,(사)문화예술사회공헌 네트워크",,주식회사 마운틴픽쳐스,개봉영화,장편,한국,66,"127,694,500","20,063","63,710,000","9,850",드라마,12세이상관람가,일반영화,both
청춘정담,2013-11-21,"군대,군입대,첫경험,모텔,여자친구,임신",,4730.0,문인수,디마엔터테인먼트,,디마엔터테인먼트,개봉영화,장편,한국,6,"3,176,500",484,"1,586,000",227,멜로/로맨스,15세이상관람가,독립/예술영화,both
트릭,2013-11-21,"생일,생일파티,정부,임신,아내,배신",,6573.0,폴 버호벤,,라인트리엔터테인먼트,(주)액티버스엔터테인먼트,개봉영화,장편,네덜란드,3,"258,000",41,0,0,드라마,청소년관람불가,독립/예술영화,both
필스,2013-11-21,"경찰,승진,살인사건,수사,소설원작",,4378.0,J.S 베어드,,㈜코리아스크린,(주)앤드플러스미디어웍스,개봉영화,장편,영국,6,"6,434,000",883,"5,369,500",717,범죄,청소년관람불가,일반영화,both
하늘에서 음식이 내린다면 2,2013-11-21,"음식,몬스터,발명가,모험,애니메이션,시리즈",,535.0,"코디 카메론,크리스 피언",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),개봉영화,장편,미국,545,"5,423,213,000","800,062","1,182,203,500","162,353",애니메이션,전체관람가,일반영화,both
헝거게임: 캣칭 파이어,2013-11-21,"게임,독재정권,생존,승리,우승,미국소설원작,소설원작",,434.0,프란시스 로렌스,라이온스 게이트 필름즈,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,개봉영화,장편,미국,630,"7,850,816,000","1,125,739","2,851,643,500","385,304",판타지,15세이상관람가,일반영화,both
월드 워 좀비,2013-11-27,,,4715.0,닉 라이온,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,개봉영화,장편,미국,6,"2,959,000",493,"1,794,000",302,공포(호러),청소년관람불가,일반영화,both
갬빗,2013-11-28,"걸작,사기,큐레이터,위조,미술품강도,미술품",,2305.0,마이클 호프만,,(주)수키픽쳐스,(주)나이너스엔터테인먼트,개봉영화,장편,미국,94,"95,213,128","14,426","56,324,128","8,253",코미디,15세이상관람가,독립/예술영화,both
고양이 소녀,2013-11-28,"배우지망생,동거,이별,고양이,가출소녀",,7783.0,최경진,영화사시작,,골든타이드픽처스(주),개봉영화,장편,한국,1,"8,000",1,"8,000",1,멜로/로맨스,청소년관람불가,일반영화,both
극장판 토리코 : 미식신의 스페셜메뉴,2013-11-28,"섬,수수께끼,싸움,미식가",,2388.0,자코 아키후미,,중앙애니메이션,(주)미디어데이,개봉영화,장편,일본,38,"83,206,000","12,635","19,963,500","2,922",애니메이션,전체관람가,일반영화,both
논스톱: 분노의 질주,2013-11-28,"삼각관계,자동차,자동차경주,범죄",,3054.0,다니엘 칼파소로,,(주)소나무픽쳐스,(주)소나무픽쳐스,개봉영화,장편,스페인,5,"10,533,000","5,063","8,893,000","4,399",액션,청소년관람불가,독립/예술영화,both
두부요괴,2013-11-28,"두부,스승,요괴,사신,탈출",,3718.0,스기이 기사부로,,㈜크래커픽쳐스,(주)머스트씨무비,개봉영화,장편,일본,27,"12,517,000","1,980","4,839,000",728,애니메이션,전체관람가,일반영화,both
머드,2013-11-28,"살인자,소년,무인도,도망자",,1896.0,제프 니콜스,,"(주)드림웨스트픽쳐스,(주)프레인글로벌",(주)프레인글로벌,개봉영화,장편,미국,113,"206,252,500","28,507","150,206,000","20,109",드라마,15세이상관람가,독립/예술영화,both
버틀러: 대통령의 집사,2013-11-28,"백악관,실화바탕,실화바탕바탕,집사,대통령",,1183.0,리 다니엘스,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),개봉영화,장편,미국,182,"884,709,000","126,870","448,171,500","62,066",드라마,15세이상관람가,일반영화,both
분노의 파이터,2013-11-28,"파이터,형제,격투",,7101.0,크리스 시버트슨,,미디어브로스(주),미디어브로스(주),개봉영화,장편,미국,1,"100,000",10,0,0,액션,청소년관람불가,일반영화,both
뷰티풀 차일드,2013-11-28,"기독교,기록,미국,선교사,용서,이주민,크리스찬,화해,종교영화",,4506.0,이성수,(주)피쉬트리 & STARTREE ENTERTAINMENT LTD,,주식회사 마운틴픽쳐스,개봉영화,장편,한국,6,"4,632,000",703,"3,695,000",534,다큐멘터리,전체관람가,독립/예술영화,both
사랑은 당신,2013-11-28,"사랑,행복,불안감,임신",,4066.0,파올로 비르지,,더컨텐츠콤(주),(주)팝엔터테인먼트,개봉영화,장편,이탈리아,8,"8,607,000","1,353","7,684,500","1,196",멜로/로맨스,청소년관람불가,독립/예술영화,both
산타의 매직 크리스탈,2013-11-28,"구출,동생,산타,어드벤처,음모,쌍둥이,크리스마스,고아",,1507.0,앙티 하이칼라,,그린나래미디어(주),(주)팝엔터테인먼트,개봉영화,장편,벨기에,192,"366,202,000","60,485","62,810,500","10,037",애니메이션,전체관람가,독립/예술영화,both
안녕?! 오케스트라,2013-11-28,"소통,오케스트라,음악,차별,치유,다문화가정,미션,현악기,연주,공연,아이들",,2299.0,이철하,"(주)MBC,(주)꿈꾸는 오아시스,센미디어",,(주)영화사 진진,개봉영화,장편,한국,49,"91,780,500","14,665","59,867,500","8,722",다큐멘터리,전체관람가,독립/예술영화,both
열한시,2013-11-28,"CCTV,목격,스릴러,시간여행,연구원,시간이동",,512.0,김현석,"(주)파레토웍스,씨제이이앤엠(주)",,씨제이이앤엠(주),개봉영화,장편,한국,512,"6,097,792,000","870,785","1,703,900,000","230,557",스릴러,15세이상관람가,일반영화,both
잉여들의 히치하이킹,2013-11-28,"도전,로드무비,모험,무전여행,뮤직비디오,유럽,유럽여행,청년,홍보,잉여,낯선나라에서",,1886.0,이호재,Surplus,,CGV아트하우스,개봉영화,장편,한국,31,"202,555,800","29,281","112,822,800","15,264",다큐멘터리,12세이상관람가,독립/예술영화,both
창수,2013-11-28,"양아치,욕망,좌절,삶",,737.0,이덕희,"영화사 아람(주),(주)마이더스필름",,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트",개봉영화,장편,한국,415,"3,146,542,000","429,141","740,934,000","96,526",드라마,청소년관람불가,일반영화,both
테레사 팔머의 감금,2013-11-28,"에로틱,침입,동거,저택,은둔생활",,3013.0,데이비드 데닌,,(주)컴퍼니엘,(주)컴퍼니엘,개봉영화,장편,호주,4,"31,659,000","5,279",0,0,스릴러,청소년관람불가,독립/예술영화,both
하루,2013-11-28,"로봇,인간,러브스토리",,3677.0,마키하라 료타로,,(주)도키엔터테인먼트,(주)미디어데이,개봉영화,장편,일본,11,"11,305,500","2,063","9,756,500","1,756",애니메이션,12세이상관람가,독립/예술영화,both
올모스트 차밍,2013-11-29,,,4992.0,필리페 를루슈,,(주)스튜디오후크,(주)스튜디오후크,개봉영화,장편,프랑스,1,"660,000",295,"660,000",295,멜로/로맨스,15세이상관람가,일반영화,both
크레이지 샤크,2013-12-04,,,4808.0,크리스토퍼 레이,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,개봉영화,장편,미국,5,"2,180,000",420,"1,000,000",200,스릴러,15세이상관람가,일반영화,both
푸셔: 파이널 프로젝트,2013-12-04,"거래,런던,마약밀매,빚",,4809.0,루이스 프리에토,,스크린조이,스크린조이,개봉영화,장편,영국,5,"2,180,000",420,"1,000,000",200,범죄,청소년관람불가,일반영화,both
격전,2013-12-05,"복서,퇴물,감동,복싱,피신,재기",,6964.0,임초현,,(주)노이에스,(주)노이에스,개봉영화,장편,홍콩,1,"100,000",10,0,0,액션,15세이상관람가,일반영화,both
극장판 슈타인즈 게이트: 부하영역의 데자뷰,2013-12-05,"메일,과거,미래,시간",,3121.0,와카바야시 칸지,,에이원엔터테인먼트,에이원엔터테인먼트,개봉영화,장편,일본,23,"34,586,500","4,726","22,770,000","3,067",애니메이션,12세이상관람가,일반영화,both
글로리아,2013-12-05,"감정,독립,사랑,진실,칠레,행복,희망,여성,중년,연애",베를린국제영화제(2013) : 은곰상:여자연기상 - 폴리나 가르시아|베를린국제영화제(2013) : 독일예술영화조합상 -|베를린국제영화제(2013) : 에큐메니칼 심사위원상:경쟁부문 -,2834.0,세바스찬 렐리오,,판씨네마(주),판씨네마(주),개봉영화,장편,칠레,13,"49,687,400","6,664","44,382,400","5,727",드라마,청소년관람불가,독립/예술영화,both
동사서독 리덕스,2013-12-05,"암살,검객,과거,사랑",,3160.0,왕가위,,(주)미디어캐슬,(주)앤드플러스미디어웍스,개봉영화,장편,홍콩,37,"32,712,500","4,441","18,549,500","2,416",액션,15세이상관람가,일반영화,both
베일,2013-12-05,"미행,심부름센터,정신과상담,살인,범인",,7571.0,정창현,YK 필름,,(주)액티버스엔터테인먼트,개봉영화,장편,한국,3,"12,000",2,0,0,미스터리,청소년관람불가,독립/예술영화,both
