TITLE,DIRECTOR,OPEN_DT,OPEN_YEAR,OPEN_MONTH,OPEN_DAY,OPEN_WEEKDAY,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,GENRE_NM,SP_LANG,WATCH_GRADE_NM,ACTOR1,ACTOR2,BUDGET,SERIES,AWARDS,NAVER_CMT_NN,NAVER_PRE_EVAL,NAVER_PRE_EVAL_MUL,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
타이페이 카페 스토리,샤오 야 췐,2011-07-07,2011,7,7,3,3,27,82.0,대만,찬란,드라마/로맨스/멜로,,전체관람가,임진희,계륜미,,0.0,0,9.0,9.89,89.01,0.0,0.0,10023
테라 3D: 인류 최후의 전쟁,아리스토메니스 치바스,2010-11-04,2010,11,4,3,4,44,82.0,미국,주식회사 마운틴픽쳐스,애니메이션/액션/어드벤처/판타지,,전체관람가,채드 앨런,로잔나 아퀘트,,0.0,0,33.0,8.03,264.98999999999995,0.0,0.0,10023
"미안해, 고마워",박흥식/송일곤/오점균/임순례,2011-05-26,2011,5,26,3,2,21,115.0,한국,(주)키노아이디엠씨,드라마,ko,12세이상관람가,남명렬,최보광,,0.0,0,44.0,9.07,399.08,0.0,0.0,9998
노라 없는 5일,마리아나 체닐로,2010-10-21,2010,10,21,3,4,42,91.0,멕시코,프리비젼엔터테인먼트,드라마,,15세이상관람가,페르난도 루한,아리 브리크맨,,0.0,0,42.0,9.5,399.0,0.0,0.0,9994
잉글랜드 이즈 마인,마크 길,2018-07-05,2018,7,5,3,3,27,94.0,영국,(주)싸이더스/무브먼트,드라마,,12세이상관람가,잭 로던,제시카 브라운 핀들레이,,0.0,0,21.0,9.43,198.03,254.0,0.0,9966
에델과 어니스트,로저 메인우드,2018-05-10,2018,5,10,3,2,19,94.0,룩셈부르크/영국,(주)영화사 진진,드라마/애니메이션,,12세이상관람가,짐 브로드벤트,브렌다 블레신,,0.0,1,5.0,9.8,49.0,88.0,0.0,9952
데저트 플라워,쉐리 호만,2010-04-22,2010,4,22,3,2,16,127.0,독일/영국/오스트리아 ,(주)영화사구안,드라마,,15세이상관람가,리야 키비디,샐리 호킨스,,0.0,0,43.0,9.44,405.92,0.0,1.0,9898
정글북,타파스 차크라바르티,2017-05-18,2017,5,18,3,2,20,62.0,인도,(주)팝엔터테인먼트,애니메이션,,전체관람가,,,,0.0,0,6.0,9.17,55.02,64.0,0.0,9891
어바웃 레이,게비 델랄,2016-11-24,2016,11,24,3,4,47,92.0,미국,오퍼스픽쳐스(유),드라마/코미디,en,15세이상관람가,엘르 패닝,나오미 왓츠,10000000.0,0.0,1,58.0,9.05,524.9000000000002,391.0,0.0,9851
바다의 노래: 벤과 셀키요정의 비밀,톰 무어,2016-01-14,2016,1,14,3,1,2,93.0,덴마크/룩셈부르크/벨기에/아일랜드/프랑스,(주)영화사 진진,가족/애니메이션/판타지,en,전체관람가,,,,0.0,1,203.0,9.47,1922.41,928.0,0.0,9826
신화 라이브 3D 더 레전드 컨티뉴스,손석,2014-12-11,2014,12,11,3,4,50,89.0,한국,골든타이드픽처스(주),공연/다큐멘터리,,전체관람가,문정혁,이민우,,0.0,0,51.0,9.82,500.82,1309.0,0.0,9817
두 아내,이숭환,2014-03-17,2014,3,17,0,1,12,80.0,한국,(유)조이앤컨텐츠그룹,로맨스/멜로,ko,청소년관람불가,박유미,손미희,,0.0,0,3.0,10.0,30.0,0.0,0.0,9814
루르드,예시카 하우스너,2011-02-17,2011,2,17,3,1,7,96.0,독일/오스트리아 /프랑스,프리비젼엔터테인먼트,드라마,,전체관람가,실비 테스튀,레아 세이두,,0.0,0,5.0,9.2,46.0,0.0,0.0,9792
출동! 도토리 구조대,로스 베노커,2019-03-28,2019,3,28,3,1,13,82.0,미국,(주)디스테이션,애니메이션,,전체관람가,,,,0.0,0,6.0,10.0,60.0,20.0,0.0,9781
재스퍼,에카르트 핑베르크/카이 델벤탈,2011-08-17,2011,8,17,2,3,33,86.0,독일/루마니아/프랑스,(주)시너지하우스 (시너지),애니메이션,,전체관람가,,,,0.0,0,11.0,7.91,87.01,0.0,0.0,9753
콰이어트 원,존 포그,2014-09-18,2014,9,18,3,3,38,97.0,미국/영국,(주)더블앤조이픽쳐스,공포(호러),en,15세이상관람가,올리비아 쿡,샘 클라플린,200000.0,0.0,0,167.0,7.78,1299.26,305.0,0.0,9736
천번의 굿나잇,에릭 포페,2014-07-03,2014,7,3,3,3,27,117.0,노르웨이/스웨덴/아일랜드,(주)마인스 엔터테인먼트,드라마,,12세이상관람가,줄리엣 비노쉬,니콜라이 코스터 왈도,,0.0,0,16.0,9.38,150.08,245.0,0.0,9732
오만과 편견 그리고 좀비,버 스티어스,2016-05-25,2016,5,25,2,2,21,107.0,미국/영국,(주)이수C&E,공포(호러)/로맨스/멜로/액션,,15세이상관람가,릴리 제임스,샘 라일리,,0.0,0,69.0,8.0,552.0,745.0,1.0,9717
마신자 - 빨간 옷 소녀의 저주,웨이-하오 청,2016-07-21,2016,7,21,3,3,29,92.0,대만,씨네그루(주)키다리이엔티,공포(호러),zh,15세이상관람가,황하,,,1.0,0,166.0,7.1,1178.6,675.0,0.0,9710
디올 앤 아이,프레드릭 청,2015-08-06,2015,8,6,3,3,32,89.0,프랑스,(주)영화사 진진,다큐멘터리,,전체관람가,라프 시몬스,피테르 뮤리에르,,0.0,0,3.0,10.0,30.0,254.0,0.0,9669
메탈리카 스루 더 네버,님로드 안탈,2013-11-14,2013,11,14,3,4,46,92.0,미국,(주)나이너스엔터테인먼트,뮤지컬/액션,,15세이상관람가,데인 드한,제임스 헤필드,,0.0,0,80.0,9.79,783.1999999999997,0.0,0.0,9662
내 이름은 꾸제트,클로드 바라스,2017-03-09,2017,3,9,3,1,10,65.0,스위스/프랑스,(주)스마일이엔티,가족/애니메이션,fr,전체관람가,,,8000000.0,0.0,1,26.0,9.15,237.9,315.0,0.0,9644
말괄량이 마녀 로비와 숲 속 친구들,크리스티앙 릴테니우스,2017-11-09,2017,11,9,3,4,45,65.0,스웨덴,(주)팝엔터테인먼트,가족/애니메이션,,전체관람가,,,,0.0,0,43.0,9.44,405.92,74.0,0.0,9628
쉐프,다니엘 코헨,2013-05-30,2013,5,30,3,2,22,85.0,스페인/프랑스,(주)미디어데이,코미디,,전체관람가,장 르노,미카엘 윤,,0.0,0,93.0,8.71,810.0300000000003,0.0,0.0,9620
엘리노어 릭비: 그 남자,네드 벤슨,2015-04-09,2015,4,9,3,2,15,95.0,미국,(주)이수C&E,드라마,,15세이상관람가,제임스 맥어보이,제시카 차스테인,,0.0,0,3.0,10.0,30.0,134.0,0.0,9593
두 번째 스물,박흥식,2016-11-03,2016,11,3,3,4,44,116.0,이탈리아/한국,(주)리틀빅픽쳐스,드라마/로맨스/멜로,ko,청소년관람불가,김승우,이태란,,0.0,1,106.0,8.51,902.06,711.0,0.0,9579
영웅: 천하의 시작,장예모,2014-03-20,2014,3,20,3,1,12,109.0,중국,(주)박수엔터테인먼트,드라마/액션/전쟁,,15세이상관람가,이연걸,양조위,,0.0,1,1.0,10.0,10.0,0.0,0.0,9575
리바이어던,안드레이 즈비아긴체프,2015-03-19,2015,3,19,3,1,12,141.0,러시아,오드,가족/드라마,,청소년관람불가,알렉세이 세레브리야코프,엘레나 리야도바,,0.0,1,24.0,8.29,198.96,189.0,0.0,9569
위선자들,김진홍,2015-11-26,2015,11,26,3,4,48,100.0,한국,THE 픽쳐스/주식회사 마운틴픽쳐스,드라마,ko,청소년관람불가,권민중,김정균,,0.0,0,30.0,5.37,161.1,210.0,0.0,9566
킬 미 달링,마이크 반 디엠,2016-01-28,2016,1,28,3,1,4,101.0,네덜란드/독일/벨기에/아일랜드,(주)블룸즈베리리소시스리미티드,로맨스/멜로/코미디,nl,15세이상관람가,제로엔 반 코닝스부르헤,조지나 버밴,,0.0,0,176.0,9.56,1682.5600000000006,576.0,0.0,9558
악셀,레오 리,2018-03-08,2018,3,8,3,1,10,90.0,중국,(주)팝엔터테인먼트,애니메이션/판타지,,전체관람가,,,,0.0,0,6.0,9.17,55.02,15.0,0.0,9556
부니베어: 브램블의 신비한 모험,정량,2017-05-18,2017,5,18,3,2,20,90.0,중국,예지림엔터테인먼트,애니메이션,,전체관람가,박상훈,홍진욱,,0.0,0,74.0,9.58,708.92,128.0,0.0,9544
"제자도 - 제자,옥한흠2",김상철,2016-11-10,2016,11,10,3,4,45,90.0,한국,파이오니아21,다큐멘터리,,전체관람가,권오중,옥한흠,,0.0,1,22.0,9.09,199.98,230.0,0.0,9533
콜렉션,마커스 던스탠,2013-05-02,2013,5,2,3,2,18,81.0,미국,(주)팝엔터테인먼트,공포(호러)/스릴러/액션,,청소년관람불가,조시 스튜어트,섀넌 케인,,0.0,0,277.0,7.84,2171.68,0.0,0.0,9518
드래곤 프린세스,알트욤 루키체프,2018-07-05,2018,7,5,3,3,27,75.0,러시아,(주)박수엔터테인먼트,애니메이션,,전체관람가,,,,0.0,0,10.0,10.0,100.0,29.0,0.0,9501
리틀 포레스트: 여름과 가을,모리 준이치,2015-02-12,2015,2,12,3,1,7,111.0,일본,(주)영화사 진진,드라마,,12세이상관람가,하시모토 아이,마츠오카 마유,,0.0,0,17.0,9.12,155.04,314.0,1.0,9500
고래를 찾는 자전거,김영로,2011-09-22,2011,9,22,3,3,38,100.0,한국,(주)필마픽쳐스 ,드라마,ko,전체관람가,이채영,이슬기,,0.0,0,87.0,9.6,835.1999999999997,0.0,0.0,9488
드림팀,올리비에 다한,2013-03-21,2013,3,21,3,1,12,97.0,프랑스,(주)싸이더스,드라마,,12세이상관람가,오마 사이,호세 가르시아,,0.0,0,257.0,9.05,2325.850000000001,0.0,0.0,9483
한 번도 안 해본 여자,안철호,2014-01-16,2014,1,16,3,1,3,99.0,한국,(주)팝엔터테인먼트,로맨스/멜로/코미디,ko,청소년관람불가,황우슬혜,사희,,0.0,0,261.0,5.09,1328.49,0.0,0.0,9469
라스트 엑소시즘: 잠들지 않는 영혼,에드 게스-도넬리,2013-06-27,2013,6,27,3,2,26,88.0,미국,(주)팝파트너스,공포(호러)/스릴러,,15세이상관람가,애슐리 벨,스펜서 트리트 클라크,,0.0,0,459.0,7.84,3598.56,0.0,0.0,9442
클레어의 카메라,홍상수,2018-04-25,2018,4,25,2,2,17,68.0,한국,(주)영화제작전원사 /(주)콘텐츠판다/무브먼트,드라마,en/fr/ko,15세이상관람가,이자벨 위페르,김민희,,0.0,1,160.0,4.12,659.2,888.0,0.0,9430
로보싸커,아룽,2014-07-03,2014,7,3,3,3,27,87.0,말레이시아,와이드 릴리즈(주),애니메이션/어드벤처,,전체관람가,임주현,,,0.0,0,12.0,9.0,108.0,28.0,0.0,9406
우먼 인 블랙: 죽음의 천사,톰 하퍼,2015-09-10,2015,9,10,3,3,37,98.0,영국,(주)브리즈픽처스/(주)영화사오원,공포(호러),,15세이상관람가,피비 폭스,제레미 어바인,,0.0,0,74.0,6.5,481.0,479.0,0.0,9389
극장판 프리즘스톤 올스타 셀렉션,김영범,2016-07-07,2016,7,7,3,3,27,69.0,일본/한국,(주)박수엔터테인먼트,드라마/애니메이션/판타지,,전체관람가,한탁균,김영두,,0.0,0,82.0,9.43,773.26,1476.0,0.0,9381
메이크 유어 무브,듀안 아들러,2014-04-17,2014,4,17,3,2,16,109.0,미국/한국,씨제이이앤엠(주),드라마/로맨스/멜로,en,12세이상관람가,보아,데릭 허프,15.0,0.0,0,404.0,8.66,3498.64,1523.0,0.0,9368
러브 인 비즈니스클래스,알렉상드르 카스타그네티,2014-03-20,2014,3,20,3,1,12,97.0,프랑스,(주)마인스 엔터테인먼트,로맨스/멜로,,청소년관람불가,루디빈 사니에,니콜라스 베도스,,0.0,0,33.0,9.36,308.88,72.0,0.0,9357
아기 거북 토토의 바다 대모험,닉 스트링거,2012-10-18,2012,10,18,3,4,42,80.0,독일/영국/오스트리아 ,예지림엔터테인먼트,다큐멘터리,,전체관람가,,,,0.0,0,6.0,0.0,0.0,0.0,0.0,9346
"페어웰, 마이 퀸",브누와 쟉꼬,2013-12-05,2013,12,5,3,4,49,99.0,스페인/프랑스,(주)더블앤조이픽쳐스,드라마,,15세이상관람가,다이앤 크루거,레아 세이두,,0.0,0,29.0,7.88,228.52,0.0,1.0,9341
어폴로지,티파니 슝,2017-03-16,2017,3,16,3,1,11,105.0,캐나다,(주)영화사 그램,다큐멘터리,,12세이상관람가,길원옥,차오,,0.0,1,33.0,9.48,312.8400000000001,451.0,0.0,9314
디어 한나,패디 콘시딘,2012-03-29,2012,3,29,3,1,13,91.0,영국,(주)영화사 진진,드라마,,청소년관람불가,피터 뮬란,올리비아 콜맨,,0.0,0,1.0,1.0,1.0,0.0,0.0,9241
불타는 내 마음,최원섭,2010-03-25,2010,3,25,3,1,12,95.0,한국,씨제이 씨지브이(CJ CGV)(주),로맨스/멜로/코미디,,15세이상관람가,최요한,김미희,,0.0,0,8.0,10.0,80.0,0.0,0.0,9236
엘리노어 릭비: 그 여자,네드 벤슨,2015-04-09,2015,4,9,3,2,15,105.0,미국,(주)이수C&E,드라마,en,15세이상관람가,제시카 차스테인,제임스 맥어보이,,1.0,0,3.0,10.0,30.0,101.0,0.0,9233
리지,크레이그 맥닐,2019-01-10,2019,1,10,3,1,2,105.0,미국,(주)팝엔터테인먼트,드라마/범죄/스릴러,en,청소년관람불가,크리스틴 스튜어트,클로에 세비니,,0.0,0,4.0,10.0,40.0,121.0,0.0,9203
필름스타 인 리버풀,폴 맥기건,2018-10-25,2018,10,25,3,4,43,105.0,영국,그린나래미디어(주),드라마/로맨스/멜로,,15세이상관람가,아네트 베닝,제이미 벨,,0.0,0,9.0,7.0,63.0,169.0,0.0,9192
나의 사적인 여자친구,프랑수아 오종,2015-01-08,2015,1,8,3,1,2,108.0,프랑스,찬란,드라마/코미디,,청소년관람불가,로맹 뒤리스,아나이스 드무스티에,,0.0,0,46.0,8.33,383.18,186.0,0.0,9162
야간비행,이송희일,2014-08-28,2014,8,28,3,3,35,133.0,한국,(주)엣나인필름,드라마,ko,청소년관람불가,곽시양,이재준,,0.0,1,36.0,7.94,285.8400000000001,377.0,0.0,9157
사랑과 음악사이,션 뮤쇼우,2016-04-27,2016,4,27,2,2,17,103.0,미국/캐나다,(주)영화사 빅,드라마/로맨스/멜로,en,15세이상관람가,레베카 홀,제이슨 서디키스,,0.0,0,8.0,10.0,80.0,130.0,0.0,9148
드래곤 기사단,리카르도 라몬/앵겔 이즈퀴에르도,2014-05-01,2014,5,1,3,2,18,70.0,스페인,(주)영화사 빅,애니메이션/판타지,,전체관람가,,,,0.0,0,151.0,9.08,1371.08,112.0,0.0,9138
러빙,제프 니콜스,2017-03-01,2017,3,1,2,1,9,123.0,미국/영국,유니버설픽쳐스인터내셔널 코리아(유),드라마/로맨스/멜로,en,12세이상관람가,조엘 에저튼,루스 네가,9000000.0,0.0,0,31.0,9.26,287.06,251.0,0.0,9121
어웨이 위 고,샘 멘데스,2010-02-04,2010,2,4,3,1,5,97.0,영국,(주)스폰지이엔티,드라마/코미디,,15세이상관람가,존 크랜신스키,존 크랜신스키,,0.0,0,2.0,5.5,11.0,0.0,0.0,9100
보리 vs 매켄로,야누스 메츠,2018-05-10,2018,5,10,3,2,19,107.0,덴마크/스웨덴/핀란드,(주)엣나인필름,드라마,de/en/es/fr/sv,12세이상관람가,스베리르 구드나손,샤이아 라보프,7500000.0,0.0,0,5.0,9.8,49.0,51.0,0.0,9080
슬로우 웨스트,존 맥클린,2015-10-08,2015,10,8,3,4,41,83.0,뉴질랜드/영국,THE 픽쳐스,서부극(웨스턴)/스릴러/액션,,15세이상관람가,마이클 패스벤더,벤 멘델슨,,0.0,1,51.0,7.47,380.97,197.0,0.0,9075
잊혀진 가방,김상철,2010-07-29,2010,7,29,3,3,30,87.0,한국,주식회사 마운틴픽쳐스,다큐멘터리,,전체관람가,이현우,권오중,,0.0,0,9.0,7.0,63.0,0.0,0.0,9049
경계도시 2,홍형숙,2010-03-18,2010,3,18,3,1,11,104.0,한국,시네마달,다큐멘터리,ko,15세이상관람가,홍형숙,강석필,,0.0,1,15.0,7.6,114.0,0.0,0.0,9032
새벽을 알리는 루의 노래,유아사 마사아키,2018-01-31,2018,1,31,2,1,5,112.0,일본,(주)미디어캐슬,애니메이션,ja,전체관람가,타니 카논,시모다 쇼타,,0.0,1,12.0,8.83,105.96,174.0,0.0,9008
노스페이스,필립 슈톨츨,2010-06-02,2010,6,2,2,2,22,126.0,독일,주식회사 마운틴픽쳐스,드라마/어드벤처,,전체관람가,벤노 퓨어만,플로리안 루카스,,0.0,0,29.0,8.59,249.11,0.0,0.0,8995
아주 긴 변명,니시카와 미와,2017-02-16,2017,2,16,3,1,7,124.0,일본,(주)영화사 진진,드라마,ja,15세이상관람가,모토키 마사히로,후카츠 에리,,0.0,0,31.0,9.52,295.12,411.0,0.0,8974
프리 스테이트,게리 로스,2018-02-07,2018,2,7,2,1,6,113.0,미국,(주)드림팩트엔터테인먼트,드라마/액션/전쟁,,15세이상관람가,매튜 매커너히,케리 러셀,,0.0,0,60.0,7.95,477.0,128.0,0.0,8954
잇 컴스 앳 나잇,트레이 에드워드 슐츠,2017-10-19,2017,10,19,3,4,42,91.0,미국,(주)팝엔터테인먼트,미스터리/스릴러,,15세이상관람가,조엘 에저튼,라일리 코프,,0.0,0,275.0,8.21,2257.7500000000005,324.0,0.0,8942
쓰리,톰 티크베어,2011-09-29,2011,9,29,3,3,39,119.0,독일,(주)티캐스트,드라마/로맨스/멜로/코미디,,청소년관람불가,데비드 스트리에소브,세바스티안 쉬페,,0.0,0,9.0,7.44,66.96000000000001,0.0,0.0,8938
중독노래방,김상찬,2017-06-15,2017,6,15,3,2,24,105.0,한국,(주)리틀빅픽쳐스,미스터리/판타지,ko,청소년관람불가,이문식,배소은,,0.0,1,42.0,8.62,362.04,343.0,0.0,8916
연애의 기술,이수성,2013-10-30,2013,10,30,2,4,44,89.0,한국,(주)팝엔터테인먼트,로맨스/멜로/코미디,ko,청소년관람불가,홍수아,서지석,,0.0,0,78.0,8.13,634.1400000000001,0.0,0.0,8913
앨리스: 원더랜드에서 온 소년,허은희,2015-12-10,2015,12,10,3,4,50,118.0,한국,(주)영화사 안다미로,공포(호러)/로맨스/멜로/판타지,ko,15세이상관람가,홍종현,정소민,,0.0,1,135.0,9.46,1277.1,2178.0,0.0,8873
마카담 스토리,사무엘 벤쉬트리,2015-12-24,2015,12,24,3,4,52,100.0,프랑스,주식회사 씨네룩스,드라마,fr,12세이상관람가,이자벨 위페르,마이클 피트,,0.0,0,12.0,9.42,113.04,178.0,0.0,8869
줄리에타,페드로 알모도바르,2016-11-17,2016,11,17,3,4,46,98.0,스페인,주식회사 쇼미미디어앤트레이딩,드라마,es,15세이상관람가,엠마 수아레스,로시 드 팔마,1490000.0,0.0,0,78.0,8.91,694.98,284.0,1.0,8840
마리 이야기: 손끝의 기적,장 피에르 아메리스,2015-08-20,2015,8,20,3,3,34,93.0,프랑스,오드,드라마,,전체관람가,이자벨 까레,아리아나 리부아,,0.0,0,10.0,9.1,91.0,177.0,0.0,8821
투 이즈 어 패밀리,위고 젤랭,2017-09-21,2017,9,21,3,3,38,117.0,프랑스,글뫼 주식회사,드라마/코미디,,12세이상관람가,오마 사이,클레멘스 포시,,0.0,0,49.0,8.22,402.78,410.0,0.0,8779
사물의 비밀,이영미,2011-11-17,2011,11,17,3,4,46,112.0,한국,예지림엔터테인먼트,로맨스/멜로,,청소년관람불가,심이영,정석원,,0.0,0,52.0,9.42,489.84,0.0,0.0,8757
고령가 소년 살인사건,에드워드 양,2017-11-23,2017,11,23,3,4,47,236.0,대만,(주)리틀빅픽쳐스,드라마,zh,15세이상관람가,장첸,왕 주안,,0.0,1,32.0,8.5,272.0,178.0,1.0,8747
법정스님의 의자,임성구,2011-05-12,2011,5,12,3,2,19,75.0,한국,(주)키노아이디엠씨,다큐멘터리,ko,전체관람가,최불암,금동수,,0.0,0,21.0,8.43,177.03,0.0,0.0,8731
