TITLE,DIRECTOR,OPEN_DT,OPEN_YEAR,OPEN_MONTH,OPEN_DAY,OPEN_WEEKDAY,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,GENRE_NM,SP_LANG,WATCH_GRADE_NM,ACTOR1,ACTOR2,BUDGET,SERIES,AWARDS,NAVER_CMT_NN,NAVER_PRE_EVAL,NAVER_PRE_EVAL_MUL,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
레나,김도원,2016-05-26,2016,5,26,3,2,21,109.0,한국,(주)모멘텀엔터테인먼트,드라마/로맨스/멜로,ko,12세이상관람가,박기림,김재만,,0.0,0,55.0,9.35,514.25,390.0,0.0,2349
마이 플레이스,박문칠,2014-01-30,2014,1,30,3,1,5,77.0,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),다큐멘터리,ko,전체관람가,박문칠,박문칠,,0.0,1,17.0,8.71,148.07000000000005,0.0,0.0,2349
마이 보이,전규환,2014-04-10,2014,4,10,3,2,15,98.0,한국,(주)트리필름,가족/드라마,ko,12세이상관람가,차인표,이태란,,0.0,0,52.0,8.71,452.92000000000013,123.0,0.0,2338
극장판 꽃이 피는 첫걸음 : 홈 스위트 홈,안도 마사히로,2014-07-17,2014,7,17,3,3,29,67.0,일본,(주)머스트씨무비/(주)머스트씨무비릴리징컴퍼니,애니메이션,,12세이상관람가,이토 카나에,오미가와 치아키,,0.0,0,68.0,9.4,639.2,582.0,0.0,2329
인생면허시험,이자벨 코이젯트,2015-10-29,2015,10,29,3,4,44,89.0,미국,예지림엔터테인먼트,드라마/로맨스/멜로,,청소년관람불가,패트리샤 클락슨,벤 킹슬리,,0.0,0,167.0,8.45,1411.15,246.0,0.0,2325
노란 코끼리,히로키 류이치,2013-11-14,2013,11,14,3,4,46,131.0,일본,(주)미디어데이,로맨스/멜로,,15세이상관람가,미야자키 아오이,무카이 오사무,,0.0,0,45.0,6.69,301.05,0.0,0.0,2317
바빌론의 아들,모하메드 알 다라지,2011-02-24,2011,2,24,3,1,8,91.0,영국/이라크/프랑스,필름메신저,드라마,,전체관람가,샤자다 후세인,야서 탤리브,,0.0,1,3.0,7.0,21.0,0.0,0.0,2317
맨 앤 치킨,앤더스 토머스 옌센,2016-05-04,2016,5,4,2,2,18,99.0,덴마크/독일,(주)컴퍼니엘,드라마/코미디,,청소년관람불가,매즈 미켈슨,다비드 덴칙,,0.0,1,7.0,9.86,69.02,67.0,0.0,2316
못,서호빈,2014-11-20,2014,11,20,3,4,47,108.0,한국,주식회사 마운틴픽쳐스,드라마,ko,15세이상관람가,호효훈,강봉성,,0.0,0,35.0,8.94,312.9,152.0,0.0,2313
아쉬람,디파 메타,2010-02-25,2010,2,25,3,1,8,117.0,캐나다,(주)에스와이코마드,드라마/로맨스/멜로,,15세이상관람가,샤랄라,존 에이브러햄,,0.0,0,3.0,10.0,30.0,0.0,0.0,2313
오늘영화,강경태/구교환/윤성호/이옥섭,2015-08-20,2015,8,20,3,3,34,91.0,한국,(주)인디플러그,기타/로맨스/멜로,ko,15세이상관람가,정연주,박종환,,0.0,1,24.0,9.75,234.0,100.0,0.0,2309
코리올라누스: 세기의 라이벌,랄프 파인즈,2013-07-11,2013,7,11,3,3,28,122.0,영국,(주)팝파트너스,드라마/스릴러/전쟁,,15세이상관람가,제라드 버틀러,랄프 파인즈,,0.0,0,51.0,7.12,363.12,0.0,1.0,2309
나부코,바바라 윌리스 스위츠,2017-04-01,2017,4,1,5,2,13,181.0,미국,(주)인스터피씨엠,공연,,전체관람가,플라시도 도밍고,,,0.0,0,1.0,10.0,10.0,28.0,0.0,2308
다른 길이 있다,조창호,2017-01-19,2017,1,19,3,1,3,89.0,한국,무브먼트/영화사 몸,드라마,ko,15세이상관람가,김재욱,서예지,,0.0,0,22.0,6.45,141.9,625.0,0.0,2305
아이다,올리비에 피,2015-07-01,2015,7,1,2,3,27,193.0,프랑스,에스디시코리아 주식회사,공연,,전체관람가,,,,0.0,0,4.0,10.0,40.0,63.0,0.0,2303
남자와 여자,주목,2018-05-31,2018,5,31,3,2,22,69.0,한국,(주)영화사 그램,드라마,ko,12세이상관람가,이상현,고애리,,0.0,0,2.0,1.0,2.0,16.0,0.0,2297
마터스,마이클 고츠/케빈 고츠,2016-10-20,2016,10,20,3,4,42,86.0,미국,(주)디스테이션,공포(호러)/스릴러,en,청소년관람불가,트로이안 벨리사리오,베일리 노블,,0.0,0,149.0,8.03,1196.4699999999998,559.0,0.0,2287
정사,김정환,2014-10-30,2014,10,30,3,4,44,91.0,한국,(주)소나무픽쳐스,드라마/로맨스/멜로,ko,청소년관람불가,류성현,한세아,,0.0,0,3.0,5.33,15.99,51.0,0.0,2283
슈퍼피쉬 - 끝없는 여정,송웅달/이기연/이지운,2013-07-11,2013,7,11,3,3,28,77.0,한국,(주)팝엔터테인먼트/주식회사 마운틴픽쳐스,다큐멘터리,ko,전체관람가,유동근,송웅달,,0.0,0,18.0,9.11,163.98,0.0,0.0,2280
리스펙트,심재희,2018-11-28,2018,11,28,2,4,48,97.0,한국,커넥트픽쳐스(주),다큐멘터리,ko,15세이상관람가,더 콰이엇,도끼,,0.0,0,16.0,4.94,79.04,46.0,0.0,2279
호세마리아 신부의 길,롤랑 조페,2013-11-28,2013,11,28,3,4,48,121.0,미국/스페인/아르헨티나,(유)영화사 화수분,드라마,,15세이상관람가,찰리 콕스,웨스 벤틀리,,0.0,0,13.0,9.08,118.04,0.0,0.0,2274
모라토리움기의 다마코,야마시타 노부히로,2014-09-11,2014,9,11,3,3,37,77.0,일본,오드,코미디,ja,12세이상관람가,마에다 아츠코,칸 스온,,0.0,0,44.0,9.32,410.08,179.0,0.0,2273
투란도트,,2016-07-02,2016,7,2,5,3,26,185.0,미국,(주)인스터피씨엠,공연,,전체관람가,,,,0.0,0,3.0,8.33,24.99,18.0,0.0,2272
두만강,장률,2011-03-17,2011,3,17,3,1,11,89.0,중국/프랑스/한국,㈜인디스토리,드라마,ko/zh,15세이상관람가,윤란,최건,,0.0,1,1.0,8.0,8.0,0.0,0.0,2270
누에치던 방,이완민,2018-01-31,2018,1,31,2,1,5,122.0,한국,무브먼트/서울독립영화제,드라마,ko,15세이상관람가,이상희,홍승이,,0.0,1,13.0,8.46,109.98000000000002,163.0,0.0,2267
고양이 살인사건,질리안 그린,2015-09-03,2015,9,3,3,3,36,101.0,미국,(주)수키픽쳐스,스릴러/코미디,en,15세이상관람가,프란 크랜즈,니키 리드,,0.0,0,4.0,8.0,32.0,71.0,0.0,2263
두 개의 선,지민,2012-02-09,2012,2,9,3,1,6,81.0,한국,시네마달,다큐멘터리,,15세이상관람가,이철,고은하,,0.0,1,1.0,10.0,10.0,0.0,0.0,2259
이그잼,스튜어트 하젤딘,2010-11-11,2010,11,11,3,4,45,97.0,영국,(주)에스와이코마드,스릴러,cn/en/fr,15세이상관람가,루크 마블리,,600000.0,0.0,0,45.0,7.02,315.9,0.0,0.0,2253
한나,안드레아 팔라오로,2018-07-26,2018,7,26,3,3,30,93.0,벨기에/이탈리아/프랑스,영화사 마농(주),드라마,,15세이상관람가,샬롯 램플링,안드레 윔즈,,0.0,1,4.0,9.75,39.0,48.0,0.0,2253
회오리 바람,장건재,2010-02-25,2010,2,25,3,1,8,95.0,한국,(주)영화사 진진,드라마/로맨스/멜로,ko,15세이상관람가,서준영,권혁풍,,0.0,0,94.0,9.06,851.6400000000001,0.0,0.0,2253
브로큰 서클,펠릭스 반 그로에니겐,2013-10-31,2013,10,31,3,4,44,111.0,벨기에,(주)에스와이코마드,드라마/로맨스/멜로,,청소년관람불가,벨 배턴스,요한 헬덴베르그,,0.0,1,19.0,9.42,178.98,0.0,0.0,2252
에어라인 플라이트,존 윌리스 3세,2013-07-18,2013,7,18,3,3,29,89.0,미국,(유)조이앤컨텐츠그룹,스릴러/액션,,15세이상관람가,메레디스 박스터,스콧 발렌타인,,0.0,0,33.0,1.79,59.07,25.0,0.0,2240
밤섬해적단 서울불바다,정윤석,2017-08-24,2017,8,24,3,3,34,119.0,한국,찬란,다큐멘터리,ko,15세이상관람가,권용만,장성건,,0.0,1,17.0,6.76,114.92,118.0,0.0,2234
더 서치,미셀 하자나비시우스,2019-01-17,2019,1,17,3,1,3,134.0,프랑스,(주)영화사오원,드라마,ce/en/fr/ru,15세이상관람가,베레니스 베조,아네트 베닝,25000000.0,0.0,0,7.0,9.86,69.02,54.0,0.0,2230
그들이 죽었다,백재호,2015-12-10,2015,12,10,3,4,50,102.0,한국,㈜인디스토리,드라마/판타지,ko,15세이상관람가,김상석,이화,,0.0,0,12.0,7.5,90.0,166.0,0.0,2221
컷,아미르 나데리,2012-02-09,2012,2,9,3,1,6,120.0,미국/일본/터키/프랑스/한국,(주)영화사 조제,드라마,,청소년관람불가,니시지마 히데토시,토키와 타카코,,0.0,0,8.0,8.38,67.04,0.0,0.0,2216
펭귄-위대한 모험 2,뤽 자케,2018-03-01,2018,3,1,3,1,9,84.0,프랑스,윤스,다큐멘터리,,전체관람가,장현성,,,0.0,0,9.0,9.11,81.99,72.0,0.0,2215
체인드,제니퍼 챔버스 린치,2013-07-18,2013,7,18,3,3,29,94.0,미국,(주)팝엔터테인먼트,범죄/스릴러,,청소년관람불가,빈센트 도노프리오,,,0.0,1,147.0,7.22,1061.34,0.0,0.0,2210
틴토 브라스의 모든 것,마시밀라노 자닌,2014-10-29,2014,10,29,2,4,44,94.0,이탈리아,노바엔터테인먼트 ,다큐멘터리,,청소년관람불가,틴토 브라스,,,0.0,0,0.0,0.0,0.0,3.0,0.0,2207
볼쇼이 스페셜 갈라,바실리 시나이스키,2014-02-27,2014,2,27,3,1,9,109.0,러시아/프랑스,그린나래미디어(주),공연,,전체관람가,,,,0.0,0,5.0,8.2,41.0,0.0,0.0,2205
메이트,정대건,2019-01-17,2019,1,17,3,1,3,92.0,한국,(주)콘텐츠 난다긴다,로맨스/멜로,ko,15세이상관람가,심희섭,정혜성,,0.0,1,24.0,8.88,213.12,114.0,0.0,2204
마이 백 페이지,야마시타 노부히로,2012-03-15,2012,3,15,3,1,11,142.0,일본,(주)영화사조아/팝엔터테인먼트,드라마,,15세이상관람가,츠마부키 사토시,마츠야마 켄이치,,0.0,0,3.0,8.33,24.99,0.0,0.0,2202
극장판: 타이거 앤 버니 -더 라이징-,요네타니 요시토모,2014-06-19,2014,6,19,3,2,25,100.0,일본,㈜T-JOY/씨너스엔터테인먼트(주),애니메이션/액션,,전체관람가,,,,0.0,0,12.0,9.25,111.0,95.0,0.0,2197
메이플쏘프,랜디 바바토/펜튼 베일리,2018-06-21,2018,6,21,3,2,25,108.0,미국,오드,다큐멘터리,,청소년관람불가,,,,0.0,0,1.0,8.0,8.0,50.0,0.0,2197
치어 댄스,카와이 하야토,2017-09-21,2017,9,21,3,3,38,120.0,일본,와이드 릴리즈(주),코미디,ja,전체관람가,히로세 스즈,나카조 아야미,,0.0,0,107.0,9.32,997.24,349.0,0.0,2186
리틀 포레스트: 사계절,모리 준이치,2018-03-22,2018,3,22,3,1,12,137.0,일본,(주)영화사 진진,드라마,,12세이상관람가,하시모토 아이,마츠오카 마유,,0.0,0,26.0,8.15,211.9,70.0,0.0,2185
드롭박스,브라이언 아이비,2016-05-19,2016,5,19,3,2,20,76.0,미국/한국,(사)필레마/필름포럼/홀리가든,다큐멘터리,,전체관람가,,,,0.0,0,16.0,9.38,150.08,486.0,0.0,2180
푸치니의 여인,파올라 바로니/파올로 벤베누티,2011-11-17,2011,11,17,3,4,46,84.0,이탈리아,오드,드라마,,15세이상관람가,리카르도 조슈아 모레티,,,0.0,0,4.0,10.0,40.0,0.0,0.0,2177
마농,케네스 맥밀란,2015-10-21,2015,10,21,2,4,43,150.0,프랑스,에스디시코리아 주식회사,공연,,전체관람가,오렐리 뒤퐁,로베르토 볼레,,0.0,0,0.0,0.0,0.0,24.0,0.0,2177
"안녕, 나의 소녀 시절이여",김한석,2018-12-12,2018,12,12,2,4,50,80.0,한국,(주)드림팩트엔터테인먼트,다큐멘터리,,전체관람가,쏘남 왕모 스칼닷,신재국,,0.0,0,14.0,9.86,138.04,68.0,0.0,2175
엘 불리: 요리는 진행 중,게레온 베첼,2012-09-13,2012,9,13,3,3,37,113.0,독일,찬란,다큐멘터리,,전체관람가,페란 아드리아,,,0.0,0,1.0,0.0,0.0,0.0,0.0,2171
다이노 어드벤처: 먹이사슬의 제왕,나이젤 패터슨,2017-04-27,2017,4,27,3,2,17,53.0,영국,(주)박수엔터테인먼트,애니메이션,,전체관람가,,,,0.0,0,5.0,5.4,27.0,22.0,0.0,2168
케이온,야마다 나오코,2013-06-13,2013,6,13,3,2,24,109.0,일본,에이원엔터테인먼트,애니메이션,,전체관람가,,,,0.0,0,704.0,8.27,5822.08,0.0,0.0,2168
스틸 플라워,박석영,2016-04-07,2016,4,7,3,2,14,83.0,한국,㈜인디스토리,드라마,ko,15세이상관람가,정하담,이세진,,0.0,1,21.0,9.57,200.97,210.0,0.0,2168
도리안 그레이,올리버 파커,2013-05-30,2013,5,30,3,2,22,111.0,영국,(주)영화사 빅,드라마/스릴러/판타지,,청소년관람불가,벤 반스,콜린 퍼스,,0.0,0,234.0,7.81,1827.54,0.0,1.0,2153
고양이는 불러도 오지 않는다,야마모토 토루,2016-06-09,2016,6,9,3,2,23,103.0,일본,(주)디스테이션,드라마,,전체관람가,카자마  슌스케,츠루노 타케시,,0.0,0,23.0,9.0,207.0,575.0,1.0,2150
위풍당당 질리 홉킨스,스티븐 헤렉,2016-10-26,2016,10,26,2,4,43,97.0,미국,주식회사 쇼미미디어앤트레이딩,가족/드라마/코미디,en,전체관람가,소피 넬리스,캐시 베이츠,5000000.0,0.0,0,6.0,9.83,58.98,215.0,1.0,2146
관계,김명서,2014-08-27,2014,8,27,2,3,35,90.0,한국,브릿지웍스 엔터테인먼트(주),드라마/로맨스/멜로,ko,청소년관람불가,토모다 아야카,김경익,,0.0,0,20.0,8.1,162.0,199.0,0.0,2146
마틸다: 황제의 연인,알렉세이 유치텔,2018-11-08,2018,11,8,3,4,45,108.0,러시아,(주)영화사오원,드라마,,15세이상관람가,발레리 게르기예프,,,0.0,0,21.0,9.76,204.96,41.0,0.0,2145
푸른노을,박규식,2017-11-23,2017,11,23,3,4,47,91.0,한국,(주)드림팩트엔터테인먼트,드라마,ko,12세이상관람가,박인환,오미희,,0.0,0,50.0,9.58,479.0,217.0,0.0,2144
퓨어,리사 랑세트,2013-06-20,2013,6,20,3,2,25,101.0,스웨덴,㈜영화사 백두대간,드라마,,청소년관람불가,알리시아 비칸데르,사무엘 플로러,,0.0,0,37.0,7.65,283.05,0.0,0.0,2141
시칠리아 햇빛아래,린 유쉰,2017-06-28,2017,6,28,2,2,26,98.0,홍콩,(주)드림팩트엔터테인먼트,로맨스/멜로,zh,12세이상관람가,이준기,주동우,,0.0,0,100.0,9.22,922.0,2750.0,0.0,2139
밀레니엄 : 제2부 불을 가지고 노는 소녀,다니엘 알프레드슨,2012-03-22,2012,3,22,3,1,12,129.0,덴마크/독일/스웨덴,팝엔터테인먼트,스릴러,,청소년관람불가,누미 라파스,미카엘 니크비스트,,0.0,0,6.0,7.5,45.0,0.0,1.0,2139
화이트 갓,코르넬 문드럭초,2015-04-02,2015,4,2,3,2,14,120.0,독일/스웨덴/헝가리,(주)나이너스엔터테인먼트,드라마/스릴러,en/hu,15세이상관람가,조피아 프소타,산도르 즈소테르,2200000.0,0.0,1,17.0,9.35,158.95,276.0,0.0,2135
히든 아이덴티티,브래드 앤더슨,2017-10-12,2017,10,12,3,4,41,112.0,미국,(주)드림팩트엔터테인먼트,미스터리/스릴러,,15세이상관람가,케이트 베킨세일,짐 스터게스,,0.0,0,206.0,7.7,1586.2,419.0,0.0,2134
아이히만 쇼,폴 앤드류 윌리엄스,2017-03-01,2017,3,1,2,1,9,96.0,영국,(주)디스테이션,드라마,,15세이상관람가,마틴 프리먼,안소니 라파글리아,,0.0,0,23.0,8.96,206.08,264.0,0.0,2133
아이다 라스칼라,페터 슈타인,2015-12-05,2015,12,5,5,4,49,150.0,독일,(주)케빈앤컴퍼니,공연,,12세이상관람가,,,,0.0,0,0.0,0.0,0.0,16.0,0.0,2132
여자들,이상덕,2017-08-03,2017,8,3,3,3,31,101.0,한국,㈜인디스토리,드라마,ko,15세이상관람가,최시형,전여빈,,0.0,0,31.0,7.48,231.88,209.0,0.0,2129
레커스,D.R. 후드,2014-04-03,2014,4,3,3,2,14,84.0,영국,㈜인디스토리,로맨스/멜로,,청소년관람불가,베네딕트 컴버배치,클레어 포이,,0.0,0,38.0,7.92,300.96,343.0,0.0,2127
"그녀, 잉그리드 버그만",스티그 비요크만,2015-10-15,2015,10,15,3,4,42,113.0,스웨덴,찬란,다큐멘터리,en/sv,전체관람가,잉그리드 버그만,이사벨라 로셀리니,,0.0,0,6.0,9.0,54.0,102.0,0.0,2124
세나: F1의 신화,아시프 카파디아,2011-10-20,2011,10,20,3,4,42,105.0,미국,유니버설픽쳐스인터내셔널 코리아(유),다큐멘터리,en/fr/ja/pt,전체관람가,아일톤 세나,,,0.0,1,10.0,9.7,97.0,0.0,0.0,2123
더 트랩: 난간 끝에 선 남자,매튜 채프먼,2013-07-25,2013,7,25,3,3,30,101.0,미국,스크린조이,드라마/스릴러,,청소년관람불가,리브 타일러,패트릭 윌슨,,0.0,0,121.0,7.42,897.8199999999997,81.0,0.0,2120
레쓰링,김호준,2014-09-11,2014,9,11,3,3,37,85.0,한국,(주)박수엔터테인먼트,코미디,ko,청소년관람불가,최성국,송은채,,0.0,0,25.0,7.96,199.0,259.0,0.0,2116
질투,필립 가렐,2015-04-09,2015,4,9,3,2,15,76.0,프랑스,찬란,로맨스/멜로,,15세이상관람가,루이스 가렐,안나 무글라리스,,0.0,0,23.0,8.43,193.89,112.0,0.0,2113
하프웨이,키타가와 에리코,2010-04-29,2010,4,29,3,2,17,85.0,일본,이미지팩토리,드라마/로맨스/멜로,,전체관람가,기타노 키이,오카다 마사키,,0.0,0,10.0,8.2,82.0,0.0,0.0,2113
러브,가스파 노에,2017-11-02,2017,11,2,3,4,44,129.0,프랑스,판씨네마(주),로맨스/멜로,,청소년관람불가,,,,0.0,0,37.0,7.49,277.13,254.0,0.0,2108
풍경,장률,2013-12-12,2013,12,12,3,4,50,95.0,한국,㈜인디스토리,다큐멘터리,,전체관람가,아우구스티노,타실라,,0.0,1,7.0,7.86,55.02,0.0,0.0,2106
플라워즈,코이즈미 노리히로,2011-05-19,2011,5,19,3,2,20,109.0,일본,(주)씨네마드마농,드라마,,15세이상관람가,아오이 유우,히로스에 료코,,0.0,0,8.0,10.0,80.0,0.0,0.0,2097
망원동 인공위성,김형주,2015-02-05,2015,2,5,3,1,6,107.0,한국,(주)시네마달,다큐멘터리,ko,12세이상관람가,송호준,조성윤,,0.0,1,21.0,9.14,191.94,183.0,0.0,2097
에덴 : 동물원 사수 대작전,오쿠보 도미히코,2015-09-03,2015,9,3,3,3,36,90.0,일본,(주)팝엔터테인먼트,애니메이션,,전체관람가,,,,0.0,0,3.0,10.0,30.0,30.0,0.0,2093
레트리뷰션 : 응징의 날,다니 델 라 토레,2016-03-30,2016,3,30,2,1,13,100.0,스페인,노바엔터테인먼트 ,스릴러,es,15세이상관람가,루이스 토사,하비에르 구티에레즈,4670099.0,0.0,0,13.0,8.0,104.0,105.0,0.0,2092
리브 어게인,로버트 에드워즈,2018-04-26,2018,4,26,3,2,17,97.0,미국,그린나래미디어(주),드라마/코미디,,15세이상관람가,크리스토퍼 월켄,앰버 허드,,0.0,0,10.0,9.1,91.0,52.0,0.0,2090
어떤이의 꿈,조성규,2015-11-26,2015,11,26,3,4,48,72.0,한국,하준사,드라마,ko,12세이상관람가,김동완,최필립,72.0,0.0,0,28.0,8.89,248.92,719.0,0.0,2090
식물도감,미키 코이치로,2018-06-21,2018,6,21,3,2,25,112.0,일본,(주)라이크 콘텐츠,로맨스/멜로,,12세이상관람가,이와타 타카노리,타카하타 미츠키,,0.0,0,36.0,7.56,272.16,110.0,1.0,2085
백설공주 살인사건,나카무라 요시히로,2015-02-12,2015,2,12,3,1,7,126.0,일본,주식회사 씨네룩스,미스터리,,15세이상관람가,이노우에 마오,아야노 고,,0.0,0,113.0,8.56,967.28,620.0,1.0,2079
히에로니무스 보쉬의 기이한 세계,데이비드 비커스태프,2018-01-18,2018,1,18,3,1,3,89.0,영국,메가박스중앙(주),,,전체관람가,,,,0.0,0,1.0,10.0,10.0,12.0,0.0,2078
오텔로,정명훈,2013-12-21,2013,12,21,5,4,51,148.0,독일,(주)케빈앤컴퍼니,공연,,전체관람가,정명훈,그레고리 쿤데,,0.0,0,0.0,0.0,0.0,0.0,0.0,2072
먹이사슬,한동호,2014-09-17,2014,9,17,2,3,38,92.0,한국,노바엔터테인먼트 ,로맨스/멜로,ko,청소년관람불가,윤설희,엄다혜,,0.0,0,8.0,8.25,66.0,38.0,0.0,2070
가족시네마,김성호/신수원/이수연/홍지영,2012-11-08,2012,11,8,3,4,45,125.0,한국,골든타이드픽처스(주),드라마,ko,15세이상관람가,정인기,김지영,,0.0,0,2.0,7.5,15.0,0.0,0.0,2068
반도에 살어리랏다,이용선,2018-01-25,2018,1,25,3,1,4,85.0,한국,씨앗/애니메이션 배급,애니메이션/코미디,en/ko,15세이상관람가,이승행,오가빈,,0.0,0,51.0,8.76,446.76,204.0,0.0,2068
크리미널 게임: 보석 사기단,제임스 오클레이,2019-01-23,2019,1,23,2,1,4,94.0,캐나다,와이드 릴리즈(주),범죄/액션,,청소년관람불가,우마 서먼,팀 로스,,0.0,0,11.0,9.55,105.05,31.0,0.0,2065
하루,마키하라 료타로,2013-11-28,2013,11,28,3,4,48,60.0,일본,(주)미디어데이,애니메이션,,12세이상관람가,,,,0.0,0,26.0,8.35,217.1,0.0,0.0,2063
브레이븐,린 오딩,2018-09-13,2018,9,13,3,3,37,94.0,캐나다,글뫼 주식회사,드라마/액션,,15세이상관람가,제이슨 모모아,스티븐 랭,,0.0,0,46.0,6.43,295.78,42.0,0.0,2063
벨빌의 세 쌍둥이,실뱅 쇼메,2016-10-27,2016,10,27,3,4,43,80.0,벨기에/영국/캐나다/프랑스,찬란,애니메이션/코미디,,12세이상관람가,,,,0.0,1,70.0,9.06,634.2,236.0,0.0,2062
인피니티 포스 : 독수리오형제 최후의 심판,마츠모토 준,2018-10-18,2018,10,18,3,4,42,90.0,일본,와이드 릴리즈(주),애니메이션,,전체관람가,박상우,신정훈,,0.0,0,14.0,7.79,109.06,32.0,0.0,2059
굿바이 홈런,이정호,2013-02-14,2013,2,14,3,1,7,84.0,한국,시네마달,다큐멘터리,ko,전체관람가,원주고등학교 야구부,하미연,,0.0,1,49.0,9.39,460.11,0.0,0.0,2057
뮤지엄,오오토모 케이시,2017-05-18,2017,5,18,3,2,20,131.0,일본,주식회사 더쿱,범죄/스릴러,,청소년관람불가,오구리 슌,츠마부키 사토시,,0.0,0,63.0,6.79,427.77,249.0,0.0,2056
비바 프랑스,미카엘 윤,2013-08-22,2013,8,22,3,3,34,97.0,프랑스,(주)미디어데이,코미디,,15세이상관람가,미카엘 윤,호세 가르시아,,0.0,0,11.0,6.64,73.03999999999998,0.0,0.0,2050
헬 페스트,그레고리 플로킨,2018-12-13,2018,12,13,3,4,50,88.0,미국,(주)삼백상회,공포(호러),,15세이상관람가,에이미 포사이스,레인 에드워즈,,0.0,0,6.0,7.33,43.98,20.0,0.0,2047
