DIRECTOR_53,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,ACTOR_53,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
기타,11,4,44,110.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,기타,0.0,34.0,0.0,1.0,16356
기타,12,4,51,83.0,미국,기타,다큐멘터리,전체관람가,기타,0.0,5.0,52.0,0.0,16345
기타,11,4,48,82.0,프랑스,기타,애니메이션,전체관람가,기타,0.0,47.0,147.0,1.0,16340
기타,6,2,25,82.0,중국,기타,애니메이션,전체관람가,기타,,73.0,163.0,0.0,16204
기타,8,3,33,83.0,한국,기타,다큐멘터리,전체관람가,기타,,41.0,315.0,0.0,16202
기타,4,2,14,102.0,미국,기타,공포,15세이상관람가,기타,,31.0,443.0,0.0,16199
기타,9,3,39,64.0,일본,기타,애니메이션,전체관람가,기타,,100.0,2765.0,0.0,16187
기타,6,2,23,61.0,미국,기타,애니메이션,전체관람가,기타,,9.0,0.0,0.0,16186
기타,5,2,21,70.0,미국,기타,애니메이션,전체관람가,기타,,16.0,104.0,0.0,16136
기타,8,3,32,93.0,호주,기타,공포,15세이상관람가,기타,,196.0,0.0,0.0,16091
기타,7,3,30,127.0,미국,기타,드라마,12세이상관람가,기타,0.0,75.0,683.0,0.0,16029
기타,9,3,37,98.0,영국,메가박스중앙(주)플러스엠,액션,15세이상관람가,기타,0.0,253.0,478.0,0.0,15986
기타,4,2,15,121.0,기타,씨네그루(주)키다리이엔티,드라마,전체관람가,기타,,30.0,277.0,0.0,15974
기타,3,1,9,94.0,기타,기타,애니메이션,전체관람가,기타,,34.0,86.0,0.0,15968
기타,6,2,23,60.0,일본,기타,애니메이션,전체관람가,기타,0.0,0.0,16.0,0.0,15942
기타,7,3,28,104.0,기타,기타,액션,12세이상관람가,기타,1.0,396.0,724.0,0.0,15890
기타,2,1,5,68.0,중국,기타,애니메이션,전체관람가,기타,0.0,33.0,44.0,0.0,15885
기타,9,3,36,101.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,15세이상관람가,기타,,54.0,293.0,0.0,15867
기타,6,2,26,83.0,중국,기타,애니메이션,전체관람가,기타,,14.0,39.0,0.0,15846
기타,10,4,42,68.0,일본,기타,애니메이션,15세이상관람가,기타,,26.0,389.0,0.0,15800
기타,8,3,31,151.0,스웨덴,기타,코미디,15세이상관람가,기타,0.0,25.0,100.0,0.0,15720
기타,10,4,44,92.0,덴마크,기타,액션,청소년관람불가,기타,,60.0,409.0,0.0,15671
기타,8,3,32,121.0,영국,기타,스릴러,청소년관람불가,기타,0.0,38.0,228.0,1.0,15654
기타,6,2,24,80.0,프랑스,기타,애니메이션,전체관람가,기타,,13.0,0.0,0.0,15589
기타,12,4,48,109.0,일본,기타,드라마,전체관람가,기타,0.0,7.0,0.0,0.0,15576
기타,9,3,38,103.0,미국,기타,범죄,15세이상관람가,기타,,5.0,0.0,0.0,15539
기타,2,1,8,82.0,기타,기타,드라마,15세이상관람가,기타,0.0,71.0,199.0,0.0,15493
기타,8,3,32,111.0,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,청소년관람불가,기타,,5.0,0.0,0.0,15431
기타,2,1,8,77.0,한국,씨제이이앤엠(주),애니메이션,전체관람가,기타,,98.0,0.0,0.0,15386
기타,6,2,25,66.0,일본,기타,애니메이션,전체관람가,기타,,14.0,131.0,0.0,15382
기타,11,4,44,129.0,기타,기타,스릴러,15세이상관람가,기타,0.0,421.0,1032.0,0.0,15319
기타,4,2,18,85.0,프랑스,기타,애니메이션,전체관람가,기타,,81.0,220.0,0.0,15315
기타,6,2,24,92.0,독일,기타,판타지,전체관람가,기타,,14.0,223.0,1.0,15276
기타,7,3,28,101.0,영국,판씨네마(주),전쟁,12세이상관람가,기타,0.0,143.0,365.0,0.0,15258
기타,12,4,52,130.0,프랑스,기타,드라마,15세이상관람가,기타,0.0,31.0,0.0,0.0,15252
기타,10,4,40,105.0,미국,기타,드라마,청소년관람불가,기타,,48.0,0.0,0.0,15241
기타,10,4,41,148.0,스페인,필라멘트픽쳐스,드라마,청소년관람불가,기타,,10.0,0.0,0.0,15213
기타,11,4,46,62.0,영국,씨제이이앤엠(주),애니메이션,전체관람가,기타,,17.0,189.0,0.0,15202
기타,2,1,8,95.0,미국,기타,코미디,15세이상관람가,기타,0.0,77.0,0.0,0.0,15147
기타,3,1,10,70.0,일본,기타,애니메이션,12세이상관람가,기타,0.0,72.0,66.0,0.0,15121
기타,11,4,47,77.0,독일,기타,애니메이션,전체관람가,기타,,17.0,96.0,0.0,15121
기타,6,2,24,109.0,대만,기타,드라마,전체관람가,기타,,158.0,0.0,0.0,15116
기타,9,3,36,60.0,일본,기타,애니메이션,전체관람가,기타,,106.0,218.0,0.0,15101
기타,6,2,25,106.0,미국,(주)넥스트엔터테인먼트월드(NEW),드라마,청소년관람불가,기타,,51.0,0.0,0.0,15088
기타,11,4,47,121.0,영국,기타,다큐멘터리,15세이상관람가,기타,,89.0,862.0,0.0,15074
기타,5,2,22,112.0,미국,기타,드라마,청소년관람불가,기타,,36.0,0.0,0.0,15053
기타,3,1,13,110.0,미국,씨제이이앤엠(주),드라마,12세이상관람가,기타,0.0,53.0,254.0,0.0,15050
기타,9,3,39,67.0,일본,기타,애니메이션,전체관람가,기타,,18.0,0.0,0.0,15050
기타,7,3,29,93.0,미국,기타,드라마,15세이상관람가,기타,0.0,42.0,282.0,0.0,15039
기타,2,1,8,129.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,1.0,54.0,131.0,0.0,15023
기타,2,1,8,132.0,일본,씨네그루(주)다우기술,드라마,전체관람가,기타,,69.0,0.0,1.0,15017
기타,1,1,1,93.0,스페인,기타,애니메이션,15세이상관람가,기타,,4.0,0.0,0.0,15001
기타,12,4,50,110.0,일본,기타,드라마,12세이상관람가,기타,0.0,38.0,0.0,0.0,14983
기타,11,4,48,119.0,미국,기타,드라마,15세이상관람가,기타,0.0,60.0,339.0,0.0,14976
기타,12,4,50,91.0,프랑스,기타,미스터리,청소년관람불가,기타,0.0,19.0,439.0,0.0,14964
기타,4,2,15,108.0,아일랜드,기타,멜로,15세이상관람가,기타,0.0,47.0,378.0,1.0,14955
기타,10,4,42,65.0,한국,기타,다큐멘터리,15세이상관람가,기타,0.0,184.0,0.0,0.0,14954
기타,4,2,17,117.0,일본,기타,가족,전체관람가,기타,0.0,149.0,686.0,1.0,14925
기타,9,3,37,100.0,한국,기타,가족,15세이상관람가,기타,0.0,49.0,735.0,0.0,14916
기타,3,1,11,88.0,중국,기타,애니메이션,전체관람가,기타,,15.0,10.0,0.0,14857
기타,11,4,45,121.0,한국,기타,드라마,15세이상관람가,기타,0.0,33.0,195.0,0.0,14848
기타,9,3,36,117.0,미국,기타,드라마,15세이상관람가,기타,,85.0,318.0,0.0,14807
기타,12,4,51,92.0,미국,기타,드라마,12세이상관람가,기타,,12.0,0.0,0.0,14790
기타,2,1,5,103.0,중국,기타,코미디,15세이상관람가,기타,0.0,543.0,1297.0,0.0,14767
기타,3,1,11,81.0,기타,기타,애니메이션,전체관람가,기타,,14.0,2.0,0.0,14746
기타,1,1,4,95.0,미국,기타,범죄,청소년관람불가,기타,,49.0,0.0,0.0,14744
기타,8,3,31,124.0,이탈리아,기타,멜로,청소년관람불가,기타,0.0,32.0,316.0,0.0,14711
기타,7,3,29,120.0,미국,기타,멜로,15세이상관람가,기타,,14.0,96.0,0.0,14697
기타,10,4,41,118.0,미국,기타,드라마,청소년관람불가,기타,,47.0,0.0,0.0,14696
기타,4,2,16,109.0,캐나다,기타,액션,12세이상관람가,기타,0.0,144.0,1098.0,0.0,14687
기타,11,4,48,84.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,40.0,0.0,0.0,14665
기타,9,3,38,96.0,독일,기타,애니메이션,전체관람가,기타,0.0,10.0,100.0,0.0,14557
기타,6,2,24,99.0,캐나다,기타,미스터리,15세이상관람가,기타,,13.0,422.0,0.0,14488
기타,4,2,16,74.0,한국,기타,드라마,청소년관람불가,기타,0.0,138.0,0.0,0.0,14461
기타,8,3,32,96.0,프랑스,기타,드라마,청소년관람불가,기타,0.0,26.0,542.0,1.0,14436
기타,11,4,48,89.0,미국,기타,코미디,15세이상관람가,기타,,124.0,0.0,0.0,14426
기타,10,4,41,101.0,한국,기타,드라마,15세이상관람가,기타,0.0,43.0,636.0,0.0,14423
기타,3,1,9,87.0,한국,오퍼스픽쳐스(유),미스터리,15세이상관람가,기타,0.0,507.0,1271.0,0.0,14386
기타,12,4,50,106.0,미국,메가박스중앙(주)플러스엠,드라마,12세이상관람가,기타,,101.0,347.0,0.0,14343
기타,10,4,40,89.0,프랑스,기타,드라마,15세이상관람가,기타,0.0,83.0,132.0,1.0,14336
기타,1,1,4,86.0,일본,기타,애니메이션,전체관람가,기타,,70.0,0.0,1.0,14329
기타,3,1,11,109.0,대만,씨너스엔터테인먼트(주),드라마,전체관람가,기타,,254.0,0.0,0.0,14323
기타,9,3,35,83.0,한국,기타,다큐멘터리,전체관람가,기타,,16.0,128.0,0.0,14289
기타,6,2,25,91.0,인도,기타,애니메이션,전체관람가,기타,,12.0,27.0,0.0,14261
기타,4,2,14,112.0,미국,기타,드라마,15세이상관람가,기타,0.0,50.0,733.0,0.0,14241
기타,3,1,12,84.0,중국,기타,애니메이션,전체관람가,기타,,105.0,139.0,0.0,14236
기타,5,2,22,98.0,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,기타,0.0,40.0,650.0,0.0,14226
기타,8,3,35,101.0,한국,씨너스엔터테인먼트(주),코미디,청소년관람불가,기타,0.0,265.0,0.0,0.0,14188
기타,3,1,13,90.0,미국,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,청소년관람불가,기타,0.0,36.0,241.0,0.0,14153
기타,3,1,13,99.0,미국,기타,드라마,15세이상관람가,기타,,13.0,78.0,0.0,14134
기타,2,1,6,96.0,일본,기타,애니메이션,전체관람가,기타,,340.0,0.0,0.0,14064
기타,7,3,28,106.0,미국,판씨네마(주),범죄,청소년관람불가,기타,0.0,27.0,203.0,1.0,14063
기타,2,1,5,105.0,대만,기타,사극,12세이상관람가,기타,0.0,126.0,543.0,0.0,13938
기타,6,2,26,111.0,영국,기타,드라마,12세이상관람가,기타,,52.0,482.0,0.0,13912
기타,2,1,6,90.0,미국,기타,스릴러,청소년관람불가,기타,,223.0,0.0,0.0,13853
기타,3,1,12,128.0,일본,기타,멜로,12세이상관람가,기타,0.0,618.0,3598.0,0.0,13836
기타,8,3,33,94.0,한국,기타,다큐멘터리,15세이상관람가,기타,0.0,18.0,356.0,0.0,13827
기타,7,3,30,120.0,미국,기타,코미디,청소년관람불가,기타,0.0,146.0,0.0,1.0,13809
기타,7,3,27,61.0,일본,기타,애니메이션,전체관람가,기타,,11.0,123.0,0.0,13802
기타,1,1,4,149.0,영국,기타,드라마,청소년관람불가,기타,0.0,7.0,197.0,0.0,13792
기타,5,2,21,107.0,중국,기타,드라마,15세이상관람가,기타,0.0,40.0,535.0,0.0,13791
기타,12,4,49,100.0,미국,기타,스릴러,15세이상관람가,기타,,91.0,0.0,0.0,13747
기타,11,4,47,73.0,중국,기타,애니메이션,전체관람가,기타,,1.0,11.0,0.0,13710
기타,6,2,24,101.0,일본,기타,다큐멘터리,전체관람가,기타,,7.0,149.0,0.0,13709
기타,3,1,11,162.0,독일,기타,드라마,청소년관람불가,기타,0.0,45.0,261.0,0.0,13677
기타,2,1,6,110.0,영국,기타,드라마,12세이상관람가,기타,,20.0,194.0,0.0,13580
기타,12,4,50,108.0,독일,기타,드라마,15세이상관람가,기타,,2.0,0.0,0.0,13557
기타,7,3,28,106.0,독일,기타,드라마,15세이상관람가,기타,,,,,13533
기타,5,2,20,95.0,영국,기타,코미디,12세이상관람가,기타,0.0,100.0,610.0,0.0,13529
기타,3,1,13,112.0,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,15세이상관람가,기타,1.0,326.0,0.0,0.0,13520
기타,9,3,39,112.0,기타,기타,코미디,12세이상관람가,기타,0.0,238.0,622.0,0.0,13484
기타,12,4,48,93.0,한국,씨너스엔터테인먼트(주),다큐멘터리,12세이상관람가,기타,0.0,23.0,0.0,0.0,13478
기타,10,4,43,88.0,중국,기타,드라마,전체관람가,기타,,65.0,423.0,0.0,13477
기타,1,1,4,31.0,일본,기타,애니메이션,전체관람가,기타,,73.0,0.0,0.0,13475
기타,5,2,20,104.0,한국,기타,드라마,15세이상관람가,기타,0.0,123.0,481.0,0.0,13424
기타,6,2,25,115.0,미국,메가박스중앙(주)플러스엠,드라마,15세이상관람가,기타,0.0,23.0,539.0,1.0,13399
기타,7,3,27,106.0,프랑스,기타,코미디,12세이상관람가,기타,,81.0,192.0,0.0,13373
기타,2,1,8,128.0,미국,기타,드라마,15세이상관람가,기타,0.0,25.0,0.0,0.0,13372
기타,10,4,42,178.0,중국,판씨네마(주),드라마,12세이상관람가,기타,0.0,19.0,652.0,0.0,13371
기타,6,2,23,109.0,한국,씨제이엔터테인먼트,공포,15세이상관람가,기타,,23.0,0.0,0.0,13319
기타,11,4,48,61.0,영국,기타,애니메이션,전체관람가,기타,,156.0,265.0,0.0,13314
기타,9,3,39,106.0,홍콩,기타,액션,청소년관람불가,기타,,5.0,0.0,0.0,13307
기타,9,3,35,103.0,독일,기타,드라마,청소년관람불가,기타,,20.0,0.0,0.0,13283
기타,6,2,25,91.0,프랑스,기타,드라마,15세이상관람가,기타,,24.0,0.0,0.0,13267
기타,11,4,47,102.0,한국,필라멘트픽쳐스,드라마,청소년관람불가,기타,0.0,68.0,754.0,0.0,13234
기타,4,2,15,104.0,인도,기타,멜로,12세이상관람가,기타,,70.0,295.0,0.0,13213
기타,11,4,45,106.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,12세이상관람가,기타,0.0,57.0,0.0,0.0,13196
기타,7,3,30,78.0,한국,씨제이이앤엠(주),애니메이션,12세이상관람가,기타,0.0,50.0,0.0,0.0,13194
기타,9,3,37,96.0,한국,기타,드라마,15세이상관람가,기타,1.0,73.0,1736.0,0.0,13193
기타,12,4,49,95.0,한국,기타,드라마,12세이상관람가,기타,0.0,73.0,841.0,0.0,13130
기타,1,1,5,116.0,미국,기타,드라마,15세이상관람가,기타,0.0,32.0,244.0,0.0,13130
기타,7,3,27,97.0,한국,씨제이이앤엠(주),드라마,15세이상관람가,기타,0.0,446.0,0.0,0.0,13118
기타,2,1,6,105.0,프랑스,기타,드라마,15세이상관람가,기타,0.0,33.0,511.0,0.0,13113
기타,12,4,52,120.0,스페인,기타,드라마,청소년관람불가,기타,,21.0,0.0,1.0,13090
기타,3,1,11,119.0,일본,기타,드라마,12세이상관람가,기타,0.0,23.0,117.0,0.0,13058
기타,9,3,36,132.0,프랑스,씨제이이앤엠(주),드라마,15세이상관람가,기타,,5.0,0.0,0.0,13051
기타,4,2,17,120.0,영국,기타,코미디,15세이상관람가,기타,0.0,90.0,403.0,0.0,13035
기타,10,4,42,113.0,중국,기타,멜로,15세이상관람가,기타,,26.0,309.0,0.0,12990
기타,5,2,21,111.0,프랑스,판씨네마(주),멜로,15세이상관람가,기타,,39.0,0.0,0.0,12983
기타,10,4,41,88.0,한국,기타,애니메이션,전체관람가,기타,,230.0,272.0,0.0,12943
기타,6,2,23,104.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,기타,0.0,45.0,439.0,0.0,12901
기타,3,1,13,82.0,중국,기타,애니메이션,전체관람가,기타,0.0,74.0,45.0,0.0,12876
기타,1,1,2,88.0,미국,기타,드라마,12세이상관람가,기타,,26.0,0.0,0.0,12866
기타,10,4,42,96.0,영국,기타,뮤지컬,15세이상관람가,기타,,50.0,282.0,0.0,12859
기타,4,2,17,114.0,일본,기타,멜로,12세이상관람가,기타,,17.0,0.0,0.0,12845
기타,4,2,14,125.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),코미디,12세이상관람가,기타,,23.0,116.0,0.0,12831
기타,10,4,42,102.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,청소년관람불가,기타,,454.0,0.0,1.0,12827
기타,7,3,29,97.0,기타,CGV아트하우스,드라마,청소년관람불가,기타,,11.0,0.0,0.0,12806
기타,3,1,9,88.0,미국,CGV아트하우스,다큐멘터리,12세이상관람가,기타,0.0,16.0,1105.0,0.0,12804
기타,9,3,36,140.0,미국,기타,드라마,15세이상관람가,기타,,52.0,198.0,0.0,12784
기타,9,3,39,87.0,한국,기타,다큐멘터리,12세이상관람가,기타,0.0,51.0,0.0,0.0,12767
기타,3,1,13,98.0,영국,기타,코미디,12세이상관람가,기타,,255.0,0.0,0.0,12717
기타,7,3,28,104.0,미국,기타,범죄,15세이상관람가,기타,0.0,57.0,178.0,0.0,12713
기타,2,1,7,79.0,한국,기타,코미디,전체관람가,기타,0.0,185.0,0.0,0.0,12696
기타,3,1,11,95.0,일본,기타,공포,15세이상관람가,기타,,69.0,10.0,0.0,12696
기타,4,2,16,88.0,한국,기타,드라마,12세이상관람가,기타,0.0,856.0,513.0,1.0,12694
기타,9,3,38,120.0,미국,기타,코미디,청소년관람불가,기타,,17.0,0.0,0.0,12685
기타,11,4,48,81.0,일본,기타,애니메이션,전체관람가,기타,,151.0,0.0,0.0,12635
기타,6,2,23,82.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,기타,,72.0,0.0,0.0,12631
기타,4,2,15,111.0,미국,기타,드라마,전체관람가,기타,,14.0,0.0,0.0,12572
기타,4,2,14,108.0,미국,기타,범죄,15세이상관람가,기타,,30.0,0.0,0.0,12557
기타,9,3,37,109.0,한국,CGV아트하우스,드라마,15세이상관람가,기타,0.0,25.0,392.0,0.0,12547
기타,6,2,26,108.0,캐나다,기타,드라마,청소년관람불가,기타,,47.0,0.0,1.0,12545
기타,12,4,50,80.0,기타,기타,애니메이션,전체관람가,기타,,47.0,189.0,0.0,12542
기타,6,2,25,99.0,한국,기타,드라마,전체관람가,기타,0.0,43.0,0.0,0.0,12536
기타,11,4,48,90.0,일본,기타,드라마,전체관람가,기타,,40.0,0.0,0.0,12491
기타,8,3,35,103.0,미국,(주)제이앤씨미디어그룹,코미디,청소년관람불가,기타,0.0,114.0,175.0,0.0,12487
기타,6,2,24,95.0,미국,기타,액션,청소년관람불가,기타,0.0,24.0,381.0,0.0,12465
기타,5,2,21,107.0,프랑스,기타,드라마,15세이상관람가,기타,,3.0,0.0,0.0,12462
기타,1,1,4,82.0,일본,기타,애니메이션,전체관람가,기타,,159.0,0.0,0.0,12460
기타,8,3,34,119.0,프랑스,기타,드라마,청소년관람불가,기타,,2.0,0.0,0.0,12439
기타,6,2,25,93.0,프랑스,판씨네마(주),드라마,15세이상관람가,기타,,6.0,65.0,0.0,12433
기타,8,3,35,48.0,한국,기타,애니메이션,전체관람가,기타,0.0,106.0,538.0,0.0,12425
기타,12,4,51,98.0,프랑스,기타,멜로,15세이상관람가,기타,0.0,37.0,794.0,0.0,12377
기타,4,2,14,116.0,일본,씨제이엔터테인먼트,드라마,청소년관람불가,기타,0.0,91.0,0.0,0.0,12371
기타,7,3,26,142.0,독일,기타,드라마,15세이상관람가,기타,0.0,10.0,0.0,0.0,12367
기타,6,2,22,70.0,한국,기타,다큐멘터리,12세이상관람가,기타,0.0,125.0,0.0,0.0,12311
기타,3,1,12,130.0,일본,씨제이엔터테인먼트,드라마,15세이상관람가,기타,,15.0,0.0,1.0,12260
기타,11,4,48,84.0,프랑스,기타,애니메이션,전체관람가,기타,,49.0,0.0,0.0,12249
기타,1,1,5,101.0,한국,기타,멜로,청소년관람불가,기타,0.0,124.0,1405.0,0.0,12203
기타,11,4,48,113.0,홍콩,기타,코미디,15세이상관람가,기타,1.0,155.0,326.0,0.0,12135
기타,12,4,50,92.0,한국,기타,스릴러,청소년관람불가,기타,0.0,61.0,2224.0,0.0,12103
기타,10,4,43,108.0,한국,기타,멜로,청소년관람불가,기타,0.0,43.0,0.0,0.0,12082
기타,2,1,7,111.0,프랑스,기타,드라마,청소년관람불가,기타,,31.0,0.0,0.0,12056
기타,10,4,42,61.0,영국,기타,애니메이션,전체관람가,기타,,19.0,0.0,0.0,12054
기타,8,3,32,111.0,프랑스,기타,드라마,12세이상관람가,기타,,12.0,0.0,1.0,12049
기타,3,1,13,107.0,중국,기타,액션,12세이상관람가,기타,1.0,117.0,2434.0,0.0,12048
기타,11,4,46,76.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,179.0,0.0,0.0,12033
기타,10,4,42,92.0,미국,기타,다큐멘터리,전체관람가,기타,0.0,13.0,243.0,0.0,12032
기타,2,1,9,94.0,일본,기타,애니메이션,전체관람가,기타,,11.0,59.0,0.0,12031
기타,5,2,19,97.0,미국,기타,드라마,청소년관람불가,기타,0.0,371.0,221.0,0.0,12031
기타,4,2,14,100.0,덴마크,(주)싸이더스,드라마,15세이상관람가,기타,0.0,94.0,267.0,0.0,12026
기타,11,4,45,96.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,33.0,312.0,0.0,11999
기타,1,1,3,95.0,미국,이십세기폭스코리아(주),드라마,청소년관람불가,기타,,8.0,0.0,0.0,11974
기타,11,4,46,100.0,한국,기타,멜로,15세이상관람가,기타,0.0,31.0,0.0,0.0,11969
기타,12,4,51,91.0,미국,기타,드라마,15세이상관람가,기타,,20.0,0.0,0.0,11939
기타,6,2,26,89.0,미국,기타,멜로,전체관람가,기타,,77.0,52.0,0.0,11909
기타,12,4,50,98.0,미국,기타,드라마,12세이상관람가,기타,,6.0,61.0,0.0,11887
기타,10,4,43,84.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,14.0,341.0,0.0,11887
기타,10,4,41,124.0,기타,기타,드라마,12세이상관람가,기타,0.0,3.0,0.0,0.0,11879
기타,5,2,21,108.0,독일,기타,드라마,15세이상관람가,기타,,2.0,78.0,0.0,11876
기타,2,1,9,86.0,일본,기타,애니메이션,전체관람가,기타,,849.0,0.0,0.0,11830
기타,1,1,3,100.0,미국,씨제이엔터테인먼트,스릴러,청소년관람불가,기타,0.0,12.0,0.0,0.0,11823
기타,8,3,32,97.0,프랑스,기타,드라마,12세이상관람가,기타,,5.0,0.0,0.0,11808
기타,3,1,10,81.0,호주,기타,애니메이션,전체관람가,기타,,10.0,0.0,0.0,11802
기타,11,4,45,93.0,한국,메가박스중앙(주)플러스엠,가족,청소년관람불가,기타,0.0,84.0,1766.0,0.0,11785
기타,4,2,15,106.0,일본,기타,드라마,12세이상관람가,기타,,26.0,454.0,1.0,11782
기타,1,1,2,90.0,일본,기타,애니메이션,전체관람가,기타,,49.0,1210.0,0.0,11777
기타,1,1,2,89.0,미국,기타,코미디,청소년관람불가,기타,0.0,262.0,0.0,0.0,11774
기타,5,2,22,102.0,프랑스,기타,드라마,15세이상관람가,기타,,8.0,99.0,0.0,11743
기타,12,4,50,60.0,한국,기타,애니메이션,전체관람가,기타,,89.0,235.0,0.0,11735
기타,12,4,49,98.0,영국,기타,드라마,15세이상관람가,기타,,38.0,0.0,0.0,11728
기타,1,1,4,43.0,영국,기타,애니메이션,전체관람가,기타,0.0,18.0,164.0,0.0,11703
기타,3,1,12,75.0,한국,기타,다큐멘터리,12세이상관람가,기타,,22.0,0.0,0.0,11666
기타,5,2,21,96.0,미국,기타,판타지,15세이상관람가,기타,0.0,20.0,639.0,0.0,11662
기타,11,4,47,108.0,한국,기타,드라마,15세이상관람가,기타,0.0,160.0,0.0,0.0,11655
기타,4,2,16,95.0,한국,기타,공포,청소년관람불가,기타,0.0,52.0,372.0,0.0,11650
기타,11,4,46,97.0,미국,기타,드라마,12세이상관람가,기타,,25.0,213.0,0.0,11628
기타,1,1,2,112.0,영국,판씨네마(주),드라마,청소년관람불가,기타,,10.0,0.0,0.0,11613
기타,5,2,20,107.0,영국,기타,코미디,15세이상관람가,기타,,7.0,70.0,0.0,11596
기타,10,4,40,89.0,기타,(주)제이앤씨미디어그룹,드라마,15세이상관람가,기타,,235.0,414.0,0.0,11568
기타,10,4,41,126.0,미국,기타,드라마,12세이상관람가,기타,,46.0,409.0,1.0,11557
기타,5,2,19,74.0,핀란드,기타,드라마,12세이상관람가,기타,,4.0,0.0,0.0,11546
기타,10,4,41,109.0,영국,기타,드라마,12세이상관람가,기타,0.0,13.0,192.0,0.0,11545
기타,10,4,42,107.0,미국,기타,드라마,15세이상관람가,기타,0.0,9.0,201.0,0.0,11526
기타,9,3,37,88.0,스페인,기타,공포,청소년관람불가,기타,,173.0,78.0,0.0,11517
기타,2,1,6,95.0,한국,기타,공포,15세이상관람가,기타,0.0,57.0,673.0,0.0,11484
기타,7,3,31,67.0,기타,기타,애니메이션,전체관람가,기타,,65.0,0.0,0.0,11469
기타,6,2,26,95.0,미국,기타,멜로,15세이상관람가,기타,,12.0,48.0,0.0,11424
기타,8,3,32,79.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,9.0,0.0,0.0,11418
기타,7,3,27,98.0,홍콩,기타,코미디,12세이상관람가,기타,,434.0,0.0,0.0,11414
기타,6,2,26,114.0,일본,기타,드라마,전체관람가,기타,,8.0,0.0,0.0,11403
기타,3,1,10,98.0,한국,씨제이이앤엠(주),미스터리,15세이상관람가,기타,,168.0,0.0,0.0,11402
기타,11,4,45,62.0,영국,기타,애니메이션,전체관람가,기타,,0.0,18.0,0.0,11364
기타,2,1,8,152.0,덴마크,기타,드라마,청소년관람불가,기타,0.0,67.0,179.0,0.0,11331
기타,11,4,47,118.0,홍콩,기타,드라마,전체관람가,기타,,66.0,0.0,0.0,11316
기타,3,1,13,115.0,프랑스,기타,드라마,15세이상관람가,기타,0.0,116.0,458.0,0.0,11314
기타,5,2,20,83.0,일본,기타,애니메이션,15세이상관람가,기타,,14.0,103.0,0.0,11302
기타,6,2,24,89.0,미국,기타,범죄,청소년관람불가,기타,,10.0,78.0,0.0,11287
기타,8,3,33,85.0,한국,기타,다큐멘터리,전체관람가,기타,,47.0,291.0,0.0,11263
기타,12,4,48,85.0,일본,기타,애니메이션,전체관람가,기타,,59.0,0.0,0.0,11221
기타,1,1,4,106.0,한국,기타,다큐멘터리,15세이상관람가,기타,0.0,33.0,209.0,0.0,11198
기타,8,3,32,100.0,미국,기타,드라마,청소년관람불가,기타,,43.0,282.0,0.0,11164
기타,10,4,42,104.0,일본,기타,애니메이션,전체관람가,기타,,80.0,0.0,1.0,11162
기타,2,1,9,96.0,일본,기타,애니메이션,전체관람가,기타,,31.0,0.0,0.0,11161
기타,5,2,20,119.0,중국,기타,액션,12세이상관람가,기타,1.0,140.0,370.0,0.0,11156
기타,10,4,43,108.0,기타,기타,드라마,15세이상관람가,기타,0.0,81.0,385.0,0.0,11143
기타,6,2,25,97.0,기타,기타,드라마,전체관람가,기타,,16.0,270.0,0.0,11135
기타,10,4,40,90.0,미국,기타,스릴러,청소년관람불가,기타,,4.0,0.0,0.0,11130
기타,8,3,34,125.0,일본,기타,드라마,12세이상관람가,기타,,47.0,0.0,1.0,11090
기타,4,2,15,127.0,한국,기타,드라마,15세이상관람가,기타,0.0,38.0,0.0,0.0,11085
기타,2,1,5,80.0,덴마크,기타,애니메이션,전체관람가,기타,,34.0,0.0,0.0,11061
기타,8,3,33,88.0,미국,기타,드라마,15세이상관람가,기타,0.0,26.0,309.0,0.0,11048
기타,12,4,51,112.0,미국,기타,공포,15세이상관람가,기타,0.0,4.0,34.0,0.0,11038
기타,1,1,2,65.0,이탈리아,기타,다큐멘터리,전체관람가,기타,,90.0,242.0,0.0,11027
기타,11,4,48,115.0,기타,기타,드라마,청소년관람불가,기타,0.0,60.0,238.0,0.0,11015
