DIRECTOR_53,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,ACTOR_53,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
기타,10,4,42,86.0,미국,기타,공포,청소년관람불가,기타,0.0,149.0,559.0,0.0,2287
기타,10,4,44,91.0,한국,기타,멜로,청소년관람불가,기타,0.0,3.0,51.0,0.0,2283
기타,7,3,28,77.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,18.0,0.0,0.0,2280
기타,11,4,48,97.0,한국,기타,다큐멘터리,15세이상관람가,기타,0.0,16.0,46.0,0.0,2279
기타,11,4,48,121.0,미국,기타,드라마,15세이상관람가,기타,,13.0,0.0,0.0,2274
기타,9,3,37,77.0,일본,기타,코미디,12세이상관람가,기타,0.0,44.0,179.0,0.0,2273
기타,7,3,26,185.0,미국,기타,공연,전체관람가,기타,,3.0,18.0,0.0,2272
기타,3,1,11,89.0,한국,기타,드라마,15세이상관람가,기타,0.0,1.0,0.0,0.0,2270
기타,1,1,5,122.0,한국,기타,드라마,15세이상관람가,기타,0.0,13.0,163.0,0.0,2267
기타,9,3,36,101.0,미국,기타,코미디,15세이상관람가,기타,0.0,4.0,71.0,0.0,2263
기타,2,1,6,81.0,한국,기타,다큐멘터리,15세이상관람가,기타,,1.0,0.0,0.0,2259
기타,11,4,45,97.0,영국,기타,스릴러,15세이상관람가,기타,0.0,45.0,0.0,0.0,2253
기타,7,3,30,93.0,이탈리아,기타,드라마,15세이상관람가,기타,,4.0,48.0,0.0,2253
기타,2,1,8,95.0,한국,기타,드라마,15세이상관람가,기타,0.0,94.0,0.0,0.0,2253
기타,10,4,44,111.0,벨기에,기타,멜로,청소년관람불가,기타,,19.0,0.0,0.0,2252
기타,7,3,29,89.0,미국,기타,스릴러,15세이상관람가,기타,,33.0,25.0,0.0,2240
기타,8,3,34,119.0,한국,기타,다큐멘터리,15세이상관람가,기타,0.0,17.0,118.0,0.0,2234
기타,1,1,3,134.0,프랑스,기타,드라마,15세이상관람가,기타,0.0,7.0,54.0,0.0,2230
기타,12,4,50,102.0,한국,기타,판타지,15세이상관람가,기타,0.0,12.0,166.0,0.0,2221
기타,2,1,6,120.0,일본,기타,드라마,청소년관람불가,기타,,8.0,0.0,0.0,2216
기타,3,1,9,84.0,프랑스,기타,다큐멘터리,전체관람가,기타,,9.0,72.0,0.0,2215
기타,7,3,29,94.0,미국,기타,스릴러,청소년관람불가,기타,,147.0,0.0,0.0,2210
기타,10,4,44,94.0,이탈리아,기타,다큐멘터리,청소년관람불가,기타,,0.0,3.0,0.0,2207
기타,2,1,9,109.0,러시아,기타,공연,전체관람가,기타,,5.0,0.0,0.0,2205
기타,1,1,3,92.0,한국,기타,멜로,15세이상관람가,기타,0.0,24.0,114.0,0.0,2204
기타,3,1,11,142.0,일본,기타,드라마,15세이상관람가,기타,,3.0,0.0,0.0,2202
기타,6,2,25,100.0,일본,기타,애니메이션,전체관람가,기타,,12.0,95.0,0.0,2197
기타,6,2,25,108.0,미국,기타,다큐멘터리,청소년관람불가,기타,,1.0,50.0,0.0,2197
기타,9,3,38,120.0,일본,기타,코미디,전체관람가,기타,0.0,107.0,349.0,0.0,2186
기타,3,1,12,137.0,일본,기타,드라마,12세이상관람가,기타,,26.0,70.0,0.0,2185
기타,5,2,20,76.0,한국,기타,다큐멘터리,전체관람가,기타,,16.0,486.0,0.0,2180
기타,11,4,46,84.0,이탈리아,기타,드라마,15세이상관람가,기타,,4.0,0.0,0.0,2177
기타,10,4,43,150.0,프랑스,기타,공연,전체관람가,기타,,0.0,24.0,0.0,2177
기타,12,4,50,80.0,한국,기타,다큐멘터리,전체관람가,기타,,14.0,68.0,0.0,2175
기타,9,3,37,113.0,독일,기타,다큐멘터리,전체관람가,기타,,1.0,0.0,0.0,2171
기타,4,2,17,53.0,영국,기타,애니메이션,전체관람가,기타,,5.0,22.0,0.0,2168
기타,6,2,24,109.0,일본,기타,애니메이션,전체관람가,기타,,704.0,0.0,0.0,2168
기타,4,2,14,83.0,한국,기타,드라마,15세이상관람가,기타,0.0,21.0,210.0,0.0,2168
기타,5,2,22,111.0,영국,기타,드라마,청소년관람불가,기타,,234.0,0.0,1.0,2153
기타,6,2,23,103.0,일본,기타,드라마,전체관람가,기타,,23.0,575.0,1.0,2150
기타,10,4,43,97.0,미국,기타,코미디,전체관람가,기타,0.0,6.0,215.0,1.0,2146
기타,8,3,35,90.0,한국,기타,멜로,청소년관람불가,기타,0.0,20.0,199.0,0.0,2146
기타,11,4,45,108.0,러시아,기타,드라마,15세이상관람가,기타,,21.0,41.0,0.0,2145
기타,11,4,47,91.0,한국,기타,드라마,12세이상관람가,기타,0.0,50.0,217.0,0.0,2144
기타,6,2,25,101.0,스웨덴,기타,드라마,청소년관람불가,기타,,37.0,0.0,0.0,2141
기타,6,2,26,98.0,홍콩,기타,멜로,12세이상관람가,기타,0.0,100.0,2750.0,0.0,2139
기타,3,1,12,129.0,스웨덴,기타,스릴러,청소년관람불가,기타,,6.0,0.0,1.0,2139
기타,4,2,14,120.0,기타,기타,드라마,15세이상관람가,기타,0.0,17.0,276.0,0.0,2135
기타,10,4,41,112.0,미국,기타,미스터리,15세이상관람가,기타,,206.0,419.0,0.0,2134
기타,3,1,9,96.0,영국,기타,드라마,15세이상관람가,기타,,23.0,264.0,0.0,2133
기타,12,4,49,150.0,독일,기타,공연,12세이상관람가,기타,,0.0,16.0,0.0,2132
기타,8,3,31,101.0,한국,기타,드라마,15세이상관람가,기타,0.0,31.0,209.0,0.0,2129
기타,4,2,14,84.0,영국,기타,멜로,청소년관람불가,기타,,38.0,343.0,0.0,2127
기타,10,4,42,113.0,스웨덴,기타,다큐멘터리,전체관람가,기타,0.0,6.0,102.0,0.0,2124
기타,10,4,42,105.0,미국,유니버설픽쳐스인터내셔널 코리아(유),다큐멘터리,전체관람가,기타,0.0,10.0,0.0,0.0,2123
기타,7,3,30,101.0,미국,기타,스릴러,청소년관람불가,기타,,121.0,81.0,0.0,2120
기타,9,3,37,85.0,한국,기타,코미디,청소년관람불가,기타,0.0,25.0,259.0,0.0,2116
기타,4,2,15,76.0,프랑스,기타,멜로,15세이상관람가,기타,,23.0,112.0,0.0,2113
기타,4,2,17,85.0,일본,기타,드라마,전체관람가,기타,,10.0,0.0,0.0,2113
기타,11,4,44,129.0,프랑스,판씨네마(주),멜로,청소년관람불가,기타,,37.0,254.0,0.0,2108
기타,12,4,50,95.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,7.0,0.0,0.0,2106
기타,5,2,20,109.0,일본,기타,드라마,15세이상관람가,기타,,8.0,0.0,0.0,2097
기타,2,1,6,107.0,한국,기타,다큐멘터리,12세이상관람가,기타,0.0,21.0,183.0,0.0,2097
기타,9,3,36,90.0,일본,기타,애니메이션,전체관람가,기타,,3.0,30.0,0.0,2093
기타,3,1,13,100.0,스페인,기타,스릴러,15세이상관람가,기타,0.0,13.0,105.0,0.0,2092
기타,4,2,17,97.0,미국,기타,코미디,15세이상관람가,기타,,10.0,52.0,0.0,2090
기타,11,4,48,72.0,한국,기타,드라마,12세이상관람가,기타,0.0,28.0,719.0,0.0,2090
기타,6,2,25,112.0,일본,기타,멜로,12세이상관람가,기타,,36.0,110.0,1.0,2085
기타,2,1,7,126.0,일본,기타,미스터리,15세이상관람가,기타,,113.0,620.0,1.0,2079
기타,1,1,3,89.0,영국,기타,,전체관람가,기타,,1.0,12.0,0.0,2078
기타,12,4,51,148.0,독일,기타,공연,전체관람가,기타,,0.0,0.0,0.0,2072
기타,9,3,38,92.0,한국,기타,멜로,청소년관람불가,기타,0.0,8.0,38.0,0.0,2070
기타,11,4,45,125.0,한국,기타,드라마,15세이상관람가,기타,0.0,2.0,0.0,0.0,2068
기타,1,1,4,85.0,한국,기타,애니메이션,15세이상관람가,기타,0.0,51.0,204.0,0.0,2068
기타,1,1,4,94.0,캐나다,기타,범죄,청소년관람불가,기타,,11.0,31.0,0.0,2065
기타,11,4,48,60.0,일본,기타,애니메이션,12세이상관람가,기타,,26.0,0.0,0.0,2063
기타,9,3,37,94.0,캐나다,기타,액션,15세이상관람가,기타,,46.0,42.0,0.0,2063
기타,10,4,43,80.0,프랑스,기타,애니메이션,12세이상관람가,기타,,70.0,236.0,0.0,2062
기타,10,4,42,90.0,일본,기타,애니메이션,전체관람가,기타,,14.0,32.0,0.0,2059
기타,2,1,7,84.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,49.0,0.0,0.0,2057
기타,5,2,20,131.0,일본,기타,범죄,청소년관람불가,기타,,63.0,249.0,0.0,2056
기타,8,3,34,97.0,프랑스,기타,코미디,15세이상관람가,기타,,11.0,0.0,0.0,2050
기타,12,4,50,88.0,미국,기타,공포,15세이상관람가,기타,,6.0,20.0,0.0,2047
기타,11,4,45,111.0,미국,기타,멜로,12세이상관람가,기타,,13.0,155.0,1.0,2046
기타,8,3,33,86.0,한국,기타,다큐멘터리,12세이상관람가,기타,0.0,7.0,58.0,0.0,2042
기타,11,4,48,70.0,한국,기타,다큐멘터리,전체관람가,기타,,6.0,110.0,0.0,2041
기타,8,3,32,93.0,미국,기타,액션,15세이상관람가,기타,,7.0,0.0,0.0,2040
기타,4,2,14,120.0,프랑스,기타,드라마,15세이상관람가,기타,,21.0,417.0,0.0,2039
기타,12,4,50,94.0,미국,(주)넥스트엔터테인먼트월드(NEW),코미디,전체관람가,기타,,63.0,0.0,0.0,2039
기타,1,1,4,88.0,미국,기타,드라마,청소년관람불가,기타,,22.0,114.0,0.0,2037
기타,12,4,49,104.0,러시아,기타,공연,전체관람가,기타,,1.0,0.0,0.0,2036
기타,5,2,18,174.0,미국,기타,공연,12세이상관람가,기타,,1.0,0.0,0.0,2035
기타,2,1,8,96.0,미국,기타,액션,청소년관람불가,기타,,15.0,0.0,0.0,2030
기타,3,1,13,70.0,한국,기타,드라마,12세이상관람가,기타,0.0,6.0,60.0,0.0,2024
기타,4,2,16,93.0,한국,기타,다큐멘터리,15세이상관람가,기타,,61.0,0.0,0.0,2023
기타,2,1,6,105.0,영국,기타,판타지,12세이상관람가,기타,,162.0,0.0,0.0,2021
기타,9,3,39,102.0,기타,기타,드라마,청소년관람불가,기타,,11.0,0.0,0.0,2018
기타,11,4,45,120.0,미국,기타,드라마,15세이상관람가,기타,,8.0,0.0,0.0,2017
기타,1,1,4,131.0,한국,기타,드라마,12세이상관람가,기타,0.0,7.0,53.0,0.0,2016
기타,8,3,32,94.0,아일랜드,기타,어드벤처,전체관람가,기타,0.0,5.0,28.0,0.0,2016
기타,11,4,47,100.0,프랑스,기타,드라마,12세이상관람가,기타,0.0,5.0,137.0,0.0,2007
기타,11,4,45,129.0,일본,기타,액션,청소년관람불가,기타,,121.0,0.0,0.0,2006
기타,10,4,41,102.0,기타,기타,액션,15세이상관람가,기타,,0.0,11.0,0.0,2005
기타,3,1,13,98.0,미국,기타,드라마,15세이상관람가,기타,,31.0,160.0,0.0,2003
기타,6,2,23,145.0,일본,기타,전쟁,15세이상관람가,기타,,41.0,54.0,1.0,2003
기타,4,2,14,167.0,독일,기타,공연,전체관람가,기타,,0.0,0.0,0.0,2002
기타,5,2,20,110.0,프랑스,기타,다큐멘터리,전체관람가,기타,,2.0,30.0,0.0,2002
기타,5,2,22,65.0,한국,기타,드라마,청소년관람불가,기타,0.0,21.0,0.0,0.0,2002
기타,9,3,39,83.0,일본,기타,드라마,전체관람가,기타,0.0,6.0,244.0,0.0,2001
기타,11,4,47,91.0,한국,기타,다큐멘터리,12세이상관람가,기타,0.0,34.0,0.0,0.0,1999
기타,9,3,36,114.0,독일,기타,다큐멘터리,전체관람가,기타,,1.0,0.0,0.0,1992
기타,3,1,11,98.0,한국,기타,드라마,12세이상관람가,기타,,18.0,0.0,0.0,1991
기타,8,3,32,88.0,기타,기타,드라마,15세이상관람가,기타,,12.0,123.0,0.0,1990
기타,7,3,27,67.0,한국,기타,기타,청소년관람불가,기타,0.0,99.0,938.0,0.0,1990
기타,7,3,28,112.0,중국,기타,드라마,청소년관람불가,기타,,12.0,0.0,0.0,1989
기타,7,3,30,83.0,스웨덴,기타,드라마,청소년관람불가,기타,,24.0,0.0,0.0,1988
기타,11,4,48,86.0,일본,기타,애니메이션,전체관람가,기타,,47.0,0.0,0.0,1980
기타,10,4,44,97.0,스페인,기타,공포,15세이상관람가,기타,,80.0,129.0,0.0,1978
기타,11,4,44,93.0,프랑스,기타,코미디,12세이상관람가,기타,0.0,16.0,116.0,0.0,1975
기타,4,2,16,68.0,일본,기타,애니메이션,12세이상관람가,기타,,9.0,39.0,0.0,1975
기타,11,4,47,100.0,한국,기타,멜로,12세이상관람가,기타,0.0,27.0,0.0,0.0,1974
기타,11,4,45,109.0,중국,기타,판타지,12세이상관람가,기타,0.0,22.0,110.0,0.0,1966
기타,12,4,49,108.0,미국,씨제이이앤엠(주),드라마,15세이상관람가,기타,,12.0,85.0,0.0,1965
기타,7,3,31,106.0,독일,기타,공포,청소년관람불가,기타,,4.0,32.0,0.0,1964
기타,11,4,46,80.0,미국,기타,액션,청소년관람불가,기타,,4.0,0.0,0.0,1963
기타,6,2,23,95.0,한국,기타,드라마,12세이상관람가,기타,0.0,4.0,358.0,0.0,1961
기타,7,3,27,93.0,프랑스,기타,액션,청소년관람불가,기타,0.0,29.0,204.0,0.0,1961
기타,11,4,45,81.0,미국,기타,코미디,15세이상관람가,기타,,0.0,0.0,0.0,1960
기타,8,3,34,115.0,일본,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,12세이상관람가,기타,,147.0,164.0,0.0,1960
기타,12,4,50,89.0,한국,기타,다큐멘터리,15세이상관람가,기타,,344.0,418.0,0.0,1958
기타,4,2,16,98.0,일본,기타,애니메이션,12세이상관람가,기타,0.0,22.0,137.0,0.0,1957
기타,2,1,6,90.0,기타,기타,코미디,15세이상관람가,기타,,3.0,0.0,0.0,1955
기타,5,2,19,104.0,프랑스,기타,드라마,15세이상관람가,기타,,4.0,107.0,0.0,1954
기타,9,3,39,81.0,미국,기타,다큐멘터리,전체관람가,기타,0.0,2.0,0.0,0.0,1952
기타,5,2,18,122.0,스페인,(주)싸이더스,다큐멘터리,12세이상관람가,기타,,103.0,684.0,0.0,1951
기타,4,2,16,83.0,한국,기타,다큐멘터리,12세이상관람가,기타,,5.0,49.0,0.0,1951
기타,9,3,39,95.0,한국,기타,멜로,15세이상관람가,기타,,1.0,0.0,0.0,1944
기타,12,4,49,91.0,이탈리아,기타,다큐멘터리,전체관람가,기타,,10.0,91.0,0.0,1940
기타,2,1,7,98.0,한국,기타,멜로,청소년관람불가,기타,0.0,6.0,0.0,0.0,1933
기타,8,3,34,113.0,호주,씨네그루(주)다우기술,드라마,15세이상관람가,기타,,30.0,0.0,0.0,1932
기타,3,1,12,113.0,기타,기타,액션,15세이상관람가,기타,0.0,45.0,0.0,0.0,1929
기타,4,2,16,102.0,한국,기타,드라마,청소년관람불가,기타,0.0,66.0,1025.0,0.0,1921
기타,4,2,13,99.0,이탈리아,기타,드라마,15세이상관람가,기타,,73.0,0.0,0.0,1920
기타,4,2,14,98.0,기타,기타,다큐멘터리,전체관람가,기타,,16.0,77.0,0.0,1909
기타,4,2,16,109.0,미국,기타,액션,12세이상관람가,기타,,13.0,54.0,0.0,1908
기타,11,4,46,102.0,중국,기타,액션,15세이상관람가,기타,0.0,43.0,0.0,0.0,1908
기타,11,4,48,102.0,기타,기타,드라마,12세이상관람가,기타,0.0,11.0,226.0,0.0,1904
기타,6,2,26,82.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,20.0,151.0,0.0,1901
기타,7,3,28,91.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,5.0,84.0,0.0,1900
기타,8,3,31,180.0,미국,기타,공연,전체관람가,기타,,0.0,3.0,0.0,1899
기타,7,3,27,157.0,미국,기타,공연,전체관람가,기타,,1.0,0.0,0.0,1895
기타,6,2,26,68.0,한국,기타,멜로,12세이상관람가,기타,0.0,5.0,0.0,0.0,1892
기타,8,3,33,75.0,프랑스,기타,드라마,청소년관람불가,기타,,6.0,45.0,0.0,1890
기타,3,1,11,122.0,중국,기타,액션,15세이상관람가,기타,,27.0,0.0,0.0,1890
기타,6,2,23,88.0,한국,기타,다큐멘터리,12세이상관람가,기타,,18.0,140.0,0.0,1887
기타,6,2,23,91.0,영국,기타,멜로,15세이상관람가,기타,,8.0,0.0,0.0,1878
기타,1,1,4,125.0,한국,기타,가족,15세이상관람가,기타,0.0,26.0,0.0,0.0,1877
기타,12,4,49,111.0,미국,기타,드라마,15세이상관람가,기타,,20.0,119.0,0.0,1876
기타,2,1,8,93.0,한국,기타,드라마,12세이상관람가,기타,0.0,50.0,0.0,0.0,1873
기타,1,1,1,210.0,미국,기타,공연,전체관람가,기타,,0.0,7.0,0.0,1870
기타,9,3,37,106.0,미국,기타,코미디,15세이상관람가,기타,0.0,10.0,201.0,0.0,1868
기타,10,4,41,130.0,일본,기타,범죄,청소년관람불가,기타,,272.0,0.0,0.0,1866
기타,11,4,45,95.0,미국,기타,코미디,15세이상관람가,기타,0.0,40.0,156.0,0.0,1866
기타,3,1,10,69.0,한국,기타,다큐멘터리,전체관람가,기타,,14.0,130.0,0.0,1863
기타,1,1,4,77.0,한국,기타,다큐멘터리,12세이상관람가,기타,0.0,7.0,43.0,0.0,1863
기타,3,1,12,93.0,한국,기타,코미디,청소년관람불가,기타,0.0,54.0,58.0,1.0,1861
기타,1,1,4,98.0,미국,기타,미스터리,15세이상관람가,기타,,26.0,62.0,0.0,1860
기타,2,1,8,96.0,한국,기타,멜로,15세이상관람가,기타,0.0,50.0,139.0,0.0,1860
기타,5,2,21,117.0,중국,기타,드라마,전체관람가,기타,,11.0,88.0,0.0,1859
기타,9,3,35,110.0,한국,기타,드라마,청소년관람불가,기타,0.0,18.0,0.0,0.0,1854
기타,1,1,2,184.0,미국,기타,공연,전체관람가,기타,,0.0,11.0,0.0,1854
기타,3,1,10,134.0,일본,기타,액션,15세이상관람가,기타,1.0,155.0,908.0,0.0,1851
기타,3,1,13,112.0,한국,기타,드라마,청소년관람불가,기타,0.0,31.0,223.0,0.0,1851
기타,8,3,31,103.0,영국,기타,범죄,15세이상관람가,기타,,26.0,189.0,0.0,1850
기타,11,4,44,84.0,한국,기타,멜로,15세이상관람가,기타,0.0,8.0,106.0,0.0,1845
기타,12,4,50,87.0,일본,기타,애니메이션,12세이상관람가,기타,,71.0,0.0,0.0,1842
기타,6,2,24,75.0,일본,기타,드라마,청소년관람불가,기타,,7.0,110.0,0.0,1841
기타,11,4,48,110.0,한국,기타,드라마,15세이상관람가,기타,0.0,10.0,129.0,0.0,1839
기타,7,3,29,99.0,미국,(주)제이앤씨미디어그룹,공포,15세이상관람가,기타,,23.0,341.0,0.0,1839
기타,12,4,51,109.0,독일,기타,멜로,전체관람가,기타,,3.0,16.0,0.0,1835
기타,11,4,45,122.0,미국,기타,스릴러,청소년관람불가,기타,,16.0,0.0,0.0,1835
기타,10,4,43,121.0,일본,기타,애니메이션,12세이상관람가,기타,,10.0,0.0,0.0,1833
기타,9,3,36,117.0,일본,기타,드라마,전체관람가,기타,,148.0,0.0,0.0,1832
기타,12,4,50,106.0,미국,기타,뮤지컬,15세이상관람가,기타,,11.0,61.0,0.0,1828
기타,4,2,14,107.0,일본,기타,드라마,전체관람가,기타,,117.0,359.0,0.0,1828
기타,7,3,27,105.0,호주,기타,범죄,청소년관람불가,기타,,6.0,0.0,1.0,1822
기타,2,1,7,98.0,기타,기타,액션,청소년관람불가,기타,,15.0,31.0,0.0,1822
기타,7,3,29,91.0,한국,기타,스릴러,청소년관람불가,기타,0.0,26.0,142.0,0.0,1821
기타,2,1,6,92.0,기타,기타,전쟁,15세이상관람가,기타,,0.0,0.0,0.0,1821
기타,7,3,30,60.0,미국,기타,공연,15세이상관람가,기타,,6.0,0.0,0.0,1820
기타,5,2,22,86.0,한국,기타,드라마,청소년관람불가,기타,0.0,6.0,54.0,0.0,1816
기타,2,1,8,96.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,14.0,216.0,0.0,1815
기타,10,4,42,85.0,프랑스,기타,다큐멘터리,전체관람가,기타,,29.0,0.0,0.0,1814
기타,1,1,4,97.0,미국,기타,드라마,12세이상관람가,기타,,65.0,133.0,0.0,1813
기타,4,2,14,119.0,일본,기타,판타지,12세이상관람가,기타,0.0,10.0,198.0,0.0,1812
기타,7,3,29,89.0,미국,기타,판타지,15세이상관람가,기타,,13.0,62.0,0.0,1811
기타,11,4,46,105.0,일본,기타,액션,15세이상관람가,기타,,161.0,0.0,0.0,1810
기타,2,1,8,100.0,미국,기타,멜로,15세이상관람가,기타,,33.0,169.0,0.0,1810
기타,4,2,16,107.0,미국,기타,코미디,청소년관람불가,기타,,27.0,249.0,0.0,1808
기타,9,3,39,104.0,기타,기타,드라마,전체관람가,기타,,6.0,0.0,0.0,1805
기타,10,4,42,117.0,프랑스,기타,드라마,청소년관람불가,기타,0.0,75.0,205.0,0.0,1803
기타,5,2,18,86.0,미국,기타,공포,청소년관람불가,기타,,0.0,15.0,0.0,1801
기타,9,3,38,125.0,프랑스,기타,드라마,청소년관람불가,기타,,0.0,0.0,0.0,1797
기타,9,3,37,97.0,한국,기타,다큐멘터리,12세이상관람가,기타,0.0,2.0,0.0,0.0,1792
기타,9,3,36,102.0,독일,기타,드라마,15세이상관람가,기타,,47.0,0.0,0.0,1792
기타,10,4,44,86.0,한국,기타,다큐멘터리,12세이상관람가,기타,0.0,17.0,191.0,0.0,1790
기타,12,4,49,130.0,한국,기타,코미디,청소년관람불가,기타,0.0,12.0,149.0,0.0,1788
기타,9,3,39,87.0,미국,기타,다큐멘터리,12세이상관람가,기타,,2.0,46.0,0.0,1788
기타,10,4,42,120.0,독일,기타,드라마,청소년관람불가,기타,,1.0,0.0,0.0,1788
기타,11,4,47,117.0,독일,기타,코미디,15세이상관람가,기타,,11.0,48.0,0.0,1783
기타,6,2,25,105.0,일본,기타,애니메이션,12세이상관람가,기타,,13.0,172.0,0.0,1777
기타,10,4,41,106.0,한국,기타,판타지,15세이상관람가,기타,0.0,17.0,258.0,0.0,1775
기타,9,3,36,83.0,한국,기타,드라마,12세이상관람가,기타,0.0,12.0,98.0,0.0,1774
기타,7,3,30,87.0,미국,기타,공포,15세이상관람가,기타,0.0,246.0,591.0,0.0,1774
기타,4,2,17,98.0,한국,기타,다큐멘터리,15세이상관람가,기타,,2.0,0.0,0.0,1773
기타,4,2,14,93.0,한국,기타,다큐멘터리,15세이상관람가,기타,0.0,37.0,0.0,0.0,1773
