영화명,개봉전 평점,총댓글수(개봉전),댓글모음,﻿순번,영진위 영화명,제작사_x,수입사_x,배급사_x,개봉일_x,영화유형_x,영화형태_x,국적_x,전국스크린수_x,전국매출액_x,전국관객수_x,서울매출액_x,서울관객수_x,장르_x,등급_x,영화구분_x,감독,순번,제작사_y,수입사_y,배급사_y,개봉일_y,영화유형_y,영화형태_y,국적_y,전국스크린수_y,전국매출액_y,전국관객수_y,서울매출액_y,서울관객수_y,장르_y,등급_y,영화구분_y,원작도서유무,네이버기대지수,_merge
원피스극장판z,,,,,,,,,,,,,,,,,,,,,나가미네타츠야,1318.0,,씨제이이앤엠(주),씨제이이앤엠(주),2013-03-21,개봉영화,장편,일본,267,"626,891,000","93,239","150,616,000","20,860",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
필립모리스,,,,,,,,,,,,,,,,,,,,,존레쿼글렌피카라,1355.0,"유로파 Corp.,매드 챈스",㈜케이디미디어,㈜케이디미디어,2010-07-01,개봉영화,장편,프랑스,38,"649,568,183","84,859","276,563,500","34,799",코미디,청소년관람불가,일반영화,0.0,0.0,right_only
뷰티풀크리처스,,,,,,,,,,,,,,,,,,,,,리차드라그라브네스,1363.0,,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-04-18,개봉영화,장편,미국,278,"582,030,544","82,995","192,640,044","26,361",스릴러,15세이상관람가,일반영화,0.0,0.0,right_only
오즈신기한마법가루,,,,,,,,,,,,,,,,,,,,,블라디미르토로프킨,1386.0,,(주)스마일이엔티,(주)스마일이엔티,2017-07-20,개봉영화,장편,러시아,343,"565,456,600","78,440","136,995,800","18,133",애니메이션,전체관람가,독립/예술영화,0.0,583.0,right_only
타임패러독스,,,,,,,,,,,,,,,,,,,,,마이클스피어리그피터스피어이그,1397.0,,(유)조이앤컨텐츠그룹,(유)조이앤시네마,2015-01-07,개봉영화,장편,호주,232,"602,296,908","76,803","220,836,608","27,156",SF,15세이상관람가,독립/예술영화,1.0,1321.0,right_only
러덜리스,,,,,,,,,,,,,,,,,,,,,윌리엄h머시,1399.0,,그린나래미디어(주),그린나래미디어(주),2015-07-09,개봉영화,장편,미국,117,"602,152,720","76,343","328,229,620","40,262",코미디,12세이상관람가,독립/예술영화,0.0,351.0,right_only
조조황제의반란,,,,,,,,,,,,,,,,,,,,,조림산,1404.0,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2012-10-18,개봉영화,장편,중국,227,"535,668,500","75,297","161,061,000","21,771",사극,15세이상관람가,일반영화,0.0,0.0,right_only
쿵후팬더영웅의탄생,,,,,,,,,,,,,,,,,,,,,레오로,1408.0,,(주)포커스엔터테인먼트,(주)미디어데이,2013-07-04,개봉영화,장편,중국,197,"465,317,000","74,143","83,354,500","12,100",애니메이션,전체관람가,독립/예술영화,0.0,0.0,right_only
청원,,,,,,,,,,,,,,,,,,,,,산제이렐라반살리,1424.0,,"(주)시네마천국,㈜씨에이엔","이언픽쳐스,씨너스엔터테인먼트(주)",2011-11-02,개봉영화,장편,인도,181,"511,705,000","71,506","213,842,000","28,356",드라마,12세이상관람가,독립/예술영화,0.0,0.0,right_only
투마더스,,,,,,,,,,,,,,,,,,,,,앤폰테인,1429.0,,(주)더블앤조이픽쳐스,(주)싸이더스,2013-08-22,개봉영화,장편,프랑스,198,"497,511,000","71,264","219,430,500","29,994",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
극장판메탈베이블레이드vs태양작열의침략자솔블레이즈,,,,,,,,,,,,,,,,,,,,,스기시마쿠니히사,1433.0,,애니박스 엔터테인먼트,(주)미디어데이,2011-01-05,개봉영화,장편,일본,120,"474,010,500","70,051","130,066,500","18,399",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
어카운턴트,,,,,,,,,,,,,,,,,,,,,개빈오코너,1438.0,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-10-13,개봉영화,장편,미국,375,"548,544,928","69,529","200,958,628","24,813",액션,15세이상관람가,일반영화,0.0,609.0,right_only
하이힐을신고달리는여자,,,,,,,,,,,,,,,,,,,,,더글라스맥그래스,1442.0,,(주)누리픽쳐스,필라멘트픽쳐스,2012-02-02,개봉영화,장편,미국,169,"531,249,500","69,047","308,956,500","38,773",코미디,15세이상관람가,일반영화,0.0,0.0,right_only
인생후르츠,,,,,,,,,,,,,,,,,,,,,켄시후시하라,1444.0,,(주)엣나인필름,(주)엣나인필름,2018-12-06,개봉영화,장편,일본,33,"531,153,530","68,826","366,603,330","45,032",다큐멘터리,전체관람가,독립/예술영화,0.0,62.0,right_only
닥터,,,,,,,,,,,,,,,,,,,,,김성홍김유정배현지,1449.0,(주)노마드필름,,(주)마인스 엔터테인먼트,2013-06-20,개봉영화,장편,한국,163,"495,574,500","68,312","128,870,000","16,975",스릴러,청소년관람불가,일반영화,0.0,0.0,right_only
토니스토리깡통제국의비밀,,,,,,,,,,,,,,,,,,,,,토마스보덴스타인,1450.0,,(주)메인타이틀픽쳐스,(주)영화사 빅,2013-07-18,개봉영화,장편,독일,257,"422,490,500","67,663","115,022,000","16,949",애니메이션,전체관람가,독립/예술영화,0.0,0.0,right_only
다크플레이스,,,,,,,,,,,,,,,,,,,,,질스파겟브레너,1466.0,,(주)누리픽쳐스,"(주)스톰픽쳐스코리아,주식회사 우리네트웍스",2015-07-15,개봉영화,장편,미국,268,"530,282,654","66,075","236,400,854","28,454",드라마,청소년관람불가,일반영화,1.0,1113.0,right_only
레터스투갓,,,,,,,,,,,,,,,,,,,,,데이빗닉슨,1469.0,,(재)CBS,(주)모멘텀엔터테인먼트,2016-02-25,개봉영화,장편,미국,119,"430,338,300","65,887","75,632,500","10,510",가족,전체관람가,독립/예술영화,0.0,431.0,right_only
정글번치빙산으로의귀환,,,,,,,,,,,,,,,,,,,,,다비드알로에릭토스티,1478.0,,그린나래미디어(주),(주)팝엔터테인먼트,2013-10-02,개봉영화,장편,프랑스,224,"401,342,000","64,744","69,918,500","10,320",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
엘라의모험2백설공주길들이기,,,,,,,,,,,,,,,,,,,,,보이드커클랜드스티븐e고든,1482.0,바프 베를린 애니메이션 필름,코리아 코어 컨텐츠,㈜케이디미디어,2010-02-25,개봉영화,장편,미국,84,"439,232,122","63,857","121,484,500","16,873",가족,전체관람가,일반영화,0.0,0.0,right_only
아메리칸,,,,,,,,,,,,,,,,,,,,,안톤코르빈,1484.0,"포커스피쳐스,스모크하우스,디스이즈댓프로덕션",(주)스폰지이엔티,(주)화천공사,2010-12-29,개봉영화,장편,미국,117,"492,424,010","63,329","213,903,000","26,433",범죄,청소년관람불가,독립/예술영화,0.0,0.0,right_only
리틀프린세스소피아신비한섬,,,,,,,,,,,,,,,,,,,,,제이미미첼,1489.0,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-09-28,개봉영화,장편,미국,135,"441,475,500","62,454","109,518,000","14,532",애니메이션,전체관람가,일반영화,0.0,269.0,right_only
기생수파트2,,,,,,,,,,,,,,,,,,,,,야마자키타카시,1492.0,,판씨네마(주),판씨네마(주),2015-05-07,개봉영화,장편,일본,260,"502,071,959","62,071","162,446,959","19,447",SF,청소년관람불가,일반영화,0.0,2400.0,right_only
산타의매직크리스탈,,,,,,,,,,,,,,,,,,,,,앙티하이칼라,1507.0,,그린나래미디어(주),(주)팝엔터테인먼트,2013-11-28,개봉영화,장편,벨기에,192,"366,202,000","60,485","62,810,500","10,037",애니메이션,전체관람가,독립/예술영화,0.0,0.0,right_only
극장판가면라이더vs파워레인저슈퍼히어로대전,,,,,,,,,,,,,,,,,,,,,가네다오사무,1517.0,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2014-01-23,개봉영화,장편,일본,183,"405,278,000","59,611","94,281,000","13,060",액션,전체관람가,일반영화,0.0,0.0,right_only
드래곤블레이드,,,,,,,,,,,,,,,,,,,,,이인항,1541.0,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2015-03-12,개봉영화,장편,중국,264,"427,722,800","56,547","113,013,200","14,534",액션,15세이상관람가,독립/예술영화,0.0,603.0,right_only
돌아온파워레인저미라클포스,,,,,,,,,,,,,,,,,,,,,나가이시다카오,1544.0,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2012-02-29,개봉영화,장편,일본,235,"385,525,000","56,420","92,577,500","12,965",액션,전체관람가,일반영화,0.0,0.0,right_only
대지진,,,,,,,,,,,,,,,,,,,,,펑샤오강,1558.0,"당산시 정부,차이나필름그룹,후아이브라더스픽처스",씨제이엔터테인먼트,필라멘트픽쳐스,2010-11-04,개봉영화,장편,중국,90,"379,043,639","55,000","119,095,000","16,777",드라마,전체관람가,일반영화,0.0,0.0,right_only
5일의마중,,,,,,,,,,,,,,,,,,,,,장예모,1565.0,,찬란,찬란,2014-10-08,개봉영화,장편,중국,86,"405,905,100","54,098","233,534,000","30,525",멜로/로맨스,전체관람가,독립/예술영화,1.0,397.0,right_only
부르고뉴와인에서찾은인생,,,,,,,,,,,,,,,,,,,,,세드릭클래피쉬,1572.0,,(주)티캐스트,(주)티캐스트,2018-05-03,개봉영화,장편,프랑스,55,"462,165,900","53,175","293,428,900","33,266",드라마,15세이상관람가,독립/예술영화,0.0,88.0,right_only
블랙가스펠,,,,,,,,,,,,,,,,,,,,,히즈엠티선교회,1575.0,㈜스토리셋,,(주)넥스트엔터테인먼트월드(NEW),2013-11-14,개봉영화,장편,한국,143,"364,990,500","52,852","200,172,000","27,504",드라마,전체관람가,독립/예술영화,0.0,0.0,right_only
별을쫓는아이,,,,,,,,,,,,,,,,,,,,,신카이마코토,1586.0,,"에이원엔터테인먼트,(주)박수엔터테인먼트","(주)박수엔터테인먼트,에이원엔터테인먼트",2011-08-25,개봉영화,장편,일본,139,"373,288,500","52,159","175,196,000","23,225",애니메이션,전체관람가,일반영화,0.0,2.0,right_only
킬러인사이드미,,,,,,,,,,,,,,,,,,,,,마이클윈터바텀존커랜,1594.0,히어로 엔터테인먼트,(주)새인컴퍼니,(주)프라임엔터테인먼트,2010-07-07,개봉영화,장편,미국,121,"391,822,268","51,555","158,818,000","20,034",범죄,청소년관람불가,독립/예술영화,1.0,0.0,right_only
에곤쉴레욕망이그린그림,,,,,,,,,,,,,,,,,,,,,디에터버너,1619.0,,(주)티캐스트,(주)티캐스트,2016-12-22,개봉영화,장편,오스트리아,50,"392,999,100","48,985","288,942,600","34,618",드라마,청소년관람불가,독립/예술영화,0.0,654.0,right_only
어네스트와셀레스틴,,,,,,,,,,,,,,,,,,,,,스테판오비에뱅상파타벤자민레너,1623.0,,(주)엣나인필름,씨너스엔터테인먼트(주),2014-02-20,개봉영화,장편,프랑스,202,"328,922,100","48,710","134,213,100","18,826",애니메이션,전체관람가,독립/예술영화,1.0,0.0,right_only
더킥,,,,,,,,,,,,,,,,,,,,,프라챠핀카엡이종석,1625.0,"방콕 필름 스튜디오,(유)더킥컴퍼니",,(주)쇼박스,2011-11-03,개봉영화,장편,한국,153,"331,287,500","48,396","60,436,000","7,865",액션,12세이상관람가,일반영화,0.0,0.0,right_only
저지드레드3d,,,,,,,,,,,,,,,,,,,,,피트트래비스,1626.0,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2012-12-06,개봉영화,장편,영국,184,"365,262,000","48,341","126,480,500","16,087",SF,청소년관람불가,일반영화,0.0,0.0,right_only
우리들,,,,,,,,,,,,,,,,,,,,,윤가은,1628.0,(주)아토,,(주)엣나인필름,2016-06-16,개봉영화,장편,한국,76,"358,799,960","48,223","219,260,560","27,794",드라마,전체관람가,독립/예술영화,0.0,1035.0,right_only
스탠바이웬디,,,,,,,,,,,,,,,,,,,,,벤루윈,1634.0,,판씨네마(주),판씨네마(주),2018-05-30,개봉영화,장편,미국,345,"373,587,080","47,223","156,447,780","19,000",드라마,전체관람가,독립/예술영화,0.0,127.0,right_only
크림슨피크,,,,,,,,,,,,,,,,,,,,,길예르모델토로,1645.0,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-11-25,개봉영화,장편,미국,255,"379,765,400","46,735","185,326,400","22,732",판타지,청소년관람불가,일반영화,0.0,2117.0,right_only
플래닛51,,,,,,,,,,,,,,,,,,,,,호르헤블랑코마르코스마르티네즈자비에르아바드,1654.0,이라이온 애니메이션,(주)쇼박스,(주)쇼박스,2010-10-21,개봉영화,장편,스페인,67,"292,826,223","46,330","75,168,000","11,480",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
블레어위치,,,,,,,,,,,,,,,,,,,,,아담윈가드,1655.0,,㈜코리아스크린,㈜코리아스크린,2016-11-23,개봉영화,장편,미국,172,"367,484,200","46,285","103,260,200","12,541",공포(호러),15세이상관람가,일반영화,0.0,397.0,right_only
송원,,,,,,,,,,,,,,,,,,,,,케이트베커플로이랜드,1658.0,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2015-04-01,개봉영화,장편,미국,365,"343,444,743","46,079","130,271,143","16,646",드라마,15세이상관람가,독립/예술영화,0.0,934.0,right_only
리틀프린세스소피아엘레나와비밀의아발로왕국,,,,,,,,,,,,,,,,,,,,,제이미미첼,1667.0,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-04-13,개봉영화,장편,미국,149,"317,454,000","45,484","82,872,000","11,129",애니메이션,전체관람가,일반영화,0.0,315.0,right_only
미운오리새끼,,,,,,,,,,,,,,,,,,,,,곽경택,1668.0,(주)트리니티엔터테인먼트,,롯데쇼핑㈜롯데엔터테인먼트,2012-08-30,개봉영화,장편,한국,167,"308,009,500","45,454","97,649,000","13,964",드라마,15세이상관람가,일반영화,0.0,0.0,right_only
부니베어롤라구출대모험,,,,,,,,,,,,,,,,,,,,,정량,1670.0,,(주)영화사 조은,(주)박수엔터테인먼트,2014-11-20,개봉영화,장편,중국,196,"309,876,900","45,250","47,366,600","6,273",애니메이션,전체관람가,독립/예술영화,0.0,88.0,right_only
프리버즈밍쿠와찌아의도시대탈출,,,,,,,,,,,,,,,,,,,,,다니엘드필립포구스타보지아니니,1681.0,,(주)퍼스트런,(주)영화사 빅,2013-09-17,개봉영화,장편,아르헨티나,213,"288,856,500","44,466","78,214,500","11,910",애니메이션,전체관람가,독립/예술영화,0.0,0.0,right_only
범죄의여왕,,,,,,,,,,,,,,,,,,,,,이요섭김태곤,1688.0,광화문시네마,,"(주)콘텐츠판다,TCO(주)더콘텐츠온",2016-08-25,개봉영화,장편,한국,270,"343,663,400","43,823","129,520,200","16,136",스릴러,15세이상관람가,독립/예술영화,0.0,1047.0,right_only
아일라,,,,,,,,,,,,,,,,,,,,,칸울카이,1693.0,,(주)영화사 빅,(주)영화사 빅,2018-06-21,개봉영화,장편,터키,371,"331,882,900","43,612","113,851,100","14,574",드라마,15세이상관람가,독립/예술영화,0.0,269.0,right_only
스탠리의도시락,,,,,,,,,,,,,,,,,,,,,아몰굽트,1704.0,,(주)메인타이틀픽쳐스,타임스토리그룹(주),2012-03-08,개봉영화,장편,인도,164,"281,533,000","42,210","125,000,000","17,779",드라마,전체관람가,독립/예술영화,0.0,0.0,right_only
피케이별에서온얼간이,,,,,,,,,,,,,,,,,,,,,라즈쿠마르히라니,1705.0,,주식회사 더쿱,(주)와우픽쳐스,2015-09-03,개봉영화,장편,인도,184,"326,677,800","42,088","139,163,800","17,050",코미디,15세이상관람가,일반영화,0.0,1687.0,right_only
천국에다녀온소년,,,,,,,,,,,,,,,,,,,,,랜달월러스,1706.0,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-06-12,개봉영화,장편,미국,25,"300,249,500","41,957","141,613,000","19,082",드라마,전체관람가,일반영화,1.0,870.0,right_only
일일시호일,,,,,,,,,,,,,,,,,,,,,오오모리타츠시,1707.0,,(주)영화사 진진,(주)영화사 진진,2019-01-17,개봉영화,장편,일본,55,"327,851,019","41,458","198,889,669","23,529",드라마,12세이상관람가,독립/예술영화,1.0,86.0,right_only
스니치,,,,,,,,,,,,,,,,,,,,,릭로만워프,1711.0,,(주)영화사폴,(주)마인스 엔터테인먼트,2013-05-09,개봉영화,장편,미국,153,"286,388,500","41,242","77,925,000","10,724",액션,15세이상관람가,일반영화,0.0,0.0,right_only
레이디버그,,,,,,,,,,,,,,,,,,,,,장성,1715.0,(주)삼지애니메이션,,(주)삼지애니메이션,2017-02-22,개봉영화,장편,한국,172,"310,291,500","41,041","83,810,500","10,575",애니메이션,전체관람가,일반영화,0.0,1912.0,right_only
g포스기니피그특공대,,,,,,,,,,,,,,,,,,,,,호이트예이트만,1728.0,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-04-22,개봉영화,장편,미국,80,"412,084,900","40,161","124,918,000","11,835",가족,전체관람가,일반영화,0.0,0.0,right_only
그레이브인카운터,,,,,,,,,,,,,,,,,,,,,더비셔우스브라더스,1736.0,,주식회사 루믹스미디어,(주)팝엔터테인먼트,2012-08-01,개봉영화,장편,캐나다,63,"277,970,000","39,266","89,133,500","11,900",공포(호러),15세이상관람가,일반영화,0.0,0.0,right_only
몬스터파크,,,,,,,,,,,,,,,,,,,,,안드레스코투리어,1743.0,,(주)일레븐엔터테인먼트,(주)박수엔터테인먼트,2019-01-23,개봉영화,장편,영국,344,"275,767,940","38,262","45,619,200","5,733",애니메이션,전체관람가,독립/예술영화,0.0,54.0,right_only
정글번치최강악당의등장,,,,,,,,,,,,,,,,,,,,,다비드알로,1754.0,,그린나래미디어(주),(주)팝엔터테인먼트,2018-04-19,개봉영화,장편,프랑스,331,"292,593,700","37,343","56,514,500","6,729",애니메이션,전체관람가,독립/예술영화,0.0,41.0,right_only
가필드펫포스3d,,,,,,,,,,,,,,,,,,,,,마크az디페,1768.0,,(주)미디어데이,(주)화앤담이엔티,2011-01-27,개봉영화,장편,미국,69,"385,817,000","36,420","104,405,000","9,651",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
더스토리세상에숨겨진사랑,,,,,,,,,,,,,,,,,,,,,브라이언클러그만리스턴탈,1771.0,,(주)에스비에스콘텐츠허브,(주)에스비에스콘텐츠허브,2012-12-06,개봉영화,장편,미국,103,"261,313,500","36,068","164,054,500","22,287",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
에스엠타운더스테이지,,,,,,,,,,,,,,,,,,,,,배성상,1775.0,(주)에스엠 컬처앤콘텐츠,,주식회사 디에스이이디,2015-08-13,개봉영화,장편,한국,65,"284,650,500","35,857","178,037,700","21,777",다큐멘터리,전체관람가,일반영화,0.0,3879.0,right_only
빌리와용감한녀석들치킨히어로,,,,,,,,,,,,,,,,,,,,,가브리엘리바팔라시오알라트리스테로돌포리바팔라시오알라트리스테,1779.0,,㈜코리아스크린,"(주)박수엔터테인먼트,㈜코리아스크린",2016-02-17,개봉영화,장편,미국,241,"248,003,600","35,517","56,138,700","7,673",애니메이션,전체관람가,독립/예술영화,0.0,892.0,right_only
스파키,,,,,,,,,,,,,,,,,,,,,아론우들리애론우들리,1780.0,(주)레드로버,,예지림엔터테인먼트,2018-04-12,개봉영화,장편,한국,312,"257,040,200","35,436","41,353,300","5,315",애니메이션,전체관람가,일반영화,0.0,335.0,right_only
서태지밴드라이브투어더뫼비우스,,,,,,,,,,,,,,,,,,,,,서태지,1798.0,(주)서태지컴퍼니,,(주)서태지컴퍼니,2010-05-21,개봉영화,장편,한국,1,"259,638,481","34,688","229,238,000","30,278",다큐멘터리,전체관람가,독립/예술영화,0.0,0.0,right_only
필로미나의기적,,,,,,,,,,,,,,,,,,,,,스티븐프리어스,1805.0,,찬란,씨네그루(주)다우기술,2014-04-16,개봉영화,장편,영국,194,"249,884,600","34,501","129,139,100","17,081",드라마,12세이상관람가,독립/예술영화,1.0,353.0,right_only
아이엠러브,,,,,,,,,,,,,,,,,,,,,루카구아다그니노,1808.0,,"(주)영화사 진진,(주)영화사 조제","(주)영화사 진진,(주)영화사 조제",2011-01-20,개봉영화,장편,이탈리아,14,"271,649,000","34,269","218,532,500","27,161",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
오직사랑하는이들만이살아남는다,,,,,,,,,,,,,,,,,,,,,짐자무시,1816.0,,찬란,찬란,2014-01-09,개봉영화,장편,영국,38,"253,422,443","33,579","182,213,443","23,450",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
땡큐대디,,,,,,,,,,,,,,,,,,,,,닐스타베니어,1823.0,,(주)영화사 빅,(주)영화사 빅,2015-04-23,개봉영화,장편,프랑스,252,"236,688,561","33,036","113,845,761","15,784",드라마,전체관람가,독립/예술영화,1.0,731.0,right_only
iam,,,,,,,,,,,,,,,,,,,,,최진성,1825.0,"씨제이이앤엠(주),(주)에스엠엔터테인먼트",,씨제이이앤엠(주),2012-06-21,개봉영화,장편,한국,137,"245,580,000","32,988","138,838,000","17,865",다큐멘터리,전체관람가,일반영화,0.0,0.0,right_only
시작은키스,,,,,,,,,,,,,,,,,,,,,다비드포앙키노스스테판포엔키노스,1828.0,,판씨네마(주),판씨네마(주),2012-06-14,개봉영화,장편,프랑스,29,"250,232,000","32,626","205,489,000","25,948",코미디,12세이상관람가,독립/예술영화,1.0,0.0,right_only
거미줄에걸린소녀,,,,,,,,,,,,,,,,,,,,,페드알바레즈,1830.0,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-11-28,개봉영화,장편,미국,313,"255,329,200","32,418","95,966,450","11,886",액션,15세이상관람가,일반영화,1.0,163.0,right_only
인어공주새로운모험의시작,,,,,,,,,,,,,,,,,,,,,아담추,1831.0,,예지림엔터테인먼트,예지림엔터테인먼트,2016-11-03,개봉영화,장편,중국,262,"243,970,300","32,350","38,997,300","4,628",애니메이션,전체관람가,독립/예술영화,0.0,190.0,right_only
다가오는것들,,,,,,,,,,,,,,,,,,,,,미아한센로브,1832.0,,찬란,찬란,2016-09-29,개봉영화,장편,프랑스,29,"258,703,834","32,307","207,151,834","24,821",드라마,15세이상관람가,독립/예술영화,0.0,271.0,right_only
대결,,,,,,,,,,,,,,,,,,,,,신동엽,1833.0,"휴메니테라픽쳐스(주),컴퍼니에이이엔티(주)",,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2016-09-22,개봉영화,장편,한국,366,"251,176,500","32,278","73,160,100","9,098",액션,15세이상관람가,일반영화,0.0,1029.0,right_only
팔로우,,,,,,,,,,,,,,,,,,,,,데이빗로버트밋첼,1834.0,,(주)콘텐츠게이트,"(주)영화사오원,(주)브리즈픽처스",2015-04-02,개봉영화,장편,미국,197,"267,202,743","32,187","84,573,443","9,961",공포(호러),청소년관람불가,독립/예술영화,0.0,749.0,right_only
신밧드와마법양탄자,,,,,,,,,,,,,,,,,,,,,카스텐킬러리치,1858.0,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-02-13,개봉영화,장편,덴마크,258,"204,586,840","30,534","30,278,800","4,135",애니메이션,전체관람가,일반영화,0.0,335.0,right_only
스노우타임,,,,,,,,,,,,,,,,,,,,,장프랑소아풀리오,1860.0,,(주)영화사 빅,(주)영화사 빅,2016-12-15,개봉영화,장편,캐나다,259,"217,620,400","30,467","50,692,600","6,359",애니메이션,전체관람가,독립/예술영화,0.0,119.0,right_only
지구놀라운하루,,,,,,,,,,,,,,,,,,,,,범립흔피터웨버,1866.0,,(주)하이라이트픽쳐스,(주)리틀빅픽쳐스,2018-02-22,개봉영화,장편,영국,231,"229,998,100","30,200","78,611,500","9,765",다큐멘터리,전체관람가,독립/예술영화,0.0,170.0,right_only
러스트앤본,,,,,,,,,,,,,,,,,,,,,자크오디아르,1867.0,,그린나래미디어(주),그린나래미디어(주),2013-05-02,개봉영화,장편,프랑스,37,"228,578,900","30,193","158,551,900","20,118",멜로/로맨스,청소년관람불가,독립/예술영화,0.0,0.0,right_only
극장판나루토질풍전로드투닌자,,,,,,,,,,,,,,,,,,,,,하야토다테,1870.0,,애니박스 엔터테인먼트,씨너스엔터테인먼트(주),2013-02-21,개봉영화,장편,일본,72,"200,250,500","30,117","67,219,000","9,572",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
벨과세바스찬,,,,,,,,,,,,,,,,,,,,,니콜라바니에,1882.0,,그린나래미디어(주),"그린나래미디어(주),주식회사 노버스엔터테인먼트",2014-03-20,개봉영화,장편,프랑스,202,"210,117,000","29,308","90,507,800","12,281",어드벤처,전체관람가,독립/예술영화,0.0,226.0,right_only
크리미널스쿼드,,,,,,,,,,,,,,,,,,,,,크리스찬구드가스트,1897.0,,(주)누리픽쳐스,(주)이수C&E,2018-04-19,개봉영화,장편,미국,361,"236,627,200","28,477","71,926,200","8,659",범죄,15세이상관람가,일반영화,0.0,68.0,right_only
데인저러스메소드,,,,,,,,,,,,,,,,,,,,,데이빗크로넨버그,1911.0,,(주)영화사폴,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-05-10,개봉영화,장편,영국,97,"209,419,509","27,642","129,062,009","16,296",멜로/로맨스,청소년관람불가,독립/예술영화,0.0,0.0,right_only
어떤만남,,,,,,,,,,,,,,,,,,,,,리사아주엘로스,1918.0,,(주)티캐스트콘텐츠허브,(주)티캐스트콘텐츠허브,2014-07-31,개봉영화,장편,프랑스,39,"211,674,300","27,302","155,225,700","19,563",멜로/로맨스,청소년관람불가,독립/예술영화,0.0,330.0,right_only
지니어스,,,,,,,,,,,,,,,,,,,,,마이클그랜다지,1922.0,,(주)영화사오원,(주)라이크 콘텐츠,2017-04-13,개봉영화,장편,영국,172,"209,372,437","27,167","124,198,137","15,610",드라마,12세이상관람가,독립/예술영화,0.0,883.0,right_only
콜드워,,,,,,,,,,,,,,,,,,,,,파벨파블리코브스키,1932.0,,찬란,아이 엠,2019-02-07,개봉영화,장편,폴란드,65,"220,207,873","26,701","139,897,073","16,109",멜로/로맨스,15세이상관람가,독립/예술영화,0.0,41.0,right_only
뉴스텝업어반댄스,,,,,,,,,,,,,,,,,,,,,타미데이비스,1938.0,,(주)티앤엘엔터테인먼트,THE 픽쳐스,2016-09-22,개봉영화,장편,뉴질랜드,176,"170,417,700","26,381","40,976,700","5,998",액션,15세이상관람가,독립/예술영화,0.0,1057.0,right_only
기적의오케스트라엘시스테마,,,,,,,,,,,,,,,,,,,,,마리아슈토트마이어파울슈마츠니,1939.0,유로아트 뮤직,(주)영화사 진진,(주)영화사 진진,2010-08-12,개봉영화,장편,독일,12,"186,737,019","26,377","125,318,800","17,156",다큐멘터리,전체관람가,독립/예술영화,0.0,0.0,right_only
서칭포슈가맨,,,,,,,,,,,,,,,,,,,,,말릭벤젠룰,1950.0,,판씨네마(주),판씨네마(주),2012-10-11,개봉영화,장편,스웨덴,26,"191,465,100","25,694","160,066,100","20,875",다큐멘터리,전체관람가,독립/예술영화,0.0,0.0,right_only
예언자,,,,,,,,,,,,,,,,,,,,,자크오디아르,1959.0,"프랑스2시네마,까날 플러스,시네시네마,판씨네마(주)",판씨네마(주),판씨네마(주),2010-03-11,개봉영화,장편,프랑스,24,"196,085,624","25,309","141,827,000","18,213",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
슈퍼버드,,,,,,,,,,,,,,,,,,,,,리카르도아나이즈마이크컨켈라울가르시아,1969.0,,(주)영화사 안다미로,와이드 릴리즈(주),2017-04-06,개봉영화,장편,멕시코,288,"173,938,100","24,799","28,450,300","3,640",애니메이션,전체관람가,독립/예술영화,0.0,170.0,right_only
