영화명,개봉전 평점,총댓글수(개봉전),댓글모음,﻿순번,영진위 영화명,제작사_x,수입사_x,배급사_x,개봉일_x,영화유형_x,영화형태_x,국적_x,전국스크린수_x,전국매출액_x,전국관객수_x,서울매출액_x,서울관객수_x,장르_x,등급_x,영화구분_x,감독,순번,제작사_y,수입사_y,배급사_y,개봉일_y,영화유형_y,영화형태_y,국적_y,전국스크린수_y,전국매출액_y,전국관객수_y,서울매출액_y,서울관객수_y,장르_y,등급_y,영화구분_y,원작도서유무,네이버기대지수,_merge
서산개척단,,,,,,,,,,,,,,,,,,,,,이조훈정승현,3016.0,(주)훈프로,,(주)인디플러그,2018-05-24,개봉영화,장편,한국,52,"43,554,100","5,260","24,398,400","2,724",다큐멘터리,12세이상관람가,독립/예술영화,0.0,94.0,right_only
리키,,,,,,,,,,,,,,,,,,,,,프랑수아오종,3042.0,유로와이드 필름,㈜세종커뮤니케이션스,씨제이엔터테인먼트,2010-02-04,개봉영화,장편,프랑스,23,"38,680,804","5,102","28,551,000","3,701",코미디,12세이상관람가,독립/예술영화,0.0,0.0,right_only
붉은바캉스검은웨딩2,,,,,,,,,,,,,,,,,,,,,최낙권,3043.0,필름라인,,(주)팝파트너스,2013-11-28,개봉영화,장편,한국,20,"10,500,000","5,100","1,500,000",300,스릴러,청소년관람불가,일반영화,0.0,0.0,right_only
저속희극,,,,,,,,,,,,,,,,,,,,,팡호청,3047.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-10-31,개봉영화,장편,홍콩,5,"10,760,000","5,085","6,798,000","3,374",코미디,청소년관람불가,독립/예술영화,0.0,0.0,right_only
화이트타이거최강전차군단,,,,,,,,,,,,,,,,,,,,,카렌샤크나자로브,3055.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-10-17,개봉영화,장편,러시아,5,"10,879,000","5,058","10,424,000","4,967",액션,15세이상관람가,독립/예술영화,0.0,166.0,right_only
타인의아내를사랑하다,,,,,,,,,,,,,,,,,,,,,블라디미르크루즈,3059.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-01-09,개봉영화,장편,스페인,5,"10,278,000","5,044","5,996,000","2,958",멜로/로맨스,청소년관람불가,독립/예술영화,0.0,0.0,right_only
빈센트,,,,,,,,,,,,,,,,,,,,,랄프후에트너,3081.0,,㈜세종커뮤니케이션스,시네마 뉴원,2013-06-27,개봉영화,장편,독일,8,"35,136,500","4,960","27,330,000","3,778",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
뉴욕라이브러리에서,,,,,,,,,,,,,,,,,,,,,프레데릭와이즈만,3087.0,,(주)영화사 진진,(주)영화사 진진,2018-10-11,개봉영화,장편,미국,17,"51,195,100","4,945","41,838,500","3,635",다큐멘터리,전체관람가,독립/예술영화,0.0,83.0,right_only
노마뉴노르딕퀴진의비밀,,,,,,,,,,,,,,,,,,,,,피에르드샹,3090.0,,(주)엣나인필름,(주)엣나인필름,2016-07-28,개봉영화,장편,영국,15,"38,139,200","4,924","29,929,200","3,513",다큐멘터리,전체관람가,독립/예술영화,0.0,221.0,right_only
장화신은고양이디오리지널,,,,,,,,,,,,,,,,,,,,,제롬데스챔프파스칼헤롤드마차마케이에프,3092.0,,에이원엔터테인먼트,에이원엔터테인먼트,2012-05-03,개봉영화,장편,프랑스,47,"31,767,500","4,923","4,805,500",690,애니메이션,전체관람가,독립/예술영화,0.0,0.0,right_only
5투7,,,,,,,,,,,,,,,,,,,,,빅터레빈,3093.0,,㈜코리아스크린,"㈜코리아스크린,와이드 릴리즈(주)",2015-11-19,개봉영화,장편,미국,62,"37,072,200","4,921","18,958,000","2,394",코미디,15세이상관람가,독립/예술영화,0.0,347.0,right_only
메리와맥스,,,,,,,,,,,,,,,,,,,,,아담엘리어트,3097.0,,(주)소나무픽쳐스,팝엔터테인먼트,2011-12-22,개봉영화,장편,호주,8,"34,316,500","4,873","27,092,000","3,645",애니메이션,12세이상관람가,독립/예술영화,0.0,0.0,right_only
엘리자의내일,,,,,,,,,,,,,,,,,,,,,크리스티안문쥬,3101.0,,(주)영화사 진진,(주)영화사 진진,2017-08-10,개봉영화,장편,루마니아,23,"34,031,600","4,854","23,451,300","3,131",드라마,15세이상관람가,독립/예술영화,0.0,234.0,right_only
나는나비,,,,,,,,,,,,,,,,,,,,,정흠문,3110.0,,,(주)인디플러그,2010-12-02,개봉영화,장편,한국,9,"28,144,629","4,771","17,424,900","2,809",다큐멘터리,전체관람가,독립/예술영화,0.0,0.0,right_only
요나요나펭귄,,,,,,,,,,,,,,,,,,,,,린타로,3115.0,,㈜플래니스 엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2012-01-12,개봉영화,장편,일본,53,"30,973,500","4,753","10,130,500","1,374",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
문빔베어달을사랑한작은곰,,,,,,,,,,,,,,,,,,,,,마이크마우루스토마스보덴스타인,3116.0,,데이지엔터테인먼트,(주)시너지하우스 (시너지),2013-05-01,개봉영화,장편,독일,93,"31,145,000","4,747","13,617,500","2,023",가족,전체관람가,일반영화,0.0,0.0,right_only
파리5구의여인,,,,,,,,,,,,,,,,,,,,,파벨파블리코브스키,3118.0,,세븐바이투픽쳐스,세븐바이투픽쳐스,2013-04-25,개봉영화,장편,프랑스,8,"36,273,000","4,735","27,592,500","3,437",스릴러,15세이상관람가,독립/예술영화,1.0,0.0,right_only
해적왕의황금나침반,,,,,,,,,,,,,,,,,,,,,마이크마주크,3129.0,,(주)컴퍼니엘,와이드 릴리즈(주),2014-11-27,개봉영화,장편,독일,62,"33,506,600","4,682","11,666,500","1,414",가족,전체관람가,독립/예술영화,0.0,97.0,right_only
클라우드,,,,,,,,,,,,,,,,,,,,,그레고르쉬니츠러,3131.0,,,주식회사 마운틴픽쳐스,2011-07-14,개봉영화,장편,독일,17,"35,363,500","4,652","24,110,000","3,088",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
성프란치스코,,,,,,,,,,,,,,,,,,,,,르노페리,3133.0,,찬란,찬란,2017-10-12,개봉영화,장편,프랑스,43,"31,590,200","4,638","18,430,000","2,547",드라마,전체관람가,독립/예술영화,0.0,228.0,right_only
라이프인어데이,,,,,,,,,,,,,,,,,,,,,케빈맥도널드,3135.0,,㈜영화사 백두대간,㈜영화사 백두대간,2011-09-29,개봉영화,장편,미국,1,"38,464,000","4,631","38,464,000","4,631",다큐멘터리,12세이상관람가,독립/예술영화,0.0,0.0,right_only
내셔널갤러리,,,,,,,,,,,,,,,,,,,,,프레데릭와이즈만,3147.0,,(주)영화사 진진,(주)영화사 진진,2016-08-25,개봉영화,장편,프랑스,5,"43,608,600","4,509","35,468,000","3,298",다큐멘터리,전체관람가,독립/예술영화,0.0,286.0,right_only
예스맨프로젝트,,,,,,,,,,,,,,,,,,,,,앤디비츨바움마이크보난노커트잉페어,3148.0,"아르떼 프랑스,Article Z,Renegade Pictures,채널4텔레비젼 코포레인션,Britdoc Foundation,Charny/Bachrach Entertainment",마이미디어,(주)영화사구안,2010-03-25,개봉영화,장편,프랑스,11,"33,170,795","4,506","24,680,000","3,309",다큐멘터리,12세이상관람가,독립/예술영화,0.0,0.0,right_only
120bpm,,,,,,,,,,,,,,,,,,,,,로빈캄필로,3172.0,,(주)레인보우팩토리,(주)엣나인필름,2018-03-15,개봉영화,장편,프랑스,33,"35,934,473","4,314","28,102,873","3,176",드라마,청소년관람불가,독립/예술영화,0.0,94.0,right_only
내심장이건너뛴박동,,,,,,,,,,,,,,,,,,,,,자크오디아르,3177.0,,주식회사 씨네룩스,주식회사 씨네룩스,2016-12-15,개봉영화,장편,프랑스,24,"32,805,600","4,273","24,900,800","3,121",드라마,15세이상관람가,독립/예술영화,0.0,188.0,right_only
야누스욕망의두얼굴,,,,,,,,,,,,,,,,,,,,,손영호,3198.0,(주)패스파인더씨앤씨,,(주)미디어데이,2014-08-14,개봉영화,장편,한국,20,"20,193,000","4,122","3,959,000",777,미스터리,청소년관람불가,일반영화,0.0,65.0,right_only
쿠크하트시계심장을가진소년,,,,,,,,,,,,,,,,,,,,,스테판벨라마티아스마르지유,3206.0,,(유)조이앤컨텐츠그룹,(주)드림팩트엔터테인먼트,2015-08-20,개봉영화,장편,프랑스,37,"26,569,200","4,093","5,539,600",748,애니메이션,전체관람가,일반영화,1.0,695.0,right_only
애프터파티,,,,,,,,,,,,,,,,,,,,,미겔라라야,3222.0,,(주)미디어로그,(주)미디어로그,2014-10-29,개봉영화,장편,스페인,21,"21,938,000","4,006","5,515,000",799,공포(호러),청소년관람불가,독립/예술영화,0.0,0.0,right_only
베러와치아웃,,,,,,,,,,,,,,,,,,,,,크리스페코버,3225.0,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,2018-02-08,개봉영화,장편,호주,123,"32,568,300","3,995","14,556,600","1,744",공포(호러),청소년관람불가,독립/예술영화,0.0,224.0,right_only
이터너티,,,,,,,,,,,,,,,,,,,,,트란안홍,3226.0,,(주)컴퍼니엘,(주)라이크 콘텐츠,2017-05-18,개봉영화,장편,프랑스,45,"29,456,200","3,992","20,791,500","2,664",멜로/로맨스,12세이상관람가,독립/예술영화,1.0,256.0,right_only
세상의끝에서커피한잔,,,,,,,,,,,,,,,,,,,,,치앙시우청,3228.0,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-11-05,개봉영화,장편,일본,13,"29,858,000","3,965","20,081,500","2,404",드라마,12세이상관람가,독립/예술영화,0.0,257.0,right_only
리미츠오브컨트롤,,,,,,,,,,,,,,,,,,,,,짐자무시,3248.0,포커스피쳐스,(주)스폰지이엔티,(주)스폰지이엔티,2010-08-12,개봉영화,장편,미국,7,"28,107,804","3,841","25,692,500","3,446",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
옹녀뎐,,,,,,,,,,,,,,,,,,,,,경석호,3263.0,영화사 인연,,(주)소나무픽쳐스,2014-08-21,개봉영화,장편,한국,21,"10,197,000","3,765","3,127,000","1,466",멜로/로맨스,청소년관람불가,일반영화,0.0,100.0,right_only
미스터하이네켄,,,,,,,,,,,,,,,,,,,,,다니엘알프레드슨,3272.0,,(주)시네마리퍼블릭,(주)스톰픽쳐스코리아,2015-09-17,개봉영화,장편,영국,54,"29,494,300","3,711","20,014,100","2,402",액션,15세이상관람가,독립/예술영화,0.0,155.0,right_only
마셰티,,,,,,,,,,,,,,,,,,,,,로버트로드리게즈에단마니퀴스,3278.0,,㈜코리아스크린,(주)화앤담이엔티,2011-04-21,개봉영화,장편,미국,35,"27,981,000","3,702","14,390,500","1,845",액션,청소년관람불가,일반영화,0.0,0.0,right_only
적도,,,,,,,,,,,,,,,,,,,,,렁록만써니럭,3284.0,,판씨네마(주),판씨네마(주),2015-05-28,개봉영화,장편,홍콩,71,"27,026,500","3,679","13,885,500","1,889",액션,15세이상관람가,일반영화,0.0,228.0,right_only
커피한잔이섹스에미치는영향,,,,,,,,,,,,,,,,,,,,,스테이시패숀,3291.0,,㈜영화사 백두대간,㈜영화사 백두대간,2014-06-26,개봉영화,장편,미국,7,"26,166,000","3,639","15,906,000","1,969",드라마,청소년관람불가,독립/예술영화,0.0,135.0,right_only
애정만세,,,,,,,,,,,,,,,,,,,,,양익준부지영,3295.0,㈜인디스토리,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2011-06-09,개봉영화,옴니버스,한국,13,"27,029,400","3,620","20,150,900","2,512",멜로/로맨스,15세이상관람가,독립/예술영화,0.0,0.0,right_only
파이널리스트,,,,,,,,,,,,,,,,,,,,,브렛반휘네커,3298.0,,씨네블루밍,(주)트리플픽쳐스,2019-01-24,개봉영화,장편,벨기에,22,"28,031,600","3,599","20,209,800","2,438",다큐멘터리,전체관람가,독립/예술영화,0.0,61.0,right_only
레드라인,,,,,,,,,,,,,,,,,,,,,코이케타케시,3306.0,,(주)아인스M&M,에이원엔터테인먼트,2011-05-12,개봉영화,장편,일본,29,"28,676,000","3,572","22,144,500","2,709",애니메이션,15세이상관람가,일반영화,0.0,0.0,right_only
오페라카르멘메트로폴리탄,,,,,,,,,,,,,,,,,,,,,게리할버슨리처드이어,3316.0,메트로폴리탄 오페라,(주)에이치엠엔,㈜메가박스,2010-04-04,개봉영화,장편,미국,1,"68,885,531","3,498","67,515,000","3,425",뮤지컬,12세이상관람가,일반영화,0.0,0.0,right_only
까미유끌로델,,,,,,,,,,,,,,,,,,,,,부르노뒤몽,3317.0,3비프로덕션즈,찬란,찬란,2013-10-24,개봉영화,장편,프랑스,6,"25,946,000","3,495","19,537,500","2,451",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
램스,,,,,,,,,,,,,,,,,,,,,그리무르하코나르슨,3318.0,,미디어 컨텐츠 스토어,"미디어 컨텐츠 스토어,(주)인디플러그",2016-11-03,개봉영화,장편,아이슬란드,23,"25,971,300","3,491","18,074,500","2,263",드라마,15세이상관람가,독립/예술영화,0.0,100.0,right_only
넥스트제네레이션패트레이버,,,,,,,,,,,,,,,,,,,,,오시이마모루,3319.0,,(주)도키엔터테인먼트,와이드 릴리즈(주),2014-04-24,개봉영화,장편,일본,20,"23,674,500","3,488","10,967,500","1,678",액션,12세이상관람가,일반영화,0.0,126.0,right_only
홈프론트가족을지켜라,,,,,,,,,,,,,,,,,,,,,게리플레더,3325.0,,(유)조이앤컨텐츠그룹,(주)팝엔터테인먼트,2014-06-18,개봉영화,장편,미국,55,"23,849,000","3,464","3,612,000",615,액션,15세이상관람가,일반영화,0.0,129.0,right_only
그남자의사랑법,,,,,,,,,,,,,,,,,,,,,아딧탸초프라,3352.0,,(주)싸이더스,(주)싸이더스,2013-05-09,개봉영화,장편,인도,28,"25,414,500","3,355","16,157,000","1,987",멜로/로맨스,12세이상관람가,독립/예술영화,0.0,0.0,right_only
펠리니를찾아서,,,,,,,,,,,,,,,,,,,,,타론렉스톤,3358.0,,주식회사 풍경소리,(주)드림팩트엔터테인먼트,2018-07-12,개봉영화,장편,미국,18,"24,490,900","3,335","15,999,200","1,953",어드벤처,15세이상관람가,독립/예술영화,0.0,103.0,right_only
별이빛나는밤,,,,,,,,,,,,,,,,,,,,,수유린,3363.0,,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),2012-04-05,개봉영화,장편,대만,20,"24,180,300","3,288","16,217,300","2,148",드라마,전체관람가,독립/예술영화,0.0,0.0,right_only
더박스,,,,,,,,,,,,,,,,,,,,,리처드켈리,3365.0,,데이지엔터테인먼트,(주)시너지하우스 (시너지),2012-04-19,개봉영화,장편,미국,15,"23,544,000","3,276","11,651,000","1,546",스릴러,15세이상관람가,독립/예술영화,1.0,0.0,right_only
마네의제비꽃여인베르트모리조,,,,,,,,,,,,,,,,,,,,,카롤린느샹페티에,3366.0,,씨드,씨드,2014-07-03,개봉영화,장편,프랑스,5,"23,303,500","3,273","14,444,000","1,820",드라마,12세이상관람가,독립/예술영화,0.0,142.0,right_only
10분,,,,,,,,,,,,,,,,,,,,,이용승박기용,3383.0,(주)타이거시네마,,롯데쇼핑㈜롯데엔터테인먼트,2014-04-24,개봉영화,장편,한국,23,"24,284,400","3,158","12,884,400","1,640",드라마,12세이상관람가,독립/예술영화,0.0,54.0,right_only
맛있는비행,,,,,,,,,,,,,,,,,,,,,전병철,3387.0,(주)로드하우스,,노바엔터테인먼트,2015-10-22,개봉영화,장편,한국,21,"16,041,000","3,141","8,130,000","1,566",멜로/로맨스,청소년관람불가,일반영화,0.0,66.0,right_only
카르멘,,,,,,,,,,,,,,,,,,,,,프란체스코로시,3390.0,,(주)라이크 콘텐츠,(주)라이크 콘텐츠,2015-12-07,개봉영화,장편,프랑스,1,"6,497,000","3,118","6,112,000","3,041",드라마,12세이상관람가,독립/예술영화,0.0,6.0,right_only
오페라투란도트메트로폴리탄,,,,,,,,,,,,,,,,,,,,,프랑코제피렐리,3399.0,,(주)에이치엠엔,㈜메가박스,2010-01-10,개봉영화,장편,미국,1,"61,747,460","3,094","60,251,000","3,014",공연,전체관람가,일반영화,0.0,0.0,right_only
도쿄오아시스,,,,,,,,,,,,,,,,,,,,,마츠모토카나,3409.0,,"(주)디오시네마,(주)스폰지이엔티","(주)디오시네마,(주)영화사 조제",2011-12-01,개봉영화,장편,일본,8,"23,935,700","3,052","21,833,200","2,718",드라마,"12세이상관람가,전체관람가",독립/예술영화,0.0,0.0,right_only
샷콜러,,,,,,,,,,,,,,,,,,,,,릭로만워프,3423.0,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,2018-05-04,개봉영화,장편,미국,59,"20,491,100","3,021","10,027,000","1,607",범죄,청소년관람불가,독립/예술영화,0.0,162.0,right_only
나인스라이프,,,,,,,,,,,,,,,,,,,,,알렉산더아야,3432.0,,(주)시네마엔터,(주)라이크 콘텐츠,2017-09-07,개봉영화,장편,영국,74,"22,545,500","2,964","9,996,500","1,247",미스터리,15세이상관람가,일반영화,0.0,329.0,right_only
삼국무영자,,,,,,,,,,,,,,,,,,,,,장예모,3441.0,,"(유)조이앤시네마,(주)일레븐엔터테인먼트",(주)제이앤씨미디어그룹,2018-12-13,개봉영화,장편,중국,38,"15,548,500","2,927","7,750,000","1,080",액션,15세이상관람가,일반영화,0.0,233.0,right_only
시간을달리는소녀,,,,,,,,,,,,,,,,,,,,,타니구치마사키,3449.0,,(주)아인스M&M,예지림엔터테인먼트,2011-03-24,개봉영화,장편,일본,13,"21,057,000","2,886","15,109,500","2,054",판타지,전체관람가,독립/예술영화,1.0,0.0,right_only
레디액션청춘,,,,,,,,,,,,,,,,,,,,,김진무박가희주성수정원식,3457.0,"(주)인벤트스톤,(주)삼거리픽쳐스",,(주)인벤트스톤,2014-11-13,개봉영화,옴니버스,한국,22,"22,317,300","2,855","17,852,300","2,228",드라마,청소년관람불가,독립/예술영화,0.0,791.0,right_only
제7의봉인,,,,,,,,,,,,,,,,,,,,,잉마르베리만,3466.0,,㈜영화사 백두대간,㈜영화사 백두대간,2012-05-10,개봉영화,장편,스웨덴,1,"23,433,000","2,808","23,433,000","2,808",드라마,12세이상관람가,독립/예술영화,0.0,0.0,right_only
rec알이씨,,,,,,,,,,,,,,,,,,,,,소준문,3470.0,핑크로봇 필름,,(주)영화사 진진,2011-11-24,개봉영화,장편,한국,7,"22,284,700","2,799","20,050,700","2,437",멜로/로맨스,청소년관람불가,독립/예술영화,0.0,0.0,right_only
언더더스킨,,,,,,,,,,,,,,,,,,,,,조나단글레이저,3486.0,,씨네그루(주)다우기술,씨네그루(주)다우기술,2014-07-17,개봉영화,장편,영국,20,"14,167,000","2,750","10,520,000","2,037",SF,청소년관람불가,독립/예술영화,1.0,220.0,right_only
굿타임,,,,,,,,,,,,,,,,,,,,,조쉬사프디베니사프디,3489.0,,주식회사 더쿱,(주)드림팩트엔터테인먼트,2018-01-04,개봉영화,장편,미국,19,"20,722,500","2,743","15,682,500","1,970",범죄,15세이상관람가,독립/예술영화,0.0,185.0,right_only
이웃집좀비,,,,,,,,,,,,,,,,,,,,,오영두류훈홍서백장윤정,3496.0,키노망고스틴,,㈜인디스토리,2010-02-18,개봉영화,옴니버스,한국,12,"19,933,671","2,721","12,856,700","1,715",공포(호러),15세이상관람가,독립/예술영화,0.0,0.0,right_only
더크로니클뮤턴트의반격,,,,,,,,,,,,,,,,,,,,,제제다카히사,3517.0,,(주)엔케이컨텐츠,(주)영화사오원,2015-11-12,개봉영화,장편,일본,41,"20,126,500","2,613","17,107,500","2,205",SF,15세이상관람가,독립/예술영화,1.0,181.0,right_only
사토미를찾아라,,,,,,,,,,,,,,,,,,,,,newpistol,3523.0,(주)어나더스타,,브릿지웍스 엔터테인먼트(주),2014-10-16,개봉영화,장편,한국,20,"13,164,000","2,595","6,856,000","1,313",코미디,청소년관람불가,일반영화,0.0,112.0,right_only
파밍보이즈,,,,,,,,,,,,,,,,,,,,,장세정변시연강호준,3526.0,(주)콘텐츠나무,,(주)영화사 진진,2017-07-13,개봉영화,장편,한국,24,"17,564,200","2,586","10,077,500","1,369",다큐멘터리,전체관람가,독립/예술영화,0.0,1010.0,right_only
매니악슬픈살인의기록,,,,,,,,,,,,,,,,,,,,,프랭크칼폰,3532.0,,(주)퍼스트런,(주)퍼스트런,2013-07-04,개봉영화,장편,미국,34,"19,046,000","2,578","7,401,500",989,공포(호러),청소년관람불가,일반영화,0.0,0.0,right_only
슈퍼쇼43d,,,,,,,,,,,,,,,,,,,,,유호진,3535.0,(주)에스엠엔터테인먼트,,(주)마인스 엔터테인먼트,2013-08-08,개봉영화,장편,한국,26,"30,332,000","2,567","22,394,000","1,850",공연,전체관람가,일반영화,0.0,0.0,right_only
톰오브핀란드,,,,,,,,,,,,,,,,,,,,,돔카루코스키,3553.0,,(주)레인보우팩토리,아이 엠,2018-08-30,개봉영화,장편,핀란드,17,"20,583,500","2,482","16,240,700","1,794",드라마,15세이상관람가,독립/예술영화,0.0,46.0,right_only
브레이킹,,,,,,,,,,,,,,,,,,,,,프레드랙안토니제빅,3556.0,,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,2014-08-21,개봉영화,장편,미국,20,"12,002,000","2,474","1,770,000",354,액션,청소년관람불가,일반영화,0.0,23.0,right_only
호박과마요네즈,,,,,,,,,,,,,,,,,,,,,토미나가마사노리,3565.0,,(주)엔케이컨텐츠,(주)디스테이션,2018-09-13,개봉영화,장편,일본,55,"20,060,750","2,406","11,028,850","1,276",멜로/로맨스,15세이상관람가,독립/예술영화,1.0,61.0,right_only
별나라몰리몬스터,,,,,,,,,,,,,,,,,,,,,마티아스브런테드시저,3567.0,,(주)시네마리퍼블릭,(주)영화사 빅,2018-11-29,개봉영화,장편,독일,63,"17,796,300","2,395","3,378,050",403,애니메이션,전체관람가,독립/예술영화,0.0,9.0,right_only
마담보바리,,,,,,,,,,,,,,,,,,,,,앤폰테인,3571.0,,㈜세종커뮤니케이션스,에이원엔터테인먼트,2015-04-02,개봉영화,장편,프랑스,32,"17,605,500","2,375","9,522,500","1,229",멜로/로맨스,청소년관람불가,독립/예술영화,0.0,115.0,right_only
잔다라더비기닝,,,,,,,,,,,,,,,,,,,,,ml반데바노프데바쿤,3575.0,,데이지엔터테인먼트,(주)영화사 빅,2013-09-05,개봉영화,장편,태국,13,"16,952,000","2,360","3,997,500",530,멜로/로맨스,청소년관람불가,독립/예술영화,0.0,0.0,right_only
탱고위드미,,,,,,,,,,,,,,,,,,,,,프레더릭폰테인,3580.0,,(주)에스와이코마드,(주)에스와이코마드,2013-08-29,개봉영화,장편,벨기에,9,"15,718,500","2,350","8,535,000","1,104",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
맨앤치킨,,,,,,,,,,,,,,,,,,,,,앤더스토머스옌센,3590.0,,(주)컴퍼니엘,(주)컴퍼니엘,2016-05-04,개봉영화,장편,덴마크,6,"11,571,000","2,316","3,822,000",770,코미디,청소년관람불가,독립/예술영화,0.0,67.0,right_only
나부코,,,,,,,,,,,,,,,,,,,,,바바라윌리스스위츠,3595.0,,(주)인스터피씨엠,(주)인스터피씨엠,2017-04-01,개봉영화,장편,미국,6,"52,467,000","2,308","39,582,000","1,732",공연,전체관람가,일반영화,0.0,28.0,right_only
아이다,,,,,,,,,,,,,,,,,,,,,올리비에피,3597.0,,에스디시코리아 주식회사,에스디시코리아 주식회사,2015-07-01,개봉영화,장편,프랑스,12,"35,327,500","2,303","17,246,500","1,016",공연,전체관람가,독립/예술영화,0.0,63.0,right_only
정사,,,,,,,,,,,,,,,,,,,,,김정환,3600.0,펀펀한영화사,,(주)소나무픽쳐스,2014-10-30,개봉영화,장편,한국,20,"6,761,000","2,283","3,184,000","1,471",멜로/로맨스,청소년관람불가,일반영화,0.0,51.0,right_only
슈퍼피쉬끝없는여정,,,,,,,,,,,,,,,,,,,,,송웅달이지운이기연,3601.0,KBS,,"주식회사 마운틴픽쳐스,(주)팝엔터테인먼트",2013-07-11,개봉영화,장편,한국,15,"24,475,500","2,280","17,677,500","1,619",다큐멘터리,전체관람가,독립/예술영화,0.0,0.0,right_only
브로큰서클,,,,,,,,,,,,,,,,,,,,,펠릭스반그로에니겐,3613.0,,(주)에스와이코마드,(주)에스와이코마드,2013-10-31,개봉영화,장편,벨기에,9,"15,864,000","2,252","10,182,500","1,329",멜로/로맨스,청소년관람불가,독립/예술영화,0.0,0.0,right_only
체인드,,,,,,,,,,,,,,,,,,,,,제니퍼챔버스린치,3620.0,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,2013-07-18,개봉영화,장편,미국,5,"5,520,000","2,210","600,000",150,스릴러,청소년관람불가,일반영화,0.0,0.0,right_only
메이플쏘프,,,,,,,,,,,,,,,,,,,,,펜튼베일리랜디바바토,3626.0,,오드,오드,2018-06-21,개봉영화,장편,미국,12,"18,783,800","2,197","16,227,300","1,835",다큐멘터리,청소년관람불가,독립/예술영화,0.0,50.0,right_only
마농,,,,,,,,,,,,,,,,,,,,,케네스맥밀란,3630.0,,에스디시코리아 주식회사,에스디시코리아 주식회사,2015-10-21,개봉영화,장편,프랑스,12,"28,690,500","2,177","22,456,500","1,803",공연,전체관람가,독립/예술영화,0.0,24.0,right_only
푸치니의여인,,,,,,,,,,,,,,,,,,,,,파올로벤베누티파올라바로니,3631.0,,오드,오드,2011-11-17,개봉영화,장편,이탈리아,11,"16,209,500","2,177","11,316,000","1,444",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
퓨어,,,,,,,,,,,,,,,,,,,,,리사랑세트,3644.0,,㈜영화사 백두대간,㈜영화사 백두대간,2013-06-20,개봉영화,장편,스웨덴,1,"16,048,000","2,141","13,269,000","1,623",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
시칠리아햇빛아래,,,,,,,,,,,,,,,,,,,,,린유쉰,3647.0,,(유)조이앤시네마,(주)드림팩트엔터테인먼트,2017-06-28,개봉영화,장편,홍콩,63,"15,523,900","2,139","6,113,500",829,멜로/로맨스,12세이상관람가,독립/예술영화,0.0,2750.0,right_only
밀레니엄제2부불을가지고노는소녀,,,,,,,,,,,,,,,,,,,,,다니엘알프레드슨,3646.0,,주식회사 루믹스미디어,팝엔터테인먼트,2012-03-22,개봉영화,장편,스웨덴,5,"15,641,500","2,139","10,122,000","1,357",스릴러,청소년관람불가,독립/예술영화,1.0,0.0,right_only
여자들,,,,,,,,,,,,,,,,,,,,,이상덕,3652.0,콧수염필름즈,,㈜인디스토리,2017-08-03,개봉영화,장편,한국,40,"15,376,800","2,129","8,823,000","1,080",드라마,15세이상관람가,독립/예술영화,0.0,209.0,right_only
더트랩난간끝에선남자,,,,,,,,,,,,,,,,,,,,,매튜채프먼,3656.0,,스크린조이,스크린조이,2013-07-25,개봉영화,장편,미국,5,"5,020,000","2,120","400,000",100,스릴러,청소년관람불가,일반영화,0.0,81.0,right_only
하프웨이,,,,,,,,,,,,,,,,,,,,,키타가와에리코,3659.0,시네캐넌 픽쳐스 인터내셔널,이미지팩토리,이미지팩토리,2010-04-29,개봉영화,장편,일본,9,"14,973,591","2,113","8,192,500","1,119",드라마,전체관람가,일반영화,0.0,0.0,right_only
러브,,,,,,,,,,,,,,,,,,,,,가스파노에,3660.0,,판씨네마(주),판씨네마(주),2017-11-02,개봉영화,장편,프랑스,27,"16,473,500","2,108","12,383,000","1,561",멜로/로맨스,청소년관람불가,독립/예술영화,0.0,254.0,right_only
오텔로,,,,,,,,,,,,,,,,,,,,,정명훈,3671.0,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2013-12-21,개봉영화,장편,독일,7,"53,287,500","2,072","44,644,000","1,746",공연,전체관람가,독립/예술영화,0.0,0.0,right_only
