영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,제작년도,원작도서유무,네이버기대지수,API구분
모테키모태솔로탈출기,오오네 히토시,,(주)엔케이컨텐츠,(주)미디어데이,2013-09-26,개봉영화,장편,일본,6,"4,985,000",954,"4,985,000",954,코미디,15세이상관람가,일반영화,2011.0,0,0.0,both
사돈의팔촌,장현상,피도 안마른 녀석들,,서울독립영화제,2016-05-12,개봉영화,장편,한국,10,"6,938,500",954,"5,859,000",781,멜로/로맨스,15세이상관람가,독립/예술영화,2015.0,0,117.0,both
나의딸,사이몬 스톤,,(주)무브먼트 픽쳐스,THE 픽쳐스,2016-08-04,개봉영화,장편,호주,7,"6,113,200",953,"2,668,000",350,드라마,청소년관람불가,독립/예술영화,2015.0,0,22.0,both
나이팅게일,필립 뮬,,㈜영화사 백두대간,㈜영화사 백두대간,2014-09-25,개봉영화,장편,중국,5,"6,908,000",951,"5,429,000",667,가족,전체관람가,독립/예술영화,2013.0,0,59.0,both
여덟번의감정,성지혜,문 영화사,,(주)스폰지이엔티,2010-09-30,개봉영화,장편,한국,2,"6,605,714",948,"5,768,000",809,드라마,15세이상관람가,독립/예술영화,2010.0,0,0.0,both
아일랜드시간을훔치는섬,박진성,(주)고앤고필름,,(유)조이앤시네마,2015-11-26,개봉영화,장편,한국,21,"7,370,900",948,"4,852,200",587,미스터리,15세이상관람가,독립/예술영화,2014.0,0,362.0,both
UFO,공귀현,스파이럴 프로젝트,,㈜인디스토리,2012-05-24,개봉영화,장편,한국,11,"6,765,000",943,"5,186,000",687,드라마,청소년관람불가,독립/예술영화,2011.0,0,0.0,both
노르웨이의숲,노진수,(주)타임스토리 필름앤북스,,(주)키노아이디엠씨,2010-09-30,개봉영화,장편,한국,8,"7,240,683",941,"2,986,000",358,코미디,청소년관람불가,일반영화,2009.0,0,0.0,both
더뮬죽음의질주,가브리엘라 타글리아비니,,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,2014-03-13,개봉영화,장편,미국,5,"4,910,000",940,"1,750,000",350,스릴러,15세이상관람가,일반영화,2012.0,0,1.0,both
밀크오브소로우슬픈모유,클로디아 로사,,㈜영화사 백두대간,㈜영화사 백두대간,2013-08-22,개봉영화,장편,스페인,1,"7,818,000",933,"7,818,000",933,드라마,15세이상관람가,독립/예술영화,2009.0,0,0.0,both
유아어글리투,마크 누난,,씨네블루밍,주식회사 씨네룩스,2016-05-26,개봉영화,장편,아일랜드,14,"6,495,000",933,"4,839,500",654,드라마,12세이상관람가,독립/예술영화,2015.0,0,153.0,both
송곳니,요르고스 란티모스,,(주)컴퍼니엘,(주)컴퍼니엘,2012-01-05,개봉영화,장편,그리스,1,"6,772,800",932,"5,583,800",719,코미디,청소년관람불가,독립/예술영화,2009.0,0,0.0,both
솔로,이삭 크래빗,,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,2014-03-20,개봉영화,장편,캐나다,5,"4,690,000",930,"1,750,000",350,공포(호러),15세이상관람가,일반영화,2013.0,0,12.0,both
가면무도회,,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2017-03-05,개봉영화,장편,독일,10,"22,581,000",925,"16,320,000",678,공연,12세이상관람가,일반영화,1934.0,0,1.0,both
오르페오와에우리디체,온드레이 하벨카,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2015-02-07,개봉영화,장편,독일,4,"19,686,500",924,"15,456,000",727,공연,전체관람가,일반영화,2013.0,0,20.0,both
12피트,맷 에스카다리,,(주)제이브로,(주)라이크 콘텐츠,2018-11-08,개봉영화,장편,미국,40,"7,711,350",924,"3,597,000",402,스릴러,15세이상관람가,독립/예술영화,2016.0,0,50.0,both
피가로의결혼,스벤-에릭 베히톨프,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2016-05-22,개봉영화,장편,독일,9,"22,928,000",920,"16,752,000",674,공연,전체관람가,독립/예술영화,2015.0,0,2.0,both
쌍성계고대전설의부활,반안자,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-03-27,개봉영화,장편,중국,5,"1,885,000",920,"1,400,000",700,액션,15세이상관람가,독립/예술영화,2012.0,0,10.0,both
이기적인남자,김재식,브릿지 프로덕션,,(주)리틀빅픽쳐스,2018-10-25,개봉영화,장편,한국,14,"7,401,800",918,"3,168,000",396,드라마,15세이상관람가,독립/예술영화,2017.0,0,79.0,both
젊은엄마내나이가어때서,김일종,골든타이드픽처스(주),,골든타이드픽처스(주),2015-05-07,개봉영화,장편,한국,20,"4,515,000",916,"813,000",162,드라마,청소년관람불가,일반영화,2015.0,0,56.0,both
경,김소영,영화사구경,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2010-04-29,개봉영화,장편,한국,4,"6,300,624",916,"7,892,900","1,096",드라마,15세이상관람가,독립/예술영화,2009.0,0,0.0,both
커밍홈,막시밀리언 훌트,,(주)씨에이씨엔터테인먼트,(재)영화의전당,2015-05-28,개봉영화,장편,스웨덴,11,"5,531,000",911,"241,000",30,드라마,12세이상관람가,독립/예술영화,2013.0,0,19.0,both
인더섀도우오브우먼,필립 가렐,,주식회사 더쿱,주식회사 더쿱,2016-01-28,개봉영화,장편,프랑스,7,"6,473,000",910,"3,489,000",425,드라마,15세이상관람가,독립/예술영화,2015.0,0,58.0,both
북극의눈물,"허태정,조준묵",(주)MBC씨앤아이,,실버스푼,2009-10-15,개봉영화,장편,한국,44,"2,088,795",909,"1,656,000",795,다큐멘터리,전체관람가,독립/예술영화,2008.0,0,0.0,both
북극의눈물,"허태정,조준묵",(주)MBC씨앤아이,,실버스푼,2009-10-15,개봉영화,장편,한국,44,"2,088,795",909,"1,656,000",795,다큐멘터리,전체관람가,독립/예술영화,2008.0,0,0.0,both
나를닮은얼굴,태미 추,뿌리의집,,(주)영화사 진진,2010-09-30,개봉영화,장편,한국,2,"5,023,370",907,"3,339,500",494,다큐멘터리,전체관람가,독립/예술영화,2009.0,0,0.0,both
동경표류일기,에릭 쿠,,(주)영화사 진진,(주)영화사 진진,2015-07-02,개봉영화,장편,싱가포르,5,"6,571,000",904,"4,487,000",539,애니메이션,청소년관람불가,독립/예술영화,2011.0,0,73.0,both
슬랙베이바닷가마을의비밀,브루노 뒤몽,,(주)메인타이틀픽쳐스,(주)에스와이코마드,2018-04-05,개봉영화,장편,프랑스,12,"6,576,600",901,"4,652,800",592,미스터리,청소년관람불가,독립/예술영화,2016.0,0,30.0,both
노랑머리플라스틱섹스,이세일,(주)케이알씨지,,(주)케이알씨지,2013-08-01,개봉영화,장편,한국,1,"1,800,000",900,0,0,성인물(에로),청소년관람불가,일반영화,2013.0,0,0.0,both
왓니껴,이동삼,진이엔터테인먼트,,주식회사 마운틴픽쳐스,2014-08-21,개봉영화,장편,한국,5,"5,622,000",898,"2,293,000",314,드라마,12세이상관람가,독립/예술영화,2014.0,0,111.0,both
비단꽃길,김정욱,주식회사 마운틴픽쳐스,,주식회사 마운틴픽쳐스,2013-10-17,개봉영화,장편,한국,8,"5,820,500",896,"3,470,000",450,다큐멘터리,전체관람가,독립/예술영화,2011.0,0,0.0,both
션샤인러브,조은성,"(주)티피에스컴퍼니,필름문",,"(주)인벤트스톤,(주)영화사오원",2015-09-17,개봉영화,장편,한국,17,"7,069,800",896,"3,985,300",475,판타지,12세이상관람가,독립/예술영화,2013.0,0,145.0,both
8인의수상한신사들,기타노 다케시,,(주)영화사 진진,(주)영화사 진진,2017-06-08,개봉영화,장편,일본,7,"7,116,100",894,"5,105,500",602,액션,15세이상관람가,독립/예술영화,2015.0,0,58.0,both
신비의법,이마카케 이사무,,페퍼민트픽쳐스,페퍼민트픽쳐스,2012-11-29,개봉영화,장편,일본,2,"6,837,000",893,"6,170,000",805,애니메이션,12세이상관람가,독립/예술영화,2012.0,0,0.0,both
더콩그레스,아리 폴만,,"영화사 마농(주),(주)팝엔터테인먼트",(주)팝엔터테인먼트,2014-06-05,개봉영화,장편,이스라엘,13,"6,249,000",892,"3,737,000",502,애니메이션,15세이상관람가,독립/예술영화,2013.0,0,149.0,both
스타렛,션 베이커,,(주)매니아22,노바엔터테인먼트,2014-02-20,개봉영화,장편,미국,3,"6,216,000",889,"6,074,000",867,드라마,청소년관람불가,독립/예술영화,2012.0,0,0.0,both
에브리씽머스트고,댄 러쉬,,(주)키노아이디엠씨,(주)키노아이디엠씨,2012-07-12,개봉영화,장편,미국,7,"6,047,500",887,"4,376,500",595,코미디,15세이상관람가,독립/예술영화,2010.0,0,0.0,both
페티쉬,손수범,(주)스타피쉬픽쳐스,,(주)영화사 조제,2010-11-25,개봉영화,장편,한국,3,"6,524,946",886,"4,764,000",656,스릴러,청소년관람불가,독립/예술영화,2008.0,0,0.0,both
맞짱,차룡,(주)차룡영화사,,(주)차룡영화사,2018-09-12,개봉영화,장편,한국,11,"2,237,000",885,"1,447,000",699,액션,청소년관람불가,일반영화,2018.0,0,46.0,both
맛있는인생,조성규,"(주)스폰지이엔티,(주)이든픽쳐스",,(주)스폰지이엔티,2010-10-28,개봉영화,장편,한국,4,"6,129,233",885,"5,488,000",769,드라마,15세이상관람가,독립/예술영화,2010.0,0,0.0,both
섹슈얼어딕션꽃잎에느껴지는쾌락과통증,잘만 킹,,(주)제이엠씨미디어,"(주)팝엔터테인먼트,(주)제이엠씨미디어",2013-09-05,개봉영화,장편,미국,18,"3,770,000",884,"200,000",50,드라마,청소년관람불가,일반영화,2012.0,0,0.0,both
세비야의이발사,미켈레 마리오티,,(주)인스터피씨엠,(주)인스터피씨엠,2015-06-06,개봉영화,장편,미국,4,"21,699,000",880,"16,051,500",637,공연,전체관람가,일반영화,2014.0,0,8.0,both
더봄버최강폭격부대,비탈리 보로비요브,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-12-17,개봉영화,장편,러시아,5,"4,420,000",880,"4,200,000",840,전쟁,15세이상관람가,독립/예술영화,2011.0,0,13.0,both
1944,엘모 누가넨,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-12-23,개봉영화,장편,에스토니아,5,"4,420,000",880,"4,200,000",840,전쟁,15세이상관람가,독립/예술영화,2015.0,0,55.0,both
퍼스트그레이더,저스틴 채드윅,,주식회사 루믹스미디어,골든타이드픽처스(주),2012-05-17,개봉영화,장편,영국,6,"6,197,000",878,"3,865,000",522,드라마,12세이상관람가,독립/예술영화,2011.0,0,0.0,both
암살교실졸업편,하스미 에이이치로,,(주)에이원엔터테인먼트,(주)에이원엔터테인먼트,2017-04-21,개봉영화,장편,일본,46,"6,699,500",874,"2,633,000",332,액션,12세이상관람가,일반영화,2016.0,0,1458.0,both
헨젤과그레텔,에이드리언 노블,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2016-04-17,개봉영화,장편,독일,8,"16,307,500",872,"13,996,500",763,공연,전체관람가,일반영화,2015.0,0,49.0,both
위대한밀로크로제,이시바시 요시마사,,이미지팩토리,이미지팩토리,2013-01-17,개봉영화,장편,일본,11,"5,954,500",871,"4,118,000",600,코미디,청소년관람불가,일반영화,2012.0,0,0.0,both
동경이야기,오즈 야스지로,,오드,오드,2014-08-16,개봉영화,장편,일본,2,"6,972,400",869,"5,958,400",740,드라마,전체관람가,독립/예술영화,1953.0,0,0.0,both
철암계곡의혈투,지하진,스피나치앤빈,,㈜인디스토리,2012-07-12,개봉영화,장편,한국,10,"6,357,500",866,"5,131,500",672,서부극(웨스턴),청소년관람불가,독립/예술영화,2011.0,0,0.0,both
키리시마가동아리활동그만둔대,요시다 다이하치,,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,2014-06-26,개봉영화,장편,일본,4,"6,532,200",865,"5,038,200",632,드라마,15세이상관람가,독립/예술영화,2013.0,0,98.0,both
연애징크스,쿠마자와 나오토,,씨너스엔터테인먼트(주),"㈜T-JOY,씨너스엔터테인먼트(주)",2014-02-13,개봉영화,장편,일본,6,"6,051,000",864,"5,135,000",727,멜로/로맨스,전체관람가,일반영화,2013.0,0,0.0,both
청춘그루브,변성현,(주)다세포클럽,,"(주)두타연,(주)미디어데이",2012-03-15,개봉영화,장편,한국,5,"6,922,500",864,"6,242,500",767,드라마,15세이상관람가,독립/예술영화,2010.0,0,0.0,both
여자라는이름으로,마르코 툴리오 지오다나,,(주)티앤엘엔터테인먼트,(주)티앤엘엔터테인먼트,2018-10-11,개봉영화,장편,프랑스,5,"3,019,600",863,"1,172,600",558,드라마,15세이상관람가,독립/예술영화,2018.0,0,88.0,both
소울오브브레드,"고병권,임군양",,"(주)토러스엔터테인먼트,(주)트리니티네트워크",(유)영화사 화수분,2013-12-26,개봉영화,장편,대만,5,"5,909,000",862,"5,029,000",716,멜로/로맨스,12세이상관람가,독립/예술영화,2012.0,0,0.0,both
그리다,"장호준,이인의,박재영",,,㈜인디스토리,2017-10-26,개봉영화,옴니버스,한국,15,"5,996,300",861,"5,024,500",695,드라마,12세이상관람가,독립/예술영화,2017.0,0,81.0,both
인데어스킨,제레미 파워 레김발,,씨네그루(주)다우기술,씨네그루(주)다우기술,2014-05-29,개봉영화,장편,캐나다,5,"6,800,000",860,"5,600,000",700,스릴러,청소년관람불가,일반영화,2012.0,0,3.0,both
불곰영웅밤세도둑들의도시,크리스티앙 릴테니우스,,(주)일레븐엔터테인먼트,(주)일레븐엔터테인먼트,2017-04-06,개봉영화,장편,스웨덴,46,"6,738,000",860,"2,058,500",232,애니메이션,전체관람가,독립/예술영화,2014.0,0,54.0,both
카토프로젝트,김정욱,주식회사 마운틴픽쳐스,,주식회사 마운틴픽쳐스,2014-04-17,개봉영화,장편,한국,3,"2,373,000",860,"1,869,000",761,다큐멘터리,전체관람가,독립/예술영화,2012.0,0,17.0,both
울보,이진우,영화사 소일,,오퍼스픽쳐스(유),2016-01-28,개봉영화,장편,한국,10,"6,443,400",858,"4,569,400",589,드라마,청소년관람불가,독립/예술영화,2015.0,0,80.0,both
연인들,도미니크 그라프,,(주)무브먼트 픽쳐스,THE 픽쳐스,2015-12-31,개봉영화,장편,독일,5,"5,016,500",854,"1,304,500",176,드라마,청소년관람불가,독립/예술영화,2014.0,0,25.0,both
프레셔스,리 다니엘스,,씨네그루(주)다우기술,씨네그루(주)다우기술,2013-01-10,개봉영화,장편,미국,1,"6,023,400",851,"4,818,400",651,드라마,청소년관람불가,독립/예술영화,2009.0,0,0.0,both
험악한꿈,나단 몰랜도,,판씨네마(주),판씨네마(주),2019-02-14,개봉영화,장편,미국,41,"6,724,000",850,"4,262,900",518,멜로/로맨스,15세이상관람가,독립/예술영화,2016.0,0,29.0,both
블라인드,에스킬 보그트,,"(주)영화공간,(주)가보차",홀리가든,2016-03-31,개봉영화,장편,노르웨이,9,"5,245,800",848,"3,467,000",564,드라마,청소년관람불가,독립/예술영화,2014.0,0,210.0,both
축구의신마라도나,에밀 쿠스트리차,에스튜디오스 피카소,(주)드림웨스트픽쳐스,(주)드림웨스트픽쳐스,2010-06-03,개봉영화,장편,스페인,10,"6,557,963",847,"5,492,000",701,다큐멘터리,15세이상관람가,독립/예술영화,2008.0,0,0.0,both
카이지,사토 토야,"강담사(고단샤),니뽄 텔레비전 네트워크",(주)이모콘,주식회사 마운틴픽쳐스,2010-08-19,개봉영화,장편,일본,7,"6,142,439",843,"2,814,000",383,드라마,15세이상관람가,독립/예술영화,2009.0,1,0.0,both
숙희,양지은,필름라인,,주식회사 노버스엔터테인먼트,2014-07-10,개봉영화,장편,한국,11,"5,446,000",841,"3,405,000",521,드라마,청소년관람불가,독립/예술영화,2014.0,0,85.0,both
타클라마칸,고은기,(주)영화공장,,(주)드림팩트엔터테인먼트,2018-03-22,개봉영화,장편,한국,17,"6,574,300",840,"5,181,300",627,드라마,청소년관람불가,독립/예술영화,2017.0,0,33.0,both
파우스트,지안드레아 노세다,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2016-09-03,개봉영화,장편,독일,9,"20,832,000",838,"14,733,000",595,공연,15세이상관람가,일반영화,2015.0,0,1.0,both
두더지,소노 시온,,(주)수키픽쳐스,(주)수키픽쳐스,2013-10-31,개봉영화,장편,일본,3,"5,958,400",833,"5,042,400",631,드라마,청소년관람불가,독립/예술영화,2011.0,1,0.0,both
이름없는새,시라이시 카즈야,,(주)에이원엔터테인먼트,(주)에이원엔터테인먼트,2018-06-21,개봉영화,장편,일본,16,"7,253,800",832,"5,413,700",621,멜로/로맨스,청소년관람불가,독립/예술영화,2017.0,0,114.0,both
기화,문정윤,아방가르드 필름,,아방가르드 필름,2015-02-26,개봉영화,장편,한국,5,"5,753,500",831,"4,760,000",685,드라마,청소년관람불가,독립/예술영화,2015.0,0,102.0,both
링크,우디 한,,,(주)키노아이디엠씨,2011-07-28,개봉영화,장편,한국,4,"6,099,500",829,"5,553,500",731,스릴러,청소년관람불가,독립/예술영화,2011.0,0,0.0,both
뷰티풀라이즈,피에르 살바도리,,(주)싸이더스,(주)싸이더스,2013-10-17,개봉영화,장편,프랑스,13,"5,775,500",828,"3,832,500",522,멜로/로맨스,15세이상관람가,독립/예술영화,2010.0,0,0.0,both
시스터스마일,스틴 코닝스,"까날 플러스,티피에스 스타",우성엔터테인먼트,우성엔터테인먼트,2010-04-29,개봉영화,장편,벨기에,2,"6,486,846",824,"6,110,000",756,드라마,12세이상관람가,일반영화,2009.0,0,0.0,both
