순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,원제,제작년도,원작도서유무,네이버기대지수,_merge
2626.0,노스페이스,필립 슈톨츨,도르 필름 웨스트,(주)동아수출공사,주식회사 마운틴픽쳐스,2010-06-02,개봉영화,장편,독일,20,"67,666,898","8,995","33,096,000","4,299",드라마,전체관람가,독립/예술영화,North Face,2008.0,0.0,0.0,both
272.0,노아,대런 아로노프스키,,씨제이이앤엠(주),씨제이이앤엠(주),2014-03-20,개봉영화,장편,미국,952,"15,514,083,500","2,026,574","4,774,266,400","596,745",어드벤처,15세이상관람가,일반영화,Noah,2014.0,1.0,1674.0,both
4133.0,노아40일간의기적,피터 가이거,,(주)케이알씨지,(주)케이알씨지,2014-08-13,개봉영화,장편,미국,20,"5,915,000","1,227","1,060,000",212,액션,12세이상관람가,일반영화,40 Days and Nights,2012.0,0.0,74.0,both
976.0,노아의방주남겨진녀석들,토비 젠켈,,(주)스마일이엔티,씨네그루(주)다우기술,2015-04-30,개봉영화,장편,독일,436,"1,586,417,300","219,621","362,928,700","48,437",애니메이션,전체관람가,일반영화,Ooops! Noah is Gone,2015.0,0.0,543.0,both
3364.0,노엘의선물,알렉산더 코페르,,(주)엔케이컨텐츠,(주)나이너스엔터테인먼트,2015-02-05,개봉영화,장편,프랑스,58,"23,642,900","3,282","7,985,000","1,074",코미디,전체관람가,독립/예술영화,Le pere Noel,2014.0,0.0,584.0,both
678.0,노예12년,스티브 맥퀸,,판씨네마(주),"판씨네마(주),(주)프레인글로벌",2014-02-27,개봉영화,장편,미국,326,"3,644,201,200","498,004","1,466,423,200","194,506",드라마,15세이상관람가,일반영화,12 Years a Slave,2013.0,1.0,0.0,both
8096.0,노예로삼아줘첫사랑,타지리 유지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-09-02,개봉영화,장편,일본,1,"5,000",1,"5,000",1,성인물(에로),청소년관람불가,일반영화,,2013.0,0.0,,both
8097.0,노예의성욕불기둥,카타오카 슈지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-08-03,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,The nature of the captive pole wife,2015.0,0.0,0.0,both
4481.0,노원리브스,기타무라 류헤이,,씨네그루(주)다우기술,씨네그루(주)다우기술,2013-08-29,개봉영화,장편,미국,6,"5,199,000",748,"4,201,000",611,스릴러,청소년관람불가,일반영화,No One Lives,2012.0,0.0,0.0,both
8098.0,노을지는거실의정사,이시카와 히토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-08-19,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화,The woman who wants to be raped,2010.0,0.0,,both
4219.0,노인과바다,존 준커먼,,(주)씨네펍,(주)키노아이디엠씨,2014-06-28,개봉영화,장편,일본,1,"2,177,000","1,087","2,177,000","1,087",다큐멘터리,전체관람가,독립/예술영화,The Old Man and the East China Sea,1990.0,0.0,99.0,both
3381.0,노임팩트맨,"로라 가버트,저스틴 쉐인","에덴 웜펠드 필름즈,쉐도우박스 필름",시네마중심,KT&G 시네마 상상마당,2010-06-17,개봉영화,장편,미국,7,"22,501,686","3,160","19,975,400","2,760",다큐멘터리,전체관람가,독립/예술영화,No Impact Man: The Documentary,2009.0,0.0,0.0,both
3509.0,노조키메,미키 코이치로,,브릿지웍스 엔터테인먼트(주),브릿지웍스 엔터테인먼트(주),2016-08-10,개봉영화,장편,일본,49,"20,793,900","2,661","7,902,000",930,공포(호러),15세이상관람가,독립/예술영화,The Stare ,2016.0,1.0,387.0,both
8101.0,노천온천과게이샤,타케호라 테츠야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-05-24,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,Pillow train at Yukemura Onsen Geisha Oshiki,2017.0,0.0,0.0,both
6192.0,노천온천탕의세자매2욕구불만,쿠라타 다이묘,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-06-17,개봉영화,장편,일본,1,"270,000",54,"270,000",54,성인물(에로),청소년관람불가,일반영화,the body which cannot fight against three sisters pleasant feelings that are beautiful luster in ind,2012.0,0.0,,both
6193.0,노천온천탕의세자매애욕계약,쿠라타 다이묘,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-06-03,개봉영화,장편,일본,1,"270,000",54,"270,000",54,성인물(에로),청소년관람불가,일반영화,Reason of three sisters lust contracts that are beautiful luster in indecency,2012.0,0.0,,both
8102.0,노천탕과음란마사지,후지모리 유타카,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-12-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,Lewd MILF & Naughty MILF,2016.0,0.0,0.0,both
8103.0,노천탕의여주인,칸바라 이쿠토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-01-12,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,The glossy and beautifl proprietress Hot spring inn story Ryoko Murakami,2015.0,0.0,1.0,both
8106.0,노출대왕유부녀,후지모리 켄타,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-07-20,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,Body Show off Ladies,2016.0,0.0,0.0,both
8107.0,노출을즐기는간호사,오우치 아이리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-10-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,Female Flashers of Hospital Nurse,2017.0,0.0,0.0,both
5201.0,노크,이주헌,(주)노마드필름,,주식회사 마운틴픽쳐스,2012-11-29,개봉영화,장편,한국,3,"1,492,000",203,"856,000",107,공포(호러),청소년관람불가,일반영화,,2012.0,0.0,0.0,both
3221.0,노크노크,일라이 로스,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,2015-10-22,개봉영화,장편,미국,72,"33,317,500","4,024","18,982,000","2,223",스릴러,청소년관람불가,일반영화,Knock Knock,2015.0,0.0,498.0,both
1982.0,노크초대받지않은손님,조하네스 로버츠,,(주)퍼스트런,(주)삼백상회,2018-10-11,개봉영화,장편,미국,266,"206,605,250","24,379","34,718,650","3,903",공포(호러),15세이상관람가,일반영화,The Stangers: Prey at Night,2018.0,0.0,147.0,both
2676.0,노트르담드파리,정성복,(주)패뷸러스,,(주)패뷸러스,2017-11-01,개봉영화,장편,한국,36,"107,289,500","8,350","60,217,000","4,856",뮤지컬,전체관람가,일반영화,Notre Dame de Paris,2017.0,0.0,120.0,both
7528.0,노트아내와남교수의금지된사랑,오누마 유이치,,(주)씨앤피미디어,(주)씨앤피미디어,2010-07-13,개봉영화,장편,일본,1,"4,000",2,"4,000",2,성인물(에로),청소년관람불가,일반영화,A KNOT,2010.0,0.0,1.0,both
6194.0,노팬티카페의여자,키리시마 아키코,,(주)엘케이픽쳐스,(주)엘케이픽쳐스,2015-07-15,개봉영화,장편,일본,1,"270,000",54,"270,000",54,성인물(에로),청소년관람불가,일반영화,Woman wearing no underwear cafe,2015.0,0.0,,both
7529.0,노화위룡,서하,,(주)케이알씨지,(유)조이앤컨텐츠그룹,2014-12-24,개봉영화,장편,홍콩,1,"14,000",2,"14,000",2,액션,15세이상관람가,일반영화,Crystal Hunt,1991.0,0.0,10.0,both
4022.0,노후대책없다,이동우,,,서울독립영화제,2017-06-29,개봉영화,장편,한국,18,"9,751,500","1,438","6,617,000",948,다큐멘터리,15세이상관람가,독립/예술영화,"No Money, No Future",2016.0,0.0,151.0,both
4900.0,녹색의자2013러브컨셉츄얼리,박철수,씨네힐,,주식회사 마운틴픽쳐스,2013-10-31,개봉영화,장편,한국,4,"2,280,000",366,"2,003,000",321,멜로/로맨스,청소년관람불가,독립/예술영화,Green Chair 2013 - Love Conceptually,2013.0,0.0,0.0,both
6195.0,녹아내리는육체,나리타 유스케,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-07-22,개봉영화,장편,일본,1,"270,000",54,"270,000",54,성인물(에로),청소년관람불가,일반영화,Woman passing shower of the secondary virgin,2012.0,0.0,,both
1802.0,녹터널애니멀스,톰 포드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-11,개봉영화,장편,미국,219,"284,555,179","34,616","175,748,079","20,648",드라마,청소년관람불가,독립/예술영화,Nocturnal Animals,2016.0,1.0,395.0,both
4962.0,녹화중이야,박민국,노가리필름,,"노가리필름,(주)인디플러그",2017-03-02,개봉영화,장편,한국,6,"2,284,500",311,"1,528,000",192,멜로/로맨스,15세이상관람가,독립/예술영화,Recording,2015.0,0.0,329.0,both
263.0,논스톱,자움 콜렛 세라,,(주)누리픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2014-02-27,개봉영화,장편,미국,582,"16,066,174,940","2,084,457","4,940,277,040","611,415",액션,15세이상관람가,일반영화,Non-Stop,2014.0,0.0,0.0,both
3054.0,논스톱분노의질주,다니엘 칼파소로,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-11-28,개봉영화,장편,스페인,5,"10,533,000","5,063","8,893,000","4,399",액션,청소년관람불가,독립/예술영화,Combustion,2013.0,0.0,0.0,both
7010.0,논스톱액시던트,프레드 올렌 레이,,스크린조이,스크린조이,2014-06-04,개봉영화,장편,미국,1,"40,000",10,0,0,액션,12세이상관람가,일반영화,COLLISION COURSE,2012.0,0.0,14.0,both
8109.0,논스톱투헬,롭 팔라티나,,(유)조이앤시네마,(유)조이앤시네마,2019-02-28,개봉영화,장편,미국,1,"1,000",1,"1,000",1,공포(호러),15세이상관람가,일반영화,Flight 666,2018.0,0.0,8.0,both
8110.0,논스톱플라이트,론 손턴,,(주)케이알씨지,(주)케이알씨지,2018-10-30,개봉영화,장편,미국,1,"1,000",1,"1,000",1,액션,15세이상관람가,일반영화,THE FAST AND THE FIERCE,2017.0,0.0,2.0,both
2905.0,논픽션다이어리,정윤석,1+1=film,,(주)영화사 진진,2014-07-17,개봉영화,장편,한국,28,"45,574,424","6,000","32,307,224","4,129",다큐멘터리,15세이상관람가,독립/예술영화,Non-fiction Diary,2013.0,0.0,220.0,both
8112.0,농염한불륜녀,세키네 카즈미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-04-27,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,Married woman hooker,2015.0,0.0,2.0,both
8113.0,농염한유부녀의손가락,카네다 사토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-08-12,개봉영화,장편,일본,1,"5,000",1,"5,000",1,성인물(에로),청소년관람불가,일반영화,The married woman who falls,2009.0,0.0,,both
7011.0,농염한인어공주,쿠로사바 아키라,,(주)영진크리에이티브,(주)영진크리에이티브,2015-10-07,개봉영화,장편,일본,1,"100,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화,Erokichi sanpei zenra ningyodensetsu no nazo,2003.0,0.0,0.0,both
6196.0,농염한정사젖은속옷,하나와 유키나리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-07-15,개봉영화,장편,일본,1,"270,000",54,"270,000",54,성인물(에로),청소년관람불가,일반영화,Assignation,2014.0,0.0,,both
8114.0,농익은유부녀들,사카다 히로키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-22,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,6 Big Booty Neighborhood Wives,2016.0,0.0,,both
8115.0,농익은젊은과부의꽃잎,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-13,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,Namahame Miboujingesyuku,2015.0,0.0,0.0,both
4688.0,누구나제명에죽고싶다,김승현,한국영화아카데미,,씨제이 씨지브이(CJ CGV)(주),2013-03-14,개봉영화,장편,한국,7,"4,027,500",517,"3,444,500",436,드라마,청소년관람불가,독립/예술영화,Your Time Is Up,2012.0,0.0,0.0,both
8116.0,누구라도좋으니넣어줘요,후지모토 죠지,,(주)영진크리에이티브,(주)영진크리에이티브,2018-12-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,Daredemoiikara,2016.0,0.0,0.0,both
2135.0,누구에게나찬란한,임유철,게릴라캠,,CGV아트하우스,2014-11-06,개봉영화,장편,한국,51,"126,378,400","18,804","44,236,000","5,764",다큐멘터리,전체관람가,독립/예술영화,Glory For Everyone,2014.0,0.0,571.0,both
1794.0,누구의딸도아닌해원,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)영화사 조제",2013-02-28,개봉영화,장편,한국,35,"268,878,400","34,876","211,655,900","26,400",드라마,청소년관람불가,독립/예술영화,Nobody’s Daughter Haewon,2012.0,0.0,0.0,both
7012.0,누군가가보고있다,카타오카 슈지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-01-10,개봉영화,장편,일본,1,"30,000",10,0,0,성인물(에로),청소년관람불가,일반영화,SOMEONE IS LOOKING AT ME,2006.0,0.0,,both
3907.0,누나,이원식,영화제작소 정감,,어뮤즈,2013-01-03,개봉영화,장편,한국,14,"11,874,200","1,603","6,367,200",830,드라마,15세이상관람가,독립/예술영화,,2012.0,0.0,0.0,both
8118.0,누나들의진한유혹,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-05-01,개봉영화,장편,일본,1,"8,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,Cherry House,2016.0,0.0,1.0,both
6889.0,누나를사랑한동생,카와사키 군지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-14,개봉영화,장편,일본,1,"96,000",16,0,0,성인물(에로),청소년관람불가,일반영화,Bonds of sister-in-law,2017.0,0.0,0.0,both
5033.0,누나친구,신현철,(주)영화사 사계절,,(주)영화사 사계절,2016-01-21,개봉영화,장편,한국,21,"1,545,000",273,"521,000",84,멜로/로맨스,청소년관람불가,일반영화,,2016.0,0.0,381.0,both
5639.0,누나친구2,채준우,(주)영화사 사계절,,(주)영화사 사계절,2017-06-01,개봉영화,장편,한국,20,"655,000",125,"316,000",63,멜로/로맨스,청소년관람불가,일반영화,,2017.0,0.0,65.0,both
6807.0,누나친구3,김부곤,(주)영화사가을,,(주)영화사가을,2019-04-08,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화,,2018.0,0.0,1.0,both
8121.0,누나친구이혼하고온날,이상민,(주)영화사가을,,(주)영화사가을,2018-02-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,,2017.0,0.0,0.0,both
7014.0,누나친구화려한외출,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-06-16,개봉영화,장편,일본,1,"100,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화,Nozokiana-Hitozuma no Himitsu,2009.0,0.0,8.0,both
4558.0,누드모델,고먼 베차드,,주식회사 풍경소리,주식회사 풍경소리,2014-03-20,개봉영화,장편,미국,5,"3,280,000",634,"1,890,000",378,드라마,청소년관람불가,일반영화,Broken Side of Time,2013.0,0.0,25.0,both
8123.0,누드모델,박범수,(주)케이알씨지,,(주)케이알씨지,2017-06-06,개봉영화,장편,한국,1,"3,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,,2017.0,0.0,5.0,both
5335.0,누드모델,오상원,판타스틱룸미디어,,판타스틱룸미디어,2017-06-01,개봉영화,장편,한국,20,"891,000",176,"618,000",124,멜로/로맨스,청소년관람불가,일반영화,,2016.0,0.0,30.0,both
8126.0,누드모델과화가,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-02-02,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,Love of shame～Nude model to serve in the body～,2015.0,0.0,1.0,both
8124.0,누드모델리사와오빠,카와이 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-10-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,Sex with my son's wife,2016.0,0.0,1.0,both
4295.0,누레예프갈라,발레리 오브샤니코프,,그린나래미디어(주),그린나래미디어(주),2015-06-11,개봉영화,장편,독일,7,"17,726,500",996,"11,928,000",667,공연,전체관람가,독립/예술영화,Nureyev & Friends: A Gala Tribute,2013.0,0.0,45.0,both
3607.0,누에치던방,이완민,"윈드웰러스 필름(주),영화사 잠",,"서울독립영화제,무브먼트",2018-01-31,개봉영화,장편,한국,22,"18,195,800","2,267","14,405,000","1,663",드라마,15세이상관람가,독립/예술영화,Jamsil,2016.0,0.0,163.0,both
1185.0,눈길,이나정,KBS,,"(주)엣나인필름,CGV아트하우스",2017-03-01,개봉영화,장편,한국,495,"947,059,100","126,443","227,150,700","29,161",드라마,15세이상관람가,독립/예술영화,Snowy Road,2015.0,0.0,3833.0,both
1185.0,눈길,이나정,KBS,,"(주)엣나인필름,CGV아트하우스",2017-03-01,개봉영화,장편,한국,495,"947,059,100","126,443","227,150,700","29,161",드라마,15세이상관람가,독립/예술영화,,2015.0,0.0,0.0,both
4424.0,눈꺼풀,오멸,주식회사 자파리필름,,(주)영화사 진진,2018-04-12,개봉영화,장편,한국,14,"5,942,200",820,"4,029,500",512,드라마,15세이상관람가,독립/예술영화,Eyelids,2016.0,0.0,58.0,both
8128.0,눈맞은유부녀,타지리 유지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-02-03,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,Knee pillow,2014.0,0.0,,both
2558.0,눈발,조재민,명필름랩,,(주)리틀빅픽쳐스,2017-03-01,개봉영화,장편,한국,69,"84,806,300","10,039","53,613,400","6,099",드라마,15세이상관람가,독립/예술영화,A Stray Goat,2016.0,0.0,4474.0,both
8129.0,눈앞에서정사,모리 신이치,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-08-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,Peeping Girls at Men's Masturbating Room,2017.0,0.0,0.0,both
598.0,눈의여왕2트롤의마법거울,알렉세이 트시칠린,,(주)시네마리퍼블릭,씨네그루(주)다우기술,2014-12-24,개봉영화,장편,러시아,479,"4,482,452,600","618,598","858,046,900","113,356",애니메이션,전체관람가,독립/예술영화,The Snow Queen 2,2014.0,0.0,4126.0,both
788.0,눈의여왕3눈과불의마법대결,알렉세이 트시칠린,,(주)시네마리퍼블릭,(주)이수C&E,2017-01-04,개봉영화,장편,러시아,526,"2,694,247,700","366,442","433,186,900","54,862",애니메이션,전체관람가,독립/예술영화,The Snow Queen 3: Fire and Ice,2016.0,0.0,1912.0,both
4458.0,눈이라도내렸으면,장희철,야간비행,,야간비행,2016-05-12,개봉영화,장편,한국,3,"5,611,000",782,"1,493,000",241,드라마,15세이상관람가,독립/예술영화,Waiting for the Snow,2015.0,0.0,55.0,both
2794.0,뉴니스,드레이크 도리머스,,(주)영화사 진진,(주)영화사 진진,2017-11-09,개봉영화,장편,미국,93,"55,870,500","6,989","36,437,300","4,441",멜로/로맨스,청소년관람불가,독립/예술영화,Newness,2017.0,0.0,555.0,both
3586.0,뉴문,크리스 웨이츠,,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2009-12-02,개봉영화,장편,미국,532,"16,218,639","2,329","3,177,000",382,판타지,12세이상관람가,일반영화,The Twilight Saga: New Moon,2009.0,1.0,0.0,both
6900.0,뉴욕갱스터,제시 테레로,,(주)케이알씨지,(주)케이알씨지,2018-02-01,개봉영화,장편,미국,5,"40,000",15,"4,000",2,액션,청소년관람불가,독립/예술영화,NYC Underground,2013.0,0.0,2.0,both
3573.0,뉴타입히어로얏타맨,"히시다 마사카즈,사사가와 히로시",,(유)조이앤컨텐츠그룹,예지림엔터테인먼트,2012-06-21,개봉영화,장편,일본,39,"14,417,500","2,368","6,137,000",985,애니메이션,전체관람가,일반영화,Yattaman The Movie,2009.0,0.0,0.0,both
8131.0,느끼는꽃잎의입술,이시카와 칸,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-01-27,개봉영화,장편,일본,1,"8,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,Irritating Lips,2014.0,0.0,,both
8132.0,느끼는유부녀의꿀단지,타나카 야스후미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-25,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,Sweet young wife,2015.0,0.0,2.0,both
8133.0,늑대소녀,자레드 콘,,(주)케이알씨지,(주)케이알씨지,2017-09-08,개봉영화,장편,미국,1,"2,000",1,"2,000",1,공포(호러),15세이상관람가,일반영화,Little Dead Rotting Hood,2016.0,0.0,5.0,both
46.0,늑대소년,조성희,(주)영화사비단길,,씨제이이앤엠(주),2012-10-31,개봉영화,장편,한국,706,"46,593,107,500","6,654,837","12,336,313,500","1,677,173",멜로/로맨스,15세이상관람가,일반영화,A Werewolf Boy,2012.0,0.0,0.0,both
820.0,늑대아이,호소다 마모루,,얼리버드,(주)미디어데이,2012-09-13,개봉영화,장편,일본,226,"2,310,113,761","335,706","840,777,713","117,691",애니메이션,전체관람가,독립/예술영화,Wolf Children,2012.0,1.0,0.0,both
3940.0,늑대인간,후안 마르티네즈 모레노,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-09-12,개봉영화,장편,스페인,1,"3,106,000","1,553","3,106,000","1,553",액션,청소년관람불가,일반영화,Game of Werewolves,2011.0,0.0,0.0,both
6198.0,늑대인간더오리지널,윌리엄 브렌트 벨,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2014-08-06,개봉영화,장편,미국,1,"270,000",54,"270,000",54,액션,청소년관람불가,일반영화,Wer,2013.0,0.0,67.0,both
3127.0,늙은자전거,문희융,"(주)영화사 북촌,대국미디어그룹,한국방송예술교육진흥원 ,영화사 키노(주)",,주식회사 마운틴픽쳐스,2015-11-12,개봉영화,장편,한국,17,"23,988,800","4,687","8,985,500","2,209",드라마,전체관람가,독립/예술영화,Old Bicycle,2014.0,0.0,244.0,both
8134.0,능수능란한손길푹빠진며느리,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2019-01-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,Gihuniokasareta Wakatuma,2017.0,0.0,1.0,both
8136.0,능욕당하는여자,시온 코마츠,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-08-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,I was raped because of shoplifting,2017.0,0.0,0.0,both
7016.0,능욕당한여자사키,오쿠 와타루,,(주)에스와이미디어,(주)에스와이미디어,2016-11-30,개봉영화,장편,일본,1,"100,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화,Woman Deprived of LOVE,2015.0,0.0,2.0,both
8137.0,능욕정사내옆집의남자,키탄,,(주)영진크리에이티브,(주)영진크리에이티브,2017-01-31,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,Tonari-no-Dantiduma 1,2015.0,0.0,1.0,both
4264.0,늦여름,조성규,하준사,,하준사,2018-10-25,개봉영화,장편,한국,9,"9,348,400","1,032","7,890,300",812,멜로/로맨스,15세이상관람가,독립/예술영화,Passing Summer,2018.0,0.0,22.0,both
7426.0,늦은밤의야한동창회,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-11-02,개봉영화,장편,일본,1,"24,000",4,0,0,성인물(에로),청소년관람불가,일반영화,Reunion Mature women lustful after a long absence,2016.0,0.0,0.0,both
1263.0,니드포스피드,스캇 워프,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-16,개봉영화,장편,미국,349,"835,859,900","105,340","222,825,000","25,663",액션,15세이상관람가,일반영화,Need for Speed,2014.0,0.0,838.0,both
8138.0,니코마법세계로의여행,로버트 킬라오,,(주)나우콘텐츠,(주)나우콘텐츠,2016-12-13,개봉영화,장편,미국,1,"8,000",1,0,0,애니메이션,전체관람가,일반영화,Niko: Journey to Magika,2014.0,0.0,2.0,both
757.0,니코산타비행단의모험,"캐리 주스넌,요르겐 레르담",,데이지엔터테인먼트,씨너스엔터테인먼트(주),2012-12-25,개봉영화,장편,핀란드,306,"2,786,834,000","407,264","630,429,500","88,120",애니메이션,전체관람가,일반영화,"Niko2 Little Brother, Big Trouble",2012.0,0.0,0.0,both
4231.0,닌자2섀도우어쌔신,아이삭 플로렌틴,,스크린조이,스크린조이,2014-10-16,개봉영화,장편,미국,20,"4,823,000","1,077","1,085,000",253,액션,청소년관람불가,일반영화,Ninja II ,2013.0,0.0,44.0,both
7018.0,닌자걸의정사,야마가 타카유키,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-05-08,개봉영화,장편,일본,1,"5,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화,Lady Ninja Hatsuki,2011.0,0.0,2.0,both
2693.0,닌자보이란타로극장판시끌벅적방학숙제대소동,후지모리 마사야,,"투니버스(주)온미디어,㈜크래커픽쳐스",팝엔터테인먼트,2012-02-23,개봉영화,장편,일본,64,"52,785,500","8,185","13,837,000","2,119",애니메이션,전체관람가,일반영화,劇場版アニメ 忍たま&#20081;太&#37070; 忍術&#23398;園 全員出動!の段,2011.0,0.0,0.0,both
6568.0,닌자보이란타로삼총사의대모험,코바야시 츠네오,,"㈜크래커픽쳐스,(주)머스트씨무비",(주)머스트씨무비,2012-10-11,개봉영화,장편,일본,1,"164,000",41,"164,000",41,애니메이션,전체관람가,일반영화,Nintama Rantarou The Movie,1996.0,0.0,0.0,both
3322.0,닌자어쌔신,제임스 맥티그,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2009-11-26,개봉영화,장편,미국,324,"26,991,274","3,471","11,079,000","1,378",액션,청소년관람불가,일반영화,Ninja Assassin,2009.0,0.0,0.0,both
5971.0,닌자어쌔신리벤지,"롭 바드,존 발라즈",,(주)케이알씨지,(주)케이알씨지,2017-06-29,개봉영화,장편,호주,5,"140,000",62,"20,000",10,액션,15세이상관람가,독립/예술영화,The Ninja Immovable Heart,2014.0,0.0,13.0,both
7019.0,닌자정사,와타나베 세이키,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-04-24,개봉영화,장편,일본,1,"150,000",10,0,0,액션,청소년관람불가,일반영화,KASUMI 7,2008.0,0.0,0.0,both
7017.0,닌자정사2,세지오,,(주)케이알씨지,(주)케이알씨지,2013-06-05,개봉영화,장편,일본,1,"150,000",10,0,0,드라마,청소년관람불가,일반영화,KASUMI VOL.8-CLASH KOUGA VS IGA NINJA,2009.0,0.0,0.0,both
764.0,닌자터틀,조나단 리브스만,,씨제이이앤엠(주),씨제이이앤엠(주),2014-08-28,개봉영화,장편,미국,479,"3,321,120,147","400,329","1,078,017,647","120,563",액션,12세이상관람가,일반영화,Teenage Mutant Ninja Turtles,2014.0,0.0,1571.0,both
945.0,닌자터틀어둠의히어로,데이브 그린,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-06-16,개봉영화,장편,미국,517,"1,934,052,000","235,207","562,213,400","64,425",액션,12세이상관람가,일반영화,Teenage Mutant Ninja Turtles : Out Of The Shadow,2016.0,0.0,2151.0,both
