"TITLE","OPEN_DT","OPEN_MONTH","OPEN_QUARTER","SHOW_TM","NATION_NM","TOP_COMPANY_NM","PRI_GENRE_NM","WATCH_GRADE_NM","SERIES","NAVER_CMT_NN","NAVER_EX_PT","ORI_BOOK","AUDI_ACC"
"마법사의 제자","2010-07-21","7","3",107,"미국","기타","드라마","전체관람가","0",115,0,"0",582698
"다크 섀도우","2012-05-10","5","2",112,"미국","워너브러더스 코리아(주)","드라마","15세이상관람가","0",171,0,"0",582126
"어린왕자","2015-12-23","12","4",106,"프랑스","기타","애니메이션","전체관람가","0",227,4537,"0",579130
"인시디어스: 두번째 집","2013-12-05","12","4",105,"미국","기타","공포","15세이상관람가","0",228,0,"0",577758
"백설공주","2012-05-03","5","2",108,"미국","롯데쇼핑㈜롯데엔터테인먼트","판타지","전체관람가","0",112,0,"0",576150
"극장판 헬로카봇: 옴파로스 섬의 비밀","2019-01-31","1","1",78,"한국","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","0",20,107,"0",575353
"채피","2015-03-12","3","1",120,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","15세이상관람가","0",253,2671,"0",573657
"섀도우 헌터스: 뼈의 도시","2013-09-12","9","3",129,"미국","롯데쇼핑㈜롯데엔터테인먼트","판타지","15세이상관람가","0",238,0,"0",571074
"루퍼","2012-10-11","10","4",119,"미국","기타","SF","청소년관람불가","0",43,0,"0",570010
"화이트 하우스 다운","2013-06-27","6","2",131,"미국","기타","액션","15세이상관람가","0",167,0,"0",569500
"파파","2012-02-01","2","1",116,"한국","롯데쇼핑㈜롯데엔터테인먼트","가족","12세이상관람가","0",275,0,"0",562156
"이스케이프 룸","2019-03-14","3","1",99,"미국","기타","액션","15세이상관람가","0",30,116,"0",561812
"스텝 업: 올 인","2014-09-03","9","3",111,"미국","기타","드라마","12세이상관람가","0",315,2473,"0",560620
"싱 스트리트","2016-05-19","5","2",105,"아일랜드","기타","드라마","15세이상관람가","0",351,1449,"0",560578
"레지던트 이블 5 : 최후의 심판","2012-09-13","9","3",95,"미국","기타","액션","청소년관람불가","1",162,0,"0",558433
"인시디어스4: 라스트 키","2018-01-31","1","1",103,"미국","기타","공포","15세이상관람가","0",97,2653,"0",554521
"아이스 에이지: 지구 대충돌","2016-07-20","7","3",94,"미국","이십세기폭스코리아(주)","애니메이션","전체관람가","1",147,2266,"0",553760
"그린치","2018-12-19","12","4",89,"미국","유니버설픽쳐스인터내셔널 코리아(유)","애니메이션","전체관람가","0",25,292,"0",552962
"메카닉: 리크루트","2016-08-31","8","3",97,"미국","기타","액션","15세이상관람가","1",105,2497,"0",551897
"극장판 요괴워치: 탄생의 비밀이다냥!","2015-07-22","7","3",96,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","0",175,5836,"0",550728
"점박이 한반도의 공룡2 : 새로운 낙원","2018-12-25","12","4",93,"한국","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","0",46,192,"0",550059
"너는 펫","2011-11-10","11","4",110,"한국","롯데쇼핑㈜롯데엔터테인먼트","멜로","12세이상관람가","0",689,0,"0",540972
"그날, 바다","2018-04-12","4","2",110,"한국","기타","다큐멘터리","15세이상관람가","0",299,945,"0",540558
"툼레이더","2018-03-08","3","1",117,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","1",93,279,"0",540410
"애프터 어스","2013-05-30","5","2",100,"미국","기타","SF","12세이상관람가","0",265,0,"0",537920
"메리와 마녀의 꽃","2017-12-07","12","4",102,"일본","기타","애니메이션","전체관람가","0",148,4379,"1",535354
"페르디난드","2018-01-03","1","1",107,"미국","이십세기폭스코리아(주)","애니메이션","전체관람가","0",150,835,"1",533776
"사이코메트리","2013-03-07","3","1",108,"한국","씨제이이앤엠(주)","미스터리","청소년관람불가","0",610,0,"0",531953
"버닝","2018-05-17","5","2",147,"한국","기타","미스터리","청소년관람불가","0",6249,10341,"1",528153
"챔프","2011-09-07","9","3",133,"한국","기타","드라마","12세이상관람가","0",210,0,"0",528149
"7년의 밤","2018-03-28","3","1",123,"한국","씨제이이앤엠(주)","스릴러","15세이상관람가","0",514,5888,"1",528007
"메가로돈","2018-08-15","8","3",113,"미국","워너브러더스 코리아(주)","액션","12세이상관람가","0",173,376,"0",527331
"러브 & 드럭스","2011-01-13","1","1",112,"미국","이십세기폭스코리아(주)","멜로","청소년관람불가","0",201,0,"0",527077
"몬스터","2014-03-13","3","1",113,"한국","롯데쇼핑㈜롯데엔터테인먼트","스릴러","청소년관람불가","0",562,83,"0",526282
"콰이어트 플레이스","2018-04-12","4","2",90,"미국","롯데쇼핑㈜롯데엔터테인먼트","공포","15세이상관람가","0",71,213,"0",526073
"명탐정 코난: 11번째 스트라이커","2012-07-19","7","3",110,"일본","씨제이이앤엠(주)","애니메이션","12세이상관람가","1",811,0,"0",524914
"언노운","2011-02-17","2","1",113,"미국","워너브러더스 코리아(주)","드라마","15세이상관람가","0",68,0,"1",522794
"헬머니","2015-03-05","3","1",108,"한국","(주)넥스트엔터테인먼트월드(NEW)","코미디","청소년관람불가","0",267,6556,"0",519983
"퍼시 잭슨과 괴물의 바다","2013-09-12","9","3",106,"미국","이십세기폭스코리아(주)","판타지","12세이상관람가","1",537,0,"0",519584
"얼라이드","2017-01-11","1","1",123,"미국","롯데쇼핑㈜롯데엔터테인먼트","스릴러","15세이상관람가","0",596,1400,"0",518886
"호두까기 인형과 4개의 왕국","2018-12-06","12","4",99,"미국","기타","판타지","전체관람가","0",31,565,"0",518272
"소셜 네트워크","2010-11-18","11","4",120,"미국","기타","드라마","15세이상관람가","0",97,0,"1",517286
"고스트버스터즈","2016-08-25","8","3",116,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","12세이상관람가","0",338,2374,"0",515522
"피라냐","2010-08-26","8","3",88,"미국","기타","액션","청소년관람불가","0",178,0,"0",515074
"퍼스트 어벤져","2011-07-28","7","3",123,"미국","씨제이이앤엠(주)","액션","12세이상관람가","0",159,0,"0",514417
"거울나라의 앨리스","2016-09-07","9","3",112,"미국","기타","어드벤처","12세이상관람가","1",523,7616,"0",513202
"발레리안: 천 개 행성의 도시","2017-08-30","8","3",136,"프랑스","기타","액션","12세이상관람가","0",311,4415,"1",511931
"프렌즈: 몬스터섬의비밀","2011-12-29","12","4",88,"일본","기타","애니메이션","전체관람가","0",93,0,"0",510996
"가려진 시간","2016-11-16","11","4",129,"한국","기타","드라마","12세이상관람가","0",395,12208,"0",510878
"먹고 기도하고 사랑하라","2010-09-30","9","3",139,"미국","기타","드라마","15세이상관람가","0",31,0,"1",509623
"극장판 포켓몬스터 너로 정했다!","2017-12-21","12","4",97,"일본","기타","애니메이션","전체관람가","1",316,3695,"0",509555
"명탐정 코난: 순흑의 악몽","2016-08-03","8","3",111,"일본","씨제이이앤엠(주)","애니메이션","12세이상관람가","1",738,18126,"0",507508
"남자사용설명서","2013-02-14","2","1",116,"한국","기타","코미디","15세이상관람가","0",1106,0,"0",507257
"셰이프 오브 워터: 사랑의 모양","2018-02-22","2","1",123,"미국","이십세기폭스코리아(주)","어드벤처","청소년관람불가","0",108,1623,"1",506261
"도라에몽 : 스탠 바이 미","2015-02-12","2","1",94,"일본","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","1",202,14244,"0",503516
"그레이트 월","2017-02-15","2","1",103,"미국","유니버설픽쳐스인터내셔널 코리아(유)","판타지","12세이상관람가","0",628,1501,"0",501286
"노예 12년","2014-02-27","2","1",133,"미국","기타","드라마","15세이상관람가","0",786,0,"1",498004
"아부의 왕","2012-06-21","6","2",118,"한국","롯데쇼핑㈜롯데엔터테인먼트","코미디","15세이상관람가","0",91,0,"0",497880
"캐치미","2013-12-18","12","4",114,"한국","롯데쇼핑㈜롯데엔터테인먼트","코미디","12세이상관람가","0",770,0,"0",492773
"무서운 이야기 2","2013-06-05","6","2",95,"한국","롯데쇼핑㈜롯데엔터테인먼트","미스터리","15세이상관람가","1",743,0,"0",492465
"불량남녀","2010-11-04","11","4",108,"한국","기타","코미디","15세이상관람가","0",102,0,"0",491207
"스타 이즈 본","2018-10-09","10","4",135,"미국","워너브러더스 코리아(주)","드라마","15세이상관람가","0",34,218,"0",490957
"곰돌이 푸 다시 만나 행복해","2018-10-03","10","4",103,"미국","기타","어드벤처","전체관람가","0",51,480,"0",490307
"레드","2010-11-03","11","4",111,"미국","기타","액션","15세이상관람가","1",78,0,"0",489855
"또 하나의 약속","2014-02-06","2","1",115,"한국","기타","드라마","12세이상관람가","0",4123,0,"0",489409
"카3: 새로운 도전","2017-07-13","7","3",108,"미국","기타","애니메이션","전체관람가","1",273,3006,"0",487916
"침묵","2017-11-02","11","4",125,"한국","씨제이이앤엠(주)","드라마","15세이상관람가","0",318,5381,"0",487897
"해어화","2016-04-13","4","2",120,"한국","롯데쇼핑㈜롯데엔터테인먼트","사극","15세이상관람가","0",2064,9015,"0",485083
"계춘할망","2016-05-19","5","2",116,"한국","기타","가족","15세이상관람가","0",465,6385,"0",480987
"소녀괴담","2014-07-02","7","3",90,"한국","기타","미스터리","15세이상관람가","0",182,3750,"0",480528
"조선미녀삼총사","2014-01-29","1","1",106,"한국","기타","코미디","12세이상관람가","0",1181,0,"0",480361
"친정엄마","2010-04-22","4","2",108,"한국","기타","드라마","전체관람가","0",258,0,"0",478822
"넛잡: 땅콩 도둑들","2014-01-29","1","1",85,"한국","기타","애니메이션","전체관람가","1",404,0,"0",478392
"로봇, 소리","2016-01-27","1","1",117,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","12세이상관람가","0",821,5859,"0",476665
"트리플 엑스 리턴즈","2017-02-08","2","1",106,"미국","롯데쇼핑㈜롯데엔터테인먼트","액션","15세이상관람가","1",323,1709,"0",475309
"변산","2018-07-04","7","3",122,"한국","기타","드라마","15세이상관람가","0",169,1025,"0",474137
"위험한 상견례 2","2015-04-29","4","2",118,"한국","기타","멜로","15세이상관람가","1",364,2757,"0",472693
"잠베지아: 신비한 나무섬의 비밀","2012-12-25","12","4",83,"기타","롯데쇼핑㈜롯데엔터테인먼트","애니메이션","전체관람가","0",76,0,"0",472692
"슈퍼 에이트","2011-06-16","6","2",112,"미국","씨제이이앤엠(주)","SF","12세이상관람가","0",171,0,"0",472118
"카운트다운","2011-09-29","9","3",119,"한국","기타","드라마","청소년관람불가","0",113,0,"0",471547
"식객2 : 김치전쟁","2010-01-28","1","1",119,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","전체관람가","0",270,0,"0",471103
"명탐정 코난 : 화염의 해바라기","2015-08-05","8","3",112,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","1",365,11984,"0",470990
"리얼","2017-06-28","6","2",137,"한국","씨제이이앤엠(주)","액션","청소년관람불가","0",1992,25803,"0",470105
"적인걸: 측천무후의 비밀","2010-10-06","10","4",123,"중국","롯데쇼핑㈜롯데엔터테인먼트","액션","12세이상관람가","0",57,0,"1",468273
"페이스메이커","2012-01-18","1","1",124,"한국","기타","드라마","12세이상관람가","0",391,0,"0",467697
"글래스","2019-01-17","1","1",129,"미국","기타","드라마","15세이상관람가","0",80,468,"0",466475
"마담 뺑덕","2014-10-02","10","4",111,"한국","씨제이이앤엠(주)","멜로","청소년관람불가","0",281,7380,"0",465749
"카 2","2011-07-20","7","3",113,"미국","기타","애니메이션","전체관람가","0",88,0,"0",465607
"너의 췌장을 먹고 싶어","2017-10-25","10","4",115,"일본","(주)넥스트엔터테인먼트월드(NEW)","드라마","12세이상관람가","0",314,4849,"1",465495
"순수의 시대","2015-03-05","3","1",113,"한국","씨제이이앤엠(주)","사극","청소년관람불가","0",292,7092,"1",465492
"생텀","2011-02-10","2","1",108,"미국","기타","어드벤처","15세이상관람가","0",124,0,"0",464607
"락아웃: 익스트림미션","2012-06-14","6","2",94,"미국","롯데쇼핑㈜롯데엔터테인먼트","SF","15세이상관람가","0",44,0,"0",462176
"언스토퍼블","2010-11-10","11","4",98,"미국","이십세기폭스코리아(주)","액션","12세이상관람가","0",73,0,"0",459535
"라이프","2017-04-05","4","2",103,"미국","기타","SF","15세이상관람가","0",320,1716,"0",459421
"동네사람들","2018-11-07","11","4",99,"한국","기타","액션","15세이상관람가","0",76,517,"0",459020
"세 얼간이","2011-08-18","8","3",141,"인도","기타","코미디","12세이상관람가","0",6082,39,"1",458988
"노브레싱","2013-10-30","10","4",118,"한국","기타","드라마","15세이상관람가","0",2227,0,"0",451669
"원더풀 고스트","2018-09-26","9","3",96,"한국","기타","코미디","12세이상관람가","0",110,946,"0",450374
"클라우드 아틀라스","2013-01-09","1","1",172,"미국","(주)넥스트엔터테인먼트월드(NEW)","SF","청소년관람불가","0",1322,0,"1",449071
"히든 피겨스","2017-03-23","3","1",126,"미국","이십세기폭스코리아(주)","드라마","12세이상관람가","0",373,1921,"1",448923
"명탐정 코난:진홍의 연가","2017-08-02","8","3",112,"일본","씨제이이앤엠(주)","애니메이션","12세이상관람가","1",672,11174,"0",448381
"대한민국 1%","2010-05-05","5","2",105,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","12세이상관람가","0",247,0,"0",447569
"빅쇼트","2016-01-21","1","1",130,"미국","롯데쇼핑㈜롯데엔터테인먼트","드라마","청소년관람불가","0",104,1085,"1",446664
"파라노말 액티비티","2010-01-13","1","1",85,"미국","(주)넥스트엔터테인먼트월드(NEW)","공포","12세이상관람가","0",265,0,"0",446510
"반드시 잡는다","2017-11-29","11","4",110,"한국","(주)넥스트엔터테인먼트월드(NEW)","스릴러","15세이상관람가","0",263,2344,"0",446379
"뽀로로 극장판 컴퓨터 왕국 대모험","2015-12-10","12","4",62,"한국","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","0",160,1000,"0",445014
"헌츠맨: 윈터스 워","2016-04-13","4","2",113,"미국","유니버설픽쳐스인터내셔널 코리아(유)","액션","12세이상관람가","0",156,2702,"0",445009
"익스펜더블 2","2012-09-06","9","3",100,"미국","롯데쇼핑㈜롯데엔터테인먼트","액션","15세이상관람가","0",81,0,"0",444045
"밀레니엄 : 여자를 증오한 남자들","2012-01-11","1","1",157,"미국","기타","스릴러","청소년관람불가","1",66,0,"1",443889
"울지마, 톤즈","2010-09-09","9","3",91,"한국","기타","다큐멘터리","전체관람가","0",185,0,"0",441707
"워리어스 웨이","2010-12-01","12","4",100,"미국","기타","액션","15세이상관람가","0",397,0,"0",437101
"시즌 오브 더 위치: 마녀 호송단","2011-01-13","1","1",94,"미국","(주)넥스트엔터테인먼트월드(NEW)","어드벤처","15세이상관람가","0",39,0,"0",435201
"원라인","2017-03-29","3","1",131,"한국","(주)넥스트엔터테인먼트월드(NEW)","범죄","15세이상관람가","0",217,3962,"0",433825
"협녀, 칼의 기억","2015-08-13","8","3",120,"한국","롯데쇼핑㈜롯데엔터테인먼트","사극","15세이상관람가","0",1243,5465,"0",431310
"터닝메카드W: 블랙미러의 부활","2017-01-18","1","1",72,"한국","기타","애니메이션","전체관람가","0",297,5861,"0",429569
"창수","2013-11-28","11","4",103,"한국","기타","드라마","청소년관람불가","0",473,0,"0",429141
"랭고","2011-03-03","3","1",104,"미국","씨제이이앤엠(주)","애니메이션","전체관람가","0",115,0,"0",428896
"오피스","2015-09-03","9","3",111,"한국","기타","스릴러","15세이상관람가","0",258,3593,"0",428429
"모비딕","2011-06-09","6","2",112,"한국","기타","스릴러","15세이상관람가","0",72,0,"0",428139
"스머프: 비밀의 숲","2017-04-28","4","2",89,"미국","기타","애니메이션","전체관람가","1",51,1621,"0",427764
"두 개의 달","2012-07-12","7","3",86,"한국","롯데쇼핑㈜롯데엔터테인먼트","공포","15세이상관람가","0",123,0,"0",425972
"나를 잊지 말아요","2016-01-07","1","1",106,"한국","씨제이이앤엠(주)","멜로","15세이상관람가","0",235,6851,"0",425799
"다이버전트","2014-04-16","4","2",139,"미국","롯데쇼핑㈜롯데엔터테인먼트","SF","15세이상관람가","1",159,630,"1",424041
"티끌모아 로맨스","2011-11-10","11","4",114,"한국","기타","멜로","15세이상관람가","0",344,0,"0",424002
"신이 보낸 사람","2014-02-13","2","1",112,"한국","기타","드라마","15세이상관람가","0",1534,0,"0",423026
"흥부: 글로 세상을 바꾼 자","2018-02-14","2","1",105,"한국","롯데쇼핑㈜롯데엔터테인먼트","사극","12세이상관람가","0",257,4290,"0",416303
"그린 북","2019-01-09","1","1",130,"미국","기타","드라마","12세이상관람가","0",22,98,"0",415508
"무뢰한","2015-05-27","5","2",118,"한국","기타","멜로","청소년관람불가","0",200,4059,"0",414626
"해피 데스데이 2 유","2019-02-14","2","1",100,"미국","유니버설픽쳐스인터내셔널 코리아(유)","공포","15세이상관람가","1",32,200,"0",412850
"킹 아서: 제왕의 검","2017-05-17","5","2",126,"영국","워너브러더스 코리아(주)","판타지","12세이상관람가","0",347,1115,"0",412843
"주온 : 끝의 시작","2014-07-16","7","3",90,"일본","(주)넥스트엔터테인먼트월드(NEW)","공포","15세이상관람가","0",540,1608,"0",410644
"극장판 공룡메카드: 타이니소어의 섬","2019-01-10","1","1",70,"한국","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","0",17,87,"0",410131
"러빙 빈센트","2017-11-09","11","4",94,"영국","기타","애니메이션","15세이상관람가","0",46,2242,"0",408322
"넛잡 2","2017-10-03","10","4",91,"한국","롯데쇼핑㈜롯데엔터테인먼트","애니메이션","전체관람가","0",249,1086,"0",407727
"니코: 산타비행단의 모험","2012-12-25","12","4",76,"기타","기타","애니메이션","전체관람가","0",234,0,"0",407264
"나의 소녀시대","2016-05-12","5","2",134,"대만","기타","멜로","15세이상관람가","0",373,7104,"0",406284
"섹스 앤 더 시티 2","2010-06-10","6","2",144,"미국","워너브러더스 코리아(주)","드라마","청소년관람불가","0",74,0,"0",405580
"좋은 친구들","2014-07-10","7","3",114,"한국","씨제이이앤엠(주)","범죄","청소년관람불가","0",192,2153,"0",404456
"아메리칸 메이드","2017-09-14","9","3",114,"미국","유니버설픽쳐스인터내셔널 코리아(유)","범죄","15세이상관람가","0",101,1091,"0",401541
"아스트로 보이-아톰의 귀환","2010-01-13","1","1",93,"미국","기타","애니메이션","전체관람가","0",176,0,"0",401477
"닌자터틀","2014-08-28","8","3",101,"미국","씨제이이앤엠(주)","액션","12세이상관람가","1",310,1571,"0",400329
"판타스틱 4","2015-08-20","8","3",100,"미국","이십세기폭스코리아(주)","액션","12세이상관람가","0",1497,3209,"1",399667
"익스펜더블","2010-08-19","8","3",103,"미국","기타","스릴러","청소년관람불가","1",410,0,"0",398097
"사랑이 무서워","2011-03-10","3","1",112,"한국","롯데쇼핑㈜롯데엔터테인먼트","코미디","15세이상관람가","0",61,0,"0",397923
"몬스터 패밀리","2017-12-21","12","4",92,"독일","기타","애니메이션","전체관람가","0",419,983,"0",397633
"명탐정 코난 : 이차원의 저격수","2014-08-06","8","3",110,"일본","씨제이이앤엠(주)","애니메이션","12세이상관람가","1",564,6455,"0",397381
"명탐정 코난 : 제로의 집행인","2018-08-08","8","3",110,"일본","씨제이이앤엠(주)","애니메이션","12세이상관람가","1",71,1074,"0",395408
"명탐정 코난 : 수평선상의 음모","2013-08-07","8","3",107,"일본","씨제이이앤엠(주)","애니메이션","12세이상관람가","1",546,0,"1",389253
"피터 래빗","2018-05-16","5","2",94,"미국","기타","애니메이션","전체관람가","0",28,204,"0",388300
"론 레인저","2013-07-04","7","3",149,"미국","기타","액션","15세이상관람가","0",214,0,"0",387527
"내 심장을 쏴라","2015-01-28","1","1",101,"한국","기타","드라마","15세이상관람가","0",419,6860,"1",387409
"나의 독재자","2014-10-30","10","4",127,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","15세이상관람가","0",977,2953,"0",385934
"천재 강아지 미스터 피바디","2014-04-24","4","2",92,"미국","씨제이이앤엠(주)","애니메이션","전체관람가","0",323,502,"0",385552
"언더 워터","2016-07-13","7","3",86,"미국","유니버설픽쳐스인터내셔널 코리아(유)","공포","15세이상관람가","0",56,1508,"0",384789
"크로니클","2012-03-15","3","1",84,"미국","이십세기폭스코리아(주)","액션","15세이상관람가","0",82,0,"0",383862
"보통사람","2017-03-23","3","1",121,"한국","기타","드라마","15세이상관람가","0",366,2459,"0",383336
"소수의견","2015-06-24","6","2",126,"한국","기타","드라마","15세이상관람가","0",1144,5222,"1",383332
"트론: 새로운 시작","2010-12-29","12","4",125,"미국","기타","SF","12세이상관람가","1",193,0,"0",382607
"내 이름은 칸","2011-03-24","3","1",128,"인도","기타","드라마","12세이상관람가","0",638,0,"0",381243
"대장 김창수","2017-10-19","10","4",114,"한국","기타","드라마","12세이상관람가","0",497,3259,"1",380581
"스토커","2013-02-28","2","1",99,"미국","이십세기폭스코리아(주)","드라마","청소년관람불가","0",536,0,"0",378729
"공자 춘추전국시대","2010-02-11","2","1",108,"중국","기타","드라마","12세이상관람가","0",131,0,"0",377801
"프롬 파리 위드 러브","2010-03-11","3","1",94,"프랑스","기타","액션","청소년관람불가","0",60,0,"1",375573
"컨트롤러","2011-03-03","3","1",105,"미국","유니버설픽쳐스인터내셔널 코리아(유)","스릴러","12세이상관람가","0",108,0,"0",373344
"눈의 여왕 3: 눈과 불의 마법대결","2017-01-04","1","1",89,"러시아","기타","애니메이션","전체관람가","0",63,1912,"0",366442
"극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」","2010-12-23","12","4",97,"일본","기타","애니메이션","전체관람가","1",305,0,"0",366277
"그레이의 50가지 그림자","2015-02-26","2","1",125,"미국","유니버설픽쳐스인터내셔널 코리아(유)","드라마","청소년관람불가","1",332,7027,"1",364415
"파라노말 액티비티 2","2010-10-21","10","4",90,"미국","기타","공포","12세이상관람가","0",225,0,"0",364251
"레드 라이딩 후드","2011-03-17","3","1",100,"미국","워너브러더스 코리아(주)","드라마","15세이상관람가","0",154,0,"1",362572
"홈","2015-05-21","5","2",93,"미국","씨제이이앤엠(주)","애니메이션","전체관람가","0",85,968,"0",360556
"블라인드 사이드","2010-04-15","4","2",128,"미국","워너브러더스 코리아(주)","드라마","12세이상관람가","0",210,0,"1",359899
"극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」","2011-12-22","12","4",98,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","1",118,0,"0",359663
"클로버필드 10번지","2016-04-07","4","2",103,"미국","롯데쇼핑㈜롯데엔터테인먼트","미스터리","15세이상관람가","0",399,1517,"0",356976
"경성학교: 사라진 소녀들","2015-06-18","6","2",99,"한국","롯데쇼핑㈜롯데엔터테인먼트","미스터리","15세이상관람가","0",224,8640,"0",356342
"어쌔신 크리드","2017-01-11","1","1",115,"미국","이십세기폭스코리아(주)","액션","15세이상관람가","0",916,5645,"0",355913
"플립","2017-07-12","7","3",89,"미국","(주)팝엔터테인먼트","드라마","12세이상관람가","0",3877,10110,"1",354601
"극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~","2018-12-19","12","4",103,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","0",90,545,"0",353012
"석조저택 살인사건","2017-05-09","5","2",108,"한국","기타","스릴러","15세이상관람가","0",138,1987,"1",351830
"커플즈","2011-11-02","11","4",110,"한국","기타","멜로","15세이상관람가","0",118,0,"0",351779
"미드나잇 인 파리","2012-07-05","7","3",94,"미국","기타","코미디","15세이상관람가","0",55,6,"0",351555
"싱글라이더","2017-02-22","2","1",97,"한국","워너브러더스 코리아(주)","드라마","15세이상관람가","0",347,3838,"0",351276
"그녀","2014-05-22","5","2",125,"미국","기타","드라마","청소년관람불가","0",374,1333,"0",351091
"오즈 그레이트 앤드 파워풀","2013-03-07","3","1",130,"미국","기타","판타지","전체관람가","0",150,0,"0",350563
"극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」","2012-12-19","12","4",72,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","1",293,0,"0",348883
"7호실","2017-11-15","11","4",100,"한국","롯데쇼핑㈜롯데엔터테인먼트","코미디","15세이상관람가","0",320,12977,"0",347790
"치외법권","2015-08-27","8","3",103,"한국","기타","액션","15세이상관람가","0",282,3298,"0",346483
"짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부","2011-05-05","5","2",100,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","1",504,0,"0",346441
"링컨: 뱀파이어 헌터","2012-08-30","8","3",105,"미국","이십세기폭스코리아(주)","액션","청소년관람불가","0",55,0,"1",344876
"아메리칸 스나이퍼","2015-01-14","1","1",132,"미국","워너브러더스 코리아(주)","액션","청소년관람불가","0",100,1823,"1",344766
"러브 유어셀프 인 서울","2019-01-26","1","1",111,"한국","기타","공연","전체관람가","0",42,883,"0",342366
"숲속으로","2014-12-24","12","4",124,"미국","기타","뮤지컬","전체관람가","0",155,3514,"0",341882
"하이힐","2014-06-03","6","2",124,"한국","롯데쇼핑㈜롯데엔터테인먼트","범죄","청소년관람불가","0",274,2252,"0",339844
"음치 클리닉","2012-11-29","11","4",124,"한국","롯데쇼핑㈜롯데엔터테인먼트","멜로","12세이상관람가","0",618,0,"0",338168
"맨발의 꿈","2010-06-24","6","2",121,"한국","기타","드라마","전체관람가","0",200,0,"0",338080
"허스토리","2018-06-27","6","2",120,"한국","(주)넥스트엔터테인먼트월드(NEW)","드라마","12세이상관람가","0",85,494,"0",336822
"패딩턴 2","2018-02-08","2","1",103,"프랑스","기타","코미디","전체관람가","0",99,1346,"0",335906
"늑대아이","2012-09-13","9","3",117,"일본","기타","애니메이션","전체관람가","0",134,0,"1",335706
"내 사랑","2017-07-12","7","3",115,"아일랜드","기타","드라마","12세이상관람가","0",266,1305,"0",334423
"미나문방구","2013-05-16","5","2",106,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","전체관람가","0",3141,0,"0",334323
"극장판 짱구는 못말려 : 습격!! 외계인 덩덩이","2017-07-20","7","3",103,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","0",107,4821,"0",333082
"남영동1985","2012-11-22","11","4",106,"한국","기타","드라마","15세이상관람가","0",1066,0,"0",332619
"에베레스트","2015-09-24","9","3",121,"미국","유니버설픽쳐스인터내셔널 코리아(유)","어드벤처","12세이상관람가","0",101,1559,"1",332180
"위자: 저주의 시작","2016-11-09","11","4",98,"미국","유니버설픽쳐스인터내셔널 코리아(유)","공포","12세이상관람가","1",45,879,"0",331877
"무서운 이야기","2012-07-25","7","3",108,"한국","롯데쇼핑㈜롯데엔터테인먼트","공포","청소년관람불가","1",75,0,"0",331760
"극장판 요괴워치: 염라대왕과 5개의 이야기다냥!","2016-07-20","7","3",93,"일본","씨제이이앤엠(주)","애니메이션","전체관람가","0",220,2481,"0",330665
"킬러스","2010-09-02","9","3",100,"미국","(주)넥스트엔터테인먼트월드(NEW)","액션","15세이상관람가","0",100,0,"0",329086
"선 오브 갓","2014-04-10","4","2",137,"미국","기타","드라마","12세이상관람가","0",260,2460,"0",329029
"링컨 차를 타는 변호사","2011-06-16","6","2",118,"미국","기타","범죄","15세이상관람가","0",51,0,"1",327612
"잭 라이언 : 코드네임 쉐도우","2014-01-16","1","1",105,"미국","씨제이이앤엠(주)","액션","12세이상관람가","0",103,0,"0",327591
"미드나잇 선","2018-06-21","6","2",91,"미국","기타","멜로","12세이상관람가","0",34,156,"0",326086
"스폰지밥 3D","2015-02-18","2","1",92,"미국","씨제이이앤엠(주)","애니메이션","전체관람가","0",179,5389,"0",325016
"사랑하기 때문에","2017-01-04","1","1",110,"한국","(주)넥스트엔터테인먼트월드(NEW)","코미디","12세이상관람가","0",464,7040,"0",324420
"희생부활자","2017-10-12","10","4",91,"한국","기타","미스터리","15세이상관람가","0",234,5472,"1",323628
"옥자","2017-06-29","6","2",120,"미국","(주)넥스트엔터테인먼트월드(NEW)","어드벤처","12세이상관람가","0",695,12426,"0",321550
