"TITLE","OPEN_DT","OPEN_MONTH","OPEN_QUARTER","SHOW_TM","NATION_NM","TOP_COMPANY_NM","PRI_GENRE_NM","WATCH_GRADE_NM","SERIES","NAVER_CMT_NN","NAVER_EX_PT","ORI_BOOK","AUDI_ACC"
"노크 노크","2015-10-22","10","4",99,"미국","(주)팝엔터테인먼트","스릴러","청소년관람불가","0",302,498,"0",4024
"애프터 파티","2014-10-29","10","4",78,"스페인","기타","공포","청소년관람불가","0",0,0,"0",4006
"프랑코포니아","2016-06-16","6","2",87,"프랑스","기타","드라마","12세이상관람가","0",6,157,"0",4005
"하이프 네이션 : 힙합사기꾼","2014-01-16","1","1",83,"한국","기타","범죄","청소년관람불가","0",1797,0,"0",3996
"베러 와치 아웃","2018-02-08","2","1",88,"호주","기타","공포","청소년관람불가","0",73,224,"0",3995
"이터너티","2017-05-18","5","2",114,"프랑스","기타","멜로","12세이상관람가","0",8,256,"1",3992
"아버지의 이메일","2014-04-24","4","2",88,"한국","기타","다큐멘터리","12세이상관람가","0",32,163,"0",3982
"세상의 끝에서 커피 한잔","2015-11-05","11","4",119,"일본","기타","드라마","12세이상관람가","0",17,257,"0",3965
"할머니의 먼 집","2016-09-29","9","3",91,"한국","기타","다큐멘터리","전체관람가","0",12,291,"0",3957
"그 강아지 그 고양이","2013-12-12","12","4",104,"한국","씨제이이앤엠(주)","멜로","12세이상관람가","0",161,0,"0",3956
"투 나잇 스탠드","2015-05-07","5","2",86,"미국","와이드 릴리즈(주)","멜로","청소년관람불가","0",25,236,"0",3954
"런던시계탑 밑에서 사랑을 찾을 확률","2016-01-28","1","1",88,"영국","기타","코미디","15세이상관람가","0",75,1231,"0",3948
"거룩한 분노","2018-06-28","6","2",96,"기타","기타","드라마","12세이상관람가","0",8,72,"0",3926
"극장판: 타이거 앤 버니","2013-02-28","2","1",92,"일본","기타","애니메이션","전체관람가","0",77,0,"0",3906
"원피스 : 에피소드 오브 메리 ~ 또 하나의 동료 이야기 ~","2014-08-28","8","3",106,"일본","와이드 릴리즈(주)","애니메이션","15세이상관람가","0",89,1143,"0",3902
"1789, 바스티유의 연인들","2014-09-18","9","3",128,"한국","유니버설픽쳐스인터내셔널 코리아(유)","뮤지컬","전체관람가","0",32,153,"0",3892
"사랑과 어둠의 이야기","2016-09-01","9","3",98,"미국","기타","드라마","12세이상관람가","0",75,322,"1",3891
"참새들의 합창","2010-05-05","5","2",97,"기타","기타","드라마","전체관람가","0",0,0,"0",3889
"생각보다 맑은","2015-01-22","1","1",77,"한국","기타","애니메이션","12세이상관람가","0",190,650,"0",3881
"우리 의사 선생님","2010-04-29","4","2",127,"일본","(주)영화사 진진","드라마","12세이상관람가","0",2,0,"0",3868
"나의 아들, 나의 어머니","2015-12-17","12","4",69,"한국","기타","다큐멘터리","전체관람가","0",14,153,"0",3860
"여자의 일생","2017-04-06","4","2",119,"프랑스","기타","멜로","15세이상관람가","0",2,100,"0",3860
"하드데이","2014-01-16","1","1",104,"미국","기타","액션","15세이상관람가","0",118,0,"0",3852
"레이스","2016-05-25","5","2",134,"캐나다","기타","드라마","12세이상관람가","0",127,309,"0",3849
"언프리티 소셜 스타","2018-02-22","2","1",98,"미국","기타","코미디","15세이상관람가","0",9,75,"0",3849
"탠저린","2018-01-25","1","1",87,"미국","기타","코미디","청소년관람불가","0",31,116,"0",3844
"리미츠 오브 컨트롤","2010-08-12","8","3",116,"미국","기타","드라마","15세이상관람가","0",10,0,"0",3841
"소림사 2014","2014-08-28","8","3",111,"중국","기타","드라마","청소년관람불가","0",66,89,"0",3834
"업사이드 다운","2016-04-14","4","2",65,"한국","기타","다큐멘터리","12세이상관람가","0",79,589,"0",3833
"마테호른","2014-01-09","1","1",87,"기타","기타","드라마","15세이상관람가","0",39,0,"0",3833
"산다","2015-05-21","5","2",165,"한국","기타","드라마","청소년관람불가","0",21,194,"0",3829
"아프리카의 눈물","2011-03-24","3","1",85,"한국","기타","다큐멘터리","12세이상관람가","0",9,0,"0",3824
"사랑해! 진영아","2013-11-07","11","4",102,"한국","기타","드라마","15세이상관람가","0",97,0,"0",3823
"그라운드의 이방인","2015-03-19","3","1",102,"한국","기타","다큐멘터리","전체관람가","0",20,286,"0",3822
"서서 자는 나무","2010-12-09","12","4",103,"한국","기타","멜로","전체관람가","0",47,0,"0",3820
"식구","2018-07-12","7","3",102,"한국","기타","드라마","15세이상관람가","0",23,347,"0",3816
"오월愛","2011-05-12","5","2",101,"한국","기타","다큐멘터리","전체관람가","0",5,0,"0",3810
"제이니 존스","2012-08-23","8","3",107,"미국","기타","드라마","15세이상관람가","0",4,0,"0",3794
"마린","2012-12-06","12","4",100,"프랑스","기타","드라마","청소년관람불가","0",17,0,"0",3788
"이니시에이션 러브","2016-03-17","3","1",109,"일본","(주)박수엔터테인먼트","멜로","12세이상관람가","0",64,234,"1",3781
"청춘학당 : 풍기문란 보쌈 야사","2014-03-27","3","1",89,"한국","(주)박수엔터테인먼트","멜로","청소년관람불가","0",134,743,"0",3772
"옹녀뎐","2014-08-21","8","3",94,"한국","기타","멜로","청소년관람불가","0",3,100,"0",3765
"투와이스 본","2014-10-30","10","4",129,"이탈리아","기타","드라마","청소년관람불가","0",26,144,"1",3753
"위층여자","2014-10-29","10","4",95,"한국","기타","멜로","청소년관람불가","0",47,305,"0",3739
"맨헌트","2018-01-25","1","1",109,"중국","기타","액션","15세이상관람가","0",60,470,"0",3738
"조지 해리슨","2012-07-19","7","3",208,"미국","기타","다큐멘터리","12세이상관람가","0",11,0,"0",3737
"어머니","2012-04-05","4","2",101,"한국","기타","다큐멘터리","12세이상관람가","0",2,0,"0",3730
"1월의 두 얼굴","2014-09-11","9","3",96,"영국","(주)영화사 진진","스릴러","15세이상관람가","0",18,95,"1",3720
"철원기행","2016-04-21","4","2",102,"한국","기타","드라마","12세이상관람가","0",16,200,"0",3714
"사랑에 빠진 것처럼","2013-10-17","10","4",109,"프랑스","기타","드라마","15세이상관람가","0",24,0,"0",3712
"미스터 하이네켄","2015-09-17","9","3",94,"영국","기타","액션","15세이상관람가","0",62,155,"0",3711
"아웃사이더","2015-06-21","6","2",94,"미국","기타","액션","15세이상관람가","0",6,19,"0",3711
"뮤지컬 쉬 러브즈 미","2017-07-06","7","3",133,"미국","기타","공연","전체관람가","0",31,587,"0",3709
"디아틀로프","2013-06-13","6","2",96,"미국","(주)팝엔터테인먼트","스릴러","15세이상관람가","0",20,0,"0",3707
"델타 보이즈","2017-06-08","6","2",120,"한국","기타","드라마","15세이상관람가","0",103,467,"0",3705
"악인","2011-06-09","6","2",139,"일본","기타","드라마","청소년관람불가","0",11,0,"1",3703
"마셰티","2011-04-21","4","2",104,"미국","기타","액션","청소년관람불가","0",76,0,"0",3702
"은혼2: 규칙은 깨라고 있는 것","2018-12-13","12","4",134,"일본","기타","코미디","12세이상관람가","0",13,113,"0",3698
"퍼미션","2019-02-27","2","1",98,"미국","기타","코미디","청소년관람불가","0",6,54,"0",3685
"프리다의 그해 여름","2018-10-25","10","4",98,"스페인","기타","드라마","전체관람가","0",27,63,"0",3684
"새벽의 약속","2018-11-22","11","4",130,"프랑스","기타","드라마","15세이상관람가","0",10,90,"0",3682
"데스티네이션 웨딩","2018-12-13","12","4",86,"미국","기타","코미디","15세이상관람가","0",17,70,"0",3679
"적도","2015-05-28","5","2",118,"홍콩","기타","액션","15세이상관람가","0",100,228,"0",3679
"침입자들 : 로봇의 역습","2014-05-15","5","2",79,"미국","기타","액션","12세이상관람가","0",3,6,"0",3672
"아버지를 마지막으로 본 것은 언제입니까?","2010-05-27","5","2",92,"아일랜드","기타","드라마","12세이상관람가","0",31,0,"1",3656
"더 덴","2014-11-20","11","4",76,"미국","와이드 릴리즈(주)","공포","청소년관람불가","0",86,61,"0",3656
"나의 서른에게","2017-11-23","11","4",105,"홍콩","(주)박수엔터테인먼트","드라마","15세이상관람가","0",13,189,"0",3646
"러브 앤 아트","2017-11-09","11","4",115,"미국","기타","멜로","15세이상관람가","0",6,74,"0",3640
"해피 해피 와이너리","2015-03-12","3","1",117,"일본","기타","코미디","전체관람가","0",9,189,"0",3640
"커피 한잔이 섹스에 미치는 영향","2014-06-26","6","2",96,"미국","기타","드라마","청소년관람불가","0",75,135,"0",3639
"맥코리아","2012-10-18","10","4",77,"한국","기타","다큐멘터리","15세이상관람가","0",33,0,"0",3631
"포제션 : 중독된 사랑","2015-06-21","6","2",85,"미국","기타","미스터리","15세이상관람가","0",41,55,"0",3625
"우리에겐 교황이 있다","2013-05-02","5","2",104,"이탈리아","기타","드라마","전체관람가","0",150,0,"0",3624
"애정만세","2011-06-09","6","2",80,"한국","기타","멜로","15세이상관람가","0",2,0,"0",3620
"나는 다른 언어로 꿈을 꾼다","2019-03-07","3","1",100,"기타","기타","드라마","15세이상관람가","0",0,50,"0",3615
"래미의 초특급 시간여행","2019-02-27","2","1",75,"중국","와이드 릴리즈(주)","애니메이션","전체관람가","0",5,13,"0",3610
"파이널리스트","2019-01-24","1","1",81,"벨기에","기타","다큐멘터리","전체관람가","0",5,61,"0",3599
"영춘권 무림 절대 고수","2013-07-19","7","3",106,"중국","기타","액션","15세이상관람가","0",7,68,"0",3595
"아버지를 위한 노래","2012-05-03","5","2",119,"이탈리아","기타","범죄","12세이상관람가","0",7,0,"0",3594
"대관람차","2018-08-30","8","3",110,"한국","기타","드라마","12세이상관람가","0",17,66,"0",3591
"스킨 트레이드","2015-08-20","8","3",95,"미국","기타","액션","청소년관람불가","0",5,59,"0",3588
"경계의 저편 : I'LL BE HERE -과거편-","2015-10-22","10","4",86,"일본","기타","애니메이션","12세이상관람가","0",24,297,"0",3579
"포세이돈","2014-09-18","9","3",79,"미국","기타","SF","15세이상관람가","0",6,23,"0",3576
"오스카 그랜트의 어떤 하루","2014-01-16","1","1",85,"미국","(주)영화사 진진","드라마","15세이상관람가","0",13,0,"0",3573
"레드라인","2011-05-12","5","2",102,"일본","기타","애니메이션","15세이상관람가","0",42,0,"0",3572
"순천","2014-09-04","9","3",63,"한국","기타","다큐멘터리","전체관람가","0",22,275,"0",3562
"천하칠검 양가장","2013-05-02","5","2",101,"중국","기타","드라마","15세이상관람가","0",26,0,"0",3551
"수성못","2018-04-19","4","2",87,"한국","기타","드라마","15세이상관람가","0",17,230,"0",3539
"가자! 장미여관으로 2 - 갈증","2014-04-10","4","2",87,"한국","기타","멜로","청소년관람불가","0",5,39,"0",3534
"남극의 쉐프","2010-02-11","2","1",125,"일본","기타","코미디","전체관람가","0",6,0,"0",3530
"핀두스 이야기","2017-11-30","11","4",61,"독일","기타","애니메이션","전체관람가","0",0,23,"0",3524
"힘내세요, 병헌씨","2013-06-27","6","2",94,"한국","기타","코미디","15세이상관람가","0",51,0,"0",3522
"라 트라비아타","2013-07-06","7","3",138,"독일","기타","공연","전체관람가","0",0,0,"0",3515
"로봇","2012-04-19","4","2",144,"인도","기타","SF","15세이상관람가","0",44,0,"0",3504
"오페라-카르멘(메트로폴리탄)","2010-04-04","4","2",200,"미국","기타","뮤지컬","12세이상관람가","0",0,0,"0",3498
"까미유 끌로델","2013-10-24","10","4",95,"프랑스","기타","드라마","15세이상관람가","0",0,0,"0",3495
"램스","2016-11-03","11","4",92,"기타","기타","드라마","15세이상관람가","0",38,100,"0",3491
"넥스트 제네레이션 패트레이버","2014-04-24","4","2",63,"일본","와이드 릴리즈(주)","액션","12세이상관람가","0",51,126,"0",3488
"로마에서 생긴 일","2010-04-08","4","2",90,"미국","기타","멜로","12세이상관람가","0",6,0,"0",3480
"벤딩 디 아크: 세상을 바꾸는 힘","2017-11-09","11","4",101,"미국","기타","다큐멘터리","전체관람가","0",7,83,"0",3472
"안티크라이스트","2011-04-14","4","2",108,"덴마크","기타","미스터리","청소년관람불가","0",37,0,"0",3471
"이파네마 소년","2010-11-04","11","4",95,"한국","기타","멜로","12세이상관람가","0",85,0,"0",3465
"홈프론트-가족을 지켜라","2014-06-18","6","2",96,"미국","(주)팝엔터테인먼트","액션","15세이상관람가","0",195,129,"0",3464
"일탈여행: 프라이빗 아일랜드","2013-08-29","8","3",89,"한국","(주)팝엔터테인먼트","멜로","청소년관람불가","0",37,0,"0",3460
"벨과 세바스찬 계속되는 모험","2017-08-10","8","3",96,"프랑스","기타","드라마","전체관람가","0",75,270,"0",3450
"최후의 Z","2016-12-28","12","4",97,"기타","기타","드라마","12세이상관람가","0",186,487,"1",3449
"정원을 그리다 : 모네에서 마티스까지","2017-10-26","10","4",93,"영국","기타","다큐멘터리","전체관람가","0",0,24,"0",3441
"강철의 연금술사 : 미로스의 성스러운 별","2012-01-26","1","1",111,"일본","기타","애니메이션","12세이상관람가","0",110,0,"0",3441
"리멤버","2012-12-13","12","4",105,"독일","기타","드라마","15세이상관람가","0",11,0,"0",3438
"채식주의자","2010-02-18","2","1",113,"한국","기타","드라마","청소년관람불가","0",23,0,"1",3434
"천국의 아이들","2012-05-24","5","2",105,"한국","기타","드라마","12세이상관람가","0",27,0,"0",3432
"몬몬몬 몬스터","2018-07-12","7","3",110,"대만","기타","공포","15세이상관람가","0",14,92,"0",3426
"메리 크리스마스 미스터 모","2017-12-14","12","4",100,"한국","기타","코미디","12세이상관람가","0",24,208,"0",3418
"미켈란젤로 : 사랑과 죽음","2018-05-31","5","2",91,"영국","기타","다큐멘터리","전체관람가","0",0,8,"0",3411
"퍼블릭 에너미 넘버원","2011-08-25","8","3",113,"프랑스","기타","액션","청소년관람불가","0",10,0,"0",3410
"밤을 걷는 뱀파이어 소녀","2015-06-25","6","2",100,"미국","기타","공포","15세이상관람가","0",29,171,"0",3407
"로맨스 조","2012-03-08","3","1",115,"한국","기타","드라마","15세이상관람가","0",16,0,"0",3402
"브라더 오브 더 이어","2019-03-07","3","1",123,"기타","기타","코미디","12세이상관람가","0",10,47,"0",3384
"봄이가도","2018-09-13","9","3",75,"한국","기타","드라마","12세이상관람가","0",2,59,"0",3379
"토카레브","2014-10-23","10","4",98,"미국","기타","액션","청소년관람불가","0",49,47,"0",3375
"인생을 애니메이션처럼","2017-09-27","9","3",91,"미국","기타","다큐멘터리","전체관람가","0",8,160,"0",3372
"질투의 역사","2019-03-14","3","1",94,"한국","기타","멜로","15세이상관람가","0",30,105,"0",3372
"파리, 사랑한 날들","2011-04-07","4","2",88,"프랑스","기타","멜로","청소년관람불가","0",2,0,"0",3369
"라 멜로디","2018-06-14","6","2",102,"프랑스","기타","코미디","전체관람가","0",39,89,"0",3365
"다우더","2014-11-06","11","4",82,"한국","기타","가족","15세이상관람가","0",90,1407,"0",3365
"투 러버스 앤 베어","2017-03-30","3","1",94,"캐나다","(주)팝엔터테인먼트","드라마","청소년관람불가","0",17,317,"0",3364
"세컨 찬스","2015-06-11","6","2",101,"덴마크","기타","드라마","청소년관람불가","0",13,105,"0",3358
"그 남자의 사랑법","2013-05-09","5","2",138,"인도","기타","멜로","12세이상관람가","0",365,0,"0",3355
"삼총사 2014","2014-08-07","8","3",123,"러시아","기타","어드벤처","15세이상관람가","0",8,36,"0",3354
"미스체인지","2013-09-05","9","3",100,"한국","기타","코미디","청소년관람불가","0",129,0,"0",3344
"더 펜션","2018-06-21","6","2",112,"한국","기타","드라마","15세이상관람가","0",15,107,"0",3340
"비바","2016-10-13","10","4",99,"아일랜드","(주)팝엔터테인먼트","드라마","청소년관람불가","0",98,571,"0",3338
"해피 댄싱","2018-11-15","11","4",111,"영국","기타","드라마","12세이상관람가","0",3,44,"0",3338
"펠리니를 찾아서","2018-07-12","7","3",103,"미국","기타","어드벤처","15세이상관람가","0",71,103,"0",3335
"릴라 릴라","2011-09-22","9","3",106,"독일","(주)영화사 진진","코미디","12세이상관람가","0",2,0,"0",3331
"리슨 투 유어 하트","2011-05-04","5","2",100,"미국","기타","드라마","12세이상관람가","0",6,0,"0",3325
"테르마이 로마이","2013-07-18","7","3",108,"일본","기타","코미디","15세이상관람가","0",159,0,"0",3319
"1999, 면회","2013-02-21","2","1",89,"한국","기타","드라마","15세이상관람가","0",32,0,"0",3289
"별이 빛나는 밤","2012-04-05","4","2",98,"대만","기타","드라마","전체관람가","0",9,0,"0",3288
"노엘의 선물","2015-02-05","2","1",81,"프랑스","기타","코미디","전체관람가","0",216,584,"0",3282
"더 박스","2012-04-19","4","2",115,"미국","기타","스릴러","15세이상관람가","0",55,0,"1",3276
"마네의 제비꽃 여인: 베르트 모리조","2014-07-03","7","3",98,"프랑스","기타","드라마","12세이상관람가","0",6,142,"0",3273
"고려 아리랑: 천산의 디바","2017-05-25","5","2",96,"한국","기타","다큐멘터리","전체관람가","0",5,53,"0",3260
"파코와 마법 동화책","2010-07-22","7","3",105,"일본","기타","가족","전체관람가","0",10,0,"0",3260
"카르멘","2018-07-01","7","3",129,"독일","기타","공연","15세이상관람가","0",0,2,"0",3259
"삼례","2016-06-23","6","2",93,"한국","기타","드라마","15세이상관람가","0",33,252,"0",3243
"미라클 여행기","2015-01-15","1","1",83,"한국","기타","다큐멘터리","전체관람가","0",25,139,"0",3228
"파리 시청 앞에서의 키스: 로베르 두아노","2017-08-24","8","3",80,"프랑스","(주)영화사 진진","다큐멘터리","전체관람가","0",21,148,"0",3200
"무명인","2014-05-29","5","2",119,"한국","롯데쇼핑㈜롯데엔터테인먼트","미스터리","15세이상관람가","0",66,196,"1",3199
"루스 베이더 긴즈버그 : 나는 반대한다","2019-03-28","3","1",98,"미국","(주)영화사 진진","다큐멘터리","전체관람가","0",4,69,"0",3199
"붉은 가족","2013-11-06","11","4",98,"한국","기타","드라마","15세이상관람가","0",90,0,"0",3192
"노래로 쏘아 올린 기적","2017-08-17","8","3",98,"기타","기타","드라마","12세이상관람가","0",11,137,"0",3182
"왕의 이름으로 2","2014-04-03","4","2",96,"독일","기타","액션","15세이상관람가","0",15,10,"0",3170
"미친도시","2018-08-30","8","3",124,"한국","기타","드라마","15세이상관람가","0",177,471,"0",3165
"바람의 검심 : 교토 대화재편","2015-02-26","2","1",138,"일본","기타","액션","15세이상관람가","1",224,1675,"0",3160
"노 임팩트 맨","2010-06-17","6","2",92,"미국","기타","다큐멘터리","전체관람가","0",8,0,"0",3160
"10분","2014-04-24","4","2",92,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","12세이상관람가","0",30,54,"0",3158
"백발마녀전: 명월천국","2014-10-01","10","4",103,"중국","기타","판타지","12세이상관람가","0",31,163,"0",3151
"마마 앤드 파파","2010-05-20","5","2",117,"한국","기타","드라마","전체관람가","0",5,0,"0",3149
"모모세, 여기를 봐","2014-10-30","10","4",108,"일본","기타","멜로","전체관람가","0",99,488,"0",3144
"맛있는 비행","2015-10-22","10","4",96,"한국","기타","멜로","청소년관람불가","0",7,66,"0",3141
"세븐 싸이코패스","2014-09-18","9","3",110,"영국","기타","코미디","청소년관람불가","0",159,83,"0",3135
"라잇 온 미","2012-11-01","11","4",103,"미국","(주)영화사 진진","멜로","청소년관람불가","0",3,0,"0",3134
"카르멘","2015-12-07","12","4",154,"프랑스","기타","드라마","12세이상관람가","0",1,6,"0",3118
"완벽한 거짓말","2017-08-24","8","3",103,"프랑스","기타","스릴러","15세이상관람가","0",4,172,"0",3112
"와일드 카드","2015-03-19","3","1",91,"미국","기타","범죄","청소년관람불가","0",204,331,"0",3109
"뱅뱅클럽","2012-02-02","2","1",108,"캐나다","기타","드라마","청소년관람불가","0",2,0,"0",3107
"네 번","2011-10-20","10","4",88,"이탈리아","기타","드라마","전체관람가","0",2,0,"0",3107
"볼케이노: 삶의 전환점에 선 남자","2012-11-22","11","4",95,"기타","기타","드라마","15세이상관람가","0",17,0,"0",3103
"미피의 동물원 보물찾기","2014-03-27","3","1",70,"기타","기타","애니메이션","전체관람가","0",3,45,"0",3102
"가을 우체국","2017-10-19","10","4",84,"한국","기타","멜로","12세이상관람가","0",55,564,"0",3099
"샘","2018-11-29","11","4",106,"한국","기타","멜로","12세이상관람가","0",18,161,"0",3098
"오페라-투란도트(메트로폴리탄)","2010-01-10","1","1",200,"미국","기타","공연","전체관람가","0",0,0,"0",3094
"아름다운 별","2018-01-18","1","1",127,"일본","기타","SF","청소년관람불가","0",22,181,"0",3092
"파울라","2017-11-09","11","4",123,"독일","기타","드라마","15세이상관람가","0",14,125,"0",3091
"영도","2015-09-10","9","3",115,"한국","기타","드라마","청소년관람불가","0",42,476,"0",3089
"멋진 인생","2011-06-09","6","2",100,"한국","기타","드라마","12세이상관람가","0",17,0,"0",3089
"해피엔딩 프로젝트","2014-02-20","2","1",102,"캐나다","기타","드라마","12세이상관람가","0",35,0,"0",3073
"하얀 정글","2011-12-01","12","4",82,"한국","(주)영화사 진진","다큐멘터리","전체관람가","0",30,0,"0",3070
"유닛7","2015-01-22","1","1",95,"스페인","와이드 릴리즈(주)","드라마","청소년관람불가","0",3,10,"0",3068
"이민자","2012-04-12","4","2",97,"미국","기타","드라마","12세이상관람가","0",42,0,"0",3063
"6 웨이 투 다이","2017-09-05","9","3",103,"미국","기타","액션","15세이상관람가","0",4,9,"0",3057
"도쿄 오아시스","2011-12-01","12","4",82,"일본","기타","드라마","12세이상관람가","0",2,0,"0",3052
"소리굽쇠","2014-10-30","10","4",105,"한국","씨제이이앤엠(주)","드라마","15세이상관람가","0",67,606,"0",3051
"철의 심장을 가진 남자","2018-11-08","11","4",123,"미국","기타","액션","15세이상관람가","0",45,131,"1",3051
"겁쟁이 페달: 리로드","2016-01-14","1","1",89,"일본","기타","애니메이션","전체관람가","0",1,127,"0",3050
"그댄 나의 뱀파이어","2014-06-12","6","2",100,"한국","기타","드라마","15세이상관람가","0",19,262,"0",3048
"엔드 오브 디 어스","2015-01-29","1","1",85,"캐나다","기타","공포","청소년관람불가","0",186,391,"0",3047
"정글","2018-05-31","5","2",115,"호주","기타","액션","15세이상관람가","0",115,331,"0",3043
"우리 연애의 이력","2016-06-29","6","2",101,"한국","기타","멜로","15세이상관람가","0",35,487,"0",3043
"제인 구달","2014-11-27","11","4",110,"독일","기타","다큐멘터리","전체관람가","0",11,491,"0",3035
"밀레니엄 제 1부 : 여자를 증오한 남자들","2012-01-05","1","1",153,"스웨덴","기타","스릴러","청소년관람불가","0",20,0,"1",3033
"페이퍼보이: 사형수의 편지","2013-08-08","8","3",107,"미국","기타","스릴러","청소년관람불가","0",25,0,"1",3030
"리벤져","2018-12-06","12","4",101,"한국","기타","액션","15세이상관람가","0",16,72,"0",3028
"아이다","2012-12-22","12","4",131,"독일","기타","공연","전체관람가","0",2,0,"0",3028
"바세코의 아이들","2014-08-14","8","3",74,"한국","기타","다큐멘터리","전체관람가","0",8,81,"0",3024
"샷 콜러","2018-05-04","5","2",120,"미국","기타","범죄","청소년관람불가","0",154,162,"0",3021
"케이트 맥콜","2014-05-22","5","2",92,"미국","와이드 릴리즈(주)","스릴러","15세이상관람가","0",4,28,"0",3014
"선종 무문관","2018-12-13","12","4",81,"한국","기타","드라마","전체관람가","0",0,14,"0",3012
"호타루의 빛","2012-09-06","9","3",110,"일본","기타","멜로","12세이상관람가","0",30,0,"0",2989
"극장판 헌터X헌터 : 팬텀루즈","2013-06-27","6","2",96,"일본","기타","애니메이션","15세이상관람가","0",131,0,"0",2988
"광인옥한흠","2017-12-28","12","4",94,"한국","기타","다큐멘터리","전체관람가","0",5,122,"0",2985
"더 커널","2015-08-20","8","3",93,"아일랜드","기타","공포","청소년관람불가","0",119,318,"0",2982
"다이빙벨 그후","2018-05-24","5","2",75,"한국","기타","다큐멘터리","12세이상관람가","0",27,59,"0",2981
"라이브 인 3D 휘성 : 잇츠 리얼","2010-09-30","9","3",80,"한국","기타","다큐멘터리","전체관람가","0",28,0,"0",2967
"나인스 라이프","2017-09-07","9","3",107,"영국","기타","미스터리","15세이상관람가","0",70,329,"0",2964
"파리의 한국남자","2016-01-28","1","1",86,"한국","기타","드라마","청소년관람불가","0",15,133,"0",2951
"굿바이, 평양","2011-03-03","3","1",81,"한국","기타","다큐멘터리","전체관람가","0",5,0,"0",2940
"전국: 천하영웅의 시대","2013-05-16","5","2",100,"중국","기타","액션","15세이상관람가","0",191,0,"0",2938
"지킬 앤 하이드","2013-03-06","3","1",134,"미국","기타","뮤지컬","12세이상관람가","0",23,1045,"0",2938
"실버벨","2016-12-15","12","4",89,"미국","기타","코미디","전체관람가","0",2,46,"0",2935
"롱 폴링","2012-10-25","10","4",105,"프랑스","기타","드라마","청소년관람불가","0",17,0,"0",2934
"나와 봄날의 약속","2018-06-28","6","2",92,"한국","기타","미스터리","15세이상관람가","0",12,250,"0",2929
"삼국-무영자","2018-12-13","12","4",115,"중국","기타","액션","15세이상관람가","0",97,233,"0",2927
"굿바이 보이","2011-06-02","6","2",112,"한국","기타","드라마","청소년관람불가","0",27,0,"0",2913
"더 원 아이 러브","2015-11-05","11","4",91,"미국","(주)팝엔터테인먼트","판타지","15세이상관람가","0",19,179,"0",2910
"히치콕 트뤼포","2016-08-25","8","3",80,"프랑스","기타","다큐멘터리","15세이상관람가","0",8,90,"0",2901
"이것이 우리의 끝이다","2014-06-26","6","2",107,"한국","기타","드라마","청소년관람불가","0",50,317,"0",2898
"오장군의 발톱","2018-08-15","8","3",99,"한국","기타","전쟁","12세이상관람가","0",6,58,"0",2894
"폴링 스노우","2017-02-09","2","1",93,"영국","기타","멜로","15세이상관람가","0",2,170,"0",2892
"엽문4: 종극일전","2013-06-27","6","2",100,"홍콩","기타","드라마","15세이상관람가","0",182,670,"0",2888
"시간을 달리는 소녀","2011-03-24","3","1",122,"일본","기타","판타지","전체관람가","0",131,0,"1",2886
"집의 시간들","2018-10-25","10","4",72,"한국","기타","다큐멘터리","전체관람가","0",5,88,"0",2882
"내일의 죠","2011-06-30","6","2",132,"일본","기타","드라마","15세이상관람가","0",17,0,"0",2881
"남쪽으로 간다","2012-11-15","11","4",45,"한국","기타","멜로","청소년관람불가","0",5,0,"0",2877
"바비","2010-02-04","2","1",116,"미국","기타","드라마","15세이상관람가","0",128,0,"0",2867
"고양이 장례식","2015-01-15","1","1",107,"한국","기타","멜로","12세이상관람가","0",162,1261,"0",2865
"재키 앤 라이언","2015-11-19","11","4",90,"미국","(주)팝엔터테인먼트","드라마","12세이상관람가","0",16,258,"0",2860
"당신을 오랫동안 사랑했어요","2010-01-07","1","1",116,"프랑스","기타","드라마","15세이상관람가","0",6,0,"0",2858
"레디액션 청춘","2014-11-13","11","4",125,"한국","기타","드라마","청소년관람불가","0",35,791,"0",2855
"우리가 들려줄 이야기","2014-03-13","3","1",108,"캐나다","기타","다큐멘터리","15세이상관람가","0",6,1,"0",2847
"나이트 오브 컵스","2015-11-12","11","4",117,"미국","기타","드라마","청소년관람불가","0",56,377,"0",2844
"에벌리","2015-06-04","6","2",92,"미국","와이드 릴리즈(주)","액션","청소년관람불가","0",13,50,"0",2839
"밀양 아리랑","2015-07-16","7","3",102,"한국","기타","다큐멘터리","15세이상관람가","0",19,202,"0",2837
"세컨드 마더","2015-11-12","11","4",111,"기타","기타","가족","12세이상관람가","0",66,123,"0",2830
"기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성","2018-06-13","6","2",84,"일본","기타","애니메이션","12세이상관람가","0",18,72,"0",2821
"퍼스널 이펙츠","2012-01-26","1","1",110,"미국","기타","드라마","15세이상관람가","0",10,0,"0",2816
"제7의 봉인","2012-05-10","5","2",97,"스웨덴","기타","드라마","12세이상관람가","0",2,0,"0",2808
"시간의 종말","2016-11-03","11","4",66,"한국","(주)영화사 진진","다큐멘터리","전체관람가","0",9,236,"0",2807
"플래티나 데이터","2013-12-12","12","4",133,"일본","기타","SF","15세이상관람가","0",200,0,"0",2802
"레인보우","2010-11-18","11","4",91,"한국","기타","드라마","12세이상관람가","0",53,0,"0",2800
