movieNm,openDt,audiAcc,companyNm,directorNm,directorNmEn,genreNm,movieNmEn,nationNm,peopleNm,showTm,watchGradeNm,keywords,plot,awards,budget,ori_lang,series,crewData,castData,keyWord,_merge
디노타샤공룡대탐험,2014-01-29,23530.0,['(주)영화사 빅'],데이빗 크렌츠,davidkrentz,"['애니메이션', '어드벤처']",dinotasia,['미국'],"[('박지윤', '준 (한국어 목소리)'), ('곽윤상', '준 아빠 (한국어 목소리)'), ('베르너 헤어조크', '')]",73.0,전체관람가,"공룡,멸종,소행성,충돌,탄생,애니메이션","준이는 아빠와 함께 시간여행을 떠나 2억5천만 년 전 공룡들의 시작과 최고 번성기인 쥐라기, 소행성 충돌로 인한 기후변화로 멸종하기까지의 장대한 과정을 지켜본다. 과거로 돌아가 공룡들의 생태계를 눈앞에서 관찰하는 준이는 아빠의 해설을 들으며 손을 내밀면 직접 만질 수 있을 듯한 생생함으로 공룡을 보고 생명의 위대함을 배운다. 어릴 적 거대 초식공룡 딘헤이로사우루스에게 공격받은 '삐죽이 알로'(알로사우루스)가 어른이 되어 다시 딘헤이로사우루스와 대결을 펼치는 첫 번째 에피소드부터, 생존을 위해 라이벌과 치열하게 싸우면서도 새끼를 부화시키기 위한 부모의 사랑을 보여주는 티라노사우르스 가족의 이야기까지! 그 옛날 이 지구를 지배했던 그들만의 생명력 넘치는 스펙터클 어드벤처가 지금 눈 앞에 펼쳐진다.",,,,,,,,left_only
하이스피드프리스타팅데이즈,2016-03-24,23496.0,['(주)박수엔터테인먼트'],타케모토 야스히로,yasuhirotakemoto,"['애니메이션', '드라마']",highspeedfreestartingdays,['일본'],"[('시마자키 노부나가', '나나세 하루카'), ('사토 사토미', '하즈키 나기사'), ('스즈키 타츠히사', '타치바나 마코토'), ('토요나가 토시유키', '시이나 아사히'), ('우치야마 코우키', '키리시마 이쿠야')]",111.0,전체관람가,"중학생,수영부,신입생,성장영화,청춘영화","물을 접하고 느끼는 데 특별한 애착을 가진 나나세 하루카.초등학교 시절 마지막 혼계영 대회에서 타치바나 마코토, 하즈키 나기사, 마츠오카 린과 함께 '본 적 없는 풍경'에 도달한다. 그리고 벚꽃 흐드러지는 봄, 하루카와 마코토는 이와토비 중학교에 진학한다.새로운 생활이 시작되려 하는 것이다.수영부에 입부한 하루카와 마코토는 시이나 아사히, 키리시마 이쿠야와 넷이서 혼계영 팀을 짜서 시합에 도전한다.사고방식도 목표도 각기 다른 네 사람. 그들은 모두 저마다의 고민을 안고 있었다. 그 와중에 혼계영 연습도 순탄하지가 않은데...한 팀이 되기 위해 필요한 건 무엇일까?과거의 혼계영에 갇혀버린 하루카는 새로운 장소에서 무엇을 생각하나? 조금씩 서로를 알아가며 수영을 통해 새로운 마음을 깨달아가는 모습을 그린 영화'하이☆스피드 -프리! 스타팅 데이즈-  소년들의 싱그러운 청춘, 수영에 거는 그들의 미래가 지금 시작된다.",,,,,,,,left_only
빨간머리앤그린게이블로가는길,2013-01-09,23493.0,['(주)미디어데이'],다카하타 이사오,isaotakahata,['애니메이션'],,['일본'],,100.0,전체관람가,"빨간머리,소녀,남매,고아","주근깨 빼빼 마른 빨간머리 앤 예쁘지는 않지만 사랑스러워.어느 날, 그린게이블의 두 남매 매튜와 마릴라에게 찾아온 빨간 머리의 한 소녀.  첫 만남에 소녀에게 마음을 연 매튜 아저씨와 달리,  농사일에 여자아이는 필요 없다며 앤을 돌려보내려는 마릴라 아주머니.  “제가 예뻤다면 절 고아원으로 돌려보내지 않으셨을까요?”  어딜 뜯어보아도 예쁜 구석은 없지만,  어쩐지 보면 볼수록 더욱 함께 있고 싶어지는 사랑스러운 소녀, 앤!  기쁨의 하얀 길과 빛나는 호수 그리고 그림 같은 그린게이블에서  소녀는 매일 꿈 같은 아침을 맞을 수 있을까요?",,,,,,,,left_only
제인도,2017-08-23,23467.0,['오퍼스픽쳐스(유)'],안드레 외브레달,andreovredal,['공포(호러)'],autopsyofjanedoe,"['영국', '미국']","[('에밀 허쉬', ''), ('브라이언 콕스', ''), ('올웬 캐서린 켈리', '')]",86.0,청소년관람불가,"신원미상,시체,부검,비밀",신원미상 여인의 시체를 부검하기 시작한 후…절대 벗어날 수 없는 공포가 시작됐다3대째 부검소를 운영 중인 토미와 오스틴 부자는 보안관의 다급한 의뢰로 신원미상인 젊은 여성의 부검을 하게 된다. 하지만 그녀의 몸에 숨겨져 있던 흔적들에서 끔찍한 비밀이 밝혀지는데...,시체스 국제판타스틱 영화제(2016) : 오피셜 판타스틱-스페셜심사위원상 - 안드레 오브레달,,,,,,,left_only
코드네임제로니모,2012-12-13,23462.0,['씨너스엔터테인먼트(주)'],존 스톡웰,johnstockwell,['액션'],codenamegeronimo,['미국'],"[('캠 지갠뎃', ''), ('윌리엄 피츠너', ''), ('로버트 네퍼', ''), ('캐슬린 로버트슨', '')]",99.0,15세이상관람가,"빈라덴,제로니모,테러리스트,비밀작전","제거 대상은 ‘빈 라덴’, 작전명은 ‘제로니모’!  인류 역사상 가장 악명 높은 테러리스트를 사살하라!  전 세계가 궁금했던 그 날이 실시간 생중계 된다!",,,,,,,,left_only
토마스와친구들수수께끼해적선과보물찾기,2017-06-29,23395.0,['KBS 미디어'],데이비드 스토튼,davidstoten,['애니메이션'],thomasfriendssodorslegendofthelosttreasure,['영국'],,60.0,전체관람가,,"개구쟁이 꼬마 기관차 '토마스'는 지선에서 장난을 치다 그만 사고를 내고 만다.사장님에게 혼이 난 토마스는 새 지선 공사가 한창인 공사장으로 보내진다.새로운 공사장에서 일을 하게 된 토마스는 또 한 번의 말썽으로 깊은 구덩이에 빠지게 되는데,그곳에서 토마스는 거대한 해적선을 발견한다.그리고 몇일 뒤, 소도어 섬에 숨겨진 보물을 찾고 있다는 수상한 선원 '존'과 작은 보트 '스킵'을 만나게 되는데...과연 토마스는 해적의 보물을 찾아내고,다시 사장님의 가장 소중한 기관차가 될 수 있을까?",,,,,,,,left_only
아우토반,2017-03-22,23306.0,['와이드 릴리즈(주)'],에란 크리비,erancreevy,"['액션', '스릴러']",autobahn,"['영국', '독일']","[('니콜라스 홀트', ''), ('펠리시티 존스', ''), ('안소니 홉킨스', ''), ('벤 킹슬리', '')]",98.0,15세이상관람가,,"미친 짓에 뛰어드는 데는그만한 이유가 있다!서로를 보자마자 첫눈에 사랑에 빠진 케이시(니콜라스 홀트)와 줄리엣(펠리시티 존스).그러나 그녀가 가진 병을 고치기 위해선 거액의 수술비가 필요한 상황.결국 케이시는 줄리엣을 위해 120억이 걸린 위험한 거래에 뛰어든다.하지만 두 라이벌 조직을 오가던 케이시의 정체가 탄로나면서 계획은 틀어지기 시작하고,사랑하는 그녀 줄리엣까지 납치되고 마는데...!속도 무제한의 아우토반,그녀를 위한 그의 무한 질주 액션이 시작된다",,,,,,,,left_only
부에노스아이레스에서사랑에빠질확률,2013-09-12,23233.0,['(주)영화사 진진'],구스타보 타레토,gustavotaretto,"['코미디', '드라마']",medianeras,"['아르헨티나', '스페인', '독일']","[('하비에르 드롤라스', '마틴'), ('피욜라 로페즈 드 아야라', '마리아나')]",93.0,15세이상관람가,"도시남녀,부에노스아이레스,현대인,로맨스,운명","혹시, 어쩌면, 아마도, 설마...가까운 곳에 나의 운명이 있을지도 모르는일남미의 파리, 부에노스 아이레스에서 펼쳐지는 도시남녀의 사랑찾기! 오늘도 나는 다시 사랑을 시작할 수 있을까요?웹디자이너 마틴은 일도, 쇼핑도, 연애도 모두 집에서 자신의 노트북으로 해결한다.  유일하게 그의 곁을 지키는 건 전 여자친구가 남기고 간 강아지 슈슈 뿐. 오늘도 강아지와 함께 산책하며 이 도시를 둘러본다.  과연 나는 이 도시에서 사랑을 찾을 수 있을까요?  마틴의 옆 건물에 살고 있는 백화점 디스플레이 디자이너 마리아나. 영원한 사랑이길 바랬던 사랑은 떠나가고,  사랑의 속삭임이 그리운 부에노스 아이레스의 밤이 외롭게만 느껴진다.  오늘도 ‘월리를 찾아라’ 책을 펼쳐보며 이 도시 어딘가 있을 나의 월리를 상상한다 .  가까이에 있으면서도 서로의 존재를 모르는 마틴과 마리아나. 과연 그들은 이 도시에서 운명의 상대를 찾을 수 있을까?",,,,,,,,left_only
세라비이것이인생,2018-05-30,23193.0,['(주)디스테이션'],올리비에르 나카체,oliviernakache,['코미디'],cestlavie,['프랑스'],"[('질 를르슈', ''), ('수잔 클레망', '')]",115.0,전체관람가,"웨딩,웨딩플래너,결혼식",70년대 고성에서의 의미 깊은 결혼식을 준비하는 웨딩 플래너 맥스하. 지. 만 오늘따라 유달리 실수 연발에 손발 전혀 안 맞는 직원들로 인해 돌발 사고는 계속되고 예민하고 까다로운 클라이언트는 실시간 '지켜보고 있다' 모드에 요구 사항은 점점 늘어만 간다! 과연 맥스는 엉망진창 팀원들과 함께 결혼식을 무사히 끝낼 수 있을까? 가장 아름답고 행복한 결혼식을 완성시키기 위한 맥스의 고군분투가 시작된다! [제19회 전주국제영화제],,,,,,,,left_only
노무현과바보들,2019-04-18,23133.0,"['오키넷', '(주)라이크 콘텐츠']",김재희,,['다큐멘터리'],,['한국'],"[('노무현', ''), ('손현욱', '제작'), ('손현욱', '프로듀서'), ('손현욱', '기획')]",92.0,12세이상관람가,"대통령,서거,10주기,노무현,정치인,추모,그리움,기억,과거의 기억,과거와현재","1981년, ‘부림사건’의 변호인1988년, ‘청문회 스타’ 제13대 국회의원1996년, ‘오뚝이 인생’ 제15대 국회의원2002년, ‘꼴찌의 반란’ 대선후보 선출2003~2008년, 제16대 대한민국 대통령 재임2009년 5월 23일, 서거그로부터 10년-바보 대통령 故 노무현,그를 기억하고 그리워하는 사람들의 이야기.",,,,,,,,left_only
윈드랜드,2015-04-02,23084.0,['예지림엔터테인먼트'],세르지오 맨피오,sergiomanfio,['애니메이션'],petpalsinwindland,['이탈리아'],"[('김경희', '홀리 (한국어 목소리)'), ('탁원정', '탑햇 (한국어 목소리)'), ('권문정', '디바/ 까마귀 마녀 (한국어 목소리)'), ('박상훈', '피오 (한국어 목소리)'), ('윤세웅', '모비/ 거북이 할아버지 (한국어 목소리)')]",81.0,전체관람가,,"악당 까마귀 마녀에 맞서 동물 친구들이 뭉쳤다!위험에 처한 윈드랜드를 지켜라모든 것이 바람에 의해 움직이는 신비한 나라 윈드랜드. 소중한 바람을 만들어내는 마법의 바람개비를 사악한 까마귀 마녀가 훔쳐가면서 평화롭던 그곳에 위기가 닥친다. 바람개비를 지키던 거북이 할아버지는 까마귀 마녀 일당에게 납치되고 설상가상 윈드레인저들은 마법의 바람개비를 훔쳤다는 오해를 받아 감옥에 갇히고 마는데……아리, 탑햇, 디바, 모비, 홀리, 피오 등 윈드레인저 6인방은 까마귀 마녀로부터 마법의 바람개비를 되찾고 윈드랜드를 구해낼 수 있을까?",,,,,,,,left_only
로건럭키,2018-03-14,23058.0,['(주)스톰픽쳐스코리아'],스티븐 소더버그,stevensoderbergh,"['코미디', '범죄', '드라마', '액션']",loganlucky,['미국'],"[('채닝 테이텀', '지미'), ('다니엘 크레이그', '조 뱅'), ('아담 드라이버', '클라이드'), ('라일리 코프', ''), ('힐러리 스웽크', ''), ('케이티 홈즈', ''), ('세스 맥팔레인', ''), ('세바스찬 스탠', '')]",118.0,12세이상관람가,"카레이싱,케이퍼무비,형제,지하금고,인생한방","하루 아침에 직장에서 쫓겨난 형 지미 로건 (채닝 테이텀) 한쪽 손을 잃고 바텐더로 하루 벌어 하루 사는 동생 클라이드 로건 (아담 드라이버) 별 볼일 없이 살던 로건 형제가 인생을 역전시킬 한탕을 계획한다! 레이싱 경기장에서 보수 공사 인부로 일하던 중 경기장 곳곳의 돈이 어떻게 지하 금고로 모이는지 알게 된 지미 로건은 일생일대 한 방을 위해, 동생 클라이드 로건과 계획을 꾸민다. 감옥에 수감된 폭파 전문가 조 뱅(다니엘 크레이그)을 탈옥시키는 것은 물론 조 뱅의 형제들까지 몽땅 섭외해 '오션스' 버금가는 팀을 꾸린 로건 형제는 스피드광 여동생 멜리(라일리 코프)의 도움을 받아 레이싱 경기장 잠입에 성공하는데…과연 이들의 한탕은 무사히 성공할 수 있을까?   지상 최대의 레이싱 대회, 인생역전을 노리는 짜릿한 한탕이 시작된다!",,,,,,,,left_only
꼬마마녀요요와네네,2013-12-25,23057.0,"['㈜T-JOY', '씨너스엔터테인먼트(주)']",히라오 타카유키,takayukihirao,['애니메이션'],magicalsistersyoyonene,['일본'],"[('김서영', '요요'), ('엄상현', '켄/나무영감'), ('이선주', '요네')]",100.0,전체관람가,"마법,인간세계,해결,도전,의뢰,전쟁","마법세계와 인간세상에 일어난 사상 최대의 위기! 요요와 네네가 사건해결에 실패하면 이제 세상은 무너진다!! 마법세계에서 마법 해결 사무소를 운영하는 자매 '요요'와 '네네'. 어느 날 마법세계에 건물들이 붙어있는 커다란 나무가 나타난다. 요요는 나무 속의 건물들을 조사하다가 알 수 없는 마법진에 빨려 들어가며 인간세상에 도착하게 된다. 요요는 인간세상에서 사람들이 몬스터로 변하고 빌딩들이 사라지는 것을 목격하게 되는데! 부모님이 몬스터로 변해버린 소년 '다카'가 요요에게 이 사건을 의뢰하고 이를 받아들인 요요는 마법세계로 돌아가 조사하려 하지만, 마력이 약해진 요요는 마법세계로 돌아갈 수 없다는 것을 깨닫는다. 결국 인간세상의 요요는 마법세계의 네네의 도움을 받아 사건을 해결하기로 한다. 한편 마법세계에 나타난 나무에는 인간세상에서 사라진 빌딩들이 계속 붙어만 가고 크기는 거대해진다. 마법세계의 지도자 '요네'는 이것을 마법세계에 대한 인간세상의 도전이라 여기고 전쟁을 선포한다. 대체 마법세계와 인간세상에 무슨 일이 일어나고 있는 것일까? 과연 마법해결사 요요와 네네는 의뢰 받은 사건을 해결하고 동시에 인간세상과 마법세계에서 벌어질 끔찍한 전쟁을 막아낼 수 있을까?",,,,,,,,left_only
스페이스침스자톡의역습3d,2010-08-19,23021.0,['㈜케이디미디어'],존 H. 윌리엄스,johnhwilliams,"['애니메이션', '어드벤처']",spacechimps2zartogstrikesback,['미국'],"[('로라 베일리', ''), ('잭 샤다', ''), ('정재헌', '코멧 ')]",75.0,전체관람가,"우주선,원숭이", 스페이스 침스-자톡의 역습 3D 는 1편에서 침팬지 요원들에게 꼼짝 못했던 '자톡'이 지구로 오면서 시작된다. 꽁꽁이에 둘러 쌓여 우주 대마왕 체면에 동네 강아지에게 소변 세례를 당하던 '자톡'이 꽁꽁이에서 탈출 하게 되면서 지구가 위험에 빠진다. '자톡'의 지구 정복 야욕에 맞서 다시 뭉친 침팬지 요원들은 과연 지구를 지켜낼 수 있을까?,,,,,,,,left_only
비정한도시감독판,2012-10-25,22900.0,['(주)인벤트스톤'],김문흠,kimmunheum,"['미스터리', '스릴러']",circleofcrimedirectorscut,['한국'],"[('조성하', '돈일호'), ('김석훈', ''), ('서영희', ''), ('이기영', ''), ('안길강', ''), ('추종범', ''), ('김문흠', '노숙인'), ('김중탁', '트럭 운전수'), ('박희본', ''), ('정재훈', '천준영'), ('곽승훈', '제작'), ('신상엽', '프로듀서'), ('정윤재', '프로듀서'), ('공지영', '라인프로듀서'), ('한동희', '제작팀'), ('최효신', '제작팀'), ('서경배', '제작팀'), ('김태훈', '제작팀'), ('이정훈', '제작팀'), ('강유진', '제작팀'), ('현조', '조감독'), ('장수빈', '연출팀'), ('박준서', '연출팀'), ('조혜영', '스크립터'), ('김우석', '현장편집'), ('김문흠', '시나리오(각본)'), ('홍일섭', '촬영'), ('한상욱', '촬영팀'), ('이창섭', '촬영팀'), ('최성원', '촬영팀'), ('이용범', '촬영팀'), ('홍정원', '그립'), ('김준영', '촬영장비'), ('박종찬', '조명'), ('김중탁', '조명팀'), ('정해지', '조명팀'), ('정호남', '조명팀'), ('이시형', '발전차'), ('권혁진', '발전차'), ('김주열', '조명장비'), ('최명덕', '조명장비'), ('임대지', '동시녹음'), ('차형득', '붐오퍼레이터'), ('심이나', '미술/프로덕션 디자인'), ('김슬기', '아트디렉터'), ('정구정', '미술팀'), ('송옥주', '미술팀'), ('김서희', '미술팀'), ('우익제', '미술팀'), ('추선미', '미술팀'), ('황샛별', '미술팀'), ('오상진', '의상'), ('김현주', '의상팀'), ('정소영', '분장'), ('경윤정', '분장팀'), ('박병렬', '액션/스턴트'), ('이정섭', '액션/스턴트팀'), ('이학렬', '액션/스턴트팀'), ('김태야', '액션/스턴트팀'), ('김명덕', '액션/스턴트팀'), ('이동민', '액션/스턴트팀'), ('김우석', '편집'), ('김미주', '편집'), ('조이진', '음악'), ('김수영', '음악진행'), ('김수영', '작사/작곡/편곡'), ('조이진', '작사/작곡/편곡'), ('김갑수', '음악 믹싱/레코딩'), ('성재현', '사운드'), ('성광현', '사운드디자이너'), ('방승인', '사운드디자이너'), ('성재현', '사운드믹싱'), ('정희구', '대사'), ('안기성', '폴리'), ('임성빈', '시각효과'), ('김문흠', '기획진행'), ('최정곤', 'DI팀'), ('박진호', 'DI팀'), ('윤석일', 'DI팀'), ('안원철', 'DI팀'), ('송세진', 'DI팀'), ('손성주', 'DI팀'), ('허준', 'DI팀'), ('정혜리', 'DI팀'), ('정종길', 'DI팀'), ('장영칠', 'DI팀'), ('노병욱', 'DI팀'), ('이병희', 'DI팀'), ('형준석', 'DI팀'), ('서언중', '홍보/마케팅 진행'), ('이근표', '홍보/마케팅 진행'), ('김동영', '홍보/마케팅 진행'), ('박영경', '홍보/마케팅 진행'), ('김희정', '홍보/마케팅 진행'), ('함초롱', '홍보/마케팅 진행'), ('임희원', '홍보/마케팅 진행'), ('민경호', '광고디자인'), ('최효선', '스틸'), ('김성일', '메이킹필름'), ('박윤선', '예고편'), ('이동근', '예고편'), ('권영주', '예고편'), ('안기현', '광고대행'), ('김희석', '광고대행'), ('송민경', '온라인마케팅'), ('최지연', '온라인마케팅'), ('서유진', '온라인마케팅'), ('김 찬', '온라인마케팅'), ('김종인', '온라인마케팅'), ('김문흠', '기획'), ('곽재국', '기획진행'), ('박진홍', '시각효과')]",90.0,청소년관람불가,"병원비,뺑소니,신체포기각서,추락사,사채빚,사채,장기,목격자,범죄자,자살","8:00pm 김대우, 신체포기각서를 쓰다.  희대의 강도살인마 심창현 탈옥으로 사회가 들썩이던 시각,  췌장암 말기인 아내의 병원비를 위해 사채를 끌어다 쓴 김대우(김석훈)는.  다음주까지 돈을 갚지 못하면 장기를 적출 당할 위기에 처하게 된다.    1:00am 택시기사 돈일호, 뺑소니 사고를 일으키다.  같은 시간, 밤거리를 배회하던 김대우는  고교생을 들이받고 뺑소니 친 돈일호(조성하)의 택시를 목격한다.    10:00am 홍수민, 탈옥수 심창현의 추락사를 목격하다.  다음날 오전, 자살을 시도하려던 홍수민은 건물 옥상에서 추락하는 심창현을 보게 되고,  아내의 자살시도에 충격 받은 김대우는 돈을 마련하기 위해 돈일호를 협박하기 시작한다.    8:00pm 오선정, 돈일호의 택시에 타다.  김대우의 협박으로 인생 최악의 위기에 처한 돈일호는  우연히 택시에 탄 변사채의 아내 오선정을 납치하게 되는데…    누구나 범죄자가 될 수 있는 비정한 도시,  그들의 충격적 연쇄 비극이 시작된다!",,,,,,,,left_only
알렉스크로스,2013-03-14,22771.0,['(주)인벤트스톤'],롭 코헨,robcohen,"['액션', '스릴러']",alexcross,['미국'],"[('매튜 폭스', ''), ('타일러 페리', ''), ('에드워드 번즈', ''), ('레이첼 니콜스', ''), ('장 르노', '')]",101.0,청소년관람불가,"도시개발,연쇄살인,그림,단서,납치","도시 개발을 앞두고 있는 대기업의 임원진들이 연쇄살인으로 인해 죽어간다. 사건 현장에 남겨진 유일한 단서는 피카소 풍의 그림뿐!  디트로이트 최고의 프로파일러 형사팀은 의문의 연쇄살인범을 쫓기 시작한다.  그 와중, 리더 알렉스 크로스 박사의 아내 역시 연쇄살인범의 희생양으로 지목되고,  팀원 모니카마저 납치당하는 위험에 처하게 되는데…",,,,,,,,left_only
극장판프리테이크유어마크,2018-04-12,22767.0,['(주)디스테이션'],카와나미 에이사쿠,eisakukawanami,['애니메이션'],freetakeyourmarks,['일본'],"[('시마자키 노부나가', '나나세 하루카 목소리'), ('스즈키 타츠히사', '타치바나 마코토 목소리'), ('요나가 츠바사', ''), ('히라카와 다이스케', ''), ('미야노 마모루', '마츠오카 린 목소리'), ('호소야 요시마사', ''), ('미야타 코우키', ''), ('스즈무라 켄이치', '')]",100.0,전체관람가,"TV애니메이션원작,극장판,고등학교,수영선수,쿄애니,학원물","이와토비   사메즈카 수영부의 청춘들, 더 넓은 세상으로 나아가다!치열했던 지역대회가 끝나고, 하루카, 마코토는 졸업을 하면서 이와토비 고등학교 수영부를 떠나게 된다. 린 역시 졸업 후 호주 유학을 준비한다. 모든 것이 변하고 또 다른 시작을 위한 새로운 ‘스타트라인’에 서게 된 그들. 함께할 수 있는 짧은 시간 동안 특별한 추억을 만들기 위해 노력한다. 그리고 우리는 이제 더욱 큰 미래, 전국대회를 꿈꾼다! Take Your Marks!",,,,,,,,left_only
45년후,2016-05-05,22745.0,['판씨네마(주)'],앤드류 헤이,andrewhaigh,"['드라마', '멜로/로맨스']",45years,['영국'],"[('샬롯 램플링', ''), ('톰 커트니', '')]",95.0,15세이상관람가,,,전미비평가협회상(2016) : 여우주연상 - 샤롯 램플링|LA비평가협회상(2015) : 여우주연상 - 샤롯 램플링|베를린국제영화제(2015) : 은곰상:남자연기자상 - 톰 커트니|베를린국제영화제(2015) : 은곰상:여자연기자상 - 샤롯 램플링,,,,,,,left_only
윌리,2018-10-25,22716.0,['㈜코리아스크린'],칼 멘데스,carlmendez,"['애니메이션', '어드벤처', '코미디']",wheely,['말레이시아'],"[('허성재', '윌리 목소리'), ('조연우', '스쿳 목소리'), ('방지원', '로즈 목소리'), ('송영인', '마마 목소리'), ('신정훈', '리치 목소리'), ('박상우', '몬스터 목소리')]",89.0,전체관람가,"카레이싱,질주,택시,총알택시",오늘은 내가 챔피언! 응~ 꿈이야~!핵 빠르…고 싶은 레이싱 택시 윌리가 온다!누구보다 핵 빠르…고 싶은 꿈을 가진 레이싱 택시 윌리. 달리는 것이 가장 신나고 행복한 그에게 어느 날 특별한 물건을 배달할 기회가 오고 우연히 자동차들만의 세상 ‘게스켓 시티’의 최고 슈퍼스타 로즈를 만나 한눈에 반하게 된다. 그러나 기쁨도 잠시… 이세상 가장 위험한 존재인 거대 몬스터 트럭 보스가 눈을 뜨고 윌리는 로즈를 구하기 위해 이제껏 없었던 스피드와 어드벤처의 세상 속으로 뛰어들게 되는데…,,,,,,,,left_only
펭이와친구들의남극대모험,2018-02-28,22695.0,['와이드 릴리즈(주)'],루카스 퀴아오,lucasqiao,"['애니메이션', '어드벤처', '코미디']",polaradventure,['중국'],,77.0,전체관람가,"동물캐릭터,동물용사,펭귄마을,남극,뽀로로","남극은 우리가 지킨다 악당에게 빼앗긴 얼음 들판을 지키고 친구들과 함께 펭귄 가족들을 구하라!친구가 가는 곳이라면 어디든 함께 가는 베스트 프렌드 펭이, 유리, 루크는 펭이의 가족을 찾아 남극으로 향하지만, 악당들에게 얼음 들판을 빼앗긴 펭귄들은 펭이의 가족들을 배신자라고 욕하고, 악당들은 남극을 모두 파괴할 음모를 꾸민다. 이 사실을 모르고 독수리에게 속아 악당들의 소굴로 가게 된 펭이와 친구들은 절체절명의 위기에 빠지게 되는데… 과연 이들은 펭귄 가족들을 구하고, 얼음 들판을 지켜낼 수 있을까?",,,,,,,,left_only
지상의별처럼,2012-09-06,22612.0,['(주)엣나인필름'],아미르 칸,aamirkhan,['드라마'],likestarsonearth,['인도'],"[('아미르 칸', ''), ('다쉴 사페리', '')]",162.0,전체관람가,"난독증,학교,상상력,교사","이 작품은 전 세계 어린이들 중 약 10%의 정도가 해당된다는 난독증 어린이에 대한 이야기이다. 인도의 작은 마을, 여덟 살 꼬마 아이 이샨은 학교에서 가르치는 영어나 수학 같은 것에는 관심이 없다. 어른들이 말하는 숙제나 수업, 위생 같은 것에도 물론 관심이 없다. 이샨의 머릿속을 가득 채운 것은 오로지 작은 물고기와 예쁜 색깔의 돌, 나뭇가지 등 어른들의 생각으로는 도저히 알 수 없는 상상의 사물들이다. 당연히 어른들의 시각으로 볼 때 이샨은 글도 못 읽는 문제아이며, 공부도 지독하게 못하는 '나쁜' 아이일 뿐이다. 시대를 막론하고 아이들을 평가하는 방식이 어른들의 기준으로 만들어졌다는 것을 기억한다면 이샨이 처한 상황은 기준에 들지 못하는 어떤 것이며, 격리해야 할 대상으로 취급될 것이다. 하지만 이러한 방식은 아이들에게 너무 많은 희생을 강요한다. 사실 학교의 성적이 아이들의 심성이나 다양한 상상력을 평가하는 절대적인 기준은 될 수 없기 때문이다.  모든 아이들은 특별한 존재이다 는 이샨이라는 아이를 통해 성적과 평가중심적인 교육 제도를 문제 삼는다. 그리고 우리 아이들에게 필요한 것은 관심과 존중이라는 단순한 진리를 이야기한다. 인도 영화 임에도 불구하고 일반적인 발리우드 영화의 특징을 많이 지운 이 작품은 인도 최고의 국민배우인 아미르 칸Aamir Khan이 감독을 맡았으며, 감독 자신이 이샨의 아픔을 이해하는 미술 교사로 직접 출현도 하였다. 어린이, 교사, 학부모들에게 강력 추천하는 작품. 인도 흥행 배우인 아미르 칸이 연출한 첫 작품으로 2007년 인도 최고 흥행작. 그림에 천재적 재능을 보이는 자폐아 이샨과 가족간의 사랑을 담은 감동적 성장영화이다. 부제처럼 이 지구상의 모든 아이들은 특별한 존재임을 말하고 있다.",,,,,,,,left_only
피나,2012-08-30,22600.0,['㈜영화사 백두대간'],빔 벤더스,wimwenders,['다큐멘터리'],pina,"['독일', '프랑스', '영국']","[('피나 바우쉬', '')]",102.0,전체관람가,"피나바우쉬,현대무용,암,약속","2009년 타계한 세계적인 무용가 피나 바우쉬의 독창적인 작품 세계를 보여주며, 함께 일한 ´탄츠테아터´ 무용수들을 통해 그녀에 대한 기억을 담은 다큐멘터리.물방울도 춤추게 하는 천재 무용가 피나 바우쉬!현존하는 최고의 시네아스트 빔 벤더스 감독이  그녀의 영혼이 투영된 경이로운 작품세계를 3D로 부활시킨다!  춤의 역사를 바꾼 천재 무용가 피나 바우쉬의 독창적인 예술세계가 시네마 거장 빔 벤더스에 의해 매혹적인 3D 영상으로 부활한다. 촬영 직전, 피나 바우쉬가 암 진단 5일만에 갑작스럽게 세상을 떠나 작품 자체가 무산될 위기에 처하지만 그녀의 오랜 예술적 동지였던 빔 벤더스는 생전 그녀와의 약속을 지키기 위해 혼신의 힘을 다해  피나 를 완성한다.  봄의 에너지와 생명력을 폭력적인 군무를 통해 보여주는 [봄의 제전], 인간의 갈망과 외로움을 미니멀하게 담아낸 [카페 뮐러], 남녀 관계에서 발생되는 호기심과 욕망, 그리고 잔인함을 다룬 [콘탁트호프], 비바람 속에서 공포와 두려움의 내면세계와 싸우며 사랑을 갈구하는 거친 춤 [보름달], 이렇게 피나 바우쉬의 대표작 4편을 통해  피나 는 사랑, 자유, 슬픔, 갈망, 환희 등 인간의 원초적 감정들을 감각적으로 표현한다.  피나 에 출연한 세계 최정상의 부퍼탈 무용수들은 격렬한 독무, 우아한 듀엣, 역동적인 군무를 이용해 그러한 감정들을 환희의 몸짓으로 감동적으로 펼쳐내며 피나 바우쉬의 영혼을 부활시킨다.  근육의 미세한 떨림과 땀방울은 물론 무용수들의 감정까지 생생하게 잡아낸  피나 의 실사 100%의 리얼 3D는 이제까지 어떠한 영화나 공연에서도 경험할 수 없었던 새로운 차원의 감각적이고 경이로운 시각적 여행을 관객들에게 선사한다.",제61회 독일 영화상 (2011)  베스트 다큐멘터리   제24회 유럽영화상 (2011)  유럽영화아카데미 다큐멘터리상,,,,,,,left_only
