movieNm,movieDrKofic,prodCompany,impCompany,distCompany,openDtKofic,State,longShort,nationNm,screenCnt,salesAcc,audiAcc,salesSeoul,audiSeoul,genres,watchGrade,classify,movieOriNm,openDtTMDB,movieDrTMDB,budget,ori_lang,series,crewData,castData,keyWord,_merge
리퍼,웬-한 쉬,,(주)콘텐츠윙,(주)콘텐츠윙,2016-03-10,개봉영화,장편,미국,1.0,100000.0,10.0,100000.0,10.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
린코의유혹하는미용실,카타오카 슈지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-03-07,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
릴리그레이스마녀이야기,웨스 밀러,,(주)인터콘미디어,(주)다날엔터테인먼트,2016-08-24,개봉영화,장편,미국,1.0,100000.0,10.0,0.0,0.0,스릴러,15세이상관람가,일반영화,,,,,,,,,,left_only
마리아짱의유혹,이시카와 지로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-12-05,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
마스터뒤틀린사랑,아테 드 종,,(주)다날엔터테인먼트,(주)다날엔터테인먼트,2016-07-25,개봉영화,장편,영국,1.0,100000.0,10.0,0.0,0.0,스릴러,청소년관람불가,일반영화,,,,,,,,,,left_only
마지막떡국열차,우타가와 쿄이치,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-01-08,개봉영화,장편,일본,1.0,40000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
마지막불륜,오타니 야스유키,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-08-29,개봉영화,장편,일본,1.0,20000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
만원전철속그녀2,칸바라 이구토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-06-20,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
맛2무삭제,경석호,영화사 인연,,(주)소나무픽쳐스,2016-01-06,개봉영화,장편,한국,1.0,100000.0,10.0,100000.0,10.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
맛있는섹스,쿠로사기 히로시,,(주)소나무픽쳐스,(주)소나무픽쳐스,2012-07-26,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
매춘내아내와딸,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-08-03,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
맥카닉마지막추격,조쉬 C. 월러,,(주)마인스 엔터테인먼트,(주)마인스 엔터테인먼트,2014-10-02,개봉영화,장편,미국,1.0,100000.0,10.0,0.0,0.0,미스터리,15세이상관람가,일반영화,,,,,,,,,,left_only
메가파이톤vs게토로이드,메리 램버트,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-11-29,개봉영화,장편,미국,0.0,100000.0,10.0,0.0,0.0,SF,청소년관람불가,일반영화,,,,,,,,,,left_only
메가샤크vs크로코사우러스,크리스토퍼 레이,,(주)케이알씨지,(주)케이알씨지,2012-08-30,개봉영화,장편,미국,1.0,50000.0,10.0,0.0,0.0,SF,12세이상관람가,일반영화,,,,,,,,,,left_only
모든것은벗는것으로시작됐다,나카마치 사쿠,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2012-08-23,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
모든여자에게거짓이있다,호라이 타다아키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2012-06-20,개봉영화,장편,일본,1.0,61000.0,10.0,0.0,0.0,미스터리,청소년관람불가,일반영화,,,,,,,,,,left_only
몸으로갚을께,카이하라 쿠리스 료,,미디어소프트,미디어소프트,2015-04-22,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
몸탐정,야기 카즈스케,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-08-20,개봉영화,장편,일본,1.0,40000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
무녀의탐스러운육체,카와사키 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2015-12-11,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
무예타이갱,크리사나퐁 라차타,,스크린조이,스크린조이,2014-07-02,개봉영화,장편,태국,1.0,40000.0,10.0,0.0,0.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
묻지마사랑,이치이 마사히데,,(주)시네마천국,(유)영화사 화수분,2016-05-26,개봉영화,장편,일본,1.0,60000.0,10.0,0.0,0.0,드라마,15세이상관람가,독립/예술영화,,,,,,,,,,left_only
물의목소리를듣다,야마모토 마사시,,(주)에스와이미디어,(주)에스와이미디어,2016-06-01,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,드라마,15세이상관람가,일반영화,,,,,,,,,,left_only
뭐든지해드릴게요,S.세타니,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-17,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
뮤턴트워,가브리엘 살바토레,,(주)히스토리필름,(주)히스토리필름,2018-07-05,개봉영화,장편,이탈리아,1.0,50000.0,10.0,0.0,0.0,SF,15세이상관람가,독립/예술영화,,,,,,,,,,left_only
미국대지진,테리 커닝햄,,(주)케이알씨지,(주)케이알씨지,2014-07-08,개봉영화,장편,캐나다,1.0,40000.0,10.0,0.0,0.0,SF,"15세관람가,12세이상관람가",일반영화,,,,,,,,,,left_only
미나의비밀섹스,이토 이치헤이,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-04-23,개봉영화,장편,일본,1.0,40000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
미조못다한이야기감독판,남기웅,"진이엔터테인먼트,주식회사 마운틴픽쳐스,영화사 민들레",,주식회사 마운틴픽쳐스,2015-02-12,개봉영화,장편,한국,1.0,70000.0,10.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
미츠에의남친고르기,코미나미 토시야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-08-29,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
미히로의19금강좌,오쿠 와타루,(주)도키엔터테인먼트,,(주)도키엔터테인먼트,2013-04-11,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
밀실성애불륜의그림자,션,,(주)영진크리에이티브,(주)영진크리에이티브,2016-02-15,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
밀애내이웃의유부녀들,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-08-03,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
밀애아주버님,콘콘 라이,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-09,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
반숙소녀,아우,,(주)시네마천국,(유)영화사 화수분,2017-07-06,개봉영화,장편,말레이시아,1.0,60000.0,10.0,0.0,0.0,멜로/로맨스,12세이상관람가,일반영화,,,,,,,,,,left_only
발칙한러브스캔들,존 버제스,,BK시네윈,(주)액티버스엔터테인먼트,2014-01-28,개봉영화,장편,미국,1.0,51000.0,10.0,0.0,0.0,멜로/로맨스,15세이상관람가,독립/예술영화,,,,,,,,,,left_only
배드키즈고우투헬,매튜 스프라들린,,(주)시네마천국,(주)토러스엔터테인먼트,2014-09-11,개봉영화,장편,미국,1.0,100000.0,10.0,0.0,0.0,스릴러,청소년관람불가,일반영화,,,,,,,,,,left_only
배틀로얄극악소년원,오츠키 에이지,,(주)영진크리에이티브,(주)영진크리에이티브,2014-03-11,개봉영화,장편,일본,1.0,5000.0,10.0,0.0,0.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
백일몽금단의기억,카네다 타카시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-07-04,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
뱀파이어걸의정사,혼다 칸스케,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-05-14,개봉영화,장편,일본,1.0,40000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
버스가이드의몸을탐하다,이노우에 신스케,,(주)영진크리에이티브,(주)영진크리에이티브,2016-01-11,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
버스가이드의젖은속옷,이마오카 신지,,(주)영진크리에이티브,(주)영진크리에이티브,2015-12-24,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
범해진소녀들,우치다 나오유키,,(주)영진크리에이티브,(주)영진크리에이티브,2015-11-26,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
베스트러브그리고정사,카타오카 슈지,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-08-30,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
벤데타피의복수,스테판 레이놀즈,,미디어소프트,미디어소프트,2014-10-22,개봉영화,장편,영국,1.0,50000.0,10.0,0.0,0.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
벨벳키스함정에빠진소악마,히로타 미키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-10-31,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
벨벳키스2금지된사랑,히로타 미키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-11-14,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
보디가드,시디끄,,(주)소나무픽쳐스,(주)소나무픽쳐스,2012-10-05,개봉영화,장편,인도,1.0,50000.0,10.0,0.0,0.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
보이드갱,나단 몰랜도,,(주)시네마천국,(주)토러스엔터테인먼트,2014-12-04,개봉영화,장편,미국,1.0,100000.0,10.0,0.0,0.0,범죄,15세이상관람가,일반영화,,,,,,,,,,left_only
부인친구의딸,사카모토 후토시,,(주)영진크리에이티브,(주)영진크리에이티브,2016-03-24,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
분노의파이터,크리스 시버트슨,,미디어브로스(주),미디어브로스(주),2013-11-28,개봉영화,장편,미국,1.0,100000.0,10.0,0.0,0.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
불륜동창회선생님의특별수업,오타니 야스유키,,(주)소나무픽쳐스,(주)소나무픽쳐스,2016-03-08,개봉영화,장편,일본,1.0,100000.0,10.0,100000.0,10.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
불륜현장,니자토 다케루,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-04-02,개봉영화,장편,일본,1.0,40000.0,10.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
불륜의다이어리,핫토리 미츠노리,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-09-12,개봉영화,장편,일본,1.0,20000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
불완전한사랑완전한섹스,프란체스카 무치,,미디어소프트,미디어소프트,2014-08-14,개봉영화,장편,이탈리아,1.0,50000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,독립/예술영화,,,,,,,,,,left_only
블라인드리벤지,라울 루이즈,,(주)컴퍼니엘,(주)컴퍼니엘,2012-05-04,개봉영화,장편,영국,1.0,60000.0,10.0,0.0,0.0,스릴러,15세이상관람가,독립/예술영화,,,,,,,,,,left_only
비밀정사친구의아빠,사카모토 후토시,,(주)영진크리에이티브,(주)영진크리에이티브,2016-03-10,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
비서실여직원들과의교환섹스,하뉴켄지,,(주)영진크리에이티브,(주)영진크리에이티브,2015-07-14,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
비히클19폴워커마지막질주,무쿤다 마이클 드윌,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-09-02,개봉영화,장편,미국,1.0,40000.0,10.0,0.0,0.0,스릴러,15세이상관람가,일반영화,,,,,,,,,,left_only
사소리외전,후지와라 켄이치,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2012-09-13,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
사오리의비뇨기과,오부치 아키라,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-11-07,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,,청소년관람불가,일반영화,,,,,,,,,,left_only
사쿠라마지막정사,다무라 다카유키,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-08-29,개봉영화,장편,일본,1.0,20000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
샌드맨과꿈나라모험,"예스퍼 묄러,지넴 사카오글루,헬머 피셔",,예지림엔터테인먼트,예지림엔터테인먼트,2012-12-25,개봉영화,장편,독일,1.0,40000.0,10.0,0.0,0.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
서도가마나미의정사,이시카와 킨,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2012-12-06,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
선배의첫경험레슨,카이하라 쿠리스 료,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-11-28,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
성냥팔이소녀,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-10-31,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
성스러운스즈네에볼루션,카네다 류,,(주)루스아트,(주)루스아트,2016-11-29,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
성스러운스즈네제네시스,카네다 류,,(주)루스아트,(주)루스아트,2016-11-29,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
세컨드라도좋아,요시다 료코,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2012-10-11,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
섹스오브더데드,야마우치 다이스케,,(주)에스와이미디어,(주)에스와이미디어,2016-02-26,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
섹스천국일본,토모마츠 나오유키,,(주)영진크리에이티브,(주)영진크리에이티브,2015-10-26,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
섹시방문판매원,이케지마 유타카,,(주)영진크리에이티브,(주)영진크리에이티브,2016-02-25,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
소녀리오의욕망,후지와라 켄이치,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-06-25,개봉영화,장편,일본,1.0,40000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
소녀의음란한밀회,카나자와 카츠지,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-04-29,개봉영화,장편,일본,1.0,40000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
소노코의유혹정사,에노모토 토시로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-03-01,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
소울오브락,아마노 히로미츠,,(주)영진크리에이티브,(주)영진크리에이티브,2014-02-08,개봉영화,장편,일본,1.0,5000.0,10.0,0.0,0.0,코미디,15세이상관람가,일반영화,,,,,,,,,,left_only
쇼킹잡원스어폰어포르노,존 루트,,주식회사 미콘,주식회사 미콘,2014-02-06,개봉영화,장편,프랑스,1.0,30000.0,10.0,0.0,0.0,기타,청소년관람불가,일반영화,,,,,,,,,,left_only
수호지바람의영웅금모견,황조권,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-02-28,개봉영화,장편,중국,1.0,150000.0,10.0,0.0,0.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
수호지명포영웅호연작,황조권,,스크린조이,스크린조이,2014-07-29,개봉영화,장편,중국,1.0,40000.0,10.0,0.0,0.0,액션,12세이상관람가,일반영화,,,,,,,,,,left_only
순결상실,카이즈 아키히코,,(주)영진크리에이티브,(주)영진크리에이티브,2015-10-16,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
슈퍼샤크,프레드 올렌 레이,,스크린조이,스크린조이,2015-09-03,개봉영화,장편,미국,2.0,40000.0,10.0,20000.0,5.0,액션,12세이상관람가,일반영화,,,,,,,,,,left_only
스무살의이중생활,이숭환,(주)케이알씨지,,(주)케이알씨지,2012-11-29,개봉영화,장편,한국,0.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
스워드오브워,렌조 마르티넬리,,포커스 온,포커스 온,2012-07-26,개봉영화,장편,이탈리아,1.0,50000.0,10.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
스카이아크지구최후의날,사이먼 홍,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-10-28,개봉영화,장편,미국,1.0,100000.0,10.0,100000.0,10.0,액션,12세이상관람가,일반영화,,,,,,,,,,left_only
스킨워커랜치,데빈 맥긴,,모비딕엔터테인먼트(주),모비딕엔터테인먼트(주),2014-09-25,개봉영화,장편,미국,1.0,50000.0,10.0,0.0,0.0,SF,청소년관람불가,일반영화,,,,,,,,,,left_only
스탠드업,라파 라라,,알토미디어(주),(주)미디어데이,2014-06-19,개봉영화,장편,멕시코,1.0,60000.0,10.0,0.0,0.0,코미디,청소년관람불가,일반영화,,,,,,,,,,left_only
스튜던트서비스,엠마누엘 베르코,,데이지엔터테인먼트,데이지엔터테인먼트,2014-05-30,개봉영화,장편,프랑스,1.0,100000.0,10.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
스튜어디스의이중생활,하세가와 쿠니히로,,(주)영진크리에이티브,(주)영진크리에이티브,2015-12-03,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
스파이더대침공,짐 위노스키,,스크린조이,스크린조이,2014-08-05,개봉영화,장편,미국,1.0,40000.0,10.0,0.0,0.0,SF,15세이상관람가,일반영화,,,,,,,,,,left_only
스패로우,두기봉,,모비딕엔터테인먼트(주),모비딕엔터테인먼트(주),2014-09-25,개봉영화,장편,홍콩,1.0,50000.0,10.0,0.0,0.0,액션,15세이상관람가,독립/예술영화,,,,,,,,,,left_only
스플린터,토비 윌킨스,,(주)시네마천국,(주)토러스엔터테인먼트,2015-07-09,개봉영화,장편,미국,1.0,50000.0,10.0,0.0,0.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
시아버지의쾌락,긴 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-07,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
신입얼짱관광가이드,토모마츠 나오유키,,(주)영진크리에이티브,(주)영진크리에이티브,2016-03-24,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
신주쿠에로스,이마오카 신지,,미디어소프트,미디어소프트,2015-01-21,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
신혼부부러브다이어리3트리플러브,요코야마 카즈히로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-03-21,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
신혼부부러브다이어리4러브포에버,요코야마 카즈히로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-03-28,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
신혼부부러브다이어리,요코야마 카즈히로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2012-08-14,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
신혼부부러브다이어리2,요코야마 카즈히로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2012-08-14,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
신화고대왕국의비밀,유도,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-09-15,개봉영화,장편,중국,1.0,60000.0,10.0,0.0,0.0,어드벤처,12세이상관람가,일반영화,,,,,,,,,,left_only
실화일본연쇄강간사건,우타가와 다이고,,(주)영진크리에이티브,(주)영진크리에이티브,2015-09-07,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
심야여자의두얼굴,사사키 노부요시,,(주)영진크리에이티브,(주)영진크리에이티브,2016-03-26,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
심야병동맛있는간호사들,카스가 요시노리,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-23,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
심야의야한근무,쿠마자와 나오토,,(주)영진크리에이티브,(주)영진크리에이티브,2016-06-08,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
심판자,존 V. 소토,,(주)마인스 엔터테인먼트,(주)마인스 엔터테인먼트,2014-08-28,개봉영화,장편,호주,1.0,100000.0,10.0,0.0,0.0,미스터리,15세이상관람가,일반영화,,,,,,,,,,left_only
아내의위험한부업,타케우치 노리히로,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-01,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
아이스투모로우,제이슨 부케,,스크린조이,스크린조이,2014-06-18,개봉영화,장편,캐나다,1.0,40000.0,10.0,0.0,0.0,SF,12세이상관람가,일반영화,,,,,,,,,,left_only
아즈마린의전기고문실,오쿠 와타루,,(주)영진크리에이티브,(주)영진크리에이티브,2016-06-17,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
아틀란티스바다의오페라,뤽 베송,,스크린조이,스크린조이,2014-07-30,개봉영화,장편,프랑스,1.0,40000.0,10.0,0.0,0.0,다큐멘터리,전체관람가,일반영화,,,,,,,,,,left_only
알바생과의불륜,이마오카 신지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-07-11,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
애인교환섹스,아키야마 요시오,,(주)영진크리에이티브,(주)영진크리에이티브,2015-08-10,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
애프터쇼크,니콜라스 로페즈,,(주)시네마천국,(주)토러스엔터테인먼트,2014-08-07,개봉영화,장편,미국,1.0,100000.0,10.0,0.0,0.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
앤트보이레드퓨리의복수,애스크 해쎌바르크,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2017-06-15,개봉영화,장편,덴마크,1.0,15000.0,10.0,0.0,0.0,어드벤처,전체관람가,일반영화,,,,,,,,,,left_only
야쿠자대닌자,마이하라 켄조,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-09-12,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
야쿠자대닌자2,마이하라 켄조,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-09-17,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
야쿠자의아내,오부치 아키라,,(주)영진크리에이티브,(주)영진크리에이티브,2016-03-02,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
야한병동24시,타지마 하루노부,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-11,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
양키아이돌,조조 히데오,,(주)영진크리에이티브,(주)영진크리에이티브,2014-11-06,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,코미디,청소년관람불가,일반영화,,,,,,,,,,left_only
어덜트24살의사랑,나카마치 사쿠,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2012-12-13,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
어론인더다크2마녀사냥꾼,"마이클 로쉬,피터 쉬어러",,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-10-14,개봉영화,장편,독일,1.0,50000.0,10.0,0.0,0.0,판타지,15세이상관람가,일반영화,,,,,,,,,,left_only
