TITLE,OPEN_DT,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC,CMT_SCORE
잡식가족의 딜레마,2015-05-07,5,2,19,105.0,한국,기타,다큐멘터리,전체관람가,0.0,11.0,195.0,0.0,5247,0.22388059701492533
오르가즘,2013-12-19,12,4,51,81.0,스페인,기타,다큐멘터리,청소년관람불가,,4.0,201.0,0.0,5246,0.14285714285714285
에이리언 둠스데이,2013-10-10,10,4,41,88.0,미국,기타,SF,15세이상관람가,,18.0,0.0,0.0,5240,0.37209302325581395
믹막: 티르라리고 사람들,2012-05-10,5,2,19,104.0,프랑스,기타,코미디,15세이상관람가,,11.0,0.0,0.0,5226,0.5806451612903226
사대명포,2013-10-31,10,4,44,118.0,중국,기타,판타지,15세이상관람가,,103.0,0.0,0.0,5220,0.2822222222222222
제로법칙의 비밀,2014-08-14,8,3,33,106.0,미국,기타,SF,15세이상관람가,,176.0,261.0,0.0,5212,0.5196078431372549
비행소년,2014-01-15,1,1,3,96.0,스페인,기타,드라마,청소년관람불가,,0.0,0.0,0.0,5210,
비버,2012-04-12,4,2,15,91.0,미국,기타,코미디,12세이상관람가,,20.0,0.0,0.0,5194,0.2368421052631579
데드풀 2: 순한맛,2019-01-03,1,1,1,118.0,미국,이십세기폭스코리아(주),액션,12세이상관람가,0.0,21.0,135.0,0.0,5191,0.25
수호지-불사영웅 석수,2013-10-31,10,4,44,95.0,중국,기타,액션,15세이상관람가,,1.0,0.0,0.0,5190,1.0
신촌좀비만화,2014-05-15,5,2,20,116.0,한국,씨제이이앤엠(주),드라마,청소년관람불가,0.0,77.0,659.0,0.0,5187,0.537117903930131
돌아와요 부산항애(愛),2018-01-17,1,1,3,114.0,한국,기타,범죄,15세이상관람가,,254.0,1324.0,0.0,5163,0.4449213161659514
커튼콜,2016-12-08,12,4,49,94.0,한국,기타,코미디,15세이상관람가,0.0,56.0,972.0,0.0,5163,0.3771428571428572
스톨른,2013-07-31,7,3,31,95.0,미국,기타,액션,청소년관람불가,,103.0,0.0,0.0,5161,0.25287356321839083
정사2013,2014-01-02,1,1,1,93.0,아이슬란드,기타,드라마,청소년관람불가,,3.0,29.0,0.0,5155,0.13333333333333333
테이크 쉘터,2013-04-18,4,2,16,121.0,미국,기타,드라마,15세이상관람가,,93.0,0.0,0.0,5149,0.2507836990595611
하트 비트,2010-11-25,11,4,47,101.0,캐나다,기타,드라마,청소년관람불가,0.0,17.0,0.0,0.0,5133,0.4130434782608696
프랑켄슈타인,2019-03-14,3,1,11,129.0,미국,기타,공연,15세이상관람가,,1.0,9.0,0.0,5123,1.0
마세티 킬즈,2013-11-21,11,4,47,107.0,미국,기타,코미디,청소년관람불가,1.0,92.0,0.0,0.0,5115,0.4728033472803347
내부고발자,2013-10-24,10,4,43,111.0,미국,기타,범죄,청소년관람불가,,141.0,0.0,0.0,5108,0.1553191489361702
장강7호 : 내친구 마법요정,2013-08-22,8,3,34,82.0,홍콩,기타,애니메이션,전체관람가,,41.0,0.0,0.0,5104,0.47560975609756106
울트라맨 사가,2015-02-26,2,1,9,89.0,일본,기타,액션,전체관람가,,75.0,178.0,0.0,5103,0.4139784946236559
리키,2010-02-04,2,1,5,89.0,프랑스,씨제이엔터테인먼트,코미디,12세이상관람가,,57.0,0.0,0.0,5102,0.5648854961832062
붉은 바캉스 검은 웨딩 2,2013-11-28,11,4,48,88.0,한국,기타,스릴러,청소년관람불가,0.0,20.0,0.0,0.0,5100,0.3103448275862069
암살교실,2015-08-27,8,3,35,109.0,일본,기타,액션,12세이상관람가,,174.0,3640.0,1.0,5097,0.2054794520547945
해피 이벤트,2013-04-25,4,2,17,109.0,프랑스,기타,멜로,청소년관람불가,,105.0,0.0,0.0,5092,0.6262626262626263
저속희극,2013-10-31,10,4,44,93.0,홍콩,기타,코미디,청소년관람불가,,19.0,0.0,0.0,5085,0.35211267605633795
미스터 빌리:하일랜드의 수호자,2013-05-30,5,2,22,76.0,영국,기타,애니메이션,전체관람가,,34.0,0.0,0.0,5085,0.4090909090909091
스티븐 시걸의 비밀경찰,2014-01-29,1,1,5,90.0,미국,기타,액션,청소년관람불가,,1.0,0.0,0.0,5078,0.0
라이즈 오브 더 레전드: 황비홍,2015-09-10,9,3,37,131.0,홍콩,기타,액션,15세이상관람가,0.0,132.0,453.0,0.0,5077,0.2595936794582393
운동회,2018-03-22,3,1,12,75.0,한국,기타,가족,12세이상관람가,0.0,13.0,212.0,0.0,5075,0.421875
프렌즈 : 하얀 거짓말,2014-09-25,9,3,39,133.0,프랑스,기타,드라마,15세이상관람가,,22.0,203.0,0.0,5073,0.7413793103448276
더 팩트,2013-08-14,8,3,33,107.0,미국,기타,공포,15세이상관람가,,55.0,0.0,0.0,5070,0.2790697674418605
화려한 외출,2013-12-05,12,4,49,80.0,한국,기타,드라마,청소년관람불가,0.0,10.0,0.0,0.0,5067,-0.26666666666666666
논스톱: 분노의 질주,2013-11-28,11,4,48,103.0,스페인,기타,액션,청소년관람불가,,3.0,0.0,0.0,5063,0.75
화이트 타이거: 최강전차군단,2013-10-17,10,4,42,108.0,러시아,기타,액션,15세이상관람가,,117.0,166.0,0.0,5058,0.28857715430861725
빌로우 허,2017-09-21,9,3,38,91.0,캐나다,기타,드라마,청소년관람불가,0.0,34.0,636.0,0.0,5056,0.580952380952381
바캉스,2013-10-17,10,4,42,92.0,한국,기타,스릴러,청소년관람불가,0.0,12.0,0.0,0.0,5051,0.3958333333333333
탐욕의 제국,2014-03-06,3,1,10,90.0,한국,기타,다큐멘터리,12세이상관람가,0.0,78.0,0.0,0.0,5049,0.2630272952853598
타인의 아내를 사랑하다,2014-01-09,1,1,2,89.0,스페인,기타,멜로,청소년관람불가,,0.0,0.0,0.0,5044,
거짓말,2015-10-29,10,4,44,98.0,한국,기타,드라마,청소년관람불가,0.0,36.0,156.0,0.0,5043,0.2640449438202247
섹스중독자들,2013-11-21,11,4,47,86.0,러시아,기타,멜로,청소년관람불가,,1.0,0.0,0.0,5033,0.5
나폴레옹 토레스전투,2013-11-14,11,4,46,151.0,기타,기타,전쟁,청소년관람불가,,0.0,0.0,0.0,5032,
수호지-무사조씨,2013-11-07,11,4,45,99.0,중국,기타,액션,15세이상관람가,,5.0,0.0,0.0,5030,0.6666666666666666
앤드 오브 워,2013-11-07,11,4,45,99.0,아일랜드,기타,미스터리,15세이상관람가,,5.0,0.0,0.0,5030,0.07142857142857142
갓 헬프 더 걸,2015-02-12,2,1,7,111.0,영국,기타,뮤지컬,15세이상관람가,,83.0,444.0,0.0,5029,0.3868194842406877
고양이 사무라이,2014-11-27,11,4,48,100.0,일본,기타,코미디,12세이상관람가,1.0,54.0,1472.0,0.0,5029,0.3728813559322034
아버지의 초상,2016-01-28,1,1,4,91.0,프랑스,기타,드라마,12세이상관람가,0.0,111.0,279.0,0.0,5028,0.45396825396825397
잊혀진 꿈의 동굴,2013-01-10,1,1,2,90.0,미국,기타,다큐멘터리,전체관람가,0.0,65.0,0.0,0.0,5024,0.4276315789473684
혈적자: 황제암살단,2013-11-14,11,4,46,113.0,중국,기타,액션,청소년관람불가,,31.0,0.0,0.0,5022,0.35514018691588783
맛,2014-01-16,1,1,3,96.0,한국,기타,멜로,청소년관람불가,0.0,23.0,0.0,0.0,5021,0.2352941176470588
유혹의 기술,2014-01-23,1,1,4,94.0,미국,기타,코미디,청소년관람불가,,0.0,0.0,0.0,5017,
더 체이스,2014-04-10,4,2,15,89.0,프랑스,씨너스엔터테인먼트(주),액션,15세이상관람가,0.0,21.0,46.0,0.0,5015,0.6041666666666666
포르노 아티스트,2013-12-26,12,4,52,92.0,스페인,기타,드라마,청소년관람불가,,0.0,19.0,0.0,5005,
안녕 히어로,2017-09-07,9,3,36,109.0,한국,기타,다큐멘터리,12세이상관람가,0.0,8.0,112.0,0.0,5002,0.5945945945945946
"시네도키, 뉴욕",2010-01-07,1,1,1,123.0,미국,기타,드라마,15세이상관람가,,13.0,0.0,0.0,5001,0.4545454545454545
"시바, 인생을 던져",2013-12-19,12,4,51,98.0,한국,기타,드라마,15세이상관람가,0.0,23.0,0.0,0.0,4991,0.29523809523809524
쾌걸 조로리의 공룡알을 지켜라,2014-05-15,5,2,20,77.0,일본,기타,애니메이션,전체관람가,,34.0,176.0,0.0,4985,0.2325581395348837
파란나비효과,2017-06-22,6,2,25,93.0,한국,기타,다큐멘터리,12세이상관람가,0.0,222.0,328.0,0.0,4980,0.16247304097771387
아르마딜로,2012-04-26,4,2,17,108.0,덴마크,기타,전쟁,15세이상관람가,,26.0,0.0,0.0,4978,0.3829787234042553
스틸 라이프,2014-06-05,6,2,23,91.0,영국,기타,드라마,12세이상관람가,,60.0,137.0,0.0,4967,0.41687979539641945
빈센트,2013-06-27,6,2,26,94.0,독일,기타,드라마,15세이상관람가,,21.0,0.0,0.0,4960,0.5730337078651685
설행_눈길을 걷다,2016-03-03,3,1,9,98.0,한국,기타,드라마,15세이상관람가,0.0,30.0,630.0,0.0,4959,0.4203821656050956
우리를 침범하는 것들,2017-07-20,7,3,29,99.0,영국,기타,액션,15세이상관람가,0.0,110.0,278.0,0.0,4958,0.2968421052631579
퀸 오브 데저트,2016-04-07,4,2,14,127.0,미국,기타,드라마,12세이상관람가,0.0,17.0,258.0,0.0,4955,0.2857142857142857
히스테리아,2012-08-23,8,3,34,99.0,영국,기타,코미디,청소년관람불가,,0.0,0.0,0.0,4947,
"안녕, 하세요!",2012-05-24,5,2,21,91.0,한국,롯데쇼핑㈜롯데엔터테인먼트,다큐멘터리,전체관람가,,14.0,0.0,0.0,4946,0.5
뉴욕 라이브러리에서,2018-10-11,10,4,41,205.0,미국,기타,다큐멘터리,전체관람가,0.0,7.0,83.0,0.0,4945,0.5
나쁜 녀석들,2015-03-26,3,1,13,102.0,호주,기타,범죄,15세이상관람가,,11.0,166.0,0.0,4936,0.4
양치기들,2016-06-02,6,2,22,79.0,한국,CGV아트하우스,드라마,청소년관람불가,0.0,50.0,635.0,0.0,4934,0.5986622073578596
체인징사이드: 부부탐구생활,2012-10-04,10,4,40,93.0,프랑스,기타,멜로,15세이상관람가,,3.0,0.0,0.0,4924,
노마: 뉴 노르딕 퀴진의 비밀,2016-07-28,7,3,30,98.0,영국,기타,다큐멘터리,전체관람가,,9.0,221.0,0.0,4924,0.4
장화신은 고양이 디 오리지널,2012-05-03,5,2,18,82.0,프랑스,기타,애니메이션,전체관람가,,14.0,0.0,0.0,4923,0.2222222222222222
5 투 7,2015-11-19,11,4,47,96.0,미국,기타,코미디,15세이상관람가,,155.0,347.0,0.0,4921,0.4902506963788301
스트레인저랜드,2015-08-06,8,3,32,111.0,호주,기타,미스터리,청소년관람불가,,40.0,362.0,0.0,4916,0.4733727810650887
타이거 마운틴,2015-04-23,4,2,17,142.0,중국,기타,전쟁,15세이상관람가,,3.0,50.0,0.0,4910,0.5
프랑스 영화처럼,2016-01-14,1,1,2,103.0,한국,기타,드라마,15세이상관람가,0.0,41.0,682.0,0.0,4881,0.5217391304347826
메리와 맥스,2011-12-22,12,4,51,92.0,호주,기타,애니메이션,12세이상관람가,,26.0,0.0,0.0,4873,0.4666666666666667
조용한 열정,2017-11-23,11,4,47,125.0,영국,기타,드라마,12세이상관람가,0.0,7.0,148.0,0.0,4871,0.42857142857142855
카페 드 플로르,2012-07-19,7,3,29,120.0,캐나다,기타,멜로,청소년관람불가,,4.0,0.0,0.0,4869,0.3076923076923077
저니스 엔드,2018-11-28,11,4,48,107.0,영국,기타,전쟁,15세이상관람가,,30.0,165.0,0.0,4861,0.4361702127659575
엘리자의 내일,2017-08-10,8,3,32,127.0,기타,기타,드라마,15세이상관람가,0.0,24.0,234.0,0.0,4854,0.3888888888888889
빅터 영 페레즈,2017-07-13,7,3,28,109.0,프랑스,기타,드라마,15세이상관람가,0.0,3.0,20.0,0.0,4846,0.4
우행록: 어리석은 자의 기록,2019-01-17,1,1,3,120.0,일본,기타,드라마,15세이상관람가,0.0,109.0,164.0,0.0,4845,0.3894736842105263
쇠파리,2017-05-25,5,2,21,111.0,한국,기타,범죄,15세이상관람가,0.0,368.0,1187.0,0.0,4836,0.09137314956610516
컬러풀,2012-05-10,5,2,19,126.0,일본,기타,애니메이션,15세이상관람가,,19.0,0.0,1.0,4824,0.36
카운터스,2018-08-15,8,3,33,98.0,한국,기타,다큐멘터리,15세이상관람가,0.0,12.0,143.0,0.0,4819,0.32142857142857145
은하철도의 꿈,2015-04-09,4,2,15,101.0,일본,기타,애니메이션,전체관람가,,36.0,139.0,0.0,4812,0.2864864864864865
시티즌포,2015-11-19,11,4,47,113.0,미국,기타,다큐멘터리,12세이상관람가,0.0,30.0,262.0,0.0,4804,0.3875
와일드 테일즈: 참을 수 없는 순간,2015-05-21,5,2,21,121.0,스페인,기타,코미디,청소년관람불가,,81.0,245.0,0.0,4778,0.3102189781021898
나는 나비,2010-12-02,12,4,48,100.0,한국,기타,다큐멘터리,전체관람가,,8.0,0.0,0.0,4771,0.4615384615384616
밀애,2014-07-24,7,3,30,86.0,한국,기타,드라마,청소년관람불가,0.0,4.0,81.0,0.0,4770,0.14285714285714285
재꽃,2017-07-06,7,3,27,125.0,한국,기타,드라마,12세이상관람가,0.0,23.0,142.0,0.0,4762,0.4117647058823529
그리고 싶은 것,2013-08-15,8,3,33,92.0,한국,기타,다큐멘터리,전체관람가,0.0,27.0,0.0,0.0,4756,0.4864864864864865
블리딩 스틸,2018-04-19,4,2,16,101.0,중국,기타,액션,15세이상관람가,,43.0,169.0,0.0,4754,0.31413612565445026
요나요나 펭귄,2012-01-12,1,1,2,88.0,일본,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,,11.0,0.0,0.0,4753,0.625
문빔베어: 달을 사랑한 작은 곰,2013-05-01,5,2,18,75.0,독일,(주)시너지하우스 (시너지),가족,전체관람가,,18.0,0.0,0.0,4747,0.37777777777777777
파리 5구의 여인,2013-04-25,4,2,17,84.0,프랑스,기타,스릴러,15세이상관람가,,23.0,0.0,1.0,4735,0.7777777777777778
위켄즈,2016-12-22,12,4,51,94.0,한국,기타,다큐멘터리,15세이상관람가,0.0,93.0,213.0,0.0,4731,0.37420718816067655
할,2010-10-14,10,4,41,87.0,한국,기타,드라마,12세이상관람가,0.0,14.0,0.0,0.0,4728,0.42424242424242425
극장판 슈타인즈 게이트: 부하영역의 데자뷰,2013-12-05,12,4,49,89.0,일본,기타,애니메이션,12세이상관람가,0.0,449.0,0.0,0.0,4726,0.2562442183163737
세레나,2015-04-23,4,2,17,109.0,미국,기타,드라마,청소년관람불가,,53.0,373.0,0.0,4726,0.2777777777777778
포르토,2018-01-31,1,1,5,76.0,프랑스,기타,드라마,청소년관람불가,,16.0,114.0,0.0,4721,0.4642857142857143
금빛 모자이크 프리티 데이즈,2017-02-16,2,1,7,50.0,일본,기타,애니메이션,전체관람가,,97.0,364.0,0.0,4709,0.43478260869565216
브라보! 재즈 라이프,2010-12-16,12,4,50,105.0,한국,기타,다큐멘터리,전체관람가,,33.0,0.0,0.0,4695,0.6621621621621622
찰리 컨트리맨,2014-08-28,8,3,35,103.0,미국,기타,코미디,청소년관람불가,,107.0,239.0,0.0,4692,0.3517241379310345
늙은 자전거,2015-11-12,11,4,46,106.0,한국,기타,드라마,전체관람가,0.0,15.0,244.0,0.0,4687,0.32608695652173914
위스키 탱고 폭스트롯,2016-11-10,11,4,45,111.0,미국,기타,전쟁,15세이상관람가,0.0,65.0,277.0,0.0,4682,0.10606060606060606
해적왕의 황금나침반,2014-11-27,11,4,48,89.0,독일,기타,가족,전체관람가,,21.0,97.0,0.0,4682,0.1851851851851852
라이엇 클럽,2015-10-22,10,4,43,106.0,영국,기타,드라마,청소년관람불가,,46.0,434.0,0.0,4662,0.24444444444444444
클라우드,2011-07-14,7,3,28,101.0,독일,기타,드라마,15세이상관람가,,46.0,0.0,0.0,4652,0.4253731343283582
블링 링,2013-09-05,9,3,36,90.0,미국,기타,범죄,청소년관람불가,0.0,64.0,0.0,0.0,4641,0.3241758241758242
성 프란치스코,2017-10-12,10,4,41,87.0,프랑스,기타,드라마,전체관람가,,14.0,228.0,0.0,4638,0.5686274509803921
위 아 엑스,2017-05-25,5,2,21,93.0,영국,기타,다큐멘터리,15세이상관람가,0.0,59.0,735.0,0.0,4636,0.32653061224489793
라이프 인 어 데이,2011-09-29,9,3,39,95.0,미국,기타,다큐멘터리,12세이상관람가,,2.0,0.0,0.0,4631,-0.5
어바웃 체리,2014-06-26,6,2,26,102.0,미국,기타,드라마,청소년관람불가,0.0,19.0,29.0,0.0,4611,0.3793103448275862
주피터스 문,2018-08-02,8,3,31,128.0,기타,기타,SF,15세이상관람가,,5.0,50.0,0.0,4603,0.6153846153846154
사일런트 하트,2015-11-19,11,4,47,98.0,덴마크,기타,가족,15세이상관람가,,85.0,465.0,0.0,4603,0.40835266821345706
후세: 말하지 못한 내 사랑,2013-03-28,3,1,13,110.0,일본,기타,애니메이션,15세이상관람가,,159.0,0.0,0.0,4601,0.4521739130434783
침묵의 시선,2015-09-03,9,3,36,103.0,덴마크,기타,다큐멘터리,15세이상관람가,0.0,24.0,202.0,0.0,4585,0.21359223300970875
비러브드,2013-02-14,2,1,7,139.0,프랑스,기타,뮤지컬,청소년관람불가,,11.0,0.0,0.0,4558,0.3469387755102041
트라이앵글,2018-08-29,8,3,35,98.0,영국,기타,공포,15세이상관람가,,2511.0,1451.0,0.0,4558,0.26466239526860524
제4 이노베이터,2014-12-18,12,4,51,98.0,한국,기타,드라마,12세이상관람가,,11.0,33.0,0.0,4555,0.421875
에브리타임 룩 앳 유,2019-03-14,3,1,11,119.0,독일,기타,코미디,12세이상관람가,0.0,9.0,37.0,0.0,4526,0.5789473684210527
바라나시,2018-05-24,5,2,21,99.0,인도,기타,코미디,전체관람가,,9.0,74.0,0.0,4522,0.5769230769230769
너는 착한 아이,2016-03-24,3,1,12,121.0,일본,기타,드라마,전체관람가,0.0,39.0,589.0,1.0,4514,0.5304878048780488
내셔널 갤러리,2016-08-25,8,3,34,180.0,프랑스,기타,다큐멘터리,전체관람가,,4.0,286.0,0.0,4509,0.3076923076923077
예스맨 프로젝트,2010-03-25,3,1,12,86.0,프랑스,기타,다큐멘터리,12세이상관람가,,3.0,0.0,0.0,4506,0.6
블랙 쉐도우,2017-07-13,7,3,28,93.0,미국,기타,액션,15세이상관람가,0.0,53.0,92.0,0.0,4502,0.4434782608695652
미스 유 올레디,2017-10-03,10,4,40,112.0,영국,기타,드라마,15세이상관람가,,10.0,113.0,0.0,4499,0.30303030303030304
거짓말 섹스가 좋아2,2013-12-24,12,4,52,80.0,한국,기타,멜로,청소년관람불가,0.0,0.0,0.0,0.0,4490,
원 네이션,2019-03-21,3,1,12,121.0,프랑스,기타,드라마,15세이상관람가,0.0,4.0,48.0,0.0,4484,0.4
튼튼이의 모험,2018-06-21,6,2,25,106.0,한국,CGV아트하우스,코미디,15세이상관람가,0.0,24.0,212.0,0.0,4476,0.4310344827586207
나넬 모차르트,2011-09-15,9,3,37,120.0,프랑스,기타,드라마,12세이상관람가,,7.0,0.0,0.0,4475,0.875
세상끝의 사랑,2015-11-12,11,4,46,100.0,한국,기타,멜로,청소년관람불가,0.0,57.0,388.0,0.0,4472,0.4101123595505618
로마서 8:37,2017-11-16,11,4,46,133.0,한국,기타,드라마,15세이상관람가,0.0,26.0,298.0,0.0,4465,0.4444444444444444
세계일주,2015-03-26,3,1,13,91.0,한국,기타,가족,12세이상관람가,0.0,56.0,189.0,0.0,4449,0.4603174603174603
그녀는 거짓말을 너무 사랑해,2018-01-24,1,1,4,116.0,일본,기타,멜로,12세이상관람가,0.0,173.0,1453.0,1.0,4448,0.5103896103896104
콜렉터,2011-05-26,5,2,21,90.0,미국,기타,범죄,청소년관람불가,,71.0,0.0,0.0,4443,0.2540540540540541
동사서독 리덕스,2013-12-05,12,4,49,93.0,홍콩,기타,액션,15세이상관람가,,119.0,0.0,0.0,4441,0.37888198757763975
청야,2013-12-26,12,4,52,96.0,한국,기타,드라마,12세이상관람가,0.0,35.0,0.0,0.0,4438,0.2328767123287671
홍길동 2084,2011-08-18,8,3,33,85.0,한국,기타,애니메이션,전체관람가,,134.0,0.0,0.0,4434,0.16806722689075632
나만이 없는 거리,2016-08-17,8,3,33,120.0,일본,기타,드라마,15세이상관람가,0.0,150.0,1375.0,1.0,4392,0.3109243697478992
온리 갓 포기브스,2014-04-24,4,2,17,89.0,미국,기타,액션,청소년관람불가,0.0,147.0,151.0,0.0,4389,0.2508896797153025
미스 줄리,2015-06-18,6,2,25,130.0,기타,기타,드라마,15세이상관람가,0.0,5.0,167.0,1.0,4380,0.6153846153846154
지저스 크라이스트 슈퍼스타,2012-11-22,11,4,47,104.0,미국,유니버설픽쳐스인터내셔널 코리아(유),뮤지컬,12세이상관람가,,11.0,0.0,0.0,4363,0.4166666666666667
내 첫사랑을 너에게 바친다,2010-08-05,8,3,31,122.0,일본,기타,드라마,15세이상관람가,,104.0,0.0,0.0,4352,0.3507109004739337
15소년 표류기: 해적섬을 탈출하라,2014-11-27,11,4,48,81.0,일본,기타,애니메이션,전체관람가,,4.0,29.0,0.0,4341,0.42857142857142855
오래된 인력거,2011-12-15,12,4,50,85.0,한국,기타,다큐멘터리,전체관람가,0.0,51.0,0.0,0.0,4339,0.5454545454545454
마이크롭 앤 가솔린,2016-03-31,3,1,13,103.0,프랑스,기타,코미디,15세이상관람가,0.0,8.0,191.0,0.0,4339,0.4705882352941176
노라노,2013-10-31,10,4,44,92.0,한국,기타,다큐멘터리,전체관람가,0.0,6.0,0.0,0.0,4315,0.46875
120 BPM,2018-03-15,3,1,11,143.0,프랑스,기타,드라마,청소년관람불가,0.0,137.0,94.0,0.0,4314,-0.0211416490486258
사랑의 시대,2017-02-02,2,1,5,111.0,덴마크,기타,드라마,청소년관람불가,0.0,25.0,183.0,0.0,4308,0.4636363636363636
뮤지엄 아워스,2014-01-23,1,1,4,106.0,기타,기타,드라마,15세이상관람가,,15.0,0.0,0.0,4292,0.2702702702702703
더 바,2017-06-15,6,2,24,101.0,스페인,기타,스릴러,15세이상관람가,0.0,15.0,324.0,0.0,4287,0.5882352941176471
극장판 쥬얼펫: 스위트댄스 프린세스,2013-11-07,11,4,45,76.0,일본,기타,애니메이션,전체관람가,,16.0,0.0,0.0,4277,0.3809523809523809
내 심장이 건너 뛴 박동,2016-12-15,12,4,50,106.0,프랑스,기타,드라마,15세이상관람가,,81.0,188.0,0.0,4273,0.26229508196721313
쿠바의 연인,2011-01-13,1,1,2,93.0,한국,기타,다큐멘터리,15세이상관람가,,4.0,0.0,0.0,4273,0.6666666666666666
미인어,2017-02-22,2,1,8,93.0,중국,기타,판타지,12세이상관람가,,321.0,1347.0,0.0,4270,0.3750966744006187
울언니,2014-12-04,12,4,49,96.0,한국,기타,드라마,청소년관람불가,0.0,21.0,123.0,0.0,4266,0.5
섀도우 댄서,2013-03-28,3,1,13,101.0,영국,판씨네마(주),드라마,15세이상관람가,,45.0,0.0,0.0,4262,0.3303964757709251
간츠: 퍼펙트 앤서,2011-08-11,8,3,32,140.0,일본,기타,SF,15세이상관람가,,43.0,0.0,0.0,4247,0.3076923076923077
왕을 참하라,2017-03-16,3,1,11,115.0,한국,기타,드라마,청소년관람불가,0.0,45.0,381.0,0.0,4237,0.4859154929577465
디어 미,2011-04-27,4,2,17,90.0,프랑스,기타,코미디,12세이상관람가,,48.0,0.0,0.0,4236,0.22916666666666666
셔틀콕,2014-04-24,4,2,17,100.0,한국,기타,미스터리,15세이상관람가,0.0,38.0,124.0,0.0,4226,0.53
우리 이웃의 범죄,2011-04-07,4,2,14,98.0,한국,기타,드라마,15세이상관람가,0.0,27.0,0.0,0.0,4213,0.5789473684210527
화씨 11/9: 트럼프의 시대,2018-11-22,11,4,47,128.0,미국,기타,다큐멘터리,15세이상관람가,0.0,20.0,64.0,0.0,4212,0.12359550561797752
우디 앨런 : 우리가 몰랐던 이야기,2012-09-27,9,3,39,113.0,미국,기타,다큐멘터리,15세이상관람가,0.0,1.0,0.0,0.0,4205,1.0
랄프 스테드먼 스토리: 이상한 나라의 친구들,2014-07-10,7,3,28,89.0,영국,기타,다큐멘터리,12세이상관람가,0.0,13.0,297.0,0.0,4204,0.2
그림자들의 섬,2016-08-25,8,3,34,98.0,한국,기타,다큐멘터리,15세이상관람가,,7.0,178.0,0.0,4197,0.05263157894736842
트립 투 잉글랜드,2015-11-26,11,4,48,111.0,영국,기타,코미디,15세이상관람가,,19.0,74.0,0.0,4192,0.4
슬기로운 해법,2014-05-15,5,2,20,94.0,한국,기타,다큐멘터리,12세이상관람가,0.0,25.0,172.0,0.0,4189,0.3648648648648649
수부라 게이트,2017-09-07,9,3,36,134.0,이탈리아,기타,범죄,청소년관람불가,,34.0,192.0,0.0,4173,0.4057971014492754
아리아,2015-04-23,4,2,17,106.0,이탈리아,기타,드라마,15세이상관람가,,12.0,192.0,0.0,4162,0.6086956521739131
여친남친,2013-02-07,2,1,6,106.0,대만,기타,멜로,청소년관람불가,,165.0,0.0,0.0,4146,0.3960843373493976
우리가 사랑한 시간,2015-11-12,11,4,46,97.0,미국,기타,멜로,15세이상관람가,,21.0,179.0,0.0,4126,0.2
야누스: 욕망의 두 얼굴,2014-08-14,8,3,33,83.0,한국,기타,미스터리,청소년관람불가,,10.0,65.0,0.0,4122,0.14285714285714285
부에나 비스타 소셜 클럽 2: 아디오스,2017-10-26,10,4,43,110.0,미국,기타,다큐멘터리,12세이상관람가,,4.0,125.0,0.0,4122,0.35714285714285715
알리바이 닷 컴,2018-11-07,11,4,45,89.0,프랑스,판씨네마(주),코미디,15세이상관람가,,19.0,40.0,0.0,4112,0.29411764705882354
태양의 서커스 월드 어웨이,2016-01-06,1,1,1,91.0,미국,기타,공연,전체관람가,,21.0,99.0,0.0,4110,0.5822784810126582
"구름의 저편, 약속의 장소",2017-02-28,2,1,9,90.0,일본,기타,애니메이션,12세이상관람가,0.0,497.0,1158.0,1.0,4105,0.2952783650458069
아이 오브 더 스톰,2013-06-15,6,2,24,119.0,호주,기타,드라마,청소년관람불가,,12.0,0.0,0.0,4101,0.5161290322580645
가족의 나라,2013-03-07,3,1,10,100.0,일본,기타,드라마,12세이상관람가,0.0,28.0,0.0,0.0,4097,0.6403508771929824
앙드레 마티유,2011-01-13,1,1,2,101.0,캐나다,기타,드라마,12세이상관람가,,5.0,0.0,0.0,4095,0.3333333333333333
린 온 피트,2018-09-20,9,3,38,121.0,영국,기타,어드벤처,15세이상관람가,0.0,2.0,47.0,0.0,4093,0.6
쿠크하트 : 시계심장을 가진 소년,2015-08-20,8,3,34,88.0,프랑스,기타,애니메이션,전체관람가,,39.0,695.0,1.0,4093,0.11702127659574467
꿈보다 해몽,2015-02-12,2,1,7,98.0,한국,기타,드라마,15세이상관람가,0.0,12.0,277.0,0.0,4087,0.7142857142857143
2AM SHOW,2010-12-09,12,4,49,70.0,한국,에스케이텔레콤(주),공연,전체관람가,0.0,139.0,0.0,0.0,4085,0.2301255230125523
요요마와 실크로드 앙상블,2017-01-12,1,1,2,95.0,미국,기타,다큐멘터리,전체관람가,,14.0,235.0,0.0,4083,0.2358490566037736
시저는 죽어야 한다,2013-05-02,5,2,18,76.0,이탈리아,기타,드라마,12세이상관람가,,163.0,0.0,0.0,4083,0.4557956777996071
반짝이는 박수 소리,2015-04-23,4,2,17,79.0,한국,기타,다큐멘터리,전체관람가,0.0,28.0,190.0,1.0,4074,0.4430379746835443
